#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  39 400
# Band-Index    1
   0.33997     -4.993315     -4.993315
   0.35101     -5.024147     -5.024147
   0.36205     -5.053411     -5.053411
   0.36205     -5.053411     -5.053411
   0.38414     -4.995091     -4.995091
   0.40622     -4.973597     -4.973597
   0.42831     -5.015339     -5.015338
   0.45040     -5.018462     -5.018462
   0.47249     -5.013796     -5.013796
   0.49458     -4.981153     -4.981153
   0.51666     -4.989433     -4.989433
   0.53875     -4.999415     -4.999415
   0.56084     -5.012745     -5.012745
   0.58293     -5.024224     -5.024224
   0.60501     -5.037520     -5.037520
   0.62710     -5.047400     -5.047400
 
# Band-Index  124
   0.62710     -5.046875     -5.046875
   0.60501     -5.037075     -5.037075
   0.58293     -5.023763     -5.023763
   0.56084     -5.011045     -5.011045
   0.53875     -4.998424     -4.998424
   0.51666     -4.986606     -4.986606
   0.49458     -4.978332     -4.978332
   0.47249     -5.006399     -5.006398
   0.45040     -5.001001     -5.001001
   0.42831     -4.987602     -4.987602
   0.40622     -4.972581     -4.972581
   0.38414     -4.993366     -4.993366
   0.36205     -5.053167     -5.053167
   0.36205     -5.053167     -5.053167
   0.35101     -5.023866     -5.023866
   0.33997     -4.992980     -4.992980
   0.32892     -4.976256     -4.976256
   0.31788     -4.989217     -4.989217
   0.30684     -5.002184     -5.002184
   0.29580     -5.015142     -5.015142
   0.28476     -5.011220     -5.011220
   0.27371     -4.984955     -4.984954
   0.26267     -4.958010     -4.958010
   0.25163     -4.945372     -4.945371
   0.24059     -4.979510     -4.979510
   0.22954     -5.008630     -5.008630
   0.22954     -5.008630     -5.008630
   0.21042     -4.960642     -4.960642
   0.19129     -4.946960     -4.946960
   0.17216     -4.955935     -4.955935
   0.15303     -4.969181     -4.969181
   0.13390     -4.982107     -4.982107
   0.11477     -4.982483     -4.982483
   0.09564     -4.991640     -4.991640
   0.07651     -5.008032     -5.008032
   0.05739     -5.012940     -5.012940
   0.03826     -5.025027     -5.025027
   0.01913     -5.037699     -5.037699
   0.00000     -5.046875     -5.046875
 
# Band-Index  125
   0.00000     -4.997609     -4.997609
   0.01913     -5.001256     -5.001256
   0.03826     -5.007161     -5.007161
   0.05739     -5.012891     -5.012891
   0.07651     -5.006777     -5.006777
   0.09564     -4.954326     -4.954326
   0.11477     -4.943015     -4.943014
   0.13390     -4.974260     -4.974259
   0.15303     -4.967254     -4.967254
   0.17216     -4.955594     -4.955594
   0.19129     -4.941814     -4.941814
   0.21042     -4.959598     -4.959598
   0.22954     -5.007942     -5.007942
   0.22954     -5.007942     -5.007942
   0.24059     -4.978698     -4.978698
   0.25163     -4.944454     -4.944454
   0.26267     -4.940050     -4.940049
   0.27371     -4.939091     -4.939090
   0.28476     -4.937909     -4.937909
   0.29580     -4.936492     -4.936491
   0.30684     -4.934901     -4.934901
   0.31788     -4.937311     -4.937310
   0.32892     -4.963129     -4.963129
   0.33997     -4.963665     -4.963665
   0.35101     -4.951356     -4.951356
   0.36205     -4.944391     -4.944391
   0.36205     -4.944391     -4.944391
   0.38414     -4.956552     -4.956552
   0.40622     -4.965988     -4.965987
   0.42831     -4.980780     -4.980779
   0.45040     -4.994274     -4.994273
   0.47249     -4.992775     -4.992775
   0.49458     -4.974810     -4.974810
   0.51666     -4.983290     -4.983290
   0.53875     -4.991793     -4.991793
   0.56084     -5.002151     -5.002151
   0.58293     -5.013765     -5.013765
   0.60501     -5.003446     -5.003446
   0.62710     -4.997609     -4.997609
 
# Band-Index  126
   0.62710     -4.995382     -4.995382
   0.60501     -4.998906     -4.998906
   0.58293     -4.998883     -4.998883
   0.56084     -4.992351     -4.992351
   0.53875     -4.984905     -4.984905
   0.51666     -4.978080     -4.978080
   0.49458     -4.972952     -4.972952
   0.47249     -4.972166     -4.972166
   0.45040     -4.963297     -4.963297
   0.42831     -4.954301     -4.954301
   0.40622     -4.945492     -4.945492
   0.38414     -4.954702     -4.954702
   0.36205     -4.943133     -4.943133
   0.36205     -4.943133     -4.943133
   0.35101     -4.951182     -4.951182
   0.33997     -4.963371     -4.963371
   0.32892     -4.962666     -4.962666
   0.31788     -4.936211     -4.936211
   0.30684     -4.934762     -4.934762
   0.29580     -4.936364     -4.936364
   0.28476     -4.937784     -4.937784
   0.27371     -4.938968     -4.938968
   0.26267     -4.939934     -4.939934
   0.25163     -4.940058     -4.940058
   0.24059     -4.940936     -4.940936
   0.22954     -4.941087     -4.941086
   0.22954     -4.941087     -4.941086
   0.21042     -4.948545     -4.948545
   0.19129     -4.941492     -4.941492
   0.17216     -4.916480     -4.916480
   0.15303     -4.913540     -4.913539
   0.13390     -4.926131     -4.926130
   0.11477     -4.938498     -4.938498
   0.09564     -4.954022     -4.954022
   0.07651     -5.000685     -5.000685
   0.05739     -5.012264     -5.012264
   0.03826     -5.006439     -5.006439
   0.01913     -5.000258     -5.000258
   0.00000     -4.995382     -4.995382
 
# Band-Index  127
   0.00000     -4.994466     -4.994466
   0.01913     -4.991975     -4.991975
   0.03826     -4.986122     -4.986121
   0.05739     -4.976861     -4.976860
   0.07651     -4.964580     -4.964579
   0.09564     -4.949372     -4.949371
   0.11477     -4.937657     -4.937657
   0.13390     -4.925684     -4.925684
   0.15303     -4.913163     -4.913163
   0.17216     -4.901025     -4.901025
   0.19129     -4.912497     -4.912497
   0.21042     -4.930758     -4.930758
   0.22954     -4.940935     -4.940935
   0.22954     -4.940935     -4.940935
   0.24059     -4.940778     -4.940777
   0.25163     -4.939727     -4.939727
   0.26267     -4.918291     -4.918291
   0.27371     -4.918521     -4.918521
   0.28476     -4.919814     -4.919814
   0.29580     -4.921805     -4.921805
   0.30684     -4.925071     -4.925071
   0.31788     -4.931843     -4.931843
   0.32892     -4.930474     -4.930474
   0.33997     -4.932305     -4.932305
   0.35101     -4.936508     -4.936508
   0.36205     -4.939958     -4.939957
   0.36205     -4.939958     -4.939957
   0.38414     -4.950268     -4.950268
   0.40622     -4.941549     -4.941549
   0.42831     -4.945073     -4.945073
   0.45040     -4.954152     -4.954152
   0.47249     -4.964228     -4.964228
   0.49458     -4.965026     -4.965026
   0.51666     -4.966022     -4.966022
   0.53875     -4.964870     -4.964870
   0.56084     -4.989230     -4.989230
   0.58293     -4.992955     -4.992955
   0.60501     -4.993782     -4.993782
   0.62710     -4.994466     -4.994467
 
# Band-Index  128
   0.62710     -4.994442     -4.994442
   0.60501     -4.988464     -4.988464
   0.58293     -4.977534     -4.977533
   0.56084     -4.967483     -4.967483
   0.53875     -4.941284     -4.941284
   0.51666     -4.915469     -4.915469
   0.49458     -4.950711     -4.950711
   0.47249     -4.962721     -4.962721
   0.45040     -4.953228     -4.953228
   0.42831     -4.944460     -4.944460
   0.40622     -4.937876     -4.937876
   0.38414     -4.937179     -4.937179
   0.36205     -4.931445     -4.931445
   0.36205     -4.931445     -4.931445
   0.35101     -4.928568     -4.928567
   0.33997     -4.928421     -4.928420
   0.32892     -4.930306     -4.930306
   0.31788     -4.931412     -4.931412
   0.30684     -4.921665     -4.921665
   0.29580     -4.920373     -4.920373
   0.28476     -4.918906     -4.918905
   0.27371     -4.917445     -4.917445
   0.26267     -4.916590     -4.916590
   0.25163     -4.930994     -4.930994
   0.24059     -4.915803     -4.915803
   0.22954     -4.915582     -4.915582
   0.22954     -4.915582     -4.915582
   0.21042     -4.927110     -4.927109
   0.19129     -4.900110     -4.900110
   0.17216     -4.900694     -4.900694
   0.15303     -4.895287     -4.895287
   0.13390     -4.906578     -4.906577
   0.11477     -4.926938     -4.926937
   0.09564     -4.948743     -4.948743
   0.07651     -4.963274     -4.963274
   0.05739     -4.975465     -4.975465
   0.03826     -4.984767     -4.984767
   0.01913     -4.990832     -4.990832
   0.00000     -4.994442     -4.994442
 
# Band-Index  129
   0.00000     -4.984605     -4.984605
   0.01913     -4.981076     -4.981076
   0.03826     -4.973924     -4.973924
   0.05739     -4.965370     -4.965370
   0.07651     -4.955484     -4.955484
   0.09564     -4.942345     -4.942345
   0.11477     -4.925770     -4.925770
   0.13390     -4.905532     -4.905532
   0.15303     -4.884356     -4.884356
   0.17216     -4.874198     -4.874198
   0.19129     -4.898616     -4.898616
   0.21042     -4.926724     -4.926724
   0.22954     -4.914897     -4.914897
   0.22954     -4.914897     -4.914897
   0.24059     -4.915119     -4.915119
   0.25163     -4.916045     -4.916045
   0.26267     -4.913143     -4.913143
   0.27371     -4.911194     -4.911194
   0.28476     -4.912338     -4.912338
   0.29580     -4.913727     -4.913726
   0.30684     -4.918082     -4.918082
   0.31788     -4.923066     -4.923066
   0.32892     -4.928165     -4.928164
   0.33997     -4.928155     -4.928155
   0.35101     -4.926856     -4.926856
   0.36205     -4.928780     -4.928780
   0.36205     -4.928780     -4.928780
   0.38414     -4.929204     -4.929204
   0.40622     -4.936806     -4.936806
   0.42831     -4.914942     -4.914941
   0.45040     -4.932965     -4.932965
   0.47249     -4.953382     -4.953382
   0.49458     -4.946164     -4.946164
   0.51666     -4.907753     -4.907753
   0.53875     -4.933589     -4.933589
   0.56084     -4.961914     -4.961914
   0.58293     -4.972955     -4.972955
   0.60501     -4.980211     -4.980211
   0.62710     -4.984605     -4.984605
 
# Band-Index  130
   0.62710     -4.984575     -4.984575
   0.60501     -4.979950     -4.979950
   0.58293     -4.969700     -4.969700
   0.56084     -4.954203     -4.954203
   0.53875     -4.910698     -4.910698
   0.51666     -4.859139     -4.859139
   0.49458     -4.884544     -4.884544
   0.47249     -4.874908     -4.874908
   0.45040     -4.897060     -4.897060
   0.42831     -4.908577     -4.908577
   0.40622     -4.936308     -4.936307
   0.38414     -4.928749     -4.928749
   0.36205     -4.926013     -4.926013
   0.36205     -4.926013     -4.926013
   0.35101     -4.924407     -4.924407
   0.33997     -4.924190     -4.924190
   0.32892     -4.923640     -4.923639
   0.31788     -4.922507     -4.922507
   0.30684     -4.914887     -4.914887
   0.29580     -4.913027     -4.913026
   0.28476     -4.910778     -4.910778
   0.27371     -4.909247     -4.909247
   0.26267     -4.910049     -4.910049
   0.25163     -4.915229     -4.915229
   0.24059     -4.907821     -4.907821
   0.22954     -4.907523     -4.907523
   0.22954     -4.907523     -4.907523
   0.21042     -4.895370     -4.895370
   0.19129     -4.889776     -4.889776
   0.17216     -4.873949     -4.873949
   0.15303     -4.883319     -4.883319
   0.13390     -4.871157     -4.871157
   0.11477     -4.899289     -4.899288
   0.09564     -4.941880     -4.941880
   0.07651     -4.955163     -4.955163
   0.05739     -4.965112     -4.965112
   0.03826     -4.973712     -4.973711
   0.01913     -4.980941     -4.980941
   0.00000     -4.984575     -4.984575
 
# Band-Index  131
   0.00000     -4.779412     -4.779411
   0.01913     -4.793718     -4.793718
   0.03826     -4.808440     -4.808440
   0.05739     -4.822838     -4.822838
   0.07651     -4.836263     -4.836262
   0.09564     -4.848021     -4.848020
   0.11477     -4.899037     -4.899037
   0.13390     -4.870935     -4.870935
   0.15303     -4.872997     -4.872997
   0.17216     -4.866933     -4.866933
   0.19129     -4.889371     -4.889370
   0.21042     -4.895302     -4.895302
   0.22954     -4.907259     -4.907258
   0.22954     -4.907259     -4.907258
   0.24059     -4.907396     -4.907396
   0.25163     -4.908388     -4.908388
   0.26267     -4.907696     -4.907696
   0.27371     -4.887644     -4.887644
   0.28476     -4.893950     -4.893950
   0.29580     -4.900932     -4.900932
   0.30684     -4.910502     -4.910502
   0.31788     -4.916137     -4.916137
   0.32892     -4.918023     -4.918023
   0.33997     -4.921374     -4.921374
   0.35101     -4.924262     -4.924262
   0.36205     -4.923908     -4.923907
   0.36205     -4.923908     -4.923907
   0.38414     -4.920637     -4.920637
   0.40622     -4.906341     -4.906341
   0.42831     -4.895218     -4.895218
   0.45040     -4.890876     -4.890875
   0.47249     -4.872272     -4.872272
   0.49458     -4.876973     -4.876973
   0.51666     -4.853360     -4.853360
   0.53875     -4.846777     -4.846777
   0.56084     -4.833171     -4.833170
   0.58293     -4.816459     -4.816458
   0.60501     -4.798106     -4.798105
   0.62710     -4.779412     -4.779411
 
# Band-Index  132
   0.62710     -4.779304     -4.779304
   0.60501     -4.789810     -4.789810
   0.58293     -4.802468     -4.802467
   0.56084     -4.816342     -4.816342
   0.53875     -4.830742     -4.830742
   0.51666     -4.848359     -4.848358
   0.49458     -4.862934     -4.862934
   0.47249     -4.871914     -4.871914
   0.45040     -4.884290     -4.884290
   0.42831     -4.894917     -4.894917
   0.40622     -4.904872     -4.904872
   0.38414     -4.915492     -4.915491
   0.36205     -4.923333     -4.923333
   0.36205     -4.923333     -4.923333
   0.35101     -4.923310     -4.923310
   0.33997     -4.917850     -4.917849
   0.32892     -4.917066     -4.917066
   0.31788     -4.914237     -4.914237
   0.30684     -4.908245     -4.908245
   0.29580     -4.900593     -4.900592
   0.28476     -4.893857     -4.893857
   0.27371     -4.887380     -4.887380
   0.26267     -4.906535     -4.906535
   0.25163     -4.907430     -4.907430
   0.24059     -4.903624     -4.903624
   0.22954     -4.878115     -4.878115
   0.22954     -4.878115     -4.878115
   0.21042     -4.881138     -4.881137
   0.19129     -4.878909     -4.878909
   0.17216     -4.866121     -4.866120
   0.15303     -4.872750     -4.872750
   0.13390     -4.870593     -4.870593
   0.11477     -4.856682     -4.856682
   0.09564     -4.847916     -4.847916
   0.07651     -4.836122     -4.836122
   0.05739     -4.822724     -4.822724
   0.03826     -4.808329     -4.808329
   0.01913     -4.793550     -4.793550
   0.00000     -4.779304     -4.779304
 
# Band-Index  133
   0.00000     -4.779207     -4.779206
   0.01913     -4.780087     -4.780087
   0.03826     -4.784069     -4.784069
   0.05739     -4.790536     -4.790536
   0.07651     -4.799250     -4.799249
   0.09564     -4.847178     -4.847178
   0.11477     -4.856518     -4.856518
   0.13390     -4.843831     -4.843831
   0.15303     -4.850395     -4.850395
   0.17216     -4.865804     -4.865804
   0.19129     -4.878848     -4.878848
   0.21042     -4.880923     -4.880923
   0.22954     -4.877892     -4.877891
   0.22954     -4.877892     -4.877891
   0.24059     -4.865889     -4.865889
   0.25163     -4.873558     -4.873558
   0.26267     -4.880696     -4.880696
   0.27371     -4.886821     -4.886820
   0.28476     -4.879233     -4.879233
   0.29580     -4.882729     -4.882729
   0.30684     -4.890366     -4.890366
   0.31788     -4.899381     -4.899380
   0.32892     -4.908609     -4.908609
   0.33997     -4.917383     -4.917383
   0.35101     -4.919980     -4.919980
   0.36205     -4.922692     -4.922692
   0.36205     -4.922692     -4.922692
   0.38414     -4.913030     -4.913029
   0.40622     -4.904607     -4.904607
   0.42831     -4.887112     -4.887112
   0.45040     -4.883958     -4.883958
   0.47249     -4.869028     -4.869028
   0.49458     -4.858925     -4.858925
   0.51666     -4.845094     -4.845094
   0.53875     -4.830318     -4.830318
   0.56084     -4.815901     -4.815901
   0.58293     -4.802018     -4.802017
   0.60501     -4.789349     -4.789349
   0.62710     -4.779207     -4.779206
 
# Band-Index  134
   0.62710     -4.778966     -4.778966
   0.60501     -4.771282     -4.771282
   0.58293     -4.767093     -4.767093
   0.56084     -4.767978     -4.767977
   0.53875     -4.799110     -4.799110
   0.51666     -4.844691     -4.844691
   0.49458     -4.858528     -4.858528
   0.47249     -4.861040     -4.861040
   0.45040     -4.851172     -4.851172
   0.42831     -4.862625     -4.862625
   0.40622     -4.903473     -4.903473
   0.38414     -4.912823     -4.912823
   0.36205     -4.917554     -4.917554
   0.36205     -4.917554     -4.917554
   0.35101     -4.917956     -4.917956
   0.33997     -4.912375     -4.912374
   0.32892     -4.906146     -4.906145
   0.31788     -4.898054     -4.898054
   0.30684     -4.885319     -4.885319
   0.29580     -4.878172     -4.878172
   0.28476     -4.875689     -4.875689
   0.27371     -4.884883     -4.884883
   0.26267     -4.880471     -4.880471
   0.25163     -4.873304     -4.873304
   0.24059     -4.865618     -4.865618
   0.22954     -4.857937     -4.857937
   0.22954     -4.857937     -4.857937
   0.21042     -4.866782     -4.866782
   0.19129     -4.872228     -4.872228
   0.17216     -4.861012     -4.861012
   0.15303     -4.850317     -4.850317
   0.13390     -4.843560     -4.843560
   0.11477     -4.839429     -4.839429
   0.09564     -4.809913     -4.809913
   0.07651     -4.799207     -4.799206
   0.05739     -4.790474     -4.790474
   0.03826     -4.783992     -4.783992
   0.01913     -4.780001     -4.780001
   0.00000     -4.778966     -4.778966
 
# Band-Index  135
   0.00000     -4.778699     -4.778698
   0.01913     -4.765918     -4.765918
   0.03826     -4.754483     -4.754483
   0.05739     -4.753916     -4.753916
   0.07651     -4.793759     -4.793759
   0.09564     -4.809894     -4.809894
   0.11477     -4.822204     -4.822204
   0.13390     -4.835798     -4.835798
   0.15303     -4.814126     -4.814126
   0.17216     -4.860003     -4.860003
   0.19129     -4.871997     -4.871997
   0.21042     -4.866575     -4.866575
   0.22954     -4.857570     -4.857569
   0.22954     -4.857570     -4.857569
   0.24059     -4.853304     -4.853304
   0.25163     -4.839783     -4.839783
   0.26267     -4.834875     -4.834875
   0.27371     -4.834029     -4.834029
   0.28476     -4.827986     -4.827985
   0.29580     -4.854060     -4.854060
   0.30684     -4.881238     -4.881238
   0.31788     -4.897790     -4.897790
   0.32892     -4.905842     -4.905842
   0.33997     -4.911196     -4.911196
   0.35101     -4.915311     -4.915311
   0.36205     -4.917512     -4.917512
   0.36205     -4.917512     -4.917512
   0.38414     -4.906563     -4.906562
   0.40622     -4.880764     -4.880764
   0.42831     -4.861964     -4.861964
   0.45040     -4.832353     -4.832353
   0.47249     -4.849141     -4.849141
   0.49458     -4.844567     -4.844567
   0.51666     -4.823684     -4.823684
   0.53875     -4.793476     -4.793476
   0.56084     -4.767571     -4.767570
   0.58293     -4.766623     -4.766623
   0.60501     -4.770811     -4.770811
   0.62710     -4.778699     -4.778698
 
# Band-Index  136
   0.62710     -4.778447     -4.778446
   0.60501     -4.760778     -4.760777
   0.58293     -4.744146     -4.744145
   0.56084     -4.753331     -4.753331
   0.53875     -4.770206     -4.770206
   0.51666     -4.792357     -4.792357
   0.49458     -4.839228     -4.839228
   0.47249     -4.841527     -4.841527
   0.45040     -4.832000     -4.832000
   0.42831     -4.854140     -4.854140
   0.40622     -4.880404     -4.880404
   0.38414     -4.905967     -4.905966
   0.36205     -4.917228     -4.917228
   0.36205     -4.917228     -4.917228
   0.35101     -4.915097     -4.915096
   0.33997     -4.910845     -4.910845
   0.32892     -4.902961     -4.902961
   0.31788     -4.893950     -4.893950
   0.30684     -4.881170     -4.881170
   0.29580     -4.853965     -4.853965
   0.28476     -4.826958     -4.826958
   0.27371     -4.831921     -4.831921
   0.26267     -4.833293     -4.833293
   0.25163     -4.839376     -4.839375
   0.24059     -4.848675     -4.848675
   0.22954     -4.857221     -4.857221
   0.22954     -4.857221     -4.857221
   0.21042     -4.843908     -4.843908
   0.19129     -4.837411     -4.837411
   0.17216     -4.846363     -4.846362
   0.15303     -4.813660     -4.813660
   0.13390     -4.835728     -4.835728
   0.11477     -4.822190     -4.822190
   0.09564     -4.785327     -4.785327
   0.07651     -4.738755     -4.738755
   0.05739     -4.743232     -4.743231
   0.03826     -4.753189     -4.753189
   0.01913     -4.765336     -4.765336
   0.00000     -4.778447     -4.778446
 
# Band-Index  137
   0.00000     -4.610534     -4.610533
   0.01913     -4.656427     -4.656426
   0.03826     -4.703320     -4.703320
   0.05739     -4.739395     -4.739395
   0.07651     -4.736408     -4.736407
   0.09564     -4.740338     -4.740337
   0.11477     -4.763678     -4.763678
   0.13390     -4.788377     -4.788377
   0.15303     -4.806644     -4.806644
   0.17216     -4.845207     -4.845207
   0.19129     -4.836387     -4.836387
   0.21042     -4.843777     -4.843776
   0.22954     -4.857077     -4.857077
   0.22954     -4.857078     -4.857077
   0.24059     -4.848389     -4.848389
   0.25163     -4.830148     -4.830148
   0.26267     -4.809271     -4.809271
   0.27371     -4.792436     -4.792436
   0.28476     -4.823026     -4.823026
   0.29580     -4.817451     -4.817451
   0.30684     -4.806225     -4.806225
   0.31788     -4.795117     -4.795116
   0.32892     -4.784155     -4.784155
   0.33997     -4.773318     -4.773317
   0.35101     -4.762594     -4.762594
   0.36205     -4.752017     -4.752017
   0.36205     -4.752017     -4.752017
   0.38414     -4.791480     -4.791480
   0.40622     -4.829088     -4.829088
   0.42831     -4.853844     -4.853844
   0.45040     -4.811171     -4.811171
   0.47249     -4.811009     -4.811009
   0.49458     -4.793042     -4.793041
   0.51666     -4.787680     -4.787679
   0.53875     -4.769781     -4.769781
   0.56084     -4.746709     -4.746709
   0.58293     -4.706077     -4.706077
   0.60501     -4.658678     -4.658678
   0.62710     -4.610534     -4.610533
 
# Band-Index  138
   0.62710     -4.608447     -4.608447
   0.60501     -4.654072     -4.654072
   0.58293     -4.701906     -4.701906
   0.56084     -4.726587     -4.726587
   0.53875     -4.722491     -4.722491
   0.51666     -4.777564     -4.777564
   0.49458     -4.792651     -4.792650
   0.47249     -4.810637     -4.810637
   0.45040     -4.803723     -4.803723
   0.42831     -4.828492     -4.828492
   0.40622     -4.759845     -4.759845
   0.38414     -4.731169     -4.731169
   0.36205     -4.751777     -4.751777
   0.36205     -4.751777     -4.751777
   0.35101     -4.762336     -4.762336
   0.33997     -4.773060     -4.773060
   0.32892     -4.783904     -4.783904
   0.31788     -4.794883     -4.794883
   0.30684     -4.806016     -4.806016
   0.29580     -4.817127     -4.817126
   0.28476     -4.822905     -4.822905
   0.27371     -4.790843     -4.790843
   0.26267     -4.808792     -4.808792
   0.25163     -4.811242     -4.811242
   0.24059     -4.803954     -4.803954
   0.22954     -4.794534     -4.794533
   0.22954     -4.794534     -4.794533
   0.21042     -4.814223     -4.814223
   0.19129     -4.823822     -4.823822
   0.17216     -4.790870     -4.790870
   0.15303     -4.802115     -4.802115
   0.13390     -4.787821     -4.787821
   0.11477     -4.763132     -4.763132
   0.09564     -4.738979     -4.738979
   0.07651     -4.710813     -4.710813
   0.05739     -4.684677     -4.684677
   0.03826     -4.658341     -4.658341
   0.01913     -4.632094     -4.632094
   0.00000     -4.608447     -4.608447
 
# Band-Index  139
   0.00000     -4.608352     -4.608352
   0.01913     -4.631633     -4.631633
   0.03826     -4.658082     -4.658082
   0.05739     -4.684527     -4.684527
   0.07651     -4.710444     -4.710444
   0.09564     -4.728408     -4.728408
   0.11477     -4.730523     -4.730523
   0.13390     -4.744815     -4.744815
   0.15303     -4.801847     -4.801847
   0.17216     -4.790320     -4.790320
   0.19129     -4.823566     -4.823566
   0.21042     -4.813190     -4.813190
   0.22954     -4.793192     -4.793192
   0.22954     -4.793192     -4.793192
   0.24059     -4.798845     -4.798845
   0.25163     -4.806328     -4.806328
   0.26267     -4.805727     -4.805727
   0.27371     -4.790741     -4.790741
   0.28476     -4.772086     -4.772086
   0.29580     -4.756714     -4.756714
   0.30684     -4.743215     -4.743214
   0.31788     -4.731445     -4.731445
   0.32892     -4.721267     -4.721267
   0.33997     -4.712614     -4.712614
   0.35101     -4.729746     -4.729746
   0.36205     -4.751366     -4.751366
   0.36205     -4.751366     -4.751366
   0.38414     -4.730727     -4.730727
   0.40622     -4.738771     -4.738771
   0.42831     -4.773006     -4.773006
   0.45040     -4.801803     -4.801803
   0.47249     -4.740335     -4.740335
   0.49458     -4.743779     -4.743779
   0.51666     -4.776371     -4.776371
   0.53875     -4.682546     -4.682546
   0.56084     -4.616269     -4.616269
   0.58293     -4.610653     -4.610653
   0.60501     -4.607280     -4.607279
   0.62710     -4.608352     -4.608352
 
# Band-Index  140
   0.62710     -4.603858     -4.603858
   0.60501     -4.607132     -4.607132
   0.58293     -4.610470     -4.610470
   0.56084     -4.616053     -4.616053
   0.53875     -4.668836     -4.668836
   0.51666     -4.693384     -4.693384
   0.49458     -4.687194     -4.687193
   0.47249     -4.738647     -4.738647
   0.45040     -4.800507     -4.800507
   0.42831     -4.765902     -4.765902
   0.40622     -4.732178     -4.732178
   0.38414     -4.713452     -4.713452
   0.36205     -4.702473     -4.702473
   0.36205     -4.702473     -4.702473
   0.35101     -4.705691     -4.705690
   0.33997     -4.706766     -4.706765
   0.32892     -4.703934     -4.703934
   0.31788     -4.710298     -4.710298
   0.30684     -4.718310     -4.718310
   0.29580     -4.730092     -4.730092
   0.28476     -4.764524     -4.764524
   0.27371     -4.790226     -4.790226
   0.26267     -4.760716     -4.760716
   0.25163     -4.771454     -4.771454
   0.24059     -4.782817     -4.782817
   0.22954     -4.789167     -4.789167
   0.22954     -4.789167     -4.789167
   0.21042     -4.771032     -4.771032
   0.19129     -4.752046     -4.752046
   0.17216     -4.762365     -4.762365
   0.15303     -4.753567     -4.753567
   0.13390     -4.736485     -4.736485
   0.11477     -4.728689     -4.728689
   0.09564     -4.724796     -4.724796
   0.07651     -4.675601     -4.675601
   0.05739     -4.573414     -4.573414
   0.03826     -4.556887     -4.556887
   0.01913     -4.581201     -4.581201
   0.00000     -4.603858     -4.603858
 
# Band-Index  141
   0.00000     -4.603739     -4.603739
   0.01913     -4.580827     -4.580827
   0.03826     -4.556701     -4.556701
   0.05739     -4.533961     -4.533961
   0.07651     -4.537968     -4.537968
   0.09564     -4.611294     -4.611294
   0.11477     -4.678827     -4.678827
   0.13390     -4.734063     -4.734063
   0.15303     -4.752398     -4.752398
   0.17216     -4.762104     -4.762104
   0.19129     -4.751050     -4.751050
   0.21042     -4.770062     -4.770062
   0.22954     -4.788513     -4.788513
   0.22954     -4.788513     -4.788513
   0.24059     -4.777915     -4.777915
   0.25163     -4.766652     -4.766652
   0.26267     -4.758767     -4.758767
   0.27371     -4.789346     -4.789345
   0.28476     -4.762755     -4.762755
   0.29580     -4.728540     -4.728540
   0.30684     -4.713737     -4.713737
   0.31788     -4.705730     -4.705730
   0.32892     -4.699371     -4.699371
   0.33997     -4.699597     -4.699597
   0.35101     -4.697499     -4.697499
   0.36205     -4.696810     -4.696810
   0.36205     -4.696810     -4.696810
   0.38414     -4.707419     -4.707419
   0.40622     -4.711356     -4.711356
   0.42831     -4.692671     -4.692671
   0.45040     -4.678425     -4.678425
   0.47249     -4.681417     -4.681417
   0.49458     -4.677038     -4.677038
   0.51666     -4.633979     -4.633979
   0.53875     -4.623974     -4.623974
   0.56084     -4.575987     -4.575987
   0.58293     -4.503560     -4.503560
   0.60501     -4.556352     -4.556352
   0.62710     -4.603739     -4.603739
 
# Band-Index  142
   0.62710     -4.601666     -4.601666
   0.60501     -4.552069     -4.552069
   0.58293     -4.499572     -4.499572
   0.56084     -4.571056     -4.571056
   0.53875     -4.623702     -4.623702
   0.51666     -4.633676     -4.633676
   0.49458     -4.674722     -4.674722
   0.47249     -4.668024     -4.668024
   0.45040     -4.675366     -4.675366
   0.42831     -4.692252     -4.692252
   0.40622     -4.710923     -4.710922
   0.38414     -4.687182     -4.687182
   0.36205     -4.693346     -4.693346
   0.36205     -4.693346     -4.693346
   0.35101     -4.693220     -4.693220
   0.33997     -4.695079     -4.695079
   0.32892     -4.682525     -4.682525
   0.31788     -4.657131     -4.657131
   0.30684     -4.693036     -4.693036
   0.29580     -4.727586     -4.727586
   0.28476     -4.737804     -4.737803
   0.27371     -4.748649     -4.748649
   0.26267     -4.757368     -4.757368
   0.25163     -4.725329     -4.725329
   0.24059     -4.692602     -4.692602
   0.22954     -4.660232     -4.660232
   0.22954     -4.660232     -4.660232
   0.21042     -4.692019     -4.692019
   0.19129     -4.725856     -4.725856
   0.17216     -4.732550     -4.732550
   0.15303     -4.700691     -4.700691
   0.13390     -4.646360     -4.646360
   0.11477     -4.587463     -4.587463
   0.09564     -4.534043     -4.534043
   0.07651     -4.512688     -4.512687
   0.05739     -4.533830     -4.533830
   0.03826     -4.500115     -4.500115
   0.01913     -4.553650     -4.553650
   0.00000     -4.601666     -4.601666
 
# Band-Index  143
   0.00000     -4.453176     -4.453176
   0.01913     -4.457663     -4.457663
   0.03826     -4.487067     -4.487067
   0.05739     -4.460412     -4.460412
   0.07651     -4.512576     -4.512576
