  #K-Path    Energy        Mo         S        Si
# Band-Index    1
    0.351   -2.1595     0.001     0.007     0.369
    0.362   -2.1444     0.000     0.004     0.369
    0.362   -2.1444     0.000     0.004     0.369
    0.384   -2.1411     0.015     0.009     0.379
    0.406   -2.0747     0.057     0.016     0.352
    0.428   -2.0385     0.592     0.165     0.000
    0.450   -2.0412     0.573     0.170     0.006
    0.472   -2.0420     0.562     0.174     0.016
    0.495   -2.0408     0.539     0.177     0.020
    0.517   -2.0378     0.496     0.165     0.050
    0.539   -2.0326     0.411     0.142     0.102
    0.561   -2.0256     0.296     0.096     0.192
    0.583   -2.0180     0.263     0.080     0.221
    0.605   -2.0086     0.507     0.140     0.040
    0.627   -1.9950     0.556     0.145     0.005
 
# Band-Index  244
    0.627   -1.9949     0.555     0.146     0.002
    0.605   -1.9790     0.540     0.167     0.008
    0.583   -1.9465     0.520     0.188     0.004
    0.561   -1.9370     0.514     0.209     0.001
    0.539   -1.9344     0.511     0.225     0.001
    0.517   -1.9358     0.501     0.229     0.003
    0.495   -1.9503     0.592     0.172     0.017
    0.472   -1.9713     0.630     0.164     0.005
    0.450   -1.9940     0.068     0.044     0.321
    0.428   -2.0254     0.150     0.548     0.000
    0.406   -2.0398     0.150     0.551     0.000
    0.384   -2.0955     0.149     0.551     0.000
    0.362   -2.1393     0.149     0.551     0.000
    0.362   -2.1393     0.149     0.551     0.000
    0.351   -2.1572     0.150     0.548     0.000
    0.340   -2.1250     0.160     0.547     0.000
    0.329   -2.0866     0.170     0.525     0.000
    0.318   -2.0619     0.189     0.508     0.000
    0.307   -2.0622     0.615     0.137     0.002
    0.296   -2.0677     0.611     0.137     0.015
    0.285   -2.0733     0.587     0.139     0.023
    0.274   -2.0642     0.395     0.093     0.149
    0.263   -2.0390     0.069     0.017     0.353
    0.252   -2.0191     0.019     0.000     0.380
    0.241   -2.0062     0.003     0.005     0.371
    0.230   -2.0017     0.000     0.003     0.370
    0.230   -2.0017     0.000     0.003     0.370
    0.210   -2.0026     0.007     0.001     0.370
    0.191   -2.0055     0.030     0.007     0.365
    0.172   -2.0103     0.202     0.052     0.269
    0.153   -1.9627     0.528     0.117     0.062
    0.134   -1.9422     0.538     0.130     0.043
    0.115   -1.9400     0.509     0.132     0.054
    0.096   -1.9416     0.650     0.161     0.000
    0.077   -1.9546     0.568     0.181     0.021
    0.057   -1.9685     0.129     0.257     0.127
    0.038   -1.9821     0.479     0.213     0.011
    0.019   -1.9922     0.525     0.174     0.007
    0.000   -1.9949     0.555     0.146     0.002
 
# Band-Index  245
    0.000   -1.9768     0.558     0.153     0.000
    0.019   -1.9609     0.526     0.174     0.004
    0.038   -1.9389     0.166     0.229     0.125
    0.057   -1.9389     0.125     0.254     0.127
    0.077   -1.9387     0.118     0.265     0.125
    0.096   -1.9381     0.173     0.253     0.112
    0.115   -1.9399     0.631     0.169     0.005
    0.134   -1.9421     0.639     0.160     0.003
    0.153   -1.9527     0.004     0.000     0.405
    0.172   -1.9404     0.592     0.140     0.034
    0.191   -1.9358     0.631     0.151     0.003
    0.210   -1.9296     0.625     0.151     0.008
    0.230   -1.9218     0.613     0.158     0.012
    0.230   -1.9218     0.613     0.158     0.012
    0.241   -1.9311     0.618     0.149     0.013
    0.252   -1.9405     0.622     0.143     0.010
    0.263   -1.9498     0.626     0.147     0.007
    0.274   -1.9590     0.627     0.147     0.004
    0.285   -1.9679     0.630     0.147     0.003
    0.296   -1.9795     0.095     0.018     0.342
    0.307   -2.0097     0.052     0.007     0.368
    0.318   -2.0361     0.292     0.068     0.218
    0.329   -2.0390     0.574     0.137     0.034
    0.340   -2.0548     0.021     0.003     0.366
    0.351   -2.0997     0.003     0.000     0.371
    0.362   -2.1381     0.000     0.002     0.369
    0.362   -2.1381     0.000     0.002     0.369
    0.384   -2.0905     0.007     0.001     0.370
    0.406   -2.0352     0.063     0.018     0.342
    0.428   -2.0220     0.324     0.083     0.186
    0.450   -1.9915     0.509     0.124     0.068
    0.472   -1.9680     0.543     0.135     0.039
    0.495   -1.9461     0.519     0.139     0.046
    0.517   -1.9336     0.450     0.136     0.072
    0.539   -1.9336     0.205     0.253     0.105
    0.561   -1.9283     0.350     0.220     0.070
    0.583   -1.9384     0.159     0.237     0.121
    0.605   -1.9617     0.526     0.179     0.002
    0.627   -1.9768     0.558     0.153     0.000
 
# Band-Index  246
    0.627   -1.9764     0.556     0.153     0.001
    0.605   -1.9542     0.527     0.170     0.006
    0.583   -1.9329     0.395     0.176     0.061
    0.561   -1.9278     0.272     0.181     0.113
    0.539   -1.9250     0.651     0.173     0.000
    0.517   -1.9296     0.653     0.168     0.000
    0.495   -1.9382     0.194     0.253     0.109
    0.472   -1.9486     0.140     0.251     0.130
    0.450   -1.9606     0.634     0.161     0.004
    0.428   -1.9906     0.634     0.152     0.005
    0.406   -2.0339     0.634     0.153     0.005
    0.384   -2.0268     0.624     0.156     0.008
    0.362   -2.0184     0.610     0.156     0.012
    0.362   -2.0184     0.610     0.156     0.012
    0.351   -2.0253     0.618     0.157     0.011
    0.340   -2.0329     0.624     0.156     0.011
    0.329   -2.0380     0.624     0.151     0.009
    0.318   -2.0318     0.629     0.152     0.006
    0.307   -2.0032     0.624     0.149     0.009
    0.296   -1.9769     0.570     0.132     0.050
    0.285   -1.9673     0.045     0.002     0.374
    0.274   -1.9585     0.230     0.058     0.256
    0.263   -1.9494     0.559     0.131     0.046
    0.252   -1.9401     0.610     0.147     0.015
    0.241   -1.9308     0.617     0.148     0.007
    0.230   -1.9217     0.618     0.156     0.003
    0.230   -1.9217     0.618     0.156     0.003
    0.210   -1.9292     0.613     0.163     0.000
    0.191   -1.9355     0.579     0.158     0.021
    0.172   -1.9400     0.403     0.090     0.148
    0.153   -1.9422     0.619     0.172     0.007
    0.134   -1.9313     0.630     0.176     0.000
    0.115   -1.9352     0.637     0.175     0.000
    0.096   -1.9356     0.361     0.225     0.067
    0.077   -1.9295     0.159     0.255     0.116
    0.057   -1.9259     0.436     0.195     0.059
    0.038   -1.9351     0.338     0.222     0.067
    0.019   -1.9606     0.515     0.163     0.009
    0.000   -1.9764     0.556     0.153     0.001
 
# Band-Index  247
    0.000   -1.9763     0.558     0.154     0.000
    0.019   -1.9579     0.536     0.159     0.002
    0.038   -1.9322     0.317     0.206     0.076
    0.057   -1.9252     0.219     0.225     0.110
    0.077   -1.9285     0.647     0.175     0.000
    0.096   -1.9345     0.583     0.171     0.019
    0.115   -1.9303     0.524     0.227     0.000
    0.134   -1.9203     0.524     0.216     0.009
    0.153   -1.9420     0.642     0.158     0.003
    0.172   -1.9363     0.059     0.008     0.376
    0.191   -1.9188     0.000     0.000     0.407
    0.210   -1.9130     0.589     0.153     0.020
    0.230   -1.9215     0.612     0.154     0.013
    0.230   -1.9215     0.612     0.154     0.013
    0.241   -1.9125     0.599     0.163     0.017
    0.252   -1.9213     0.586     0.206     0.000
    0.263   -1.9351     0.586     0.200     0.000
    0.274   -1.9483     0.592     0.197     0.000
    0.285   -1.9610     0.597     0.193     0.000
    0.296   -1.9752     0.555     0.130     0.053
    0.307   -1.9846     0.622     0.144     0.013
    0.318   -1.9933     0.608     0.171     0.000
    0.329   -2.0122     0.137     0.030     0.298
    0.340   -2.0324     0.611     0.150     0.018
    0.351   -2.0250     0.616     0.151     0.002
    0.362   -2.0181     0.620     0.156     0.001
    0.362   -2.0181     0.620     0.156     0.001
    0.384   -2.0263     0.614     0.161     0.000
    0.406   -2.0335     0.592     0.164     0.016
    0.428   -1.9845     0.244     0.061     0.244
    0.450   -1.9601     0.620     0.169     0.005
    0.472   -1.9482     0.633     0.173     0.000
    0.495   -1.9377     0.638     0.173     0.000
    0.517   -1.9287     0.586     0.177     0.018
    0.539   -1.9238     0.374     0.145     0.089
    0.561   -1.9227     0.289     0.170     0.110
    0.583   -1.9291     0.251     0.200     0.104
    0.605   -1.9536     0.529     0.166     0.005
    0.627   -1.9763     0.558     0.154     0.000
 
# Band-Index  248
    0.627   -1.9362     0.173     0.200     0.135
    0.605   -1.9373     0.162     0.215     0.137
    0.583   -1.9269     0.420     0.192     0.043
    0.561   -1.9167     0.594     0.179     0.014
    0.539   -1.9201     0.362     0.150     0.091
    0.517   -1.9279     0.475     0.149     0.054
    0.495   -1.9320     0.520     0.221     0.000
    0.472   -1.9230     0.522     0.219     0.003
    0.450   -1.9395     0.122     0.231     0.151
    0.428   -1.9808     0.112     0.193     0.178
    0.406   -2.0110     0.560     0.161     0.030
    0.384   -2.0194     0.591     0.154     0.021
    0.362   -2.0176     0.611     0.149     0.015
    0.362   -2.0176     0.611     0.149     0.015
    0.351   -2.0141     0.602     0.158     0.014
    0.340   -2.0087     0.581     0.205     0.000
    0.329   -2.0017     0.585     0.196     0.000
    0.318   -1.9932     0.590     0.197     0.000
    0.307   -1.9838     0.596     0.193     0.000
    0.296   -1.9728     0.604     0.187     0.000
    0.285   -1.9596     0.622     0.158     0.000
    0.274   -1.9470     0.603     0.147     0.024
    0.263   -1.9337     0.612     0.175     0.000
    0.252   -1.9199     0.616     0.166     0.000
    0.241   -1.9122     0.617     0.160     0.000
    0.230   -1.9211     0.622     0.156     0.001
    0.230   -1.9211     0.622     0.156     0.001
    0.210   -1.9124     0.618     0.144     0.011
    0.191   -1.9037     0.587     0.125     0.037
    0.172   -1.9075     0.253     0.074     0.230
    0.153   -1.9232     0.108     0.023     0.333
    0.134   -1.9198     0.615     0.167     0.010
    0.115   -1.9298     0.642     0.162     0.001
    0.096   -1.9342     0.422     0.196     0.058
    0.077   -1.9252     0.627     0.175     0.000
    0.057   -1.9211     0.265     0.200     0.102
    0.038   -1.9304     0.309     0.211     0.080
    0.019   -1.9371     0.158     0.216     0.131
    0.000   -1.9362     0.173     0.200     0.135
 
# Band-Index  249
    0.000   -1.9310     0.176     0.197     0.134
    0.019   -1.9302     0.175     0.205     0.129
    0.038   -1.9253     0.294     0.216     0.084
    0.057   -1.9210     0.508     0.191     0.037
    0.077   -1.9185     0.170     0.234     0.122
    0.096   -1.9115     0.198     0.226     0.118
    0.115   -1.9079     0.277     0.174     0.116
    0.134   -1.9191     0.245     0.125     0.180
    0.153   -1.9119     0.545     0.226     0.000
    0.172   -1.9049     0.551     0.217     0.000
    0.191   -1.9032     0.561     0.155     0.030
    0.210   -1.8993     0.000     0.000     0.410
    0.230   -1.8925     0.583     0.212     0.000
    0.230   -1.8925     0.583     0.212     0.000
    0.241   -1.9066     0.587     0.200     0.000
    0.252   -1.9029     0.584     0.163     0.017
    0.263   -1.9075     0.004     0.000     0.406
    0.274   -1.9269     0.005     0.000     0.404
    0.285   -1.9509     0.018     0.000     0.394
    0.296   -1.9716     0.314     0.094     0.195
    0.307   -1.9835     0.610     0.176     0.000
    0.318   -1.9918     0.612     0.174     0.000
    0.329   -2.0002     0.614     0.169     0.000
    0.340   -2.0071     0.620     0.171     0.000
    0.351   -2.0124     0.622     0.163     0.000
    0.362   -2.0163     0.621     0.154     0.001
    0.362   -2.0163     0.621     0.154     0.001
    0.384   -2.0173     0.622     0.143     0.007
    0.406   -2.0092     0.574     0.133     0.045
    0.428   -1.9780     0.323     0.090     0.191
    0.450   -1.9273     0.087     0.028     0.344
    0.472   -1.9164     0.125     0.273     0.129
    0.495   -1.9231     0.115     0.281     0.119
    0.517   -1.9278     0.489     0.175     0.044
    0.539   -1.9196     0.611     0.183     0.001
    0.561   -1.9134     0.440     0.196     0.049
    0.583   -1.9225     0.350     0.192     0.069
    0.605   -1.9301     0.173     0.211     0.130
    0.627   -1.9310     0.176     0.197     0.134
 
# Band-Index  250
    0.627   -1.9305     0.179     0.203     0.134
    0.605   -1.9275     0.199     0.192     0.126
    0.583   -1.9179     0.247     0.217     0.101
    0.561   -1.9119     0.352     0.199     0.078
    0.539   -1.9166     0.179     0.227     0.118
    0.517   -1.9199     0.198     0.226     0.115
    0.495   -1.9143     0.280     0.175     0.119
    0.472   -1.9076     0.240     0.125     0.185
    0.450   -1.9177     0.540     0.221     0.000
    0.428   -1.9681     0.547     0.218     0.000
    0.406   -1.9857     0.560     0.214     0.000
    0.384   -2.0011     0.569     0.205     0.000
    0.362   -2.0160     0.580     0.209     0.000
    0.362   -2.0160     0.580     0.209     0.000
    0.351   -2.0116     0.583     0.202     0.000
    0.340   -2.0054     0.592     0.161     0.025
    0.329   -1.9987     0.023     0.000     0.397
    0.318   -1.9914     0.002     0.000     0.402
    0.307   -1.9821     0.008     0.000     0.399
    0.296   -1.9711     0.367     0.109     0.163
    0.285   -1.9437     0.603     0.185     0.000
    0.274   -1.9196     0.631     0.148     0.000
    0.263   -1.9003     0.631     0.151     0.000
    0.252   -1.9026     0.629     0.151     0.000
    0.241   -1.9050     0.626     0.154     0.000
    0.230   -1.8922     0.621     0.156     0.001
    0.230   -1.8922     0.621     0.156     0.001
    0.210   -1.8951     0.623     0.164     0.000
    0.191   -1.8994     0.618     0.162     0.001
    0.172   -1.9044     0.437     0.124     0.117
    0.153   -1.9114     0.055     0.062     0.323
    0.134   -1.9188     0.134     0.269     0.123
    0.115   -1.9073     0.123     0.277     0.121
    0.096   -1.9102     0.125     0.275     0.120
    0.077   -1.9160     0.380     0.152     0.086
    0.057   -1.9192     0.617     0.177     0.000
    0.038   -1.9226     0.601     0.177     0.015
    0.019   -1.9283     0.210     0.187     0.128
    0.000   -1.9305     0.179     0.203     0.134
 
# Band-Index  251
    0.000   -1.9201     0.178     0.200     0.130
    0.019   -1.9204     0.175     0.209     0.128
    0.038   -1.9163     0.321     0.177     0.086
