    # Energy          Mo           S          Si           C           O
    -9.93652    -0.00169    -0.00415    -2.45145    -0.00000    -0.00000
    -9.93352    -0.00189    -0.00462    -2.72844    -0.00000    -0.00000
    -9.93052    -0.00185    -0.00453    -2.68041    -0.00000    -0.00000
    -9.92752    -0.00182    -0.00445    -2.63229    -0.00000    -0.00000
    -9.92452    -0.00179    -0.00437    -2.58422    -0.00000    -0.00000
    -9.92152    -0.00176    -0.00430    -2.54345    -0.00000    -0.00000
    -9.91852    -0.00174    -0.00425    -2.51687    -0.00000    -0.00000
    -9.91552    -0.00172    -0.00420    -2.49027    -0.00000    -0.00000
    -9.91252    -0.00171    -0.00416    -2.46371    -0.00000    -0.00000
    -9.90952    -0.00169    -0.00412    -2.44306    -0.00000    -0.00000
    -9.90652    -0.00168    -0.00409    -2.42394    -0.00000    -0.00000
    -9.90352    -0.00167    -0.00406    -2.40552    -0.00000    -0.00000
    -9.90052    -0.00167    -0.00406    -2.41176    -0.00000    -0.00000
    -9.89752    -0.00168    -0.00407    -2.41799    -0.00000    -0.00000
    -9.89452    -0.00168    -0.00408    -2.42424    -0.00000    -0.00000
    -9.89152    -0.00169    -0.00409    -2.43048    -0.00000    -0.00000
    -9.88852    -0.00169    -0.00410    -2.43670    -0.00000    -0.00000
    -9.88552    -0.00170    -0.00412    -2.45120    -0.00000    -0.00000
    -9.88252    -0.00171    -0.00415    -2.46991    -0.00000    -0.00000
    -9.87952    -0.00173    -0.00418    -2.48860    -0.00000    -0.00000
    -9.87652    -0.00174    -0.00421    -2.50726    -0.00000    -0.00000
    -9.87352    -0.00175    -0.00422    -2.51365    -0.00000    -0.00000
    -9.87052    -0.00175    -0.00423    -2.51774    -0.00000    -0.00000
    -9.86752    -0.00175    -0.00423    -2.52179    -0.00000    -0.00000
    -9.86452    -0.00176    -0.00424    -2.52585    -0.00000    -0.00000
    -9.86152    -0.00176    -0.00424    -2.52987    -0.00000    -0.00000
    -9.85852    -0.00164    -0.00395    -2.35860    -0.00000    -0.00000
    -9.85552    -0.00164    -0.00395    -2.35832    -0.00000    -0.00000
    -9.85252    -0.00164    -0.00395    -2.35802    -0.00000    -0.00000
    -9.84952    -0.00164    -0.00395    -2.35772    -0.00000    -0.00000
    -9.84652    -0.00164    -0.00395    -2.35742    -0.00000    -0.00000
    -9.84352    -0.00164    -0.00395    -2.36213    -0.00000    -0.00000
    -9.84052    -0.00165    -0.00398    -2.37755    -0.00000    -0.00000
    -9.83752    -0.00167    -0.00400    -2.39294    -0.00000    -0.00000
    -9.83452    -0.00168    -0.00403    -2.40834    -0.00000    -0.00000
    -9.83152    -0.00169    -0.00405    -2.42373    -0.00000    -0.00000
    -9.82852    -0.00524    -0.01257    -7.53004    -0.00000    -0.00001
    -9.82552    -0.00367    -0.00880    -5.26985    -0.00000    -0.00000
    -9.82252    -0.00264    -0.00633    -3.79364    -0.00000    -0.00000
    -9.81952    -0.00245    -0.00586    -3.51375    -0.00000    -0.00000
    -9.81652    -0.00226    -0.00539    -3.23436    -0.00000    -0.00000
    -9.81352    -0.00206    -0.00493    -2.95453    -0.00000    -0.00000
    -9.81052    -0.00198    -0.00473    -2.83580    -0.00000    -0.00000
    -9.80752    -0.00191    -0.00455    -2.73033    -0.00000    -0.00000
    -9.80452    -0.00183    -0.00437    -2.62483    -0.00000    -0.00000
    -9.80152    -0.00176    -0.00420    -2.51935    -0.00000    -0.00000
    -9.79852    -0.00169    -0.00402    -2.41388    -0.00000    -0.00000
    -9.79552    -0.00163    -0.00388    -2.33463    -0.00000    -0.00000
    -9.79252    -0.00159    -0.00377    -2.26831    -0.00000    -0.00000
    -9.78952    -0.00155    -0.00368    -2.21198    -0.00000    -0.00000
    -9.78652    -0.00151    -0.00358    -2.15565    -0.00000    -0.00000
    -9.78352    -0.00147    -0.00349    -2.09930    -0.00000    -0.00000
    -9.78052    -0.00143    -0.00340    -2.04297    -0.00000    -0.00000
    -9.77752    -0.00139    -0.00330    -1.98663    -0.00000    -0.00000
    -9.77452    -0.00144    -0.00342    -2.06097    -0.00000    -0.00000
    -9.77152    -0.00141    -0.00335    -2.01777    -0.00000    -0.00000
    -9.76852    -0.00138    -0.00328    -1.97469    -0.00000    -0.00000
    -9.76552    -0.00134    -0.00317    -1.91298    -0.00000    -0.00000
    -9.76252    -0.00131    -0.00309    -1.86746    -0.00000    -0.00000
    -9.75952    -0.00128    -0.00302    -1.82191    -0.00000    -0.00000
    -9.75652    -0.00125    -0.00294    -1.77637    -0.00000    -0.00000
    -9.75352    -0.00121    -0.00286    -1.73089    -0.00000    -0.00000
    -9.75052    -0.00118    -0.00279    -1.68670    -0.00000    -0.00000
    -9.74752    -0.00116    -0.00274    -1.65617    -0.00000    -0.00000
    -9.74452    -0.00114    -0.00269    -1.63106    -0.00000    -0.00000
    -9.74152    -0.00112    -0.00264    -1.60183    -0.00000    -0.00000
    -9.73852    -0.00110    -0.00260    -1.57263    -0.00000    -0.00000
    -9.73552    -0.00108    -0.00255    -1.54337    -0.00000    -0.00000
    -9.73252    -0.00106    -0.00250    -1.51416    -0.00000    -0.00000
    -9.72952    -0.00104    -0.00245    -1.48496    -0.00000    -0.00000
    -9.72652    -0.00102    -0.00240    -1.45569    -0.00000    -0.00000
    -9.72352    -0.00100    -0.00235    -1.42820    -0.00000    -0.00000
    -9.72052    -0.00099    -0.00232    -1.40616    -0.00000    -0.00000
    -9.71752    -0.00097    -0.00228    -1.38415    -0.00000    -0.00000
    -9.71452    -0.00097    -0.00226    -1.37547    -0.00000    -0.00000
    -9.71152    -0.00097    -0.00227    -1.37939    -0.00000    -0.00000
    -9.70852    -0.00098    -0.00228    -1.38337    -0.00000    -0.00000
    -9.70552    -0.00098    -0.00228    -1.38727    -0.00000    -0.00000
    -9.70252    -0.00421    -0.00982    -5.97653    -0.00000    -0.00000
    -9.69952    -0.00283    -0.00661    -4.01992    -0.00000    -0.00000
    -9.69652    -0.00240    -0.00559    -3.40537    -0.00000    -0.00000
    -9.69352    -0.00230    -0.00536    -3.26695    -0.00000    -0.00000
    -9.69052    -0.00221    -0.00513    -3.12837    -0.00000    -0.00000
    -9.68752    -0.00214    -0.00497    -3.03080    -0.00000    -0.00000
    -9.68452    -0.00188    -0.00437    -2.66664    -0.00000    -0.00000
    -9.68152    -0.00187    -0.00435    -2.65580    -0.00000    -0.00000
    -9.67852    -0.00187    -0.00433    -2.64492    -0.00000    -0.00000
    -9.67552    -0.00186    -0.00431    -2.63409    -0.00000    -0.00000
    -9.67252    -0.00186    -0.00430    -2.63071    -0.00000    -0.00000
    -9.66952    -0.00188    -0.00435    -2.66126    -0.00000    -0.00000
    -9.66652    -0.00190    -0.00440    -2.69178    -0.00000    -0.00000
    -9.66352    -0.00192    -0.00445    -2.72233    -0.00000    -0.00000
    -9.66052    -0.00195    -0.00450    -2.75286    -0.00000    -0.00000
    -9.65752    -0.00197    -0.00455    -2.78338    -0.00000    -0.00000
    -9.65452    -0.00199    -0.00460    -2.81394    -0.00000    -0.00000
    -9.65152    -0.00227    -0.00524    -3.20698    -0.00000    -0.00000
    -9.64852    -0.00227    -0.00525    -3.21397    -0.00000    -0.00000
    -9.64552    -0.00228    -0.00526    -3.22080    -0.00000    -0.00000
    -9.64252    -0.00215    -0.00496    -3.03776    -0.00000    -0.00000
    -9.63952    -0.00239    -0.00551    -3.38249    -0.00000    -0.00000
    -9.63652    -0.00242    -0.00557    -3.41906    -0.00000    -0.00000
    -9.63352    -0.00244    -0.00562    -3.45114    -0.00000    -0.00000
    -9.63052    -0.00247    -0.00568    -3.48356    -0.00000    -0.00000
    -9.62752    -0.00249    -0.00573    -3.51618    -0.00000    -0.00000
    -9.62452    -0.00239    -0.00548    -3.36471    -0.00000    -0.00000
    -9.62152    -0.00225    -0.00517    -3.17719    -0.00000    -0.00000
    -9.61852    -0.00212    -0.00487    -2.98959    -0.00000    -0.00000
    -9.61552    -0.00199    -0.00456    -2.80194    -0.00000    -0.00000
    -9.61252    -0.00186    -0.00426    -2.61433    -0.00000    -0.00000
    -9.60952    -0.00172    -0.00395    -2.42672    -0.00000    -0.00000
    -9.60652    -0.00159    -0.00365    -2.23906    -0.00000    -0.00000
    -9.60352    -0.00146    -0.00334    -2.05146    -0.00000    -0.00000
    -9.60052    -0.00132    -0.00303    -1.86380    -0.00000    -0.00000
    -9.59752    -0.00119    -0.00273    -1.67614    -0.00000    -0.00000
    -9.59452    -0.00117    -0.00267    -1.64026    -0.00000    -0.00000
    -9.59152    -0.00121    -0.00276    -1.69928    -0.00000    -0.00000
    -9.58852    -0.00125    -0.00286    -1.75833    -0.00000    -0.00000
    -9.58552    -0.00129    -0.00295    -1.81735    -0.00000    -0.00000
    -9.58252    -0.00134    -0.00305    -1.87639    -0.00000    -0.00000
    -9.57952    -0.00138    -0.00314    -1.93544    -0.00000    -0.00000
    -9.57652    -0.00142    -0.00324    -1.99447    -0.00000    -0.00000
    -9.57352    -0.00146    -0.00333    -2.05355    -0.00000    -0.00000
    -9.57052    -0.00151    -0.00343    -2.11257    -0.00000    -0.00000
    -9.56752    -0.00155    -0.00353    -2.17165    -0.00000    -0.00000
    -9.56452    -0.00159    -0.00362    -2.23071    -0.00000    -0.00000
    -9.56152    -0.00166    -0.00376    -2.32093    -0.00000    -0.00000
    -9.55852    -0.00195    -0.00441    -2.72300    -0.00000    -0.00000
    -9.55552    -0.00186    -0.00421    -2.59942    -0.00000    -0.00000
    -9.55252    -0.00177    -0.00401    -2.47588    -0.00000    -0.00000
    -9.54952    -0.00169    -0.00381    -2.35231    -0.00000    -0.00000
    -9.54652    -0.00158    -0.00357    -2.20294    -0.00000    -0.00000
    -9.54352    -0.00150    -0.00339    -2.09249    -0.00000    -0.00000
    -9.54052    -0.00145    -0.00327    -2.02185    -0.00000    -0.00000
    -9.53752    -0.00140    -0.00316    -1.95119    -0.00000    -0.00000
    -9.53452    -0.00135    -0.00304    -1.88050    -0.00000    -0.00000
    -9.53152    -0.00139    -0.00312    -1.93216    -0.00000    -0.00000
    -9.52852    -0.00144    -0.00323    -1.99661    -0.00000    -0.00000
    -9.52552    -0.00148    -0.00333    -2.06104    -0.00000    -0.00000
    -9.52252    -0.00153    -0.00343    -2.12550    -0.00000    -0.00000
    -9.51952    -0.00158    -0.00354    -2.18993    -0.00000    -0.00000
    -9.51652    -0.00183    -0.00410    -2.54077    -0.00000    -0.00000
    -9.51352    -0.00187    -0.00419    -2.59876    -0.00000    -0.00000
    -9.51052    -0.00189    -0.00424    -2.62795    -0.00000    -0.00000
    -9.50752    -0.00191    -0.00429    -2.65717    -0.00000    -0.00000
    -9.50452    -0.00194    -0.00433    -2.68638    -0.00000    -0.00000
    -9.50152    -0.00196    -0.00438    -2.71554    -0.00000    -0.00000
    -9.49852    -0.00198    -0.00442    -2.74476    -0.00000    -0.00000
    -9.49552    -0.00200    -0.00447    -2.77395    -0.00000    -0.00000
    -9.49252    -0.00202    -0.00452    -2.80317    -0.00000    -0.00000
    -9.48952    -0.00205    -0.00456    -2.83240    -0.00000    -0.00000
    -9.48652    -0.00179    -0.00399    -2.47916    -0.00000    -0.00000
    -9.48352    -0.00179    -0.00399    -2.47741    -0.00000    -0.00000
    -9.48052    -0.00179    -0.00398    -2.47565    -0.00000    -0.00000
    -9.47752    -0.00179    -0.00398    -2.47502    -0.00000    -0.00000
    -9.47452    -0.00179    -0.00399    -2.47833    -0.00000    -0.00000
    -9.47152    -0.00180    -0.00399    -2.48166    -0.00000    -0.00000
    -9.46852    -0.00180    -0.00400    -2.48704    -0.00000    -0.00000
    -9.46552    -0.00179    -0.00398    -2.47674    -0.00000    -0.00000
    -9.46252    -0.00178    -0.00395    -2.45808    -0.00000    -0.00000
    -9.45952    -0.00177    -0.00392    -2.43938    -0.00000    -0.00000
    -9.45652    -0.00176    -0.00390    -2.42831    -0.00000    -0.00000
    -9.45352    -0.00175    -0.00388    -2.41761    -0.00000    -0.00000
    -9.45052    -0.00175    -0.00387    -2.40693    -0.00000    -0.00000
    -9.44752    -0.00174    -0.00385    -2.39626    -0.00000    -0.00000
    -9.44452    -0.00173    -0.00383    -2.38559    -0.00000    -0.00000
    -9.44152    -0.00173    -0.00381    -2.37488    -0.00000    -0.00000
    -9.43852    -0.00172    -0.00379    -2.36423    -0.00000    -0.00000
    -9.43552    -0.00171    -0.00378    -2.35356    -0.00000    -0.00000
    -9.43252    -0.00171    -0.00376    -2.34287    -0.00000    -0.00000
    -9.42952    -0.00170    -0.00374    -2.33218    -0.00000    -0.00001
    -9.42652    -0.00170    -0.00373    -2.32860    -0.00000    -0.00001
    -9.42352    -0.00170    -0.00375    -2.33593    -0.00000    -0.00001
    -9.42052    -0.00171    -0.00376    -2.34585    -0.00000    -0.00001
    -9.41752    -0.00172    -0.00378    -2.35572    -0.00000    -0.00001
    -9.41452    -0.00173    -0.00379    -2.36561    -0.00000    -0.00001
    -9.41152    -0.00173    -0.00381    -2.37548    -0.00000    -0.00001
    -9.40852    -0.00309    -0.00679    -4.23947    -0.00000    -0.00001
    -9.40552    -0.00240    -0.00526    -3.28433    -0.00000    -0.00001
    -9.40252    -0.00257    -0.00563    -3.51478    -0.00000    -0.00001
    -9.39952    -0.00273    -0.00599    -3.74484    -0.00000    -0.00001
    -9.39652    -0.00290    -0.00636    -3.97516    -0.00000    -0.00001
    -9.39352    -0.00210    -0.00460    -2.87444    -0.00000    -0.00001
    -9.39052    -0.00207    -0.00452    -2.82707    -0.00000    -0.00001
    -9.38752    -0.00203    -0.00445    -2.77967    -0.00000    -0.00001
    -9.38452    -0.00200    -0.00437    -2.73226    -0.00000    -0.00001
    -9.38152    -0.00197    -0.00430    -2.68662    -0.00000    -0.00001
    -9.37852    -0.00195    -0.00426    -2.66591    -0.00000    -0.00001
    -9.37552    -0.00194    -0.00423    -2.64544    -0.00000    -0.00001
    -9.37252    -0.00193    -0.00420    -2.62502    -0.00000    -0.00001
    -9.36952    -0.00191    -0.00416    -2.60457    -0.00000    -0.00001
    -9.36652    -0.00186    -0.00404    -2.52960    -0.00000    -0.00001
    -9.36352    -0.00184    -0.00401    -2.50785    -0.00000    -0.00001
    -9.36052    -0.00183    -0.00397    -2.48668    -0.00000    -0.00001
    -9.35752    -0.00182    -0.00394    -2.46639    -0.00000    -0.00001
    -9.35452    -0.00180    -0.00390    -2.44604    -0.00000    -0.00001
    -9.35152    -0.00179    -0.00387    -2.42567    -0.00000    -0.00001
    -9.34852    -0.00177    -0.00384    -2.40535    -0.00000    -0.00001
    -9.34552    -0.00176    -0.00381    -2.38499    -0.00000    -0.00001
    -9.34252    -0.00174    -0.00377    -2.36465    -0.00000    -0.00001
    -9.33952    -0.00173    -0.00374    -2.34434    -0.00000    -0.00001
    -9.33652    -0.00171    -0.00370    -2.32181    -0.00000    -0.00001
    -9.33352    -0.00170    -0.00367    -2.29807    -0.00000    -0.00001
    -9.33052    -0.00168    -0.00363    -2.27438    -0.00000    -0.00001
    -9.32752    -0.00168    -0.00362    -2.26999    -0.00000    -0.00001
    -9.32452    -0.00168    -0.00362    -2.26992    -0.00000    -0.00001
    -9.32152    -0.00168    -0.00362    -2.26988    -0.00000    -0.00001
    -9.31852    -0.00169    -0.00364    -2.28579    -0.00000    -0.00001
    -9.31552    -0.00171    -0.00369    -2.31330    -0.00000    -0.00001
    -9.31252    -0.00174    -0.00373    -2.34077    -0.00000    -0.00001
    -9.30952    -0.00176    -0.00377    -2.36827    -0.00000    -0.00001
    -9.30652    -0.00178    -0.00381    -2.39320    -0.00000    -0.00001
    -9.30352    -0.00179    -0.00385    -2.41529    -0.00000    -0.00002
    -9.30052    -0.00181    -0.00388    -2.43745    -0.00000    -0.00002
    -9.29752    -0.00183    -0.00392    -2.45957    -0.00001    -0.00002
    -9.29452    -0.00185    -0.00395    -2.48175    -0.00001    -0.00002
    -9.29152    -0.00186    -0.00399    -2.50388    -0.00001    -0.00002
    -9.28852    -0.00191    -0.00407    -2.55911    -0.00001    -0.00004
    -9.28552    -0.00191    -0.00409    -2.56953    -0.00006    -0.00023
    -9.28252    -0.00192    -0.00411    -2.57996    -0.00011    -0.00041
    -9.27952    -0.00193    -0.00412    -2.59039    -0.00017    -0.00060
    -9.27652    -0.00194    -0.00414    -2.60078    -0.00022    -0.00079
    -9.27352    -0.00195    -0.00416    -2.61207    -0.00027    -0.00098
    -9.27052    -0.00196    -0.00418    -2.62768    -0.00033    -0.00118
    -9.26752    -0.00198    -0.00421    -2.64323    -0.00038    -0.00138
    -9.26452    -0.00199    -0.00423    -2.65884    -0.00044    -0.00158
    -9.26152    -0.00200    -0.00426    -2.67446    -0.00050    -0.00178
    -9.25852    -0.00201    -0.00428    -2.69005    -0.00055    -0.00199
    -9.25552    -0.00203    -0.00431    -2.70564    -0.00061    -0.00220
    -9.25252    -0.00204    -0.00433    -2.72128    -0.00067    -0.00241
    -9.24952    -0.00205    -0.00435    -2.73683    -0.00073    -0.00263
    -9.24652    -0.00206    -0.00438    -2.75241    -0.00079    -0.00285
    -9.24352    -0.00263    -0.00558    -3.51067    -0.00085    -0.00307
    -9.24052    -0.00249    -0.00529    -3.32326    -0.00092    -0.00331
    -9.23752    -0.00240    -0.00509    -3.19735    -0.00098    -0.00353
    -9.23452    -0.00232    -0.00492    -3.09202    -0.00105    -0.00376
    -9.23152    -0.00226    -0.00477    -2.98683    -0.00362    -0.01302
    -9.22852    -0.00227    -0.00480    -2.99633    -0.00646    -0.02325
    -9.22552    -0.00237    -0.00501    -3.11913    -0.00936    -0.03369
    -9.22252    -0.00247    -0.00522    -3.24182    -0.01232    -0.04433
    -9.21952    -0.00258    -0.00543    -3.36424    -0.01533    -0.05517
    -9.21652    -0.00268    -0.00564    -3.48686    -0.01839    -0.06621
    -9.21352    -0.00250    -0.00527    -3.23960    -0.02152    -0.07746
    -9.21052    -0.00261    -0.00549    -3.37294    -0.02470    -0.08889
    -9.20752    -0.00272    -0.00572    -3.50616    -0.02794    -0.10054
    -9.20452    -0.00283    -0.00595    -3.63939    -0.03123    -0.11240
    -9.20152    -0.00294    -0.00618    -3.77251    -0.03458    -0.12445
    -9.19852    -0.00305    -0.00641    -3.90527    -0.03799    -0.13671
    -9.19552    -0.00248    -0.00520    -3.13134    -0.04145    -0.14915
    -9.19252    -0.00250    -0.00524    -3.14244    -0.04496    -0.16181
    -9.18952    -0.00252    -0.00528    -3.15428    -0.04876    -0.17550
    -9.18652    -0.00254    -0.00533    -3.16699    -0.05293    -0.19047
    -9.18352    -0.00257    -0.00537    -3.17957    -0.05716    -0.20571
    -9.18052    -0.00259    -0.00541    -3.19206    -0.06146    -0.22119
    -9.17752    -0.00262    -0.00548    -3.22038    -0.06584    -0.23695
    -9.17452    -0.00266    -0.00557    -3.25572    -0.07029    -0.25295
    -9.17152    -0.00269    -0.00562    -3.27441    -0.07481    -0.26924
    -9.16852    -0.00272    -0.00568    -3.28775    -0.08189    -0.29472
    -9.16552    -0.00275    -0.00574    -3.30085    -0.08911    -0.32067
    -9.16252    -0.00278    -0.00581    -3.31344    -0.09650    -0.34730
    -9.15952    -0.00281    -0.00587    -3.32562    -0.10407    -0.37447
    -9.15652    -0.00284    -0.00593    -3.33738    -0.11178    -0.40224
    -9.15352    -0.00233    -0.00486    -2.63876    -0.11958    -0.43049
    -9.15052    -0.00226    -0.00472    -2.51756    -0.12769    -0.45937
    -9.14752    -0.00219    -0.00457    -2.39603    -0.13580    -0.48882
    -9.14452    -0.00213    -0.00442    -2.27321    -0.14420    -0.51888
    -9.14152    -0.00206    -0.00428    -2.14803    -0.15411    -0.55473
    -9.13852    -0.00200    -0.00416    -2.02615    -0.16692    -0.60072
    -9.13552    -0.00137    -0.00284    -1.14906    -0.18013    -0.64818
    -9.13252    -0.00137    -0.00283    -1.09430    -0.19374    -0.69723
    -9.12952    -0.00136    -0.00282    -1.03856    -0.20765    -0.74747
    -9.12652    -0.00136    -0.00282    -0.98180    -0.22206    -0.79912
    -9.12352    -0.00135    -0.00281    -0.92410    -0.23677    -0.85208
    -9.12052    -0.00135    -0.00280    -0.86539    -0.25188    -0.90643
    -9.11752    -0.00135    -0.00279    -0.80570    -0.26739    -0.96220
    -9.11452    -0.00134    -0.00279    -0.74499    -0.28320    -1.01916
    -9.11152    -0.00135    -0.00281    -0.69961    -0.29951    -1.07763
    -9.10852    -0.00140    -0.00290    -0.69895    -0.31612    -1.13751
    -9.10552    -0.00144    -0.00299    -0.69738    -0.33313    -1.19879
    -9.10252    -0.00149    -0.00309    -0.69478    -0.35045    -1.26127
    -9.09952    -0.00154    -0.00318    -0.69120    -0.36826    -1.32525
    -9.09652    -0.00581    -0.01201    -3.70471    -1.07976    -3.88810
    -9.09352    -0.00824    -0.01703    -4.65683    -1.69819    -6.11277
    -9.09052    -0.01075    -0.02220    -5.36669    -2.40969    -8.67422
    -9.08752    -0.10320    -0.21627    -2.02131   -37.55630  -135.16301
    -9.08452    -0.00595    -0.01245    -2.03122    -1.62914    -5.86164
    -9.08152    -0.00559    -0.01167    -2.22668    -1.43700    -5.16943
    -9.07852    -0.00523    -0.01090    -2.39612    -1.25388    -4.51312
    -9.07552    -0.00487    -0.01015    -2.53958    -1.08176    -3.89432
    -9.07252    -0.00445    -0.00926    -2.53806    -0.92385    -3.32487
    -9.06952    -0.00394    -0.00819    -2.38681    -0.77854    -2.80184
    -9.06652    -0.00344    -0.00714    -2.21418    -0.64145    -2.30821
    -9.06352    -0.00297    -0.00616    -2.05230    -0.51256    -1.84446
    -9.06052    -0.00255    -0.00528    -1.91023    -0.39738    -1.42996
    -9.05752    -0.00231    -0.00476    -1.87740    -0.31442    -1.13149
    -9.05452    -0.00206    -0.00424    -1.83219    -0.23617    -0.84987
    -9.05152    -0.00186    -0.00380    -1.79202    -0.16962    -0.61037
    -9.04852    -0.00182    -0.00372    -1.83751    -0.14260    -0.51308
    -9.04552    -0.00178    -0.00364    -1.88007    -0.11658    -0.41968
    -9.04252    -0.00155    -0.00316    -1.75234    -0.06695    -0.24094
    -9.03952    -0.00156    -0.00317    -1.79855    -0.05624    -0.20239
    -9.03652    -0.00227    -0.00462    -2.73319    -0.05130    -0.18462
    -9.03352    -0.00258    -0.00525    -3.13641    -0.04846    -0.17440
    -9.03052    -0.00265    -0.00538    -3.22889    -0.04566    -0.16433
    -9.02752    -0.00255    -0.00517    -3.10598    -0.04292    -0.15443
    -9.02452    -0.00245    -0.00496    -2.98296    -0.04021    -0.14471
    -9.02152    -0.00234    -0.00475    -2.85979    -0.03756    -0.13516
    -9.01852    -0.00291    -0.00589    -3.59014    -0.03495    -0.12580
    -9.01552    -0.00284    -0.00574    -3.50175    -0.03239    -0.11658
    -9.01252    -0.00276    -0.00558    -3.41369    -0.02988    -0.10752
    -9.00952    -0.00269    -0.00543    -3.32519    -0.02741    -0.09867
    -9.00652    -0.00262    -0.00528    -3.23660    -0.02500    -0.08995
    -9.00352    -0.00254    -0.00512    -3.14787    -0.02262    -0.08141
    -9.00052    -0.00247    -0.00497    -3.05905    -0.02029    -0.07304
    -8.99752    -0.00241    -0.00484    -2.98502    -0.01801    -0.06483
    -8.99452    -0.00242    -0.00487    -3.01118    -0.01579    -0.05681
    -8.99152    -0.00244    -0.00490    -3.03715    -0.01360    -0.04896
    -8.98852    -0.00245    -0.00493    -3.06305    -0.01147    -0.04127
    -8.98552    -0.00246    -0.00494    -3.08133    -0.00938    -0.03375
    -8.98252    -0.00244    -0.00489    -3.05286    -0.00734    -0.02640
    -8.97952    -0.00241    -0.00483    -3.02437    -0.00534    -0.01922
    -8.97652    -0.00238    -0.00477    -2.99571    -0.00339    -0.01221
    -8.97352    -0.00235    -0.00472    -2.96691    -0.00149    -0.00536
    -8.97052    -0.01019    -0.02037   -12.84247    -0.00007    -0.00025
    -8.96752    -0.00376    -0.00754    -4.74744    -0.00004    -0.00015
    -8.96452    -0.00243    -0.00487    -3.06730    -0.00004    -0.00013
    -8.96152    -0.00200    -0.00399    -2.51055    -0.00003    -0.00011
    -8.95852    -0.00197    -0.00393    -2.47405    -0.00003    -0.00011
    -8.95552    -0.00194    -0.00387    -2.43758    -0.00003    -0.00010
    -8.95252    -0.00191    -0.00382    -2.40110    -0.00002    -0.00009
    -8.94952    -0.00188    -0.00376    -2.36460    -0.00002    -0.00008
    -8.94652    -0.00186    -0.00370    -2.32813    -0.00002    -0.00007
    -8.94352    -0.00183    -0.00364    -2.29163    -0.00002    -0.00007
    -8.94052    -0.00180    -0.00358    -2.25515    -0.00002    -0.00006
    -8.93752    -0.00168    -0.00335    -2.10594    -0.00002    -0.00006
    -8.93452    -0.00182    -0.00361    -2.27069    -0.00002    -0.00006
    -8.93152    -0.00186    -0.00369    -2.32252    -0.00002    -0.00005
    -8.92852    -0.00190    -0.00378    -2.37439    -0.00001    -0.00005
    -8.92552    -0.00195    -0.00386    -2.42624    -0.00001    -0.00005
    -8.92252    -0.00199    -0.00394    -2.47811    -0.00001    -0.00005
    -8.91952    -0.00203    -0.00402    -2.52995    -0.00001    -0.00005
    -8.91652    -0.00208    -0.00411    -2.58184    -0.00001    -0.00005
    -8.91352    -0.00212    -0.00419    -2.63371    -0.00001    -0.00005
    -8.91052    -0.00216    -0.00427    -2.68558    -0.00001    -0.00004
    -8.90752    -0.00221    -0.00436    -2.73751    -0.00001    -0.00004
    -8.90452    -0.00225    -0.00444    -2.78937    -0.00001    -0.00004
    -8.90152    -0.00237    -0.00467    -2.93654    -0.00001    -0.00004
    -8.89852    -0.00247    -0.00485    -3.05067    -0.00001    -0.00003
    -8.89552    -0.00256    -0.00504    -3.16489    -0.00001    -0.00003
    -8.89252    -0.00262    -0.00515    -3.23491    -0.00001    -0.00003
    -8.88952    -0.00265    -0.00520    -3.26804    -0.00001    -0.00003
    -8.88652    -0.00268    -0.00525    -3.30123    -0.00001    -0.00003
    -8.88352    -0.00270    -0.00531    -3.33441    -0.00001    -0.00003
    -8.88052    -0.00273    -0.00536    -3.36753    -0.00001    -0.00003
    -8.87752    -0.00231    -0.00453    -2.84807    -0.00001    -0.00002
    -8.87452    -0.00229    -0.00450    -2.82902    -0.00001    -0.00002
    -8.87152    -0.00228    -0.00446    -2.80262    -0.00000    -0.00001
    -8.86852    -0.00226    -0.00443    -2.78284    -0.00000    -0.00001
    -8.86552    -0.00225    -0.00440    -2.76385    -0.00000    -0.00001
    -8.86252    -0.00223    -0.00437    -2.74308    -0.00000    -0.00001
    -8.85952    -0.00220    -0.00431    -2.70309    -0.00000    -0.00001
    -8.85652    -0.00217    -0.00425    -2.66313    -0.00000    -0.00001
    -8.85352    -0.00214    -0.00418    -2.62311    -0.00000    -0.00001
    -8.85052    -0.00211    -0.00412    -2.58311    -0.00000    -0.00001
    -8.84752    -0.00205    -0.00400    -2.50945    -0.00000    -0.00001
    -8.84452    -0.00199    -0.00388    -2.43281    -0.00000    -0.00001
    -8.84152    -0.00193    -0.00376    -2.35622    -0.00000    -0.00001
    -8.83852    -0.00186    -0.00364    -2.27960    -0.00000    -0.00001
    -8.83552    -0.00181    -0.00354    -2.21580    -0.00000    -0.00001
    -8.83252    -0.00180    -0.00352    -2.20355    -0.00000    -0.00000
    -8.82952    -0.00187    -0.00365    -2.28360    -0.00000    -0.00000
    -8.82652    -0.00196    -0.00382    -2.39238    -0.00000    -0.00000
    -8.82352    -0.00206    -0.00400    -2.50112    -0.00000    -0.00000
    -8.82052    -0.00207    -0.00403    -2.52275    -0.00000    -0.00000
    -8.81752    -0.00208    -0.00404    -2.52467    -0.00000    -0.00000
    -8.81452    -0.00208    -0.00404    -2.52785    -0.00000    -0.00000
    -8.81152    -0.00239    -0.00463    -2.89231    -0.00000    -0.00000
    -8.80852    -0.00239    -0.00463    -2.89100    -0.00000    -0.00000
