    # Energy          Mo           S          Si           C           O
    -5.88952     7.07060     9.07513     1.63966     0.00051     0.00238
    -5.88652     6.94475     9.18084     1.71596     0.00050     0.00234
    -5.88352     5.70080     7.28832     1.14440     0.00041     0.00192
    -5.88052     5.65393     7.28158     1.13183     0.00040     0.00189
    -5.87752     4.33062     5.47652     1.08397     0.00031     0.00145
    -5.87452     3.61327     4.46281     1.01609     0.00025     0.00117
    -5.87152     3.89256     4.93461     1.05882     0.00025     0.00118
    -5.86852     4.38853     5.71737     1.20987     0.00027     0.00127
    -5.86552     4.88450     6.47886     1.33773     0.00028     0.00134
    -5.86252     5.60226     7.57304     1.49290     0.00032     0.00153
    -5.85952     6.09587     8.30563     1.66593     0.00034     0.00162
    -5.85652     6.61888     9.07464     2.07894     0.00036     0.00173
    -5.85352     7.03947     9.71350     2.04723     0.00039     0.00184
    -5.85052     7.01812     9.61204     1.92288     0.00038     0.00179
    -5.84752    12.25141    15.57699     1.84984     0.00067     0.00308
    -5.84452     9.26391    12.07827     1.76428     0.00048     0.00227
    -5.84152    13.11751    16.83349     1.73859     0.00055     0.00264
    -5.83852    11.53327    15.47594     1.75761     0.00061     0.00291
    -5.83552     9.90461    13.99680     1.82937     0.00060     0.00288
    -5.83252     9.74097    14.18438     1.90993     0.00065     0.00314
    -5.82952     7.25584    10.94397     2.19798     0.00048     0.00236
    -5.82652     6.80937    10.33729     2.18863     0.00046     0.00224
    -5.82352     6.57307    10.03812     2.20123     0.00045     0.00218
    -5.82052     6.34072     9.74144     2.20997     0.00043     0.00213
    -5.81752     6.12896     9.47436     2.28726     0.00042     0.00207
    -5.81452     5.92534     9.21136     2.41205     0.00041     0.00202
    -5.81152     5.72860     8.94741     2.54660     0.00040     0.00196
    -5.80852     5.58066     8.74578     2.70876     0.00039     0.00192
    -5.80552     5.43134     8.52251     2.83085     0.00038     0.00186
    -5.80252     5.14023     8.08413     2.70268     0.00035     0.00176
    -5.79952     4.98650     7.83425     2.60965     0.00034     0.00170
    -5.79652     5.30703     8.46821     3.07033     0.00037     0.00183
    -5.79352     5.59978     9.03582     3.84668     0.00039     0.00196
    -5.79052     4.93105     7.80791     3.05621     0.00033     0.00167
    -5.78752     4.95001     7.67697     2.74421     0.00032     0.00161
    -5.78452     5.26162     8.05782     2.52888     0.00034     0.00167
    -5.78152     5.58704     8.45178     2.31933     0.00035     0.00173
    -5.77852     5.90731     8.82619     2.06799     0.00036     0.00177
    -5.77552     4.75588     7.19384     1.78171     0.00029     0.00147
    -5.77252     4.63897     6.95451     1.49833     0.00028     0.00140
    -5.76952     4.35637     6.39350     1.26514     0.00025     0.00125
    -5.76652     4.50036     6.54976     1.41321     0.00025     0.00125
    -5.76352     4.93237     7.04748     1.69072     0.00026     0.00130
    -5.76052     5.36448     7.57332     2.05300     0.00027     0.00137
    -5.75752     5.46925     7.72695     2.03953     0.00027     0.00139
    -5.75452     5.58432     7.89792     2.02876     0.00027     0.00140
    -5.75152     5.83147     8.26684     2.17086     0.00028     0.00146
    -5.74852     5.94455     8.46473     2.35941     0.00029     0.00151
    -5.74552     5.85467     8.38824     2.37717     0.00029     0.00152
    -5.74252     5.33381     7.60215     2.22776     0.00027     0.00138
    -5.73952     5.08269     7.14762     1.95723     0.00025     0.00128
    -5.73652     4.69458     6.51762     1.91618     0.00022     0.00116
    -5.73352     4.30259     5.88104     1.88272     0.00020     0.00103
    -5.73052     4.70087     6.36638     1.91343     0.00021     0.00109
    -5.72752     4.40613     5.93673     2.12703     0.00020     0.00103
    -5.72452     4.18406     5.60375     2.35630     0.00019     0.00099
    -5.72152     3.94858     5.27114     2.13399     0.00018     0.00095
    -5.71852     4.29058     5.67943     2.28498     0.00020     0.00102
    -5.71552     5.75993     7.96376     2.98061     0.00030     0.00154
    -5.71252     6.61379     9.09988     3.09048     0.00035     0.00179
    -5.70952     7.08052     9.51163     2.56345     0.00037     0.00187
    -5.70652     5.20309     7.16917     2.04089     0.00028     0.00142
    -5.70352     5.27143     7.18694     1.68580     0.00027     0.00139
    -5.70052     4.36872     6.03824     1.34969     0.00024     0.00122
    -5.69752     4.38227     5.97653     1.14986     0.00023     0.00116
    -5.69452     4.10265     5.62516     1.04338     0.00021     0.00108
    -5.69152     4.16743     5.69386     0.91521     0.00021     0.00108
    -5.68852     4.77196     6.40833     0.86758     0.00023     0.00119
    -5.68552     5.68440     7.53325     1.00734     0.00027     0.00139
    -5.68252     6.49467     8.48147     1.33551     0.00030     0.00154
    -5.67952     4.32772     5.60416     1.64767     0.00020     0.00104
    -5.67652     4.38527     5.73513     2.00483     0.00021     0.00108
    -5.67352     4.42541     5.84140     2.39375     0.00021     0.00112
    -5.67052     4.26748     5.63216     1.79255     0.00020     0.00105
    -5.66752     4.58721     6.11316     2.41468     0.00021     0.00112
    -5.66452     4.11302     5.51820     2.36995     0.00019     0.00102
    -5.66152     3.42828     4.52161     2.28254     0.00015     0.00083
    -5.65852     3.05610     4.06537     2.14499     0.00014     0.00076
    -5.65552     2.72081     3.65286     1.95063     0.00012     0.00069
    -5.65252     2.51818     3.40836     1.87139     0.00011     0.00064
    -5.64952     2.36284     3.22075     1.81878     0.00011     0.00061
    -5.64652     2.28101     3.12644     1.80917     0.00010     0.00059
    -5.64352     3.30696     4.75648     2.97802     0.00015     0.00088
    -5.64052     2.83643     4.00435     2.77899     0.00014     0.00078
    -5.63752     2.36201     3.20477     2.58347     0.00013     0.00069
    -5.63452     2.64855     3.72455     1.77155     0.00016     0.00085
    -5.63152     2.80542     3.90414     1.32698     0.00016     0.00085
    -5.62852     2.95115     4.04450     1.27063     0.00015     0.00085
    -5.62552     3.02656     4.09047     1.22665     0.00015     0.00083
    -5.62252     3.10047     4.13223     1.18473     0.00015     0.00082
    -5.61952     3.15159     4.14455     1.14226     0.00014     0.00080
    -5.61652     3.14541     4.08906     1.09559     0.00014     0.00077
    -5.61352     3.22947     4.19799     1.05551     0.00014     0.00080
    -5.61052     2.94151     3.77299     0.96870     0.00012     0.00069
    -5.60752     3.02410     3.88630     0.94136     0.00012     0.00071
    -5.60452     3.97321     5.16481     3.04214     0.00016     0.00094
    -5.60152     3.52989     4.69577     1.44724     0.00016     0.00092
    -5.59852     3.55839     4.85409     1.41407     0.00017     0.00099
    -5.59552     3.58074     5.00527     1.39040     0.00018     0.00106
    -5.59252     3.09836     4.57017     1.41565     0.00018     0.00106
    -5.58952     3.30662     4.92251     1.47822     0.00019     0.00115
    -5.58652     3.41672     5.10920     1.53596     0.00020     0.00119
    -5.58352     3.28679     4.89123     1.58150     0.00019     0.00113
    -5.58052     3.15791     4.67417     1.62718     0.00018     0.00107
    -5.57752     2.97003     4.34952     1.68578     0.00017     0.00101
    -5.57452     2.95877     4.31909     1.73763     0.00017     0.00100
    -5.57152     2.94815     4.28933     1.78867     0.00017     0.00099
    -5.56852     2.93803     4.26015     1.83889     0.00017     0.00099
    -5.56552     2.92854     4.23167     1.88829     0.00016     0.00098
    -5.56252     2.64756     3.76873     1.87913     0.00014     0.00085
    -5.55952     2.81904     3.93654     1.80128     0.00014     0.00087
    -5.55652     2.80689     3.90437     2.02974     0.00014     0.00086
    -5.55352     2.73075     3.78300     1.95533     0.00014     0.00083
    -5.55052     2.66366     3.67804     1.88547     0.00013     0.00081
    -5.54752     2.84999     4.00052     1.85470     0.00015     0.00093
    -5.54452     2.83785     3.97714     1.84205     0.00015     0.00092
    -5.54152     2.82967     3.95840     1.83279     0.00015     0.00092
    -5.53852     3.11237     4.26597     2.52469     0.00017     0.00101
    -5.53552     3.08016     4.23414     2.04689     0.00017     0.00099
    -5.53252     3.10433     4.26894     1.75853     0.00016     0.00099
    -5.52952     3.35833     4.55600     1.79432     0.00017     0.00103
    -5.52652     3.61397     4.84053     1.83211     0.00018     0.00107
    -5.52352     3.87252     5.12497     1.87188     0.00018     0.00111
    -5.52052     5.18253     6.73738     1.91763     0.00025     0.00143
    -5.51752     5.15879     6.66996     1.96415     0.00024     0.00140
    -5.51452     6.58389     8.41510     2.09006     0.00027     0.00162
    -5.51152     5.64762     7.26814     2.23922     0.00025     0.00147
    -5.50852     4.86162     6.30556     2.36607     0.00022     0.00133
    -5.50552     4.05391     5.33138     2.51124     0.00020     0.00120
    -5.50252     3.22636     4.34074     2.67851     0.00017     0.00105
    -5.49952     3.04327     4.11565     2.86782     0.00017     0.00102
    -5.49652     2.82556     3.80151     2.14587     0.00015     0.00091
    -5.49352     2.71653     3.62401     2.06543     0.00014     0.00085
    -5.49052     2.60209     3.43822     1.99558     0.00013     0.00079
    -5.48752     2.48200     3.24406     1.93623     0.00012     0.00072
    -5.48452     2.42319     3.14813     1.83970     0.00011     0.00069
    -5.48152     2.42410     3.15265     1.84174     0.00011     0.00070
    -5.47852     2.40743     3.13639     1.81915     0.00011     0.00070
    -5.47552     2.38806     3.11609     1.80270     0.00011     0.00070
    -5.47252     2.36303     3.08811     1.79864     0.00011     0.00070
    -5.46952     2.31504     3.02659     1.68445     0.00011     0.00069
    -5.46652     2.19986     2.86443     1.59918     0.00010     0.00065
    -5.46352     2.19528     2.86096     1.59450     0.00010     0.00066
    -5.46052     2.53677     3.32173     1.59355     0.00012     0.00077
    -5.45752     2.52813     3.31231     1.59926     0.00012     0.00077
    -5.45452     2.51871     3.30198     1.60618     0.00012     0.00077
    -5.45152     2.99677     3.99491     1.64784     0.00015     0.00096
    -5.44852     3.21448     4.31115     1.68751     0.00016     0.00104
    -5.44552     3.16984     4.24618     1.70262     0.00016     0.00103
    -5.44252     3.12426     4.18036     1.71889     0.00016     0.00101
    -5.43952     3.03792     4.06319     1.72836     0.00015     0.00099
    -5.43652     2.89523     3.87409     1.72664     0.00015     0.00094
    -5.43352     3.01690     4.03068     1.86715     0.00015     0.00099
    -5.43052     2.85755     3.81836     1.86059     0.00014     0.00094
    -5.42752     2.67057     3.56822     1.81211     0.00013     0.00088
    -5.42452     2.48231     3.31602     1.76619     0.00012     0.00082
    -5.42152     2.31080     3.08746     1.72465     0.00011     0.00077
    -5.41852     2.19726     2.94195     1.69241     0.00011     0.00074
    -5.41552     2.11915     2.83900     1.67371     0.00011     0.00072
    -5.41252     2.39641     3.18358     1.75965     0.00012     0.00080
    -5.40952     2.32650     3.09014     1.75518     0.00011     0.00078
    -5.40652     2.24932     2.98153     1.79248     0.00011     0.00076
    -5.40352     2.18136     2.88599     1.80423     0.00011     0.00074
    -5.40052     2.19294     2.90074     1.81195     0.00011     0.00074
    -5.39752     2.20664     2.91876     1.81557     0.00011     0.00075
    -5.39452     2.22253     2.93999     1.81509     0.00011     0.00076
    -5.39152     2.24052     2.96433     1.81065     0.00011     0.00077
    -5.38852     2.31922     3.05952     1.95604     0.00011     0.00078
    -5.38552     2.33227     3.04433     1.93683     0.00010     0.00076
    -5.38252     2.28413     2.96137     1.74414     0.00010     0.00073
    -5.37952     2.40077     3.11497     1.77701     0.00010     0.00078
    -5.37652     2.50112     3.24116     1.79671     0.00011     0.00081
    -5.37352     2.75850     3.61083     1.82031     0.00013     0.00093
    -5.37052     2.75365     3.60229     1.84231     0.00013     0.00093
    -5.36752     2.74828     3.59465     1.86348     0.00013     0.00094
    -5.36452     2.74238     3.58815     1.88374     0.00013     0.00094
    -5.36152     2.65997     3.49001     1.83752     0.00012     0.00093
    -5.35852     2.50279     3.29823     1.73620     0.00012     0.00089
    -5.35552     2.35833     3.11821     1.65928     0.00011     0.00085
    -5.35252     2.31557     3.06766     1.61968     0.00011     0.00084
    -5.34952     2.27442     3.01896     1.57761     0.00011     0.00084
    -5.34652     2.33470     3.09695     1.60982     0.00011     0.00086
    -5.34352     2.40446     3.18400     1.66927     0.00011     0.00089
    -5.34052     2.97764     3.82852     1.71884     0.00013     0.00102
    -5.33752     3.23724     4.14072     1.74797     0.00014     0.00109
    -5.33452     3.59622     4.58432     1.78250     0.00016     0.00121
    -5.33152     3.96681     5.03859     1.86025     0.00018     0.00133
    -5.32852     4.35866     5.51537     2.01529     0.00020     0.00145
    -5.32552     4.40851     5.58508     2.16874     0.00020     0.00148
    -5.32252     4.18181     5.32742     2.32112     0.00019     0.00144
    -5.31952     3.45392     4.37257     2.48550     0.00016     0.00118
    -5.31652     3.23090     4.11753     2.65334     0.00015     0.00114
    -5.31352     3.70403     4.62038     2.77851     0.00016     0.00122
    -5.31052     4.27787     5.23241     2.82966     0.00019     0.00134
    -5.30752     2.78125     3.60872     2.87226     0.00014     0.00108
    -5.30452     2.73766     3.54591     2.90580     0.00014     0.00106
    -5.30152     2.69979     3.48967     2.93576     0.00013     0.00105
    -5.29852     2.68857     3.46879     2.97326     0.00013     0.00104
    -5.29552     2.65533     3.43066     2.77914     0.00013     0.00103
    -5.29252     2.56995     3.32928     2.52346     0.00013     0.00100
    -5.28952     2.46760     3.20728     2.29372     0.00013     0.00097
    -5.28652     1.95031     2.52366     1.93174     0.00010     0.00078
    -5.28352     1.89703     2.45225     1.84548     0.00010     0.00075
    -5.28052     1.84375     2.38070     1.75918     0.00009     0.00073
    -5.27752     1.79060     2.30915     1.67296     0.00009     0.00071
    -5.27452     1.73744     2.23751     1.58676     0.00009     0.00069
    -5.27152     1.68435     2.16583     1.50056     0.00008     0.00067
    -5.26852     1.63126     2.09417     1.41438     0.00008     0.00065
    -5.26552     1.57820     2.02243     1.32818     0.00008     0.00063
    -5.26252     1.54050     1.97066     1.27627     0.00008     0.00061
    -5.25952     1.53250     1.95978     1.26398     0.00008     0.00061
    -5.25652     1.53987     1.96892     1.25400     0.00008     0.00062
    -5.25352     1.55633     1.98947     1.24727     0.00008     0.00063
    -5.25052     1.57667     2.01132     1.27165     0.00008     0.00063
    -5.24752     1.59539     2.03089     1.29891     0.00008     0.00064
    -5.24452     1.61257     2.04813     1.32907     0.00008     0.00065
    -5.24152     1.62759     2.06249     1.36214     0.00008     0.00065
    -5.23852     1.63796     2.07129     1.39819     0.00008     0.00066
    -5.23552     1.64675     2.07781     1.43719     0.00008     0.00066
    -5.23252     1.43008     1.79659     0.64791     0.00006     0.00052
    -5.22952     1.47414     1.85140     0.67638     0.00006     0.00054
    -5.22652     1.52395     1.91370     0.72458     0.00007     0.00057
    -5.22352     1.57208     1.97386     0.77547     0.00007     0.00059
    -5.22052     3.26682     4.20169     1.74449     0.00015     0.00137
    -5.21752     3.06514     3.93479     1.79485     0.00014     0.00130
    -5.21452     2.86895     3.67839     1.76507     0.00014     0.00125
    -5.21152     2.71114     3.47192     1.68838     0.00013     0.00121
    -5.20852     2.58154     3.30013     1.57938     0.00013     0.00118
    -5.20552     2.48387     3.16943     1.42752     0.00013     0.00116
    -5.20252     2.31101     2.95298     0.85960     0.00012     0.00110
    -5.19952     2.39733     3.05722     0.83926     0.00012     0.00115
    -5.19652     2.48103     3.15702     0.82420     0.00013     0.00120
    -5.19352     2.56225     3.25253     0.81441     0.00013     0.00124
    -5.19052     2.64074     3.34351     0.80991     0.00013     0.00129
    -5.18752     2.70914     3.41821     0.81451     0.00014     0.00133
    -5.18452     2.76571     3.47405     0.82957     0.00014     0.00136
    -5.18152     2.85046     3.56708     0.86692     0.00014     0.00141
    -5.17852     2.96955     3.70582     0.92481     0.00014     0.00147
    -5.17552     3.06666     3.81455     0.97671     0.00015     0.00153
    -5.17252     3.10145     3.83865     1.00771     0.00015     0.00155
    -5.16952     3.13691     3.86362     1.03754     0.00015     0.00157
    -5.16652     3.17303     3.88964     1.06615     0.00015     0.00160
    -5.16352     3.20980     3.91651     1.09363     0.00015     0.00163
    -5.16052     3.24725     3.94419     1.11986     0.00015     0.00165
    -5.15752     3.65727     4.39769     1.16014     0.00016     0.00178
    -5.15452     3.64158     4.34945     1.14253     0.00016     0.00178
    -5.15152     3.58060     4.24682     0.88892     0.00015     0.00176
    -5.14852     3.77039     4.45911     1.04887     0.00016     0.00190
    -5.14552     4.12340     4.89078     1.26276     0.00018     0.00216
    -5.14252     4.52279     5.39751     1.39386     0.00020     0.00244
    -5.13952     4.69816     5.60588     1.37936     0.00020     0.00257
    -5.13652     4.71876     5.60755     1.34825     0.00020     0.00260
    -5.13352     5.00475     5.92923     1.39569     0.00022     0.00295
    -5.13052     4.68111     5.50439     1.43666     0.00021     0.00283
    -5.12752     4.35945     5.08394     1.47288     0.00020     0.00272
    -5.12452     4.03983     4.66779     1.50433     0.00018     0.00261
    -5.12152     3.72211     4.25592     1.53101     0.00017     0.00251
    -5.11852     3.60469     4.07083     1.55351     0.00017     0.00244
    -5.11552     4.05116     4.51512     1.57345     0.00017     0.00252
    -5.11252     4.50069     4.96318     1.58863     0.00018     0.00258
    -5.10952     3.45861     3.70724     1.47028     0.00015     0.00236
    -5.10652     3.42161     3.58651     1.39315     0.00015     0.00243
    -5.10352     3.61857     3.72303     1.57887     0.00015     0.00265
    -5.10052     3.88985     3.92842     1.69516     0.00016     0.00295
    -5.09752     6.46601     6.67658     2.04764     0.00029     0.00468
    -5.09452     6.75301     6.57822     2.13436     0.00027     0.00548
    -5.09152     8.03209     7.74057     2.20303     0.00032     0.00666
    -5.08852     8.21951     7.81044     2.24165     0.00033     0.00704
    -5.08552     6.45702     6.15851     1.90569     0.00026     0.00579
    -5.08252     6.00458     5.72254     2.01444     0.00024     0.00570
    -5.07952     6.85446     6.48586     2.38247     0.00027     0.00707
    -5.07652     7.84623     7.35388     2.51997     0.00031     0.00822
    -5.07352     8.94912     8.34079     2.64109     0.00035     0.00950
    -5.07052    10.57665     9.87772     2.58328     0.00041     0.01121
    -5.06752     9.53026     9.06336     1.51033     0.00037     0.00962
    -5.06452    10.22893     9.81812     1.63023     0.00040     0.01008
    -5.06152    11.93584    11.54244     1.74372     0.00047     0.01179
    -5.05852    17.85015    17.42240     1.75356     0.00069     0.01731
    -5.05552    15.90040    15.28744     1.80651     0.00062     0.01617
    -5.05252    17.09686    16.60466     1.88937     0.00064     0.01690
    -5.04952    15.12568    14.77657     1.72639     0.00057     0.01511
    -5.04652    13.21074    13.00441     1.58294     0.00050     0.01334
    -5.04352    19.68855    19.63968     2.18600     0.00080     0.01974
    -5.04052    20.56932    20.51772     1.75488     0.00106     0.02128
    -5.03752    13.62706    13.11638     1.46140     0.00057     0.01487
    -5.03452    12.96836    12.46707     1.39957     0.00055     0.01398
    -5.03152    10.63865    10.21377     1.10826     0.00047     0.01146
    -5.02852    11.48243    11.32194     0.69963     0.00053     0.01215
    -5.02552    13.60889    13.97125     0.99429     0.00063     0.01457
    -5.02252    13.57000    14.02314     0.91347     0.00063     0.01492
    -5.01952    10.95896    11.23914     0.91709     0.00050     0.01159
    -5.01652    10.73764    11.01989     0.92340     0.00048     0.01163
    -5.01352    10.60889    10.90043     0.93400     0.00046     0.01177
    -5.01052    15.83276    15.79896     1.33084     0.00064     0.01958
    -5.00752    14.08819    14.79217     0.92249     0.00054     0.01567
    -5.00452    20.77307    21.11474     1.66716     0.00080     0.02704
    -5.00152    10.57238    11.17704     1.08021     0.00041     0.01278
    -4.99852    10.68540    11.24712     1.10573     0.00041     0.01320
    -4.99552    12.26467    12.94644     1.21137     0.00048     0.01470
    -4.99252    10.87068    11.55489     1.33151     0.00042     0.01350
    -4.98952    11.27667    12.02942     1.82984     0.00043     0.01445
    -4.98652     9.99648    10.75337     2.06114     0.00039     0.01292
    -4.98352    23.19075    23.54939     4.47970     0.00100     0.02852
    -4.98052    12.32310    13.29074     2.20255     0.00051     0.01549
    -4.97752    14.85053    16.03943     2.42813     0.00063     0.01800
    -4.97452    13.31573    14.39419     2.28361     0.00057     0.01675
    -4.97152    13.92451    14.94680     3.78889     0.00059     0.01819
    -4.96852    13.64358    14.71655     2.73549     0.00058     0.01834
    -4.96552    15.52350    16.66527     2.14828     0.00064     0.02155
    -4.96252    22.86965    24.27042     1.85210     0.00089     0.03339
    -4.95952    17.69536    19.74139     0.83495     0.00077     0.02356
    -4.95652    16.40951    19.11831     0.71596     0.00071     0.02554
    -4.95352    19.47228    22.61550     1.14535     0.00083     0.02957
    -4.95052    15.04313    17.57372     1.05658     0.00067     0.02303
    -4.94752    17.49695    20.32588     1.13251     0.00079     0.02617
    -4.94452    17.00982    19.98618     1.18591     0.00078     0.02621
    -4.94152    17.95580    21.25920     1.24946     0.00083     0.02803
    -4.93852    16.83429    19.91651     1.28311     0.00077     0.02707
    -4.93552    16.77566    20.13910     1.27232     0.00077     0.02720
    -4.93252    19.67727    23.98968     1.25772     0.00092     0.03208
    -4.92952    19.09622    23.42724     1.19475     0.00091     0.03159
    -4.92652    19.47230    24.20599     0.96404     0.00096     0.03262
    -4.92352    21.09701    25.55072     0.95461     0.00103     0.03443
    -4.92052    17.77315    21.33806     1.08530     0.00085     0.02925
    -4.91752    16.48700    19.88687     1.04434     0.00079     0.02788
    -4.91452    17.95634    21.39225     1.09182     0.00078     0.02996
    -4.91152    17.51117    20.89380     0.88100     0.00076     0.02996
    -4.90852    19.16594    22.71619     0.62744     0.00082     0.03429
    -4.90552    19.90358    23.66103     0.72481     0.00086     0.03686
    -4.90252    20.15927    24.46724     0.82296     0.00091     0.03762
    -4.89952    23.75784    29.51466     0.92947     0.00114     0.04782
    -4.89652    23.63048    29.76621     1.35038     0.00113     0.04623
    -4.89352    25.88439    33.67511     1.45580     0.00129     0.05182
    -4.89052    23.41273    30.39922     1.62658     0.00110     0.04628
    -4.88752    22.90327    29.94929     1.57892     0.00104     0.04508
    -4.88452    25.51799    33.95011     1.53543     0.00117     0.05097
    -4.88152    22.90250    29.94727     1.54240     0.00112     0.04152
    -4.87852    22.41674    29.54922     1.35268     0.00116     0.04651
    -4.87552    21.63902    28.30389     2.17211     0.00100     0.04565
    -4.87252    33.13905    43.92150     2.44334     0.00127     0.05377
    -4.86952    16.87194    21.48536     1.87153     0.00074     0.02952
    -4.86652    16.57369    21.23632     1.61159     0.00077     0.02823
    -4.86352    18.11941    23.31403     1.54872     0.00094     0.03350
    -4.86052    17.17902    22.01632     1.21935     0.00081     0.03294
    -4.85752    16.00187    20.40184     1.15431     0.00076     0.03328
    -4.85452    17.60520    22.72405     1.17593     0.00085     0.03824
    -4.85152    19.02166    24.74497     1.19741     0.00095     0.04344
    -4.84852    21.04266    27.70737     1.65148     0.00109     0.05019
    -4.84552    20.94004    27.46204     1.67473     0.00106     0.04903
    -4.84252    21.09675    27.79766     1.45433     0.00109     0.04923
    -4.83952    20.88224    27.38877     1.15740     0.00107     0.04894
    -4.83652    20.17322    26.46785     1.15221     0.00103     0.04628
    -4.83352    23.21578    30.79464     1.87115     0.00110     0.04858
    -4.83052    22.85820    30.22757     1.68277     0.00108     0.04608
    -4.82752    20.63343    27.03382     2.27175     0.00106     0.04335
    -4.82452    22.07699    28.52047     2.30606     0.00103     0.04566
    -4.82152    22.29326    28.62184     2.37567     0.00102     0.04643
    -4.81852    22.54909    28.75739     2.31090     0.00101     0.04725
    -4.81552    21.99066    27.79475     2.31441     0.00100     0.04508
    -4.81252    24.57342    30.56801     3.34098     0.00106     0.04688
    -4.80952    21.42167    27.12210     1.31774     0.00106     0.04587
    -4.80652    18.46683    23.48003     1.12714     0.00092     0.04118
    -4.80352    17.39984    22.45583     0.94847     0.00090     0.04084
    -4.80052    17.05953    22.05701     0.93328     0.00088     0.04047
    -4.79752    19.01218    24.33321     1.02469     0.00098     0.04357
    -4.79452    24.27251    30.29282     1.25395     0.00113     0.05261
    -4.79152    17.85033    23.85733     1.05845     0.00092     0.04632
    -4.78852    16.40496    21.85470     1.10785     0.00082     0.04376
    -4.78552    15.07559    19.93009     1.10730     0.00073     0.04003
    -4.78252    13.91585    18.34940     1.10628     0.00066     0.03641
    -4.77952    13.78997    17.64606     1.15641     0.00060     0.03283
    -4.77652    10.21077    13.53955     0.77804     0.00050     0.02705
    -4.77352    21.77372    26.18429     2.36121     0.00073     0.04261
    -4.77052    20.93795    25.17643     2.31535     0.00070     0.04392
    -4.76752    24.53410    29.19838     2.27119     0.00092     0.05630
    -4.76452    17.61529    21.69401     1.64493     0.00079     0.04629
    -4.76152    16.74782    20.84059     1.52772     0.00080     0.04607
    -4.75852    16.83030    21.16078     1.52099     0.00083     0.04852
    -4.75552    15.47746    19.65801     1.39031     0.00077     0.04466
    -4.75252    14.79816    18.96019     1.35207     0.00071     0.04327
    -4.74952    13.69200    17.68410     1.37999     0.00064     0.04213
    -4.74652    13.52175    17.53742     1.49222     0.00066     0.04304
    -4.74352    11.84636    15.04314     1.55083     0.00056     0.03510
    -4.74052    11.70471    14.88535     1.65492     0.00056     0.03545
    -4.73752    11.56320    14.72766     1.77649     0.00056     0.03580
    -4.73452    12.63874    16.19235     1.95871     0.00061     0.03999
    -4.73152    13.07491    16.87356     1.77959     0.00062     0.04130
    -4.72852    12.32991    15.81560     1.83221     0.00058     0.03996
    -4.72552    11.81795    15.43332     1.70276     0.00059     0.03869
    -4.72252    11.68123    15.20508     1.77173     0.00058     0.04001
    -4.71952    11.74874    15.22772     1.91591     0.00057     0.04154
    -4.71652    11.65609    14.96523     2.01373     0.00055     0.04185
    -4.71352    11.60480    14.78487     2.07666     0.00054     0.04243
    -4.71052    11.62378    14.73430     2.11441     0.00054     0.04365
    -4.70752    12.08860    15.27745     1.88944     0.00052     0.04100
    -4.70452    10.71181    13.18196     1.58140     0.00049     0.04004
    -4.70152    11.90328    15.43078     1.79316     0.00058     0.04786
    -4.69852    12.20333    15.67609     1.76185     0.00058     0.04773
    -4.69552    12.55506    15.69899     1.76236     0.00057     0.04689
    -4.69252    12.22796    14.80522     1.64127     0.00052     0.04335
    -4.68952    11.73026    14.00006     1.82910     0.00047     0.04115
    -4.68652    10.99230    13.09024     1.49812     0.00043     0.03915
    -4.68352    11.01715    12.98155     1.09088     0.00041     0.03884
    -4.68052     9.03826    11.55314     0.77374     0.00039     0.03818
    -4.67752     9.56526    12.28063     0.77941     0.00040     0.04153
    -4.67452    10.09329    12.97876     0.73381     0.00041     0.04473
    -4.67152    11.89964    15.27189     0.77608     0.00052     0.05319
    -4.66852    11.36562    14.26281     0.79708     0.00050     0.04905
    -4.66552     9.89542    12.29958     0.84827     0.00041     0.04271
    -4.66252     9.96511    12.45247     0.94222     0.00042     0.04339
    -4.65952     8.92122    10.87083     1.02013     0.00037     0.03929
    -4.65652     8.70612    10.64402     1.17736     0.00037     0.03938
    -4.65352     8.40766    10.27360     1.15903     0.00036     0.03877
    -4.65052     8.38666    10.24753     1.13845     0.00038     0.04043
    -4.64752     8.26423    10.19990     1.13995     0.00036     0.04213
    -4.64452     8.51451    10.63843     1.16443     0.00037     0.04575
    -4.64152     8.70211    11.24855     1.18870     0.00039     0.05125
    -4.63852     9.29447    12.23022     1.21572     0.00041     0.05775
    -4.63552     9.90240    13.21963     1.23321     0.00044     0.06422
    -4.63252    12.31060    17.08495     1.25869     0.00056     0.08614
    -4.62952     7.55234     9.34151     1.22873     0.00034     0.04453
    -4.62652     6.27329     7.17382     1.25480     0.00027     0.03309
    -4.62352     5.38119     6.08750     1.30627     0.00025     0.02882
    -4.62052     4.65451     5.06936     1.22097     0.00021     0.02357
    -4.61752     4.15065     4.39614     1.16223     0.00018     0.02054
    -4.61452     4.16160     4.36496     1.22354     0.00018     0.02074
    -4.61152     4.17159     4.33333     1.28588     0.00017     0.02093
    -4.60852     4.20160     4.32074     1.35247     0.00017     0.02125
    -4.60552     4.34721     4.42053     1.43496     0.00018     0.02214
    -4.60252     4.58783     4.62037     1.52346     0.00019     0.02335
    -4.59952     4.86222     4.76660     1.42719     0.00019     0.02415
    -4.59652     5.37623     5.16924     1.53018     0.00021     0.02614
    -4.59352     5.88953     5.56951     1.63813     0.00023     0.02814
    -4.59052     6.22648     5.84952     1.76213     0.00024     0.03016
    -4.58752     7.02450     6.46055     1.89421     0.00026     0.03243
    -4.58452     7.42291     6.99065     1.87961     0.00028     0.03931
