  #K-Path    Energy        Mo         S        Si         C         O
# Band-Index    1
    0.318   -6.6481     0.019     0.018     0.428     0.000     0.000
    0.329   -6.6659     0.017     0.011     0.436     0.000     0.000
    0.340   -6.6804     0.009     0.007     0.442     0.000     0.000
    0.351   -6.6910     0.006     0.005     0.449     0.000     0.000
    0.362   -6.6962     0.006     0.006     0.448     0.000     0.000
    0.362   -6.6962     0.006     0.006     0.448     0.000     0.000
    0.384   -6.6824     0.012     0.007     0.443     0.000     0.000
    0.406   -6.6685     0.019     0.012     0.436     0.000     0.000
    0.428   -6.6537     0.014     0.010     0.442     0.000     0.000
    0.450   -6.6132     0.013     0.011     0.443     0.000     0.000
    0.472   -6.5682     0.018     0.014     0.440     0.000     0.000
    0.495   -6.5432     0.298     0.321     0.000     0.000     0.000
    0.517   -6.5374     0.231     0.274     0.082     0.000     0.000
    0.539   -6.5420     0.207     0.224     0.133     0.000     0.000
    0.561   -6.5378     0.075     0.078     0.337     0.000     0.000
    0.583   -6.5735     0.103     0.108     0.296     0.000     0.000
    0.605   -6.5901     0.229     0.241     0.106     0.000     0.000
    0.627   -6.5897     0.303     0.320     0.000     0.000     0.000
 
# Band-Index   80
    0.627   -6.5541     0.166     0.179     0.199     0.000     0.000
    0.605   -6.5523     0.190     0.202     0.175     0.000     0.000
    0.583   -6.5505     0.225     0.229     0.120     0.000     0.000
    0.561   -6.5373     0.253     0.257     0.095     0.000     0.000
    0.539   -6.4876     0.268     0.272     0.069     0.000     0.000
    0.517   -6.5284     0.005     0.011     0.463     0.000     0.000
    0.495   -6.5240     0.057     0.055     0.363     0.000     0.000
    0.472   -6.5628     0.253     0.336     0.002     0.000     0.000
    0.450   -6.5895     0.250     0.335     0.000     0.000     0.000
    0.428   -6.5637     0.252     0.335     0.000     0.000     0.000
    0.406   -6.5355     0.332     0.287     0.000     0.000     0.001
    0.384   -6.5052     0.331     0.291     0.000     0.000     0.000
    0.362   -6.4790     0.332     0.289     0.000     0.000     0.000
    0.362   -6.4790     0.332     0.289     0.000     0.000     0.000
    0.351   -6.4852     0.332     0.289     0.000     0.000     0.000
    0.340   -6.4925     0.332     0.289     0.000     0.000     0.000
    0.329   -6.4992     0.331     0.288     0.000     0.000     0.000
    0.318   -6.5054     0.330     0.290     0.000     0.000     0.000
    0.307   -6.5108     0.325     0.292     0.006     0.000     0.000
    0.296   -6.5156     0.330     0.291     0.000     0.000     0.000
    0.285   -6.5196     0.328     0.290     0.000     0.000     0.000
    0.274   -6.5229     0.332     0.287     0.000     0.000     0.000
    0.263   -6.5254     0.330     0.289     0.000     0.000     0.000
    0.252   -6.5273     0.331     0.287     0.000     0.000     0.000
    0.241   -6.5284     0.329     0.287     0.000     0.000     0.000
    0.230   -6.5287     0.330     0.289     0.000     0.000     0.000
    0.230   -6.5287     0.330     0.289     0.000     0.000     0.000
    0.210   -6.5495     0.328     0.290     0.000     0.000     0.000
    0.191   -6.5729     0.332     0.291     0.000     0.000     0.000
    0.172   -6.5801     0.332     0.289     0.000     0.000     0.001
    0.153   -6.5567     0.330     0.290     0.000     0.000     0.001
    0.134   -6.5307     0.022     0.021     0.437     0.000     0.000
    0.115   -6.5381     0.243     0.267     0.088     0.000     0.000
    0.096   -6.5391     0.245     0.308     0.033     0.000     0.000
    0.077   -6.4956     0.090     0.094     0.319     0.000     0.000
    0.057   -6.5171     0.077     0.079     0.336     0.000     0.000
    0.038   -6.5350     0.181     0.196     0.188     0.000     0.000
    0.019   -6.5482     0.175     0.188     0.192     0.000     0.000
    0.000   -6.5541     0.166     0.179     0.199     0.000     0.000
 
# Band-Index   81
    0.000   -6.5533     0.170     0.182     0.198     0.000     0.000
    0.019   -6.5475     0.190     0.203     0.171     0.000     0.000
    0.038   -6.5344     0.227     0.236     0.117     0.000     0.000
    0.057   -6.5165     0.252     0.257     0.094     0.000     0.000
    0.077   -6.4876     0.096     0.091     0.315     0.000     0.000
    0.096   -6.4755     0.267     0.301     0.041     0.000     0.000
    0.115   -6.5025     0.248     0.336     0.002     0.000     0.000
    0.134   -6.5160     0.047     0.050     0.382     0.000     0.000
    0.153   -6.4912     0.042     0.041     0.391     0.000     0.000
    0.172   -6.4642     0.039     0.040     0.396     0.000     0.000
    0.191   -6.4675     0.331     0.292     0.000     0.000     0.001
    0.210   -6.4959     0.330     0.292     0.000     0.000     0.001
    0.230   -6.5183     0.333     0.289     0.000     0.000     0.001
    0.230   -6.5183     0.333     0.289     0.000     0.000     0.001
    0.241   -6.5179     0.333     0.289     0.000     0.000     0.001
    0.252   -6.5168     0.332     0.289     0.000     0.000     0.001
    0.263   -6.5150     0.331     0.288     0.000     0.000     0.001
    0.274   -6.5126     0.322     0.287     0.008     0.000     0.001
    0.285   -6.5193     0.187     0.218     0.160     0.000     0.000
    0.296   -6.5135     0.246     0.286     0.065     0.000     0.000
    0.307   -6.5012     0.300     0.301     0.017     0.000     0.000
    0.318   -6.4951     0.329     0.296     0.000     0.000     0.001
    0.329   -6.4889     0.328     0.292     0.000     0.000     0.001
    0.340   -6.4821     0.331     0.295     0.000     0.000     0.001
    0.351   -6.4748     0.331     0.292     0.000     0.000     0.001
    0.362   -6.4705     0.329     0.289     0.000     0.000     0.000
    0.362   -6.4705     0.329     0.289     0.000     0.000     0.000
    0.384   -6.4666     0.359     0.315     0.000     0.000     0.000
    0.406   -6.4679     0.332     0.315     0.000     0.000     0.000
    0.428   -6.4860     0.300     0.323     0.000     0.000     0.000
    0.450   -6.5071     0.301     0.322     0.000     0.000     0.000
    0.472   -6.5263     0.299     0.322     0.000     0.000     0.000
    0.495   -6.5125     0.036     0.043     0.415     0.000     0.000
    0.517   -6.4569     0.065     0.085     0.351     0.000     0.000
    0.539   -6.4873     0.104     0.119     0.290     0.000     0.000
    0.561   -6.4648     0.262     0.257     0.086     0.000     0.000
    0.583   -6.5039     0.256     0.260     0.087     0.000     0.000
    0.605   -6.5371     0.220     0.229     0.135     0.000     0.000
    0.627   -6.5533     0.170     0.182     0.198     0.000     0.000
 
# Band-Index   82
    0.627   -6.5527     0.172     0.182     0.200     0.000     0.000
    0.605   -6.5363     0.222     0.234     0.129     0.000     0.000
    0.583   -6.5031     0.256     0.251     0.096     0.000     0.000
    0.561   -6.4643     0.265     0.252     0.095     0.000     0.000
    0.539   -6.4862     0.021     0.018     0.448     0.000     0.000
    0.517   -6.4519     0.268     0.304     0.040     0.000     0.000
    0.495   -6.5072     0.246     0.339     0.000     0.000     0.000
    0.472   -6.5113     0.049     0.049     0.384     0.000     0.000
    0.450   -6.4962     0.043     0.038     0.393     0.000     0.000
    0.428   -6.4797     0.040     0.037     0.395     0.000     0.000
    0.406   -6.4626     0.041     0.042     0.393     0.000     0.000
    0.384   -6.4549     0.083     0.077     0.349     0.000     0.000
    0.362   -6.4674     0.272     0.235     0.117     0.000     0.000
    0.362   -6.4674     0.272     0.235     0.117     0.000     0.000
    0.351   -6.4672     0.120     0.116     0.296     0.000     0.000
    0.340   -6.4680     0.060     0.055     0.371     0.000     0.000
    0.329   -6.4738     0.058     0.062     0.374     0.000     0.000
    0.318   -6.4864     0.098     0.113     0.305     0.000     0.000
    0.307   -6.5005     0.188     0.217     0.154     0.000     0.000
    0.296   -6.5109     0.242     0.285     0.066     0.000     0.000
    0.285   -6.5168     0.295     0.304     0.022     0.000     0.000
    0.274   -6.5096     0.289     0.317     0.016     0.000     0.000
    0.263   -6.4850     0.317     0.317     0.000     0.000     0.000
    0.252   -6.4533     0.355     0.317     0.000     0.000     0.000
    0.241   -6.4206     0.365     0.314     0.000     0.000     0.000
    0.230   -6.3951     0.364     0.310     0.000     0.000     0.000
    0.230   -6.3951     0.364     0.310     0.000     0.000     0.000
    0.210   -6.4078     0.331     0.294     0.000     0.000     0.001
    0.191   -6.4357     0.300     0.325     0.000     0.000     0.000
    0.172   -6.4641     0.291     0.308     0.032     0.000     0.000
    0.153   -6.4911     0.275     0.295     0.033     0.000     0.000
    0.134   -6.5159     0.264     0.284     0.063     0.000     0.000
    0.115   -6.5020     0.037     0.044     0.413     0.000     0.000
    0.096   -6.4751     0.073     0.106     0.340     0.000     0.000
    0.077   -6.4607     0.225     0.305     0.053     0.000     0.000
    0.057   -6.4665     0.261     0.254     0.092     0.000     0.000
    0.038   -6.5045     0.256     0.259     0.085     0.000     0.000
    0.019   -6.5371     0.222     0.233     0.132     0.000     0.000
    0.000   -6.5527     0.172     0.182     0.200     0.000     0.000
 
# Band-Index   83
    0.000   -6.2969     0.229     0.318     0.043     0.000     0.000
    0.019   -6.3264     0.238     0.338     0.007     0.000     0.000
    0.038   -6.3645     0.240     0.344     0.003     0.000     0.000
    0.057   -6.4018     0.244     0.339     0.001     0.000     0.000
    0.077   -6.4605     0.023     0.019     0.450     0.000     0.000
    0.096   -6.4685     0.263     0.320     0.022     0.000     0.000
    0.115   -6.4479     0.291     0.288     0.048     0.000     0.000
    0.134   -6.4222     0.297     0.291     0.044     0.000     0.000
    0.153   -6.4066     0.328     0.295     0.000     0.000     0.000
    0.172   -6.4376     0.330     0.291     0.000     0.000     0.000
    0.191   -6.4355     0.040     0.039     0.393     0.000     0.000
    0.210   -6.4075     0.084     0.078     0.353     0.000     0.000
    0.230   -6.3947     0.283     0.242     0.111     0.000     0.000
    0.230   -6.3947     0.283     0.242     0.111     0.000     0.000
    0.241   -6.4123     0.030     0.028     0.412     0.000     0.000
    0.252   -6.4491     0.033     0.035     0.419     0.000     0.000
    0.263   -6.4819     0.045     0.050     0.386     0.000     0.000
    0.274   -6.5068     0.097     0.113     0.306     0.000     0.000
    0.285   -6.5089     0.328     0.293     0.000     0.000     0.001
    0.296   -6.5047     0.322     0.290     0.000     0.000     0.001
    0.307   -6.4968     0.268     0.305     0.025     0.000     0.000
    0.318   -6.4811     0.272     0.316     0.016     0.000     0.000
    0.329   -6.4639     0.282     0.319     0.016     0.000     0.000
    0.340   -6.4462     0.287     0.323     0.003     0.000     0.000
    0.351   -6.4531     0.328     0.299     0.000     0.000     0.001
    0.362   -6.4643     0.331     0.295     0.000     0.000     0.001
    0.362   -6.4643     0.331     0.295     0.000     0.000     0.001
    0.384   -6.4504     0.329     0.288     0.000     0.000     0.000
    0.406   -6.4446     0.314     0.310     0.015     0.000     0.000
    0.428   -6.4453     0.339     0.316     0.000     0.000     0.000
    0.450   -6.4371     0.332     0.322     0.000     0.000     0.000
    0.472   -6.4252     0.313     0.322     0.000     0.000     0.000
    0.495   -6.4102     0.297     0.315     0.014     0.000     0.000
    0.517   -6.4290     0.137     0.128     0.268     0.000     0.000
    0.539   -6.4220     0.252     0.238     0.109     0.000     0.000
    0.561   -6.4534     0.015     0.013     0.449     0.000     0.000
    0.583   -6.3894     0.247     0.340     0.000     0.000     0.000
    0.605   -6.3385     0.239     0.340     0.003     0.000     0.000
    0.627   -6.2969     0.229     0.318     0.043     0.000     0.000
 
# Band-Index   84
    0.627   -6.2962     0.229     0.318     0.043     0.000     0.000
    0.605   -6.3171     0.240     0.338     0.011     0.000     0.000
    0.583   -6.3553     0.241     0.342     0.003     0.000     0.000
    0.561   -6.4390     0.242     0.339     0.000     0.000     0.000
    0.539   -6.4212     0.246     0.336     0.002     0.000     0.000
    0.517   -6.4286     0.263     0.318     0.021     0.000     0.000
    0.495   -6.3954     0.291     0.286     0.048     0.000     0.000
    0.472   -6.4092     0.299     0.292     0.044     0.000     0.000
    0.450   -6.4177     0.312     0.296     0.032     0.000     0.000
    0.428   -6.4217     0.353     0.314     0.000     0.000     0.000
    0.406   -6.4344     0.355     0.306     0.014     0.000     0.000
    0.384   -6.4380     0.303     0.265     0.076     0.000     0.000
    0.362   -6.4147     0.032     0.031     0.413     0.000     0.000
    0.362   -6.4147     0.032     0.031     0.413     0.000     0.000
    0.351   -6.4280     0.270     0.235     0.122     0.000     0.000
    0.340   -6.4404     0.336     0.286     0.040     0.000     0.000
    0.329   -6.4495     0.354     0.303     0.019     0.000     0.000
    0.318   -6.4502     0.360     0.308     0.010     0.000     0.000
    0.307   -6.4469     0.364     0.309     0.003     0.000     0.000
    0.296   -6.4416     0.363     0.310     0.000     0.000     0.000
    0.285   -6.4348     0.358     0.308     0.000     0.000     0.000
    0.274   -6.4267     0.354     0.314     0.000     0.000     0.000
    0.263   -6.4170     0.333     0.312     0.001     0.000     0.000
    0.252   -6.4055     0.304     0.318     0.001     0.000     0.000
    0.241   -6.3900     0.293     0.323     0.000     0.000     0.000
    0.230   -6.3738     0.297     0.326     0.000     0.000     0.000
    0.230   -6.3738     0.297     0.326     0.000     0.000     0.000
    0.210   -6.3850     0.298     0.328     0.000     0.000     0.000
    0.191   -6.3843     0.329     0.289     0.000     0.000     0.001
    0.172   -6.3827     0.274     0.324     0.009     0.000     0.000
    0.153   -6.3969     0.262     0.324     0.015     0.000     0.000
    0.134   -6.4215     0.251     0.316     0.024     0.000     0.000
    0.115   -6.4471     0.237     0.307     0.050     0.000     0.000
    0.096   -6.4674     0.135     0.123     0.272     0.000     0.000
    0.077   -6.4373     0.251     0.243     0.104     0.000     0.000
    0.057   -6.4012     0.245     0.339     0.000     0.000     0.000
    0.038   -6.3639     0.053     0.059     0.387     0.000     0.000
    0.019   -6.3259     0.237     0.330     0.026     0.000     0.000
    0.000   -6.2962     0.229     0.318     0.043     0.000     0.000
 
# Band-Index   85
    0.000   -6.2915     0.253     0.334     0.018     0.000     0.000
    0.019   -6.2965     0.221     0.294     0.066     0.000     0.000
    0.038   -6.3230     0.136     0.165     0.245     0.000     0.000
    0.057   -6.3844     0.042     0.055     0.407     0.000     0.000
    0.077   -6.4367     0.243     0.344     0.002     0.000     0.000
    0.096   -6.4305     0.160     0.146     0.234     0.000     0.000
    0.115   -6.3759     0.263     0.230     0.108     0.000     0.000
    0.134   -6.3746     0.329     0.299     0.000     0.000     0.000
    0.153   -6.3960     0.312     0.297     0.034     0.000     0.000
    0.172   -6.3821     0.353     0.311     0.003     0.000     0.000
    0.191   -6.3839     0.352     0.308     0.009     0.000     0.000
    0.210   -6.3845     0.303     0.266     0.081     0.000     0.000
    0.230   -6.3727     0.043     0.039     0.399     0.000     0.000
    0.230   -6.3727     0.043     0.039     0.399     0.000     0.000
    0.241   -6.3771     0.341     0.295     0.034     0.000     0.000
    0.252   -6.3609     0.358     0.307     0.015     0.000     0.000
    0.263   -6.3445     0.360     0.313     0.000     0.000     0.000
    0.274   -6.3383     0.321     0.306     0.012     0.000     0.000
    0.285   -6.3502     0.320     0.311     0.004     0.000     0.000
    0.296   -6.3619     0.321     0.297     0.000     0.000     0.000
    0.307   -6.3808     0.328     0.293     0.000     0.000     0.000
    0.318   -6.3996     0.326     0.293     0.000     0.000     0.000
    0.329   -6.4179     0.330     0.296     0.000     0.000     0.000
    0.340   -6.4357     0.329     0.292     0.000     0.000     0.001
    0.351   -6.4255     0.297     0.322     0.000     0.000     0.000
    0.362   -6.4113     0.298     0.325     0.000     0.000     0.000
    0.362   -6.4113     0.298     0.325     0.000     0.000     0.000
    0.384   -6.4279     0.295     0.312     0.015     0.000     0.000
    0.406   -6.4299     0.328     0.295     0.000     0.000     0.000
    0.428   -6.4192     0.291     0.324     0.011     0.000     0.000
    0.450   -6.4126     0.296     0.315     0.021     0.000     0.000
    0.472   -6.4003     0.299     0.303     0.028     0.000     0.000
    0.495   -6.3824     0.293     0.292     0.051     0.000     0.000
    0.517   -6.3907     0.281     0.308     0.036     0.000     0.000
    0.539   -6.4080     0.141     0.181     0.222     0.000     0.000
    0.561   -6.3722     0.204     0.282     0.092     0.000     0.000
    0.583   -6.3436     0.223     0.318     0.035     0.000     0.000
    0.605   -6.3125     0.239     0.327     0.025     0.000     0.000
    0.627   -6.2915     0.253     0.334     0.018     0.000     0.000
 
# Band-Index   86
    0.627   -6.2913     0.253     0.333     0.015     0.000     0.000
    0.605   -6.2938     0.222     0.290     0.074     0.000     0.000
    0.583   -6.3407     0.135     0.162     0.246     0.000     0.000
    0.561   -6.3706     0.045     0.048     0.407     0.000     0.000
    0.539   -6.4047     0.246     0.235     0.120     0.000     0.000
    0.517   -6.3753     0.185     0.177     0.199     0.000     0.000
    0.495   -6.3701     0.352     0.317     0.001     0.000     0.000
    0.472   -6.3604     0.353     0.315     0.003     0.000     0.000
    0.450   -6.3869     0.349     0.306     0.016     0.000     0.000
    0.428   -6.4116     0.313     0.287     0.039     0.000     0.000
    0.406   -6.4212     0.305     0.282     0.045     0.000     0.000
    0.384   -6.4168     0.061     0.052     0.381     0.000     0.000
    0.362   -6.4095     0.131     0.117     0.296     0.000     0.000
    0.362   -6.4095     0.131     0.117     0.296     0.000     0.000
    0.351   -6.4031     0.062     0.057     0.378     0.000     0.000
    0.340   -6.3968     0.322     0.297     0.016     0.000     0.000
    0.329   -6.3893     0.322     0.303     0.012     0.000     0.000
    0.318   -6.3809     0.322     0.310     0.004     0.000     0.000
    0.307   -6.3715     0.318     0.309     0.000     0.000     0.000
    0.296   -6.3611     0.317     0.308     0.001     0.000     0.000
    0.285   -6.3458     0.310     0.316     0.004     0.000     0.000
    0.274   -6.3337     0.309     0.315     0.002     0.000     0.000
    0.263   -6.3256     0.305     0.314     0.002     0.000     0.000
    0.252   -6.3121     0.301     0.315     0.002     0.000     0.000
    0.241   -6.3333     0.298     0.323     0.003     0.000     0.000
    0.230   -6.3646     0.300     0.326     0.000     0.000     0.000
    0.230   -6.3646     0.300     0.326     0.000     0.000     0.000
    0.210   -6.3391     0.290     0.322     0.001     0.000     0.000
    0.191   -6.3357     0.282     0.326     0.001     0.000     0.000
    0.172   -6.3603     0.330     0.292     0.000     0.000     0.001
    0.153   -6.3666     0.326     0.297     0.000     0.000     0.001
    0.134   -6.3591     0.328     0.297     0.000     0.000     0.001
    0.115   -6.3483     0.235     0.212     0.145     0.000     0.000
    0.096   -6.3753     0.193     0.222     0.152     0.000     0.000
    0.077   -6.4241     0.155     0.204     0.189     0.000     0.000
    0.057   -6.3840     0.206     0.285     0.088     0.000     0.000
    0.038   -6.3223     0.229     0.314     0.046     0.000     0.000
    0.019   -6.2951     0.199     0.242     0.141     0.000     0.000
    0.000   -6.2913     0.253     0.333     0.015     0.000     0.000
 
# Band-Index   87
    0.000   -6.2789     0.243     0.335     0.006     0.000     0.000
    0.019   -6.2745     0.288     0.320     0.025     0.000     0.000
    0.038   -6.2872     0.305     0.326     0.014     0.000     0.000
    0.057   -6.3034     0.331     0.321     0.013     0.000     0.000
    0.077   -6.3201     0.343     0.317     0.003     0.000     0.000
    0.096   -6.3352     0.349     0.317     0.001     0.000     0.000
    0.115   -6.3481     0.354     0.316     0.001     0.000     0.000
    0.134   -6.3588     0.354     0.315     0.005     0.000     0.000
    0.153   -6.3662     0.348     0.304     0.016     0.000     0.000
    0.172   -6.3597     0.314     0.285     0.040     0.000     0.000
    0.191   -6.3349     0.305     0.287     0.043     0.000     0.000
    0.210   -6.3388     0.055     0.054     0.384     0.000     0.000
    0.230   -6.3641     0.131     0.116     0.291     0.000     0.000
    0.230   -6.3641     0.131     0.116     0.291     0.000     0.000
    0.241   -6.3295     0.097     0.086     0.334     0.000     0.000
    0.252   -6.3075     0.323     0.303     0.013     0.000     0.000
    0.263   -6.3210     0.323     0.306     0.009     0.000     0.000
    0.274   -6.3273     0.361     0.320     0.000     0.000     0.000
    0.285   -6.3420     0.328     0.299     0.000     0.000     0.000
    0.296   -6.3565     0.314     0.305     0.000     0.000     0.000
    0.307   -6.3670     0.312     0.314     0.000     0.000     0.000
    0.318   -6.3765     0.311     0.316     0.000     0.000     0.000
    0.329   -6.3852     0.304     0.318     0.000     0.000     0.000
    0.340   -6.3929     0.303     0.316     0.000     0.000     0.000
    0.351   -6.3998     0.295     0.319     0.000     0.000     0.000
    0.362   -6.4066     0.292     0.315     0.007     0.000     0.000
    0.362   -6.4066     0.292     0.315     0.007     0.000     0.000
    0.384   -6.4158     0.291     0.321     0.001     0.000     0.000
    0.406   -6.4200     0.292     0.322     0.006     0.000     0.000
    0.428   -6.4069     0.331     0.297     0.000     0.000     0.000
    0.450   -6.3821     0.328     0.297     0.000     0.000     0.000
    0.472   -6.3556     0.329     0.290     0.000     0.000     0.000
    0.495   -6.3694     0.233     0.209     0.148     0.000     0.000
    0.517   -6.3723     0.217     0.204     0.165     0.000     0.000
    0.539   -6.3658     0.284     0.289     0.062     0.000     0.000
    0.561   -6.3373     0.298     0.291     0.053     0.000     0.000
    0.583   -6.3086     0.311     0.302     0.043     0.000     0.000
    0.605   -6.2816     0.304     0.312     0.032     0.000     0.000
    0.627   -6.2789     0.243     0.335     0.006     0.000     0.000
 
# Band-Index   88
    0.627   -6.2787     0.240     0.336     0.009     0.000     0.000
    0.605   -6.2661     0.290     0.320     0.021     0.000     0.000
    0.583   -6.2695     0.309     0.326     0.010     0.000     0.000
    0.561   -6.2870     0.329     0.315     0.013     0.000     0.000
    0.539   -6.3375     0.344     0.321     0.009     0.000     0.000
    0.517   -6.3705     0.347     0.318     0.001     0.000     0.000
    0.495   -6.3324     0.329     0.293     0.000     0.000     0.000
    0.472   -6.3189     0.322     0.280     0.033     0.000     0.000
    0.450   -6.2732     0.342     0.290     0.021     0.000     0.000
    0.428   -6.3001     0.052     0.055     0.393     0.000     0.000
    0.406   -6.3355     0.050     0.055     0.397     0.000     0.000
    0.384   -6.3719     0.311     0.282     0.040     0.000     0.000
    0.362   -6.4033     0.311     0.283     0.044     0.000     0.000
    0.362   -6.4033     0.311     0.283     0.044     0.000     0.000
    0.351   -6.3968     0.321     0.293     0.028     0.000     0.000
    0.340   -6.3835     0.137     0.124     0.278     0.000     0.000
    0.329   -6.3698     0.328     0.298     0.000     0.000     0.000
    0.318   -6.3559     0.328     0.297     0.000     0.000     0.000
    0.307   -6.3419     0.297     0.326     0.000     0.000     0.000
    0.296   -6.3278     0.294     0.327     0.000     0.000     0.000
    0.285   -6.3136     0.297     0.325     0.000     0.000     0.000
    0.274   -6.3225     0.295     0.327     0.000     0.000     0.000
    0.263   -6.3029     0.296     0.324     0.000     0.000     0.000
    0.252   -6.2957     0.294     0.323     0.000     0.000     0.000
    0.241   -6.2975     0.296     0.329     0.000     0.000     0.000
    0.230   -6.2825     0.294     0.322     0.005     0.000     0.000
    0.230   -6.2825     0.294     0.322     0.005     0.000     0.000
    0.210   -6.3075     0.302     0.318     0.000     0.000     0.000
    0.191   -6.3079     0.310     0.318     0.000     0.000     0.000
    0.172   -6.2777     0.315     0.315     0.000     0.000     0.000
    0.153   -6.2861     0.343     0.285     0.016     0.000     0.000
    0.134   -6.3283     0.310     0.268     0.063     0.000     0.000
    0.115   -6.3417     0.326     0.293     0.002     0.000     0.001
    0.096   -6.3350     0.210     0.236     0.136     0.000     0.000
    0.077   -6.3200     0.120     0.165     0.256     0.000     0.000
    0.057   -6.3031     0.071     0.085     0.359     0.000     0.000
    0.038   -6.2867     0.329     0.331     0.004     0.000     0.000
    0.019   -6.2743     0.290     0.328     0.018     0.000     0.000
    0.000   -6.2787     0.240     0.336     0.009     0.000     0.000
 
# Band-Index   89
    0.000   -6.2459     0.312     0.330     0.004     0.000     0.000
    0.019   -6.2437     0.308     0.325     0.013     0.000     0.000
    0.038   -6.2513     0.209     0.257     0.123     0.000     0.000
    0.057   -6.2662     0.233     0.308     0.048     0.000     0.000
    0.077   -6.2758     0.328     0.302     0.000     0.000     0.000
    0.096   -6.3086     0.330     0.300     0.000     0.000     0.000
    0.115   -6.3128     0.096     0.085     0.322     0.000     0.000
    0.134   -6.2666     0.265     0.337     0.000     0.000     0.000
    0.153   -6.2636     0.270     0.336     0.000     0.000     0.000
    0.172   -6.2775     0.053     0.052     0.390     0.000     0.000
    0.191   -6.3074     0.056     0.050     0.386     0.000     0.000
    0.210   -6.3068     0.310     0.279     0.040     0.000     0.000
    0.230   -6.2807     0.308     0.277     0.049     0.000     0.000
    0.230   -6.2807     0.308     0.277     0.049     0.000     0.000
    0.241   -6.2930     0.322     0.295     0.024     0.000     0.000
    0.252   -6.2937     0.137     0.120     0.285     0.000     0.000
    0.263   -6.2853     0.296     0.327     0.000     0.000     0.000
    0.274   -6.2994     0.298     0.327     0.000     0.000     0.000
    0.285   -6.3094     0.310     0.324     0.000     0.000     0.000
    0.296   -6.3235     0.294     0.327     0.000     0.000     0.000
    0.307   -6.3377     0.296     0.321     0.000     0.000     0.000
    0.318   -6.3516     0.293     0.325     0.000     0.000     0.000
    0.329   -6.3654     0.295     0.323     0.000     0.000     0.000
    0.340   -6.3789     0.297     0.318     0.000     0.000     0.000
    0.351   -6.3918     0.297     0.318     0.002     0.000     0.000
    0.362   -6.4013     0.300     0.317     0.008     0.000     0.000
    0.362   -6.4013     0.300     0.317     0.008     0.000     0.000
    0.384   -6.3698     0.304     0.322     0.000     0.000     0.000
    0.406   -6.3339     0.311     0.317     0.000     0.000     0.000
    0.428   -6.2987     0.314     0.314     0.000     0.000     0.000
    0.450   -6.2723     0.339     0.289     0.016     0.000     0.000
    0.472   -6.3178     0.309     0.270     0.064     0.000     0.000
    0.495   -6.3274     0.326     0.291     0.001     0.000     0.000
    0.517   -6.3570     0.263     0.260     0.094     0.000     0.000
    0.539   -6.3228     0.189     0.187     0.199     0.000     0.000
    0.561   -6.2775     0.116     0.120     0.307     0.000     0.000
    0.583   -6.2552     0.314     0.308     0.036     0.000     0.000
    0.605   -6.2471     0.307     0.336     0.000     0.000     0.000
    0.627   -6.2459     0.312     0.330     0.004     0.000     0.000
 
# Band-Index   90
    0.627   -6.2453     0.314     0.335     0.004     0.000     0.000
    0.605   -6.2410     0.301     0.327     0.016     0.000     0.000
    0.583   -6.2374     0.208     0.252     0.126     0.000     0.000
    0.561   -6.2733     0.232     0.312     0.051     0.000     0.000
    0.539   -6.2742     0.245     0.332     0.018     0.000     0.000
    0.517   -6.3029     0.252     0.341     0.007     0.000     0.000
    0.495   -6.3135     0.259     0.337     0.000     0.000     0.000
    0.472   -6.2581     0.264     0.336     0.002     0.000     0.000
    0.450   -6.2662     0.274     0.330     0.001     0.000     0.000
    0.428   -6.2319     0.282     0.334     0.000     0.000     0.000
    0.406   -6.2053     0.281     0.329     0.000     0.000     0.000
    0.384   -6.1826     0.313     0.283     0.036     0.000     0.000
    0.362   -6.1631     0.316     0.287     0.040     0.000     0.000
    0.362   -6.1631     0.316     0.287     0.040     0.000     0.000
    0.351   -6.1795     0.307     0.277     0.042     0.000     0.000
    0.340   -6.2030     0.325     0.296     0.001     0.000     0.000
    0.329   -6.2261     0.298     0.325     0.000     0.000     0.000
    0.318   -6.2484     0.294     0.325     0.000     0.000     0.000
    0.307   -6.2696     0.345     0.318     0.000     0.000     0.000
    0.296   -6.2899     0.363     0.322     0.000     0.000     0.000
    0.285   -6.3090     0.363     0.323     0.000     0.000     0.000
    0.274   -6.2950     0.361     0.321     0.000     0.000     0.000
    0.263   -6.2808     0.358     0.325     0.000     0.000     0.000
    0.252   -6.2829     0.356     0.324     0.000     0.000     0.000
    0.241   -6.2647     0.356     0.327     0.000     0.000     0.000
    0.230   -6.2786     0.347     0.330     0.000     0.000     0.000
    0.230   -6.2786     0.347     0.330     0.000     0.000     0.000
    0.210   -6.2526     0.355     0.327     0.000     0.000     0.000
    0.191   -6.2551     0.353     0.324     0.000     0.000     0.000
    0.172   -6.2604     0.357     0.305     0.000     0.000     0.000
    0.153   -6.2615     0.322     0.319     0.000     0.000     0.000
    0.134   -6.2651     0.298     0.272     0.078     0.000     0.000
    0.115   -6.2687     0.126     0.117     0.282     0.000     0.000
    0.096   -6.2699     0.330     0.295     0.000     0.000     0.001
    0.077   -6.2698     0.339     0.317     0.000     0.000     0.000
    0.057   -6.2651     0.339     0.325     0.000     0.000     0.000
    0.038   -6.2503     0.134     0.145     0.276     0.000     0.000
    0.019   -6.2423     0.280     0.343     0.000     0.000     0.000
