  #K-Path    Energy        Mo         S        Si         C         O
# Band-Index    1
    0.210    0.9813     0.455     0.120     0.072     0.000     0.000
    0.230    0.9847     0.440     0.115     0.083     0.000     0.000
    0.230    0.9847     0.440     0.115     0.083     0.000     0.000
    0.241    0.9836     0.443     0.117     0.081     0.000     0.000
    0.252    0.9801     0.447     0.121     0.077     0.000     0.000
    0.263    0.9746     0.455     0.128     0.075     0.000     0.000
    0.274    0.9672     0.459     0.146     0.062     0.000     0.000
    0.285    0.9545     0.415     0.250     0.013     0.000     0.000
    0.296    0.9375     0.415     0.252     0.012     0.000     0.000
    0.307    0.9263     0.447     0.138     0.066     0.000     0.000
    0.318    0.9167     0.459     0.141     0.058     0.000     0.000
    0.329    0.9086     0.730     0.105     0.001     0.000     0.000
    0.340    0.9059     0.497     0.164     0.040     0.000     0.000
    0.351    0.8948     0.499     0.164     0.039     0.000     0.000
    0.362    0.8865     0.500     0.164     0.036     0.000     0.000
    0.362    0.8865     0.500     0.164     0.036     0.000     0.000
    0.384    0.8938     0.489     0.159     0.041     0.000     0.000
    0.406    0.9000     0.488     0.168     0.038     0.000     0.000
    0.428    0.9061     0.577     0.162     0.015     0.000     0.000
    0.450    0.9133     0.489     0.187     0.021     0.000     0.000
    0.472    0.9202     0.484     0.192     0.018     0.000     0.000
    0.495    0.9266     0.480     0.193     0.016     0.000     0.000
    0.517    0.9327     0.472     0.198     0.012     0.000     0.000
    0.539    0.9394     0.469     0.203     0.012     0.000     0.000
    0.561    0.9462     0.583     0.148     0.017     0.000     0.000
    0.583    0.9333     0.698     0.100     0.023     0.000     0.000
    0.605    0.9220     0.723     0.093     0.016     0.000     0.000
    0.627    0.9124     0.775     0.081     0.005     0.000     0.000
 
# Band-Index  312
    0.627    0.9129     0.773     0.081     0.012     0.000     0.000
    0.605    0.9315     0.731     0.086     0.019     0.000     0.000
    0.583    0.9545     0.692     0.082     0.031     0.000     0.000
    0.561    0.9470     0.582     0.124     0.037     0.000     0.000
    0.539    0.9563     0.509     0.191     0.012     0.000     0.000
    0.517    0.9522     0.727     0.111     0.004     0.000     0.000
    0.495    0.9389     0.505     0.095     0.082     0.000     0.000
    0.472    0.9238     0.492     0.103     0.081     0.000     0.000
    0.450    0.9158     0.496     0.110     0.076     0.000     0.000
    0.428    0.9081     0.517     0.114     0.060     0.000     0.000
    0.406    0.9195     0.536     0.124     0.048     0.000     0.000
    0.384    0.9331     0.558     0.129     0.041     0.000     0.000
    0.362    0.9426     0.582     0.132     0.026     0.000     0.000
    0.362    0.9426     0.583     0.132     0.026     0.000     0.000
    0.351    0.9377     0.565     0.132     0.035     0.000     0.000
    0.340    0.9248     0.547     0.127     0.051     0.000     0.000
    0.329    0.9172     0.407     0.264     0.013     0.000     0.000
    0.318    0.9283     0.406     0.264     0.011     0.000     0.000
    0.307    0.9392     0.466     0.152     0.053     0.000     0.000
    0.296    0.9496     0.479     0.147     0.049     0.000     0.000
    0.285    0.9595     0.484     0.149     0.044     0.000     0.000
    0.274    0.9736     0.491     0.153     0.043     0.000     0.000
    0.263    0.9918     0.499     0.158     0.042     0.000     0.000
    0.252    0.9912     0.749     0.108     0.000     0.000     0.000
    0.241    0.9921     0.742     0.118     0.000     0.000     0.000
    0.230    0.9944     0.735     0.118     0.000     0.000     0.000
    0.230    0.9944     0.735     0.118     0.000     0.000     0.000
    0.210    0.9886     0.745     0.111     0.000     0.000     0.000
    0.191    0.9820     0.751     0.108     0.000     0.000     0.000
    0.172    0.9770     0.588     0.151     0.015     0.000     0.000
    0.153    0.9738     0.476     0.206     0.018     0.000     0.000
    0.134    0.9721     0.426     0.243     0.009     0.000     0.000
    0.115    0.9709     0.426     0.248     0.008     0.000     0.000
    0.096    0.9591     0.429     0.243     0.008     0.000     0.000
    0.077    0.9465     0.582     0.144     0.019     0.000     0.000
    0.057    0.9546     0.466     0.207     0.010     0.000     0.000
    0.038    0.9421     0.637     0.115     0.032     0.000     0.000
    0.019    0.9259     0.729     0.084     0.024     0.000     0.000
    0.000    0.9129     0.773     0.081     0.012     0.000     0.000
 
# Band-Index  313
    0.000    0.9820     0.431     0.237     0.011     0.000     0.000
    0.019    0.9705     0.440     0.226     0.012     0.000     0.000
    0.038    0.9591     0.454     0.218     0.014     0.000     0.000
    0.057    0.9556     0.590     0.128     0.040     0.000     0.000
    0.077    0.9490     0.498     0.196     0.011     0.000     0.000
    0.096    0.9598     0.725     0.105     0.004     0.000     0.000
    0.115    0.9717     0.519     0.097     0.076     0.000     0.000
    0.134    0.9732     0.495     0.103     0.079     0.000     0.000
    0.153    0.9751     0.500     0.108     0.072     0.000     0.000
    0.172    0.9784     0.518     0.115     0.059     0.000     0.000
    0.191    0.9835     0.536     0.124     0.050     0.000     0.000
    0.210    0.9900     0.554     0.132     0.044     0.000     0.000
    0.230    0.9957     0.576     0.132     0.028     0.000     0.000
    0.230    0.9957     0.576     0.132     0.028     0.000     0.000
    0.241    0.9966     0.565     0.129     0.039     0.000     0.000
    0.252    0.9970     0.543     0.126     0.049     0.000     0.000
    0.263    0.9932     0.518     0.127     0.057     0.000     0.000
    0.274    0.9984     0.494     0.109     0.075     0.000     0.000
    0.285    1.0068     0.568     0.111     0.056     0.000     0.000
    0.296    0.9999     0.703     0.120     0.000     0.000     0.000
    0.307    0.9923     0.707     0.119     0.000     0.000     0.000
    0.318    0.9845     0.713     0.117     0.000     0.000     0.000
    0.329    0.9768     0.720     0.115     0.000     0.000     0.000
    0.340    0.9696     0.723     0.121     0.000     0.000     0.000
    0.351    0.9637     0.729     0.121     0.000     0.000     0.000
    0.362    0.9619     0.731     0.116     0.000     0.000     0.000
    0.362    0.9619     0.731     0.116     0.000     0.000     0.000
    0.384    0.9582     0.734     0.109     0.000     0.000     0.000
    0.406    0.9467     0.738     0.108     0.000     0.000     0.000
    0.428    0.9343     0.748     0.098     0.005     0.000     0.000
    0.450    0.9231     0.748     0.095     0.010     0.000     0.000
    0.472    0.9283     0.437     0.240     0.010     0.000     0.000
    0.495    0.9425     0.430     0.246     0.008     0.000     0.000
    0.517    0.9555     0.430     0.242     0.009     0.000     0.000
    0.539    0.9604     0.584     0.144     0.020     0.000     0.000
    0.561    0.9485     0.525     0.180     0.016     0.000     0.000
    0.583    0.9574     0.459     0.219     0.009     0.000     0.000
    0.605    0.9700     0.440     0.227     0.012     0.000     0.000
    0.627    0.9820     0.431     0.237     0.011     0.000     0.000
 
# Band-Index  314
    0.627    0.9849     0.433     0.235     0.011     0.000     0.000
    0.605    0.9702     0.436     0.235     0.011     0.000     0.000
    0.583    0.9584     0.443     0.230     0.008     0.000     0.000
    0.561    0.9733     0.509     0.182     0.021     0.000     0.000
    0.539    0.9647     0.584     0.083     0.067     0.000     0.000
    0.517    0.9742     0.531     0.084     0.079     0.000     0.000
    0.495    0.9921     0.728     0.108     0.007     0.000     0.000
    0.472    1.0105     0.727     0.115     0.007     0.000     0.000
    0.450    1.0281     0.721     0.118     0.007     0.000     0.000
    0.428    1.0437     0.705     0.122     0.007     0.000     0.000
    0.406    1.0309     0.621     0.135     0.019     0.000     0.000
    0.384    1.0106     0.596     0.135     0.025     0.000     0.000
    0.362    0.9990     0.579     0.128     0.032     0.000     0.000
    0.362    0.9990     0.579     0.129     0.032     0.000     0.000
    0.351    1.0018     0.588     0.133     0.032     0.000     0.000
    0.340    1.0077     0.576     0.149     0.022     0.000     0.000
    0.329    1.0150     0.516     0.118     0.065     0.000     0.000
    0.318    1.0228     0.493     0.110     0.081     0.000     0.000
    0.307    1.0298     0.598     0.116     0.045     0.000     0.000
    0.296    1.0195     0.456     0.088     0.109     0.000     0.000
    0.285    1.0078     0.641     0.117     0.037     0.000     0.000
    0.274    1.0067     0.709     0.121     0.012     0.000     0.000
    0.263    1.0004     0.713     0.116     0.015     0.000     0.000
    0.252    1.0075     0.718     0.113     0.015     0.000     0.000
    0.241    1.0019     0.723     0.113     0.015     0.000     0.000
    0.230    0.9998     0.724     0.107     0.015     0.000     0.000
    0.230    0.9998     0.724     0.107     0.015     0.000     0.000
    0.210    1.0071     0.712     0.120     0.015     0.000     0.000
    0.191    1.0170     0.686     0.126     0.010     0.000     0.000
    0.172    1.0187     0.617     0.140     0.011     0.000     0.000
    0.153    1.0055     0.618     0.140     0.012     0.000     0.000
    0.134    0.9907     0.605     0.148     0.012     0.000     0.000
    0.115    0.9751     0.597     0.151     0.014     0.000     0.000
    0.096    0.9690     0.592     0.145     0.017     0.000     0.000
    0.077    0.9643     0.442     0.236     0.008     0.000     0.000
    0.057    0.9564     0.431     0.237     0.008     0.000     0.000
    0.038    0.9665     0.510     0.187     0.016     0.000     0.000
    0.019    0.9761     0.442     0.227     0.010     0.000     0.000
    0.000    0.9848     0.434     0.235     0.011     0.000     0.000
 
# Band-Index  315
    0.000    0.9857     0.430     0.240     0.013     0.000     0.000
    0.019    0.9779     0.437     0.232     0.011     0.000     0.000
    0.038    0.9688     0.443     0.233     0.010     0.000     0.000
    0.057    0.9595     0.494     0.193     0.020     0.000     0.000
    0.077    0.9651     0.588     0.092     0.064     0.000     0.000
    0.096    0.9700     0.537     0.095     0.076     0.000     0.000
    0.115    0.9761     0.714     0.106     0.008     0.000     0.000
    0.134    0.9914     0.726     0.107     0.007     0.000     0.000
    0.153    1.0062     0.718     0.111     0.007     0.000     0.000
    0.172    1.0194     0.706     0.121     0.007     0.000     0.000
    0.191    1.0184     0.622     0.131     0.021     0.000     0.000
    0.210    1.0089     0.599     0.131     0.028     0.000     0.000
    0.230    1.0027     0.575     0.132     0.036     0.000     0.000
    0.230    1.0027     0.575     0.132     0.036     0.000     0.000
    0.241    1.0057     0.588     0.136     0.030     0.000     0.000
    0.252    1.0103     0.534     0.178     0.017     0.000     0.000
    0.263    1.0156     0.613     0.135     0.020     0.000     0.000
    0.274    1.0147     0.695     0.123     0.003     0.000     0.000
    0.285    1.0169     0.474     0.094     0.091     0.000     0.000
    0.296    1.0300     0.472     0.086     0.103     0.000     0.000
    0.307    1.0364     0.512     0.087     0.092     0.000     0.000
    0.318    1.0510     0.494     0.080     0.101     0.000     0.000
    0.329    1.0611     0.657     0.129     0.009     0.000     0.000
    0.340    1.0657     0.670     0.129     0.006     0.000     0.000
    0.351    1.0684     0.672     0.125     0.007     0.000     0.000
    0.362    1.0692     0.675     0.133     0.005     0.000     0.000
    0.362    1.0692     0.674     0.133     0.005     0.000     0.000
    0.384    1.0661     0.666     0.130     0.006     0.000     0.000
    0.406    1.0570     0.643     0.138     0.009     0.000     0.000
    0.428    1.0452     0.592     0.131     0.031     0.000     0.000
    0.450    1.0311     0.618     0.145     0.013     0.000     0.000
    0.472    1.0139     0.608     0.145     0.013     0.000     0.000
    0.495    0.9960     0.600     0.144     0.014     0.000     0.000
    0.517    0.9786     0.598     0.140     0.016     0.000     0.000
    0.539    0.9690     0.467     0.222     0.012     0.000     0.000
    0.561    0.9758     0.485     0.204     0.018     0.000     0.000
    0.583    0.9798     0.430     0.237     0.008     0.000     0.000
    0.605    0.9838     0.428     0.235     0.008     0.000     0.000
    0.627    0.9857     0.430     0.240     0.013     0.000     0.000
 
# Band-Index  316
    0.627    0.9859     0.430     0.236     0.010     0.000     0.000
    0.605    0.9868     0.429     0.243     0.008     0.000     0.000
    0.583    0.9831     0.423     0.246     0.008     0.000     0.000
    0.561    0.9800     0.497     0.131     0.068     0.000     0.000
    0.539    1.0010     0.536     0.127     0.057     0.000     0.000
    0.517    1.0206     0.415     0.258     0.010     0.000     0.000
    0.495    1.0373     0.405     0.271     0.008     0.000     0.000
    0.472    1.0446     0.409     0.276     0.008     0.000     0.000
    0.450    1.0417     0.643     0.144     0.012     0.000     0.000
    0.428    1.0463     0.642     0.130     0.017     0.000     0.000
    0.406    1.0592     0.694     0.128     0.007     0.000     0.000
    0.384    1.0678     0.681     0.129     0.008     0.000     0.000
    0.362    1.0705     0.678     0.131     0.008     0.000     0.000
    0.362    1.0705     0.678     0.131     0.008     0.000     0.000
    0.351    1.0701     0.426     0.267     0.008     0.000     0.000
    0.340    1.0683     0.491     0.213     0.015     0.000     0.000
    0.329    1.0631     0.615     0.133     0.018     0.000     0.000
    0.318    1.0548     0.622     0.135     0.016     0.000     0.000
    0.307    1.0444     0.627     0.133     0.012     0.000     0.000
    0.296    1.0401     0.689     0.127     0.013     0.000     0.000
    0.285    1.0324     0.522     0.094     0.080     0.000     0.000
    0.274    1.0238     0.636     0.125     0.021     0.000     0.000
    0.263    1.0189     0.631     0.115     0.026     0.000     0.000
    0.252    1.0137     0.666     0.128     0.008     0.000     0.000
    0.241    1.0317     0.669     0.127     0.006     0.000     0.000
    0.230    1.0395     0.673     0.126     0.004     0.000     0.000
    0.230    1.0395     0.674     0.126     0.004     0.000     0.000
    0.210    1.0369     0.666     0.127     0.005     0.000     0.000
    0.191    1.0297     0.641     0.135     0.012     0.000     0.000
    0.172    1.0271     0.602     0.132     0.032     0.000     0.000
    0.153    1.0364     0.568     0.143     0.040     0.000     0.000
    0.134    1.0366     0.623     0.146     0.021     0.000     0.000
    0.115    1.0309     0.668     0.074     0.051     0.000     0.000
    0.096    1.0243     0.675     0.073     0.045     0.000     0.000
    0.077    1.0145     0.679     0.079     0.043     0.000     0.000
    0.057    1.0085     0.636     0.115     0.036     0.000     0.000
    0.038    1.0021     0.431     0.239     0.010     0.000     0.000
    0.019    0.9939     0.431     0.238     0.009     0.000     0.000
    0.000    0.9859     0.430     0.236     0.010     0.000     0.000
 
# Band-Index  317
    0.000    0.9866     0.433     0.239     0.010     0.000     0.000
    0.019    0.9972     0.427     0.243     0.012     0.000     0.000
    0.038    1.0047     0.422     0.243     0.014     0.000     0.000
    0.057    1.0094     0.475     0.151     0.060     0.000     0.000
    0.077    1.0156     0.514     0.152     0.046     0.000     0.000
    0.096    1.0255     0.458     0.225     0.016     0.000     0.000
    0.115    1.0330     0.412     0.266     0.009     0.000     0.000
    0.134    1.0389     0.409     0.272     0.008     0.000     0.000
    0.153    1.0377     0.656     0.133     0.011     0.000     0.000
    0.172    1.0283     0.644     0.123     0.014     0.000     0.000
    0.191    1.0304     0.692     0.128     0.008     0.000     0.000
    0.210    1.0376     0.682     0.134     0.008     0.000     0.000
    0.230    1.0402     0.672     0.137     0.007     0.000     0.000
    0.230    1.0402     0.672     0.137     0.007     0.000     0.000
    0.241    1.0346     0.650     0.148     0.008     0.000     0.000
    0.252    1.0282     0.684     0.124     0.003     0.000     0.000
    0.263    1.0217     0.685     0.132     0.004     0.000     0.000
    0.274    1.0269     0.622     0.132     0.013     0.000     0.000
    0.285    1.0353     0.635     0.130     0.014     0.000     0.000
    0.296    1.0411     0.635     0.131     0.018     0.000     0.000
    0.307    1.0500     0.611     0.118     0.029     0.000     0.000
    0.318    1.0591     0.639     0.123     0.018     0.000     0.000
    0.329    1.0686     0.603     0.097     0.049     0.000     0.000
    0.340    1.0700     0.669     0.134     0.004     0.000     0.000
    0.351    1.0717     0.672     0.131     0.007     0.000     0.000
    0.362    1.0727     0.677     0.132     0.006     0.000     0.000
    0.362    1.0727     0.677     0.132     0.006     0.000     0.000
    0.384    1.0711     0.676     0.125     0.005     0.000     0.000
    0.406    1.0671     0.512     0.092     0.093     0.000     0.000
    0.428    1.0491     0.538     0.125     0.060     0.000     0.000
    0.450    1.0426     0.569     0.141     0.039     0.000     0.000
    0.472    1.0450     0.624     0.142     0.024     0.000     0.000
    0.495    1.0510     0.659     0.148     0.010     0.000     0.000
    0.517    1.0389     0.564     0.155     0.020     0.000     0.000
    0.539    1.0215     0.548     0.150     0.031     0.000     0.000
    0.561    1.0070     0.519     0.133     0.056     0.000     0.000
    0.583    1.0050     0.463     0.108     0.093     0.000     0.000
    0.605    1.0052     0.421     0.249     0.010     0.000     0.000
    0.627    0.9866     0.434     0.239     0.010     0.000     0.000
 
# Band-Index  318
    0.627    0.9944     0.429     0.237     0.011     0.000     0.001
    0.605    1.0074     0.423     0.244     0.013     0.000     0.000
    0.583    1.0273     0.440     0.087     0.119     0.000     0.000
    0.561    1.0327     0.433     0.228     0.025     0.000     0.000
    0.539    1.0452     0.418     0.256     0.008     0.000     0.000
    0.517    1.0569     0.555     0.138     0.037     0.000     0.000
    0.495    1.0524     0.576     0.147     0.030     0.000     0.000
    0.472    1.0533     0.679     0.130     0.001     0.000     0.000
    0.450    1.0575     0.423     0.266     0.007     0.000     0.000
    0.428    1.0512     0.395     0.285     0.008     0.000     0.000
    0.406    1.0680     0.395     0.286     0.008     0.000     0.000
    0.384    1.0865     0.387     0.288     0.008     0.000     0.000
    0.362    1.0932     0.388     0.289     0.008     0.000     0.000
    0.362    1.0932     0.387     0.289     0.008     0.000     0.000
    0.351    1.0898     0.674     0.136     0.004     0.000     0.000
    0.340    1.0810     0.671     0.137     0.004     0.000     0.000
    0.329    1.0691     0.670     0.137     0.003     0.000     0.000
    0.318    1.0631     0.690     0.130     0.016     0.000     0.000
    0.307    1.0519     0.693     0.125     0.015     0.000     0.000
    0.296    1.0437     0.639     0.135     0.015     0.000     0.000
    0.285    1.0483     0.638     0.129     0.019     0.000     0.000
    0.274    1.0564     0.540     0.078     0.088     0.000     0.000
    0.263    1.0542     0.628     0.113     0.034     0.000     0.000
    0.252    1.0499     0.604     0.063     0.073     0.000     0.000
    0.241    1.0452     0.671     0.060     0.060     0.000     0.000
    0.230    1.0518     0.700     0.061     0.052     0.000     0.000
    0.230    1.0518     0.701     0.061     0.052     0.000     0.000
    0.210    1.0512     0.634     0.065     0.069     0.000     0.000
    0.191    1.0493     0.518     0.089     0.090     0.000     0.000
    0.172    1.0463     0.576     0.125     0.047     0.000     0.000
    0.153    1.0426     0.636     0.145     0.016     0.000     0.000
    0.134    1.0462     0.665     0.082     0.044     0.000     0.000
    0.115    1.0412     0.641     0.146     0.012     0.000     0.000
    0.096    1.0266     0.691     0.140     0.004     0.000     0.000
    0.077    1.0176     0.619     0.089     0.061     0.000     0.000
    0.057    1.0103     0.544     0.081     0.092     0.000     0.000
    0.038    1.0131     0.421     0.196     0.054     0.000     0.000
    0.019    1.0067     0.422     0.246     0.010     0.000     0.000
    0.000    0.9944     0.429     0.237     0.011     0.000     0.001
 
# Band-Index  319
    0.000    1.0445     0.290     0.057     0.190     0.000     0.000
    0.019    1.0290     0.353     0.068     0.159     0.000     0.000
    0.038    1.0154     0.432     0.097     0.112     0.000     0.000
    0.057    1.0142     0.442     0.209     0.031     0.000     0.000
    0.077    1.0212     0.439     0.234     0.020     0.000     0.000
    0.096    1.0303     0.509     0.181     0.030     0.000     0.000
    0.115    1.0437     0.567     0.150     0.027     0.000     0.000
    0.134    1.0469     0.680     0.129     0.001     0.000     0.000
    0.153    1.0445     0.408     0.273     0.008     0.000     0.000
    0.172    1.0485     0.396     0.283     0.008     0.000     0.000
    0.191    1.0516     0.394     0.286     0.008     0.000     0.000
    0.210    1.0535     0.395     0.284     0.007     0.000     0.000
    0.230    1.0542     0.394     0.286     0.007     0.000     0.000
    0.230    1.0542     0.394     0.286     0.007     0.000     0.000
    0.241    1.0744     0.392     0.290     0.006     0.000     0.000
    0.252    1.0724     0.678     0.131     0.016     0.000     0.000
    0.263    1.0646     0.683     0.129     0.016     0.000     0.000
    0.274    1.0579     0.669     0.139     0.002     0.000     0.000
    0.285    1.0611     0.667     0.136     0.002     0.000     0.000
    0.296    1.0637     0.667     0.134     0.003     0.000     0.000
    0.307    1.0659     0.664     0.134     0.003     0.000     0.000
    0.318    1.0677     0.664     0.134     0.006     0.000     0.000
    0.329    1.0769     0.582     0.065     0.080     0.000     0.000
    0.340    1.0877     0.654     0.061     0.059     0.000     0.000
    0.351    1.0943     0.699     0.058     0.047     0.000     0.000
    0.362    1.0954     0.704     0.057     0.045     0.000     0.000
    0.362    1.0954     0.704     0.057     0.045     0.000     0.000
    0.384    1.0887     0.626     0.064     0.071     0.000     0.000
    0.406    1.0698     0.674     0.121     0.013     0.000     0.000
    0.428    1.0681     0.700     0.118     0.007     0.000     0.000
    0.450    1.0648     0.683     0.089     0.034     0.000     0.000
    0.472    1.0603     0.620     0.146     0.019     0.000     0.000
    0.495    1.0534     0.612     0.153     0.011     0.000     0.000
    0.517    1.0578     0.691     0.140     0.006     0.000     0.000
    0.539    1.0505     0.630     0.084     0.056     0.000     0.000
    0.561    1.0391     0.543     0.084     0.090     0.000     0.000
    0.583    1.0285     0.426     0.179     0.069     0.000     0.000
    0.605    1.0228     0.367     0.076     0.149     0.000     0.000
    0.627    1.0445     0.290     0.057     0.190     0.000     0.000
 
# Band-Index  320
    0.627    1.0455     0.282     0.052     0.193     0.000     0.000
    0.605    1.0344     0.342     0.069     0.164     0.000     0.000
    0.583    1.0296     0.412     0.255     0.013     0.000     0.000
    0.561    1.0537     0.403     0.270     0.013     0.000     0.000
    0.539    1.0617     0.729     0.109     0.008     0.000     0.000
    0.517    1.0628     0.728     0.118     0.000     0.000     0.000
    0.495    1.0681     0.710     0.122     0.000     0.000     0.000
    0.472    1.0682     0.591     0.148     0.018     0.000     0.000
    0.450    1.0700     0.607     0.144     0.018     0.000     0.000
    0.428    1.0772     0.626     0.138     0.016     0.000     0.000
    0.406    1.0851     0.647     0.141     0.014     0.000     0.000
    0.384    1.0928     0.663     0.134     0.014     0.000     0.000
    0.362    1.0979     0.668     0.130     0.015     0.000     0.000
    0.362    1.0979     0.667     0.130     0.015     0.000     0.000
    0.351    1.0977     0.669     0.137     0.016     0.000     0.000
    0.340    1.0993     0.387     0.296     0.008     0.000     0.000
    0.329    1.1010     0.677     0.121     0.016     0.000     0.000
    0.318    1.1027     0.748     0.095     0.014     0.000     0.000
    0.307    1.1044     0.754     0.077     0.022     0.000     0.000
    0.296    1.1060     0.752     0.065     0.026     0.000     0.000
    0.285    1.1075     0.740     0.062     0.033     0.000     0.000
    0.274    1.1084     0.736     0.052     0.037     0.000     0.000
    0.263    1.1060     0.730     0.054     0.041     0.000     0.000
    0.252    1.0967     0.724     0.053     0.043     0.000     0.000
    0.241    1.0801     0.719     0.054     0.044     0.000     0.000
    0.230    1.0868     0.732     0.061     0.039     0.000     0.000
    0.230    1.0868     0.731     0.061     0.039     0.000     0.000
    0.210    1.0860     0.699     0.058     0.049     0.000     0.000
    0.191    1.0830     0.695     0.061     0.048     0.000     0.000
    0.172    1.0772     0.695     0.060     0.044     0.000     0.000
    0.153    1.0680     0.716     0.094     0.017     0.000     0.000
    0.134    1.0557     0.735     0.110     0.000     0.000     0.000
    0.115    1.0538     0.748     0.108     0.000     0.000     0.000
    0.096    1.0598     0.669     0.100     0.040     0.000     0.000
    0.077    1.0637     0.719     0.134     0.000     0.000     0.000
    0.057    1.0576     0.404     0.272     0.009     0.000     0.000
    0.038    1.0303     0.424     0.214     0.037     0.000     0.000
    0.019    1.0314     0.342     0.065     0.169     0.000     0.000
    0.000    1.0455     0.282     0.052     0.193     0.000     0.000
 
# Band-Index  321
    0.000    1.0581     0.447     0.060     0.134     0.000     0.000
    0.019    1.0603     0.440     0.066     0.136     0.000     0.000
    0.038    1.0627     0.502     0.074     0.112     0.000     0.000
    0.057    1.0646     0.647     0.089     0.055     0.000     0.000
    0.077    1.0646     0.732     0.114     0.008     0.000     0.000
    0.096    1.0605     0.727     0.118     0.001     0.000     0.000
    0.115    1.0545     0.710     0.127     0.000     0.000     0.000
    0.134    1.0580     0.588     0.146     0.019     0.000     0.000
    0.153    1.0700     0.604     0.142     0.019     0.000     0.000
    0.172    1.0789     0.622     0.138     0.015     0.000     0.000
    0.191    1.0844     0.645     0.137     0.015     0.000     0.000
    0.210    1.0871     0.661     0.134     0.015     0.000     0.000
    0.230    1.0879     0.667     0.132     0.016     0.000     0.000
    0.230    1.0879     0.667     0.132     0.016     0.000     0.000
    0.241    1.0942     0.664     0.133     0.016     0.000     0.000
    0.252    1.1005     0.662     0.129     0.017     0.000     0.000
    0.263    1.1124     0.763     0.096     0.010     0.000     0.000
    0.274    1.1139     0.667     0.122     0.024     0.000     0.000
    0.285    1.1181     0.641     0.132     0.027     0.000     0.000
    0.296    1.1223     0.636     0.131     0.029     0.000     0.000
    0.307    1.1261     0.636     0.126     0.028     0.000     0.000
    0.318    1.1291     0.635     0.127     0.030     0.000     0.000
    0.329    1.1314     0.636     0.130     0.032     0.000     0.000
    0.340    1.1326     0.642     0.125     0.030     0.000     0.000
    0.351    1.1327     0.642     0.122     0.031     0.000     0.000
    0.362    1.1327     0.640     0.123     0.033     0.000     0.000
    0.362    1.1327     0.640     0.123     0.033     0.000     0.000
    0.384    1.1319     0.640     0.121     0.030     0.000     0.000
    0.406    1.1287     0.657     0.118     0.031     0.000     0.000
    0.428    1.1223     0.673     0.111     0.030     0.000     0.000
    0.450    1.1116     0.684     0.107     0.032     0.000     0.000
    0.472    1.0973     0.685     0.103     0.035     0.000     0.000
    0.495    1.0805     0.679     0.101     0.036     0.000     0.000
    0.517    1.0662     0.685     0.094     0.035     0.000     0.000
    0.539    1.0630     0.721     0.132     0.000     0.000     0.000
    0.561    1.0560     0.413     0.265     0.010     0.000     0.000
    0.583    1.0390     0.422     0.086     0.129     0.000     0.000
    0.605    1.0509     0.350     0.066     0.167     0.000     0.000
    0.627    1.0581     0.449     0.060     0.134     0.000     0.000
 
# Band-Index  322
    0.627    1.0692     0.316     0.057     0.182     0.000     0.000
    0.605    1.0669     0.416     0.064     0.144     0.000     0.000
    0.583    1.0670     0.496     0.074     0.116     0.000     0.000
    0.561    1.0651     0.651     0.097     0.049     0.000     0.000
    0.539    1.0706     0.736     0.133     0.000     0.000     0.000
    0.517    1.0700     0.717     0.148     0.000     0.000     0.000
    0.495    1.0842     0.701     0.153     0.000     0.000     0.000
    0.472    1.1003     0.688     0.168     0.000     0.000     0.000
    0.450    1.1139     0.665     0.183     0.000     0.000     0.000
    0.428    1.1236     0.650     0.193     0.000     0.000     0.000
    0.406    1.1301     0.629     0.204     0.000     0.000     0.000
    0.384    1.1337     0.625     0.214     0.000     0.000     0.000
    0.362    1.1347     0.823     0.086     0.000     0.000     0.000
    0.362    1.1347     0.823     0.086     0.000     0.000     0.000
    0.351    1.1344     0.832     0.071     0.000     0.000     0.000
    0.340    1.1338     0.810     0.080     0.000     0.000     0.000
    0.329    1.1337     0.417     0.280     0.008     0.000     0.000
    0.318    1.1342     0.608     0.152     0.034     0.000     0.000
    0.307    1.1350     0.576     0.150     0.048     0.000     0.000
    0.296    1.1325     0.545     0.144     0.057     0.000     0.000
    0.285    1.1278     0.678     0.108     0.025     0.000     0.000
    0.274    1.1238     0.667     0.109     0.025     0.000     0.000
    0.263    1.1194     0.656     0.116     0.026     0.000     0.000
    0.252    1.1129     0.642     0.122     0.032     0.000     0.000
    0.241    1.1129     0.636     0.123     0.033     0.000     0.000
    0.230    1.1126     0.636     0.124     0.033     0.000     0.000
    0.230    1.1126     0.636     0.124     0.033     0.000     0.000
    0.210    1.1046     0.641     0.126     0.032     0.000     0.000
    0.191    1.0948     0.656     0.118     0.031     0.000     0.000
    0.172    1.0864     0.672     0.106     0.031     0.000     0.000
    0.153    1.0797     0.681     0.105     0.027     0.000     0.000
    0.134    1.0744     0.689     0.101     0.030     0.000     0.000
    0.115    1.0707     0.684     0.097     0.036     0.000     0.000
    0.096    1.0684     0.739     0.102     0.011     0.000     0.000
    0.077    1.0674     0.768     0.105     0.000     0.000     0.000
    0.057    1.0654     0.736     0.123     0.000     0.000     0.000
    0.038    1.0634     0.745     0.110     0.005     0.000     0.000
    0.019    1.0628     0.647     0.091     0.057     0.000     0.000
    0.000    1.0692     0.317     0.057     0.182     0.000     0.000
 
# Band-Index  323
    0.000    1.0712     0.695     0.084     0.043     0.000     0.000
    0.019    1.0703     0.757     0.105     0.006     0.000     0.000
    0.038    1.0688     0.752     0.116     0.003     0.000     0.000
    0.057    1.0680     0.744     0.117     0.001     0.000     0.000
