  #K-Path    Energy        Mo        Au         S        Si         C         O
# Band-Index    1
    0.471   -4.9867     0.256     0.013     0.334     0.043     0.000     0.000
    0.493   -4.9825     0.252     0.015     0.329     0.050     0.000     0.000
    0.515   -4.9810     0.251     0.015     0.324     0.052     0.000     0.000
    0.537   -4.9822     0.251     0.015     0.325     0.053     0.000     0.000
    0.559   -4.9860     0.246     0.018     0.320     0.059     0.000     0.000
    0.581   -4.9903     0.235     0.022     0.320     0.068     0.000     0.000
    0.603   -4.9913     0.226     0.023     0.321     0.070     0.000     0.000
    0.625   -4.9911     0.222     0.023     0.323     0.069     0.000     0.000
 
# Band-Index  140
    0.625   -4.9623     0.251     0.013     0.331     0.050     0.000     0.000
    0.603   -4.9640     0.255     0.014     0.329     0.051     0.000     0.000
    0.581   -4.9664     0.257     0.016     0.325     0.049     0.000     0.000
    0.559   -4.9652     0.258     0.025     0.325     0.052     0.000     0.000
    0.537   -4.9577     0.254     0.029     0.316     0.056     0.000     0.000
    0.515   -4.9511     0.258     0.020     0.329     0.050     0.000     0.000
    0.493   -4.9512     0.259     0.020     0.333     0.040     0.000     0.000
    0.471   -4.9545     0.256     0.021     0.331     0.038     0.000     0.000
    0.449   -4.9587     0.258     0.021     0.338     0.034     0.000     0.000
    0.426   -4.9592     0.254     0.021     0.337     0.034     0.000     0.000
    0.404   -4.9575     0.249     0.021     0.337     0.038     0.000     0.000
    0.382   -4.9533     0.238     0.023     0.325     0.051     0.000     0.000
    0.360   -4.9599     0.228     0.023     0.320     0.062     0.000     0.000
    0.360   -4.9599     0.228     0.023     0.320     0.062     0.000     0.000
    0.349   -4.9609     0.230     0.023     0.321     0.060     0.000     0.000
    0.338   -4.9589     0.233     0.023     0.328     0.053     0.000     0.000
    0.327   -4.9570     0.238     0.024     0.328     0.052     0.000     0.000
    0.316   -4.9563     0.238     0.023     0.332     0.049     0.000     0.000
    0.305   -4.9564     0.240     0.023     0.337     0.044     0.000     0.000
    0.294   -4.9562     0.241     0.023     0.339     0.040     0.000     0.000
    0.283   -4.9555     0.240     0.024     0.341     0.041     0.000     0.000
    0.272   -4.9544     0.240     0.026     0.330     0.045     0.000     0.000
    0.261   -4.9533     0.236     0.030     0.325     0.055     0.000     0.000
    0.250   -4.9527     0.234     0.035     0.309     0.064     0.000     0.000
    0.239   -4.9526     0.230     0.040     0.299     0.078     0.000     0.000
    0.228   -4.9527     0.218     0.044     0.282     0.091     0.000     0.000
    0.228   -4.9527     0.218     0.044     0.282     0.091     0.000     0.000
    0.209   -4.9497     0.230     0.034     0.293     0.080     0.000     0.000
    0.190   -4.9471     0.242     0.020     0.319     0.054     0.000     0.000
    0.171   -4.9459     0.244     0.018     0.333     0.048     0.000     0.000
    0.152   -4.9458     0.248     0.018     0.338     0.042     0.000     0.000
    0.133   -4.9471     0.250     0.021     0.331     0.039     0.000     0.000
    0.114   -4.9501     0.252     0.025     0.329     0.048     0.000     0.000
    0.095   -4.9536     0.242     0.031     0.309     0.064     0.000     0.000
    0.076   -4.9561     0.248     0.032     0.313     0.065     0.000     0.000
    0.057   -4.9619     0.256     0.024     0.320     0.054     0.000     0.000
    0.038   -4.9632     0.258     0.017     0.325     0.048     0.000     0.000
    0.019   -4.9627     0.255     0.014     0.329     0.049     0.000     0.000
    0.000   -4.9623     0.251     0.013     0.331     0.050     0.000     0.000
 
# Band-Index  141
    0.000   -4.9543     0.217     0.043     0.249     0.124     0.000     0.000
    0.019   -4.9543     0.223     0.037     0.260     0.111     0.000     0.000
    0.038   -4.9544     0.229     0.029     0.279     0.092     0.000     0.000
    0.057   -4.9545     0.233     0.023     0.295     0.080     0.000     0.000
    0.076   -4.9525     0.251     0.027     0.316     0.058     0.000     0.000
    0.095   -4.9406     0.258     0.033     0.312     0.055     0.000     0.000
    0.114   -4.9305     0.253     0.025     0.312     0.059     0.000     0.000
    0.133   -4.9254     0.246     0.021     0.312     0.059     0.000     0.000
    0.152   -4.9232     0.239     0.022     0.314     0.061     0.000     0.000
    0.171   -4.9219     0.236     0.025     0.311     0.061     0.000     0.000
    0.190   -4.9215     0.239     0.027     0.314     0.053     0.000     0.000
    0.209   -4.9228     0.245     0.026     0.327     0.045     0.000     0.000
    0.228   -4.9236     0.249     0.025     0.328     0.047     0.000     0.000
    0.228   -4.9236     0.249     0.025     0.328     0.047     0.000     0.000
    0.239   -4.9237     0.246     0.024     0.324     0.048     0.000     0.000
    0.250   -4.9240     0.247     0.023     0.327     0.047     0.000     0.000
    0.261   -4.9246     0.249     0.021     0.330     0.049     0.000     0.000
    0.272   -4.9254     0.251     0.020     0.325     0.049     0.000     0.000
    0.283   -4.9265     0.250     0.020     0.317     0.053     0.000     0.000
    0.294   -4.9279     0.248     0.021     0.312     0.060     0.000     0.000
    0.305   -4.9300     0.249     0.022     0.307     0.062     0.000     0.000
    0.316   -4.9326     0.244     0.023     0.311     0.063     0.000     0.000
    0.327   -4.9349     0.244     0.022     0.313     0.057     0.000     0.000
    0.338   -4.9355     0.245     0.021     0.326     0.052     0.000     0.000
    0.349   -4.9342     0.244     0.019     0.330     0.045     0.000     0.000
    0.360   -4.9332     0.256     0.016     0.334     0.043     0.000     0.000
    0.360   -4.9332     0.256     0.016     0.334     0.043     0.000     0.000
    0.382   -4.9382     0.245     0.024     0.323     0.054     0.000     0.000
    0.404   -4.9325     0.227     0.030     0.308     0.064     0.000     0.000
    0.426   -4.9307     0.247     0.027     0.321     0.051     0.000     0.000
    0.449   -4.9330     0.237     0.035     0.310     0.057     0.000     0.000
    0.471   -4.9353     0.233     0.041     0.303     0.065     0.000     0.000
    0.493   -4.9381     0.239     0.041     0.297     0.069     0.000     0.000
    0.515   -4.9421     0.243     0.031     0.305     0.067     0.000     0.000
    0.537   -4.9457     0.245     0.023     0.314     0.063     0.000     0.000
    0.559   -4.9492     0.236     0.025     0.299     0.078     0.000     0.000
    0.581   -4.9523     0.230     0.031     0.281     0.094     0.000     0.000
    0.603   -4.9539     0.225     0.038     0.259     0.113     0.000     0.000
    0.625   -4.9543     0.217     0.043     0.249     0.124     0.000     0.000
 
# Band-Index  142
    0.625   -4.9457     0.260     0.010     0.337     0.042     0.000     0.000
    0.603   -4.9430     0.253     0.015     0.328     0.054     0.000     0.000
    0.581   -4.9370     0.245     0.021     0.316     0.060     0.000     0.000
    0.559   -4.9291     0.243     0.021     0.314     0.065     0.000     0.000
    0.537   -4.9200     0.249     0.017     0.316     0.058     0.000     0.000
    0.515   -4.9131     0.251     0.020     0.323     0.054     0.000     0.000
    0.493   -4.9103     0.250     0.027     0.322     0.049     0.000     0.000
    0.471   -4.9115     0.241     0.031     0.319     0.055     0.000     0.000
    0.449   -4.9179     0.238     0.035     0.314     0.054     0.000     0.000
    0.426   -4.9246     0.239     0.023     0.320     0.051     0.000     0.000
    0.404   -4.9267     0.238     0.016     0.329     0.050     0.000     0.000
    0.382   -4.9264     0.233     0.018     0.336     0.043     0.000     0.000
    0.360   -4.9311     0.227     0.020     0.337     0.038     0.000     0.000
    0.360   -4.9311     0.227     0.020     0.337     0.038     0.000     0.000
    0.349   -4.9266     0.228     0.021     0.332     0.037     0.000     0.000
    0.338   -4.9207     0.231     0.023     0.329     0.039     0.000     0.000
    0.327   -4.9153     0.231     0.024     0.326     0.046     0.000     0.000
    0.316   -4.9107     0.233     0.019     0.325     0.053     0.000     0.000
    0.305   -4.9072     0.237     0.014     0.325     0.056     0.000     0.000
    0.294   -4.9047     0.233     0.011     0.322     0.062     0.000     0.000
    0.283   -4.9026     0.238     0.011     0.323     0.058     0.000     0.000
    0.272   -4.9003     0.242     0.013     0.327     0.053     0.000     0.000
    0.261   -4.8985     0.249     0.015     0.329     0.051     0.000     0.000
    0.250   -4.8980     0.254     0.017     0.331     0.046     0.000     0.000
    0.239   -4.8981     0.257     0.020     0.330     0.046     0.000     0.000
    0.228   -4.8982     0.243     0.022     0.334     0.043     0.000     0.000
    0.228   -4.8982     0.243     0.022     0.334     0.043     0.000     0.000
    0.209   -4.8978     0.241     0.019     0.332     0.047     0.000     0.000
    0.190   -4.8968     0.237     0.029     0.319     0.053     0.000     0.000
    0.171   -4.8914     0.217     0.042     0.300     0.069     0.000     0.000
    0.152   -4.8852     0.223     0.038     0.300     0.069     0.000     0.000
    0.133   -4.8896     0.226     0.027     0.300     0.074     0.000     0.000
    0.114   -4.9026     0.229     0.024     0.303     0.073     0.000     0.000
    0.095   -4.9139     0.233     0.028     0.304     0.069     0.000     0.000
    0.076   -4.9214     0.240     0.025     0.301     0.070     0.000     0.000
    0.057   -4.9297     0.247     0.020     0.313     0.063     0.000     0.000
    0.038   -4.9380     0.250     0.017     0.323     0.055     0.000     0.000
    0.019   -4.9436     0.255     0.013     0.332     0.047     0.000     0.000
    0.000   -4.9457     0.260     0.010     0.337     0.042     0.000     0.000
 
# Band-Index  143
    0.000   -4.8888     0.245     0.017     0.253     0.116     0.000     0.000
    0.019   -4.8952     0.249     0.018     0.261     0.106     0.000     0.000
    0.038   -4.9022     0.251     0.021     0.277     0.091     0.000     0.000
    0.057   -4.9057     0.252     0.025     0.292     0.072     0.000     0.000
    0.076   -4.9023     0.251     0.027     0.310     0.059     0.000     0.000
    0.095   -4.8909     0.248     0.024     0.321     0.053     0.000     0.000
    0.114   -4.8797     0.243     0.032     0.316     0.057     0.000     0.000
    0.133   -4.8750     0.242     0.040     0.321     0.044     0.000     0.000
    0.152   -4.8711     0.243     0.029     0.334     0.044     0.000     0.000
    0.171   -4.8706     0.239     0.028     0.330     0.049     0.000     0.000
    0.190   -4.8743     0.229     0.029     0.319     0.053     0.000     0.000
    0.209   -4.8792     0.228     0.024     0.312     0.061     0.000     0.000
    0.228   -4.8804     0.235     0.021     0.309     0.061     0.000     0.000
    0.228   -4.8804     0.235     0.021     0.309     0.061     0.000     0.000
    0.239   -4.8820     0.238     0.021     0.314     0.061     0.000     0.000
    0.250   -4.8859     0.239     0.018     0.318     0.058     0.000     0.000
    0.261   -4.8898     0.246     0.016     0.326     0.055     0.000     0.000
    0.272   -4.8918     0.246     0.018     0.328     0.046     0.000     0.000
    0.283   -4.8925     0.249     0.021     0.330     0.044     0.000     0.000
    0.294   -4.8929     0.253     0.020     0.333     0.046     0.000     0.000
    0.305   -4.8935     0.253     0.017     0.334     0.048     0.000     0.000
    0.316   -4.8941     0.257     0.014     0.331     0.047     0.000     0.000
    0.327   -4.8947     0.257     0.012     0.336     0.046     0.000     0.000
    0.338   -4.8958     0.260     0.014     0.336     0.042     0.000     0.000
    0.349   -4.8975     0.258     0.018     0.337     0.037     0.000     0.000
    0.360   -4.8996     0.257     0.020     0.338     0.036     0.000     0.000
    0.360   -4.8996     0.257     0.020     0.338     0.036     0.000     0.000
    0.382   -4.9028     0.254     0.027     0.332     0.042     0.000     0.000
    0.404   -4.8948     0.253     0.028     0.326     0.044     0.000     0.000
    0.426   -4.8815     0.246     0.026     0.320     0.053     0.000     0.000
    0.449   -4.8797     0.228     0.023     0.283     0.095     0.000     0.000
    0.471   -4.8832     0.230     0.032     0.283     0.089     0.000     0.000
    0.493   -4.8886     0.242     0.028     0.297     0.081     0.000     0.000
    0.515   -4.8973     0.255     0.015     0.309     0.070     0.000     0.000
    0.537   -4.9032     0.251     0.012     0.303     0.074     0.000     0.000
    0.559   -4.9024     0.246     0.016     0.289     0.088     0.000     0.000
    0.581   -4.8983     0.244     0.017     0.273     0.097     0.000     0.000
    0.603   -4.8930     0.247     0.017     0.257     0.109     0.000     0.000
    0.625   -4.8888     0.245     0.017     0.253     0.116     0.000     0.000
 
# Band-Index  144
    0.625   -4.8811     0.241     0.018     0.253     0.116     0.000     0.000
    0.603   -4.8741     0.240     0.018     0.249     0.126     0.000     0.000
    0.581   -4.8618     0.238     0.023     0.245     0.125     0.000     0.000
    0.559   -4.8487     0.239     0.029     0.251     0.113     0.000     0.000
    0.537   -4.8376     0.249     0.035     0.276     0.088     0.000     0.000
    0.515   -4.8354     0.261     0.035     0.304     0.060     0.000     0.000
    0.493   -4.8425     0.274     0.023     0.335     0.031     0.000     0.000
    0.471   -4.8493     0.271     0.014     0.339     0.029     0.000     0.000
    0.449   -4.8641     0.258     0.023     0.324     0.044     0.000     0.000
    0.426   -4.8703     0.250     0.030     0.313     0.059     0.000     0.000
    0.404   -4.8623     0.250     0.028     0.304     0.058     0.000     0.000
    0.382   -4.8633     0.245     0.026     0.304     0.060     0.000     0.000
    0.360   -4.8698     0.234     0.027     0.308     0.067     0.000     0.000
    0.360   -4.8698     0.234     0.027     0.308     0.067     0.000     0.000
    0.349   -4.8729     0.237     0.023     0.301     0.067     0.000     0.000
    0.338   -4.8747     0.233     0.018     0.302     0.076     0.000     0.000
    0.327   -4.8748     0.234     0.014     0.297     0.080     0.000     0.000
    0.316   -4.8729     0.233     0.013     0.304     0.080     0.000     0.000
    0.305   -4.8688     0.238     0.015     0.311     0.072     0.000     0.000
    0.294   -4.8636     0.247     0.021     0.326     0.049     0.000     0.000
    0.283   -4.8589     0.251     0.026     0.337     0.039     0.000     0.000
    0.272   -4.8559     0.250     0.029     0.340     0.033     0.000     0.000
    0.261   -4.8538     0.246     0.027     0.335     0.041     0.000     0.000
    0.250   -4.8519     0.241     0.023     0.331     0.046     0.000     0.000
    0.239   -4.8498     0.242     0.018     0.327     0.052     0.000     0.000
    0.228   -4.8487     0.242     0.014     0.329     0.052     0.000     0.000
    0.228   -4.8487     0.242     0.014     0.329     0.052     0.000     0.000
    0.209   -4.8477     0.248     0.013     0.342     0.046     0.000     0.000
    0.190   -4.8463     0.224     0.012     0.306     0.083     0.000     0.000
    0.171   -4.8471     0.224     0.016     0.295     0.094     0.000     0.000
    0.152   -4.8481     0.247     0.021     0.337     0.046     0.000     0.000
    0.133   -4.8466     0.244     0.009     0.332     0.052     0.000     0.000
    0.114   -4.8542     0.259     0.012     0.328     0.048     0.000     0.000
    0.095   -4.8565     0.270     0.022     0.326     0.041     0.000     0.000
    0.076   -4.8560     0.247     0.036     0.294     0.074     0.000     0.000
    0.057   -4.8585     0.234     0.036     0.267     0.104     0.000     0.000
    0.038   -4.8651     0.234     0.028     0.257     0.119     0.000     0.000
    0.019   -4.8740     0.237     0.021     0.255     0.122     0.000     0.000
    0.000   -4.8811     0.241     0.018     0.253     0.116     0.000     0.000
 
# Band-Index  145
    0.000   -4.7995     0.229     0.043     0.268     0.103     0.000     0.000
    0.019   -4.7978     0.232     0.042     0.269     0.101     0.000     0.000
    0.038   -4.7941     0.243     0.040     0.283     0.090     0.000     0.000
    0.057   -4.7930     0.266     0.034     0.294     0.069     0.000     0.000
    0.076   -4.7950     0.269     0.032     0.294     0.065     0.000     0.000
    0.095   -4.7970     0.262     0.036     0.293     0.065     0.000     0.000
    0.114   -4.8070     0.264     0.025     0.317     0.043     0.000     0.000
    0.133   -4.8224     0.253     0.012     0.329     0.046     0.000     0.000
    0.152   -4.8208     0.250     0.007     0.336     0.046     0.000     0.000
    0.171   -4.8136     0.266     0.014     0.345     0.032     0.000     0.000
    0.190   -4.8195     0.261     0.023     0.334     0.036     0.000     0.000
    0.209   -4.8254     0.261     0.015     0.338     0.034     0.000     0.000
    0.228   -4.8284     0.267     0.012     0.342     0.035     0.000     0.000
    0.228   -4.8284     0.267     0.012     0.342     0.035     0.000     0.000
    0.239   -4.8277     0.263     0.014     0.334     0.042     0.000     0.000
    0.250   -4.8268     0.251     0.019     0.328     0.050     0.000     0.000
    0.261   -4.8274     0.244     0.024     0.319     0.059     0.000     0.000
    0.272   -4.8298     0.235     0.026     0.314     0.069     0.000     0.000
    0.283   -4.8341     0.228     0.026     0.305     0.077     0.000     0.000
    0.294   -4.8385     0.227     0.023     0.290     0.091     0.000     0.000
    0.305   -4.8419     0.228     0.020     0.289     0.094     0.000     0.000
    0.316   -4.8447     0.229     0.020     0.298     0.082     0.000     0.000
    0.327   -4.8471     0.233     0.020     0.311     0.074     0.000     0.000
    0.338   -4.8488     0.234     0.019     0.315     0.065     0.000     0.000
    0.349   -4.8495     0.235     0.019     0.322     0.060     0.000     0.000
    0.360   -4.8490     0.235     0.017     0.324     0.063     0.000     0.000
    0.360   -4.8490     0.235     0.017     0.324     0.063     0.000     0.000
    0.382   -4.8482     0.230     0.016     0.303     0.082     0.000     0.000
    0.404   -4.8387     0.243     0.014     0.322     0.059     0.000     0.000
    0.426   -4.8319     0.219     0.013     0.303     0.088     0.000     0.000
    0.449   -4.8371     0.224     0.014     0.306     0.080     0.000     0.000
    0.471   -4.8358     0.237     0.019     0.318     0.052     0.000     0.000
    0.493   -4.8182     0.249     0.020     0.320     0.044     0.000     0.000
    0.515   -4.8092     0.255     0.022     0.306     0.063     0.000     0.000
    0.537   -4.7991     0.284     0.017     0.303     0.050     0.000     0.000
    0.559   -4.7846     0.285     0.027     0.297     0.059     0.000     0.000
    0.581   -4.7898     0.244     0.038     0.270     0.100     0.000     0.000
    0.603   -4.7970     0.231     0.042     0.272     0.105     0.000     0.000
    0.625   -4.7995     0.229     0.043     0.268     0.103     0.000     0.000
 
# Band-Index  146
    0.625   -4.7270     0.305     0.024     0.319     0.026     0.000     0.001
    0.603   -4.7326     0.306     0.019     0.310     0.034     0.000     0.000
    0.581   -4.7498     0.292     0.015     0.300     0.059     0.000     0.000
    0.559   -4.7669     0.265     0.014     0.283     0.082     0.000     0.000
    0.537   -4.7661     0.274     0.016     0.314     0.047     0.000     0.000
    0.515   -4.7710     0.257     0.014     0.310     0.061     0.000     0.000
    0.493   -4.7775     0.236     0.032     0.282     0.091     0.000     0.000
    0.471   -4.7844     0.241     0.047     0.282     0.081     0.000     0.000
    0.449   -4.7934     0.248     0.048     0.304     0.060     0.000     0.000
    0.426   -4.8102     0.229     0.040     0.302     0.074     0.000     0.000
    0.404   -4.8248     0.223     0.029     0.314     0.065     0.000     0.000
    0.382   -4.8201     0.216     0.028     0.307     0.077     0.000     0.000
    0.360   -4.8212     0.208     0.026     0.298     0.083     0.000     0.000
    0.360   -4.8212     0.208     0.026     0.298     0.083     0.000     0.000
    0.349   -4.8205     0.216     0.025     0.308     0.076     0.000     0.000
    0.338   -4.8233     0.235     0.023     0.312     0.064     0.000     0.000
    0.327   -4.8267     0.247     0.029     0.306     0.056     0.000     0.000
    0.316   -4.8289     0.251     0.036     0.308     0.055     0.000     0.000
    0.305   -4.8289     0.251     0.033     0.309     0.059     0.000     0.000
    0.294   -4.8264     0.246     0.029     0.304     0.064     0.000     0.000
    0.283   -4.8213     0.238     0.026     0.298     0.076     0.000     0.000
    0.272   -4.8139     0.230     0.022     0.291     0.090     0.000     0.000
    0.261   -4.8074     0.224     0.020     0.273     0.104     0.000     0.000
    0.250   -4.8066     0.220     0.019     0.268     0.109     0.000     0.000
    0.239   -4.8074     0.220     0.019     0.264     0.116     0.000     0.000
    0.228   -4.8078     0.220     0.017     0.264     0.116     0.000     0.000
    0.228   -4.8078     0.220     0.017     0.264     0.116     0.000     0.000
    0.209   -4.8060     0.207     0.017     0.274     0.115     0.000     0.000
    0.190   -4.8048     0.206     0.019     0.289     0.103     0.000     0.000
    0.171   -4.8102     0.236     0.016     0.326     0.058     0.000     0.000
    0.152   -4.8004     0.252     0.016     0.325     0.054     0.000     0.000
    0.133   -4.7905     0.255     0.025     0.315     0.058     0.000     0.000
    0.114   -4.7859     0.249     0.030     0.300     0.069     0.000     0.000
    0.095   -4.7759     0.253     0.022     0.299     0.070     0.000     0.000
    0.076   -4.7584     0.254     0.020     0.288     0.080     0.000     0.000
    0.057   -4.7466     0.262     0.018     0.286     0.078     0.000     0.000
    0.038   -4.7434     0.303     0.016     0.309     0.042     0.000     0.000
    0.019   -4.7327     0.308     0.021     0.315     0.030     0.000     0.000
    0.000   -4.7270     0.305     0.024     0.319     0.026     0.000     0.001
 
# Band-Index  147
    0.000   -4.7043     0.309     0.014     0.304     0.051     0.000     0.000
    0.019   -4.7178     0.300     0.018     0.312     0.038     0.000     0.000
    0.038   -4.7286     0.287     0.023     0.318     0.037     0.000     0.000
    0.057   -4.7405     0.271     0.026     0.310     0.047     0.000     0.000
    0.076   -4.7354     0.236     0.025     0.262     0.109     0.000     0.000
    0.095   -4.7247     0.250     0.026     0.272     0.094     0.000     0.000
    0.114   -4.7258     0.269     0.028     0.296     0.064     0.000     0.000
    0.133   -4.7351     0.270     0.023     0.311     0.049     0.000     0.000
    0.152   -4.7518     0.257     0.015     0.337     0.037     0.000     0.000
    0.171   -4.7753     0.248     0.017     0.338     0.034     0.000     0.000
    0.190   -4.7934     0.242     0.021     0.338     0.037     0.000     0.000
    0.209   -4.7931     0.237     0.028     0.331     0.047     0.000     0.000
    0.228   -4.7832     0.244     0.028     0.303     0.058     0.000     0.000
    0.228   -4.7832     0.244     0.028     0.303     0.058     0.000     0.000
    0.239   -4.7856     0.239     0.033     0.314     0.052     0.000     0.000
    0.250   -4.7906     0.245     0.036     0.320     0.047     0.000     0.000
    0.261   -4.7964     0.253     0.026     0.334     0.037     0.000     0.000
    0.272   -4.7975     0.261     0.013     0.339     0.034     0.000     0.000
    0.283   -4.7959     0.263     0.010     0.338     0.038     0.000     0.000
    0.294   -4.7945     0.256     0.009     0.340     0.042     0.000     0.000
    0.305   -4.7940     0.247     0.009     0.336     0.049     0.000     0.000
    0.316   -4.7945     0.245     0.010     0.335     0.057     0.000     0.000
    0.327   -4.7959     0.243     0.010     0.326     0.061     0.000     0.000
    0.338   -4.7980     0.238     0.010     0.325     0.063     0.000     0.000
    0.349   -4.7998     0.237     0.010     0.317     0.070     0.000     0.000
    0.360   -4.7991     0.233     0.011     0.310     0.072     0.000     0.000
    0.360   -4.7991     0.233     0.011     0.310     0.072     0.000     0.000
    0.382   -4.7933     0.251     0.010     0.311     0.070     0.000     0.000
    0.404   -4.7845     0.259     0.015     0.327     0.048     0.000     0.000
    0.426   -4.7850     0.260     0.023     0.327     0.045     0.000     0.000
    0.449   -4.7616     0.238     0.027     0.330     0.051     0.000     0.000
    0.471   -4.7297     0.256     0.020     0.313     0.060     0.000     0.000
    0.493   -4.7304     0.269     0.016     0.322     0.055     0.000     0.000
    0.515   -4.7332     0.263     0.030     0.306     0.066     0.000     0.000
    0.537   -4.7358     0.258     0.032     0.299     0.066     0.000     0.000
    0.559   -4.7330     0.277     0.023     0.309     0.048     0.000     0.000
    0.581   -4.7254     0.293     0.020     0.317     0.037     0.000     0.000
    0.603   -4.7155     0.306     0.016     0.315     0.037     0.000     0.000
    0.625   -4.7043     0.309     0.014     0.304     0.051     0.000     0.000
 
# Band-Index  148
    0.625   -4.7012     0.328     0.013     0.331     0.015     0.000     0.000
    0.603   -4.6922     0.322     0.013     0.321     0.030     0.000     0.000
    0.581   -4.6856     0.323     0.014     0.321     0.029     0.000     0.000
    0.559   -4.6839     0.309     0.024     0.324     0.027     0.000     0.000
    0.537   -4.6883     0.286     0.043     0.305     0.050     0.000     0.000
    0.515   -4.6956     0.246     0.040     0.288     0.074     0.000     0.000
    0.493   -4.7045     0.244     0.023     0.323     0.058     0.000     0.000
    0.471   -4.7211     0.251     0.023     0.327     0.048     0.000     0.000
    0.449   -4.7375     0.257     0.030     0.312     0.053     0.000     0.000
    0.426   -4.7524     0.259     0.029     0.324     0.041     0.000     0.000
    0.404   -4.7656     0.226     0.021     0.303     0.074     0.000     0.000
    0.382   -4.7635     0.223     0.024     0.305     0.067     0.000     0.000
    0.360   -4.7550     0.219     0.031     0.337     0.054     0.000     0.000
    0.360   -4.7550     0.219     0.031     0.337     0.054     0.000     0.000
    0.349   -4.7533     0.225     0.028     0.332     0.057     0.000     0.000
    0.338   -4.7571     0.228     0.025     0.335     0.054     0.000     0.000
    0.327   -4.7623     0.231     0.024     0.339     0.049     0.000     0.000
    0.316   -4.7676     0.237     0.024     0.341     0.051     0.000     0.000
    0.305   -4.7724     0.244     0.024     0.337     0.048     0.000     0.000
    0.294   -4.7759     0.255     0.025     0.334     0.045     0.000     0.000
    0.283   -4.7779     0.269     0.026     0.335     0.035     0.000     0.000
    0.272   -4.7786     0.274     0.027     0.330     0.034     0.000     0.000
    0.261   -4.7783     0.276     0.028     0.326     0.034     0.000     0.000
    0.250   -4.7776     0.276     0.027     0.326     0.038     0.000     0.000
    0.239   -4.7783     0.262     0.023     0.323     0.051     0.000     0.000
    0.228   -4.7798     0.232     0.013     0.309     0.091     0.000     0.000
    0.228   -4.7798     0.232     0.013     0.309     0.091     0.000     0.000
    0.209   -4.7620     0.253     0.021     0.315     0.065     0.000     0.000
    0.190   -4.7331     0.269     0.019     0.304     0.059     0.000     0.000
    0.171   -4.7277     0.270     0.016     0.309     0.055     0.000     0.000
    0.152   -4.7299     0.269     0.013     0.316     0.058     0.000     0.000
    0.133   -4.7197     0.252     0.016     0.331     0.048     0.000     0.000
    0.114   -4.6983     0.288     0.019     0.312     0.047     0.000     0.000
    0.095   -4.6814     0.307     0.010     0.313     0.043     0.000     0.000
    0.076   -4.6693     0.326     0.008     0.319     0.028     0.000     0.000
    0.057   -4.6596     0.331     0.009     0.323     0.023     0.000     0.000
    0.038   -4.6675     0.332     0.010     0.318     0.027     0.000     0.000
    0.019   -4.6841     0.328     0.011     0.320     0.029     0.000     0.000
    0.000   -4.7012     0.328     0.013     0.331     0.015     0.000     0.000
 
# Band-Index  149
    0.000   -4.6279     0.278     0.068     0.299     0.042     0.000     0.000
    0.019   -4.6315     0.286     0.064     0.297     0.041     0.000     0.000
    0.038   -4.6403     0.293     0.058     0.300     0.040     0.000     0.000
    0.057   -4.6498     0.293     0.043     0.300     0.048     0.000     0.000
    0.076   -4.6546     0.289     0.018     0.321     0.044     0.000     0.000
    0.095   -4.6671     0.282     0.016     0.319     0.044     0.000     0.000
    0.114   -4.6657     0.246     0.030     0.268     0.103     0.000     0.000
    0.133   -4.6510     0.242     0.034     0.273     0.092     0.000     0.000
    0.152   -4.6670     0.248     0.013     0.338     0.035     0.000     0.000
    0.171   -4.6952     0.219     0.018     0.310     0.071     0.000     0.000
    0.190   -4.7301     0.239     0.021     0.329     0.040     0.000     0.000
    0.209   -4.7416     0.256     0.025     0.336     0.023     0.000     0.000
    0.228   -4.7463     0.257     0.027     0.335     0.022     0.000     0.000
    0.228   -4.7463     0.257     0.027     0.335     0.022     0.000     0.000
    0.239   -4.7469     0.254     0.023     0.331     0.030     0.000     0.000
    0.250   -4.7450     0.245     0.020     0.328     0.040     0.000     0.000
    0.261   -4.7385     0.233     0.024     0.315     0.050     0.000     0.000
    0.272   -4.7305     0.231     0.031     0.307     0.053     0.000     0.000
    0.283   -4.7246     0.231     0.039     0.302     0.064     0.000     0.000
    0.294   -4.7219     0.229     0.044     0.293     0.068     0.000     0.000
    0.305   -4.7220     0.230     0.043     0.290     0.078     0.000     0.000
    0.316   -4.7240     0.218     0.032     0.269     0.101     0.000     0.000
    0.327   -4.7302     0.217     0.012     0.269     0.128     0.000     0.000
    0.338   -4.7393     0.225     0.009     0.274     0.117     0.000     0.000
    0.349   -4.7464     0.241     0.013     0.283     0.097     0.000     0.000
    0.360   -4.7465     0.274     0.023     0.296     0.061     0.000     0.000
    0.360   -4.7465     0.274     0.023     0.296     0.061     0.000     0.000
    0.382   -4.7528     0.261     0.018     0.301     0.071     0.000     0.000
    0.404   -4.7493     0.252     0.016     0.291     0.085     0.000     0.000
    0.426   -4.7351     0.264     0.017     0.282     0.083     0.000     0.000
    0.449   -4.7170     0.281     0.020     0.292     0.068     0.000     0.000
    0.471   -4.7022     0.283     0.019     0.317     0.041     0.000     0.000
    0.493   -4.6772     0.268     0.025     0.326     0.039     0.000     0.000
    0.515   -4.6669     0.260     0.037     0.315     0.048     0.000     0.000
    0.537   -4.6580     0.264     0.049     0.307     0.051     0.000     0.000
    0.559   -4.6492     0.270     0.059     0.305     0.046     0.000     0.000
