    # Energy          Mo          Au           S          Si           C           O
   -14.07882    -1.72916    -0.04624   -14.63019    -0.35573    -0.00006    -0.00016
   -14.07582    -2.37026    -0.07123   -19.89534    -0.47119    -0.00008    -0.00022
   -14.07282    -2.25854    -0.06349   -19.05392    -0.47053    -0.00006    -0.00016
   -14.06982    -1.59695    -0.04556   -13.47345    -0.33108    -0.00005    -0.00014
   -14.06682    -1.59122    -0.04745   -13.40731    -0.32680    -0.00005    -0.00014
   -14.06382    -1.85161    -0.05696   -15.58575    -0.37407    -0.00006    -0.00017
   -14.06082    -1.99379    -0.06959   -16.69409    -0.38561    -0.00007    -0.00018
   -14.05782    -4.48004    -0.19470   -37.38755    -0.78518    -0.00013    -0.00035
   -14.05482    -2.80787    -0.16006   -23.43968    -0.46585    -0.00008    -0.00021
   -14.05182    -2.77446    -0.16154   -23.26330    -0.46661    -0.00007    -0.00020
   -14.04882    -3.32341    -0.17448   -27.99953    -0.58635    -0.00009    -0.00023
   -14.04582    -3.82176    -0.16953   -32.23656    -0.71512    -0.00009    -0.00024
   -14.04282    -4.30615    -0.18770   -36.35609    -0.80649    -0.00011    -0.00028
   -14.03982    -2.26236    -0.11161   -18.73389    -0.37353    -0.00006    -0.00015
   -14.03682    -1.86175    -0.08997   -15.30895    -0.30559    -0.00004    -0.00012
   -14.03382    -2.31784    -0.09214   -18.85715    -0.39817    -0.00005    -0.00012
   -14.03082    -0.89306    -0.04550    -7.30934    -0.13638    -0.00002    -0.00006
   -14.02782    -0.67729    -0.03356    -5.50809    -0.10085    -0.00002    -0.00004
   -14.02482    -0.58673    -0.02839    -4.75327    -0.08625    -0.00001    -0.00004
   -14.02182    -0.51996    -0.02432    -4.19699    -0.07573    -0.00001    -0.00003
   -14.01882    -0.47594    -0.02207    -3.83062    -0.06851    -0.00001    -0.00003
   -14.01582    -0.45962    -0.02192    -3.69313    -0.06521    -0.00001    -0.00003
