#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  39 416
# Band-Index    1
   0.22954     -5.922962     -5.922971
   0.22954     -5.922962     -5.922971
   0.21041     -5.905159     -5.905167
   0.19128     -5.878903     -5.878910
   0.17215     -5.854396     -5.854405
   0.15303     -5.830815     -5.830824
   0.13390     -5.807943     -5.807952
   0.11477     -5.785765     -5.785774
   0.09564     -5.764270     -5.764280
   0.07651     -5.744070     -5.744070
   0.05738     -5.828971     -5.828958
   0.03826     -5.914114     -5.914101
   0.01913     -5.995996     -5.995984
   0.00000     -6.055411     -6.055405
 
# Band-Index  111
   0.00000     -5.669231     -5.669240
   0.01913     -5.701419     -5.701429
   0.03826     -5.735155     -5.735165
   0.05738     -5.766054     -5.766064
   0.07651     -5.743971     -5.743972
   0.09564     -5.764208     -5.764218
   0.11477     -5.785713     -5.785723
   0.13390     -5.807908     -5.807917
   0.15303     -5.830801     -5.830810
   0.17215     -5.854325     -5.854334
   0.19128     -5.874679     -5.874684
   0.21041     -5.889650     -5.889659
   0.22954     -5.886460     -5.886470
   0.22954     -5.886460     -5.886470
   0.24058     -5.909707     -5.909717
   0.25162     -5.915605     -5.915612
   0.26266     -5.907371     -5.907378
   0.27371     -5.897697     -5.897703
   0.28475     -5.885945     -5.885950
   0.29579     -5.872356     -5.872360
   0.30683     -5.858279     -5.858283
   0.31787     -5.844321     -5.844325
   0.32892     -5.830663     -5.830668
   0.33996     -5.817277     -5.817282
   0.35100     -5.776992     -5.776981
   0.36204     -5.790472     -5.790477
   0.36204     -5.790472     -5.790477
   0.38413     -5.771572     -5.771577
   0.40621     -5.751063     -5.751067
   0.42830     -5.754221     -5.754210
   0.45039     -5.786229     -5.786216
   0.47247     -5.808420     -5.808407
   0.49456     -5.822193     -5.822180
   0.51665     -5.825110     -5.825121
   0.53873     -5.797898     -5.797909
   0.56082     -5.768155     -5.768165
   0.58291     -5.736131     -5.736141
   0.60499     -5.701699     -5.701709
   0.62708     -5.669231     -5.669240
 
# Band-Index  112
   0.62708     -5.669063     -5.669072
   0.60499     -5.701583     -5.701593
   0.58291     -5.736001     -5.736011
   0.56082     -5.731482     -5.731467
   0.53873     -5.681762     -5.681771
   0.51665     -5.689097     -5.689106
   0.49456     -5.765320     -5.765321
   0.47247     -5.795509     -5.795496
   0.45039     -5.772834     -5.772821
   0.42830     -5.750025     -5.750032
   0.40621     -5.750265     -5.750258
   0.38413     -5.762567     -5.762572
   0.36204     -5.729760     -5.729749
   0.36204     -5.729760     -5.729749
   0.35100     -5.771314     -5.771319
   0.33996     -5.742891     -5.742896
   0.32892     -5.718284     -5.718272
   0.31787     -5.715499     -5.715487
   0.30683     -5.717189     -5.717198
   0.29579     -5.738746     -5.738755
   0.28475     -5.762136     -5.762145
   0.27371     -5.786600     -5.786609
   0.26266     -5.811620     -5.811630
   0.25162     -5.836797     -5.836807
   0.24058     -5.861790     -5.861800
   0.22954     -5.886086     -5.886096
   0.22954     -5.886086     -5.886096
   0.21041     -5.888983     -5.888993
   0.19128     -5.873946     -5.873950
   0.17215     -5.823730     -5.823732
   0.15303     -5.769633     -5.769635
   0.13390     -5.712908     -5.712910
   0.11477     -5.653835     -5.653837
   0.09564     -5.657256     -5.657241
   0.07651     -5.742438     -5.742434
   0.05738     -5.723124     -5.723133
   0.03826     -5.703389     -5.703399
   0.01913     -5.684233     -5.684242
   0.00000     -5.669063     -5.669072
 
# Band-Index  113
   0.00000     -5.669016     -5.669025
   0.01913     -5.684153     -5.684162
   0.03826     -5.703312     -5.703322
   0.05738     -5.723049     -5.723059
   0.07651     -5.742370     -5.742365
   0.09564     -5.656999     -5.656985
   0.11477     -5.653724     -5.653726
   0.13390     -5.712777     -5.712779
   0.15303     -5.769460     -5.769462
   0.17215     -5.823452     -5.823454
   0.19128     -5.866655     -5.866659
   0.21041     -5.801059     -5.801051
   0.22954     -5.705752     -5.705741
   0.22954     -5.705752     -5.705741
   0.24058     -5.705896     -5.705884
   0.25162     -5.706327     -5.706316
   0.26266     -5.707052     -5.707040
   0.27371     -5.708079     -5.708067
   0.28475     -5.709420     -5.709408
   0.29579     -5.711090     -5.711078
   0.30683     -5.713107     -5.713095
   0.31787     -5.699952     -5.699960
   0.32892     -5.714333     -5.714338
   0.33996     -5.736932     -5.736938
   0.35100     -5.765369     -5.765375
   0.36204     -5.729396     -5.729384
   0.36204     -5.729396     -5.729384
   0.38413     -5.762125     -5.762131
   0.40621     -5.736431     -5.736420
   0.42830     -5.732348     -5.732356
   0.45039     -5.722108     -5.722115
   0.47247     -5.709313     -5.709321
   0.49456     -5.698241     -5.698249
   0.51665     -5.688533     -5.688535
   0.53873     -5.672807     -5.672816
   0.56082     -5.676197     -5.676205
   0.58291     -5.672301     -5.672310
   0.60499     -5.669993     -5.670002
   0.62708     -5.669016     -5.669025
 
# Band-Index  114
   0.62708     -5.660112     -5.660122
   0.60499     -5.660600     -5.660610
   0.58291     -5.662996     -5.663005
   0.56082     -5.667038     -5.667047
   0.53873     -5.608744     -5.608746
   0.51665     -5.680392     -5.680400
   0.49456     -5.689908     -5.689917
   0.47247     -5.701463     -5.701471
   0.45039     -5.715123     -5.715130
   0.42830     -5.729709     -5.729716
   0.40621     -5.726853     -5.726857
   0.38413     -5.739196     -5.739184
   0.36204     -5.729017     -5.729006
   0.36204     -5.729017     -5.729006
   0.35100     -5.725154     -5.725142
   0.33996     -5.721491     -5.721479
   0.32892     -5.708142     -5.708148
   0.31787     -5.698478     -5.698466
   0.30683     -5.695814     -5.695802
   0.29579     -5.693542     -5.693531
   0.28475     -5.691650     -5.691639
   0.27371     -5.690122     -5.690111
   0.26266     -5.688946     -5.688935
   0.25162     -5.688113     -5.688102
   0.24058     -5.687616     -5.687605
   0.22954     -5.687450     -5.687439
   0.22954     -5.687450     -5.687439
   0.21041     -5.582505     -5.582493
   0.19128     -5.472739     -5.472745
   0.17215     -5.492654     -5.492661
   0.15303     -5.512393     -5.512400
   0.13390     -5.531948     -5.531956
   0.11477     -5.571927     -5.571913
   0.09564     -5.592659     -5.592661
   0.07651     -5.589128     -5.589136
   0.05738     -5.607900     -5.607909
   0.03826     -5.626579     -5.626588
   0.01913     -5.645114     -5.645123
   0.00000     -5.660112     -5.660122
 
# Band-Index  115
   0.00000     -5.659874     -5.659883
   0.01913     -5.644985     -5.644994
   0.03826     -5.626465     -5.626474
   0.05738     -5.607791     -5.607799
   0.07651     -5.589018     -5.589026
   0.09564     -5.592556     -5.592558
   0.11477     -5.571581     -5.571567
   0.13390     -5.531864     -5.531871
   0.15303     -5.512297     -5.512304
   0.17215     -5.492555     -5.492561
   0.19128     -5.472633     -5.472640
   0.21041     -5.452707     -5.452713
   0.22954     -5.434490     -5.434495
   0.22954     -5.434490     -5.434495
   0.24058     -5.466217     -5.466223
   0.25162     -5.497866     -5.497872
   0.26266     -5.529357     -5.529362
   0.27371     -5.560643     -5.560648
   0.28475     -5.591676     -5.591682
   0.29579     -5.622393     -5.622398
   0.30683     -5.652649     -5.652654
   0.31787     -5.681561     -5.681567
   0.32892     -5.701566     -5.701555
   0.33996     -5.705099     -5.705087
   0.35100     -5.709111     -5.709099
   0.36204     -5.714501     -5.714489
   0.36204     -5.714501     -5.714489
   0.38413     -5.723958     -5.723946
   0.40621     -5.726156     -5.726161
   0.42830     -5.686876     -5.686880
   0.45039     -5.644974     -5.644978
   0.47247     -5.600768     -5.600771
   0.49456     -5.554602     -5.554605
   0.51665     -5.506879     -5.506882
   0.53873     -5.607065     -5.607050
   0.56082     -5.540363     -5.540371
   0.58291     -5.583907     -5.583916
   0.60499     -5.625152     -5.625161
   0.62708     -5.659874     -5.659883
 
# Band-Index  116
   0.62708     -5.659740     -5.659750
   0.60499     -5.625025     -5.625034
   0.58291     -5.583777     -5.583786
   0.56082     -5.540220     -5.540229
   0.53873     -5.494589     -5.494597
   0.51665     -5.506766     -5.506769
   0.49456     -5.554470     -5.554473
   0.47247     -5.600595     -5.600598
   0.45039     -5.644706     -5.644710
   0.42830     -5.686233     -5.686237
   0.40621     -5.695528     -5.695536
   0.38413     -5.666500     -5.666509
   0.36204     -5.713503     -5.713491
   0.36204     -5.713503     -5.713491
   0.35100     -5.667906     -5.667893
   0.33996     -5.666270     -5.666278
   0.32892     -5.677948     -5.677956
   0.31787     -5.676224     -5.676230
   0.30683     -5.647472     -5.647478
   0.29579     -5.617304     -5.617310
   0.28475     -5.586718     -5.586724
   0.27371     -5.555837     -5.555843
   0.26266     -5.524719     -5.524724
   0.25162     -5.493408     -5.493414
   0.24058     -5.461949     -5.461955
   0.22954     -5.434433     -5.434438
   0.22954     -5.434433     -5.434438
   0.21041     -5.452608     -5.452614
   0.19128     -5.465365     -5.465352
   0.17215     -5.373005     -5.373010
   0.15303     -5.403524     -5.403509
   0.13390     -5.486954     -5.486940
   0.11477     -5.551005     -5.551013
   0.09564     -5.570197     -5.570205
   0.07651     -5.529626     -5.529629
   0.05738     -5.539010     -5.539019
   0.03826     -5.583188     -5.583197
   0.01913     -5.624894     -5.624903
   0.00000     -5.659740     -5.659750
 
# Band-Index  117
   0.00000     -5.266335     -5.266337
   0.01913     -5.332810     -5.332812
   0.03826     -5.399323     -5.399325
   0.05738     -5.465066     -5.465068
   0.07651     -5.529517     -5.529519
   0.09564     -5.570081     -5.570089
   0.11477     -5.550861     -5.550868
   0.13390     -5.486599     -5.486584
   0.15303     -5.403070     -5.403056
   0.17215     -5.372889     -5.372893
   0.19128     -5.392465     -5.392470
   0.21041     -5.412291     -5.412297
   0.22954     -5.430452     -5.430458
   0.22954     -5.430452     -5.430458
   0.24058     -5.402607     -5.402612
   0.25162     -5.370719     -5.370724
   0.26266     -5.338821     -5.338826
   0.27371     -5.306981     -5.306986
   0.28475     -5.344453     -5.344440
   0.29579     -5.397580     -5.397566
   0.30683     -5.451459     -5.451445
   0.31787     -5.505739     -5.505726
   0.32892     -5.560130     -5.560117
   0.33996     -5.614336     -5.614323
   0.35100     -5.667591     -5.667579
   0.36204     -5.712291     -5.712279
   0.36204     -5.712291     -5.712279
   0.38413     -5.605301     -5.605289
   0.40621     -5.485109     -5.485096
   0.42830     -5.364161     -5.364148
   0.45039     -5.290209     -5.290214
   0.47247     -5.344403     -5.344409
   0.49456     -5.396600     -5.396607
   0.51665     -5.480438     -5.480424
   0.53873     -5.494431     -5.494438
   0.56082     -5.526185     -5.526187
   0.58291     -5.441274     -5.441276
   0.60499     -5.354359     -5.354362
   0.62708     -5.266335     -5.266337
 
# Band-Index  118
   0.62708     -5.266186     -5.266188
   0.60499     -5.311826     -5.311829
   0.58291     -5.359766     -5.359769
   0.56082     -5.408800     -5.408803
   0.53873     -5.458071     -5.458073
   0.51665     -5.446635     -5.446642
   0.49456     -5.396452     -5.396459
   0.47247     -5.344231     -5.344237
   0.45039     -5.290029     -5.290035
   0.42830     -5.362768     -5.362755
   0.40621     -5.483402     -5.483388
   0.38413     -5.603333     -5.603320
   0.36204     -5.655782     -5.655790
   0.36204     -5.655782     -5.655790
   0.35100     -5.658475     -5.658484
   0.33996     -5.613972     -5.613959
   0.32892     -5.559746     -5.559733
   0.31787     -5.505337     -5.505324
   0.30683     -5.451036     -5.451023
   0.29579     -5.397131     -5.397118
   0.28475     -5.343970     -5.343956
   0.27371     -5.303817     -5.303822
   0.26266     -5.335399     -5.335405
   0.25162     -5.367074     -5.367080
   0.24058     -5.398746     -5.398752
   0.22954     -5.430299     -5.430305
   0.22954     -5.430299     -5.430305
   0.21041     -5.412179     -5.412184
   0.19128     -5.392353     -5.392357
   0.17215     -5.348103     -5.348091
   0.15303     -5.354153     -5.354158
   0.13390     -5.341247     -5.341254
   0.11477     -5.393516     -5.393523
   0.09564     -5.444009     -5.444016
   0.07651     -5.492559     -5.492567
   0.05738     -5.464950     -5.464952
   0.03826     -5.399191     -5.399193
   0.01913     -5.332659     -5.332661
   0.00000     -5.266186     -5.266188
 
# Band-Index  119
   0.00000     -5.266085     -5.266087
   0.01913     -5.267658     -5.267660
   0.03826     -5.272577     -5.272579
   0.05738     -5.280556     -5.280559
   0.07651     -5.291288     -5.291291
   0.09564     -5.304406     -5.304410
   0.11477     -5.319512     -5.319515
   0.13390     -5.336213     -5.336217
   0.15303     -5.354039     -5.354043
   0.17215     -5.321901     -5.321887
   0.19128     -5.243566     -5.243552
   0.21041     -5.172605     -5.172593
   0.22954     -5.144800     -5.144801
   0.22954     -5.144800     -5.144801
   0.24058     -5.154364     -5.154354
   0.25162     -5.195851     -5.195840
   0.26266     -5.242577     -5.242565
   0.27371     -5.292438     -5.292425
   0.28475     -5.275099     -5.275104
   0.29579     -5.243362     -5.243366
   0.30683     -5.211738     -5.211742
   0.31787     -5.180294     -5.180298
   0.32892     -5.149260     -5.149265
   0.33996     -5.129235     -5.129236
   0.35100     -5.126072     -5.126073
   0.36204     -5.122822     -5.122823
   0.36204     -5.122822     -5.122823
   0.38413     -5.127001     -5.127003
   0.40621     -5.176207     -5.176212
   0.42830     -5.233998     -5.234004
   0.45039     -5.249185     -5.249174
   0.47247     -5.225356     -5.225342
   0.49456     -5.352372     -5.352358
   0.51665     -5.446421     -5.446428
   0.53873     -5.457984     -5.457987
   0.56082     -5.408732     -5.408734
   0.58291     -5.359719     -5.359722
   0.60499     -5.311785     -5.311788
   0.62708     -5.266085     -5.266087
 
# Band-Index  120
   0.62708     -5.265766     -5.265768
   0.60499     -5.223225     -5.223228
   0.58291     -5.184642     -5.184645
   0.56082     -5.151112     -5.151115
   0.53873     -5.123244     -5.123247
   0.51665     -5.119646     -5.119648
   0.49456     -5.135550     -5.135550
   0.47247     -5.167333     -5.167328
   0.45039     -5.248258     -5.248247
   0.42830     -5.233774     -5.233779
   0.40621     -5.175964     -5.175969
   0.38413     -5.126888     -5.126890
   0.36204     -5.122635     -5.122637
   0.36204     -5.122635     -5.122637
   0.35100     -5.120872     -5.120873
   0.33996     -5.122640     -5.122643
   0.32892     -5.147283     -5.147287
   0.31787     -5.178041     -5.178046
   0.30683     -5.209243     -5.209248
   0.29579     -5.240630     -5.240635
   0.28475     -5.272132     -5.272137
   0.27371     -5.291981     -5.291968
   0.26266     -5.242020     -5.242007
   0.25162     -5.195237     -5.195225
   0.24058     -5.153687     -5.153678
   0.22954     -5.121577     -5.121571
   0.22954     -5.121577     -5.121571
   0.21041     -5.171676     -5.171665
   0.19128     -5.242830     -5.242816
   0.17215     -5.321285     -5.321270
   0.15303     -5.287393     -5.287399
   0.13390     -5.336099     -5.336103
   0.11477     -5.319389     -5.319392
   0.09564     -5.304280     -5.304283
   0.07651     -5.291157     -5.291160
   0.05738     -5.280423     -5.280425
   0.03826     -5.272441     -5.272443
   0.01913     -5.267520     -5.267522
   0.00000     -5.265766     -5.265768
 
# Band-Index  121
   0.00000     -5.265709     -5.265711
   0.01913     -5.199530     -5.199533
   0.03826     -5.134105     -5.134108
   0.05738     -5.095595     -5.095598
   0.07651     -5.109411     -5.109414
   0.09564     -5.123694     -5.123696
   0.11477     -5.140412     -5.140412
   0.13390     -5.168948     -5.168944
   0.15303     -5.239464     -5.239454
   0.17215     -5.232010     -5.232016
   0.19128     -5.175888     -5.175892
   0.21041     -5.144063     -5.144064
   0.22954     -5.120047     -5.120040
   0.22954     -5.120047     -5.120040
   0.24058     -5.144595     -5.144596
   0.25162     -5.144137     -5.144138
   0.26266     -5.143346     -5.143347
   0.27371     -5.142235     -5.142237
   0.28475     -5.140816     -5.140818
   0.29579     -5.139090     -5.139091
   0.30683     -5.137061     -5.137062
   0.31787     -5.134736     -5.134738
   0.32892     -5.132122     -5.132124
   0.33996     -5.121754     -5.121757
   0.35100     -5.120654     -5.120656
   0.36204     -5.122478     -5.122479
   0.36204     -5.122478     -5.122479
   0.38413     -5.115059     -5.115060
   0.40621     -5.122122     -5.122123
   0.42830     -5.116634     -5.116635
   0.45039     -5.105867     -5.105855
   0.47247     -5.166822     -5.166817
   0.49456     -5.135012     -5.135013
   0.51665     -5.119190     -5.119191
   0.53873     -5.122670     -5.122674
   0.56082     -5.150734     -5.150737
   0.58291     -5.184395     -5.184398
   0.60499     -5.223075     -5.223077
   0.62708     -5.265709     -5.265711
 
# Band-Index  122
   0.62708     -5.265468     -5.265471
   0.60499     -5.176558     -5.176561
   0.58291     -5.087163     -5.087166
   0.56082     -5.094034     -5.094037
   0.53873     -5.106664     -5.106666
   0.51665     -5.101299     -5.101303
   0.49456     -5.085645     -5.085648
   0.47247     -5.080609     -5.080611
   0.45039     -5.100446     -5.100445
   0.42830     -5.116314     -5.116315
   0.40621     -5.121942     -5.121943
   0.38413     -5.112778     -5.112782
   0.36204     -5.121060     -5.121077
   0.36204     -5.121060     -5.121077
   0.35100     -5.118368     -5.118385
   0.33996     -5.111471     -5.111474
   0.32892     -5.112410     -5.112411
   0.31787     -5.108345     -5.108346
   0.30683     -5.103158     -5.103159
   0.29579     -5.096948     -5.096950
   0.28475     -5.089598     -5.089599
   0.27371     -5.080859     -5.080860
   0.26266     -5.070555     -5.070556
   0.25162     -5.075441     -5.075440
   0.24058     -5.094682     -5.094678
   0.22954     -5.119620     -5.119613
   0.22954     -5.119620     -5.119613
   0.21041     -5.115748     -5.115752
   0.19128     -5.136896     -5.136897
   0.17215     -5.127702     -5.127703
   0.15303     -5.105440     -5.105439
   0.13390     -5.082532     -5.082534
   0.11477     -5.080579     -5.080582
   0.09564     -5.078108     -5.078111
   0.07651     -5.074985     -5.074989
   0.05738     -5.071239     -5.071242
   0.03826     -5.133876     -5.133879
   0.01913     -5.199330     -5.199333
   0.00000     -5.265468     -5.265471
 
# Band-Index  123
   0.00000     -5.058172     -5.058177
   0.01913     -5.068217     -5.068221
   0.03826     -5.081818     -5.081822
   0.05738     -5.071030     -5.071033
   0.07651     -5.074330     -5.074333
   0.09564     -5.077435     -5.077438
   0.11477     -5.079886     -5.079889
   0.13390     -5.081815     -5.081817
   0.15303     -5.084192     -5.084195
   0.17215     -5.086038     -5.086040
   0.19128     -5.089213     -5.089213
   0.21041     -5.097149     -5.097148
   0.22954     -5.119017     -5.119010
   0.22954     -5.119017     -5.119010
   0.24058     -5.094168     -5.094165
   0.25162     -5.074935     -5.074934
   0.26266     -5.070215     -5.070216
   0.27371     -5.080592     -5.080593
   0.28475     -5.089341     -5.089342
   0.29579     -5.096696     -5.096697
   0.30683     -5.102906     -5.102907
   0.31787     -5.108083     -5.108084
   0.32892     -5.112088     -5.112089
   0.33996     -5.110434     -5.110449
   0.35100     -5.085059     -5.085063
   0.36204     -5.055416     -5.055420
   0.36204     -5.055416     -5.055420
   0.38413     -5.112516     -5.112520
   0.40621     -5.106599     -5.106600
   0.42830     -5.097458     -5.097459
   0.45039     -5.099987     -5.099986
   0.47247     -5.071349     -5.071353
   0.49456     -5.083459     -5.083463
   0.51665     -5.100345     -5.100348
   0.53873     -5.106263     -5.106265
   0.56082     -5.093669     -5.093672
   0.58291     -5.081165     -5.081168
   0.60499     -5.068120     -5.068124
   0.62708     -5.058172     -5.058177
 
# Band-Index  124
   0.62708     -5.057856     -5.057860
   0.60499     -5.067809     -5.067813
   0.58291     -5.080831     -5.080835
   0.56082     -5.050411     -5.050415
   0.53873     -5.046346     -5.046349
   0.51665     -5.052218     -5.052220
   0.49456     -5.061911     -5.061913
   0.47247     -5.065839     -5.065842
   0.45039     -5.088032     -5.088033
   0.42830     -5.058136     -5.058140
   0.40621     -5.084728     -5.084744
   0.38413     -5.110904     -5.110921
   0.36204     -5.054580     -5.054584
   0.36204     -5.054580     -5.054584
   0.35100     -5.083343     -5.083347
   0.33996     -5.110129     -5.110135
   0.32892     -5.097544     -5.097561
   0.31787     -5.080515     -5.080531
   0.30683     -5.060098     -5.060114
   0.29579     -5.057090     -5.057094
   0.28475     -5.057551     -5.057555
   0.27371     -5.057965     -5.057969
   0.26266     -5.058841     -5.058844
   0.25162     -5.058501     -5.058505
   0.24058     -5.058626     -5.058630
   0.22954     -5.058675     -5.058679
   0.22954     -5.058675     -5.058679
   0.21041     -5.096177     -5.096175
   0.19128     -5.088353     -5.088353
   0.17215     -5.085246     -5.085248
   0.15303     -5.083444     -5.083446
   0.13390     -5.042966     -5.042958
   0.11477     -5.034024     -5.034026
   0.09564     -5.029088     -5.029090
   0.07651     -5.025837     -5.025840
   0.05738     -5.070451     -5.070454
   0.03826     -5.066595     -5.066599
   0.01913     -5.061511     -5.061516
   0.00000     -5.057856     -5.057860
 
# Band-Index  125
   0.00000     -5.057157     -5.057162
   0.01913     -5.060878     -5.060882
   0.03826     -5.065964     -5.065968
   0.05738     -5.070256     -5.070260
   0.07651     -5.025485     -5.025488
   0.09564     -5.028565     -5.028567
   0.11477     -5.033489     -5.033491
   0.13390     -5.038521     -5.038523
   0.15303     -5.042167     -5.042169
   0.17215     -5.044393     -5.044394
   0.19128     -5.043915     -5.043917
   0.21041     -5.036904     -5.036904
   0.22954     -5.057536     -5.057540
   0.22954     -5.057536     -5.057540
   0.24058     -5.057487     -5.057491
   0.25162     -5.057338     -5.057342
   0.26266     -5.058210     -5.058211
   0.27371     -5.056804     -5.056808
   0.28475     -5.056401     -5.056405
   0.29579     -5.055945     -5.055949
   0.30683     -5.056584     -5.056588
   0.31787     -5.056069     -5.056073
   0.32892     -5.055556     -5.055560
   0.33996     -5.055084     -5.055088
   0.35100     -5.054689     -5.054693
   0.36204     -5.054086     -5.054089
   0.36204     -5.054086     -5.054089
   0.38413     -5.054365     -5.054369
   0.40621     -5.055417     -5.055421
   0.42830     -5.056493     -5.056497
   0.45039     -5.063182     -5.063185
   0.47247     -5.049538     -5.049531
   0.49456     -5.026402     -5.026407
   0.51665     -5.035029     -5.035034
   0.53873     -5.037933     -5.037937
   0.56082     -5.042371     -5.042375
   0.58291     -5.054362     -5.054367
   0.60499     -5.056815     -5.056820
   0.62708     -5.057157     -5.057162
 
# Band-Index  126
   0.62708     -5.050254     -5.050259
   0.60499     -5.049087     -5.049091
   0.58291     -5.046553     -5.046558
   0.56082     -5.027319     -5.027322
   0.53873     -5.035486     -5.035490
   0.51665     -5.028707     -5.028712
   0.49456     -5.019622     -5.019626
   0.47247     -5.047845     -5.047838
   0.45039     -5.060881     -5.060885
   0.42830     -5.051381     -5.051395
   0.40621     -5.054012     -5.054016
   0.38413     -5.053059     -5.053063
   0.36204     -5.053564     -5.053568
   0.36204     -5.053564     -5.053568
   0.35100     -5.053543     -5.053547
   0.33996     -5.053940     -5.053944
   0.32892     -5.054414     -5.054418
   0.31787     -5.054926     -5.054930
   0.30683     -5.055437     -5.055441
   0.29579     -5.037061     -5.037076
   0.28475     -5.030961     -5.030963
   0.27371     -5.044327     -5.044328
   0.26266     -5.057437     -5.057439
   0.25162     -5.055532     -5.055532
   0.24058     -5.037290     -5.037287
   0.22954     -5.014131     -5.014126
   0.22954     -5.014131     -5.014126
   0.21041     -5.036602     -5.036601
   0.19128     -5.043523     -5.043525
   0.17215     -5.043938     -5.043939
   0.15303     -5.041671     -5.041673
   0.13390     -5.037990     -5.037992
   0.11477     -4.996907     -4.996913
   0.09564     -5.008341     -5.008347
   0.07651     -5.018539     -5.018544
   0.05738     -5.029329     -5.029335
   0.03826     -5.038102     -5.038108
   0.01913     -5.045773     -5.045778
   0.00000     -5.050254     -5.050259
 
# Band-Index  127
   0.00000     -5.049942     -5.049947
   0.01913     -5.045305     -5.045310
   0.03826     -5.037663     -5.037668
   0.05738     -5.028996     -5.029002
   0.07651     -5.017669     -5.017673
   0.09564     -5.007715     -5.007721
   0.11477     -4.996365     -4.996372
   0.13390     -4.984637     -4.984644
   0.15303     -4.971629     -4.971636
   0.17215     -4.962447     -4.962456
   0.19128     -4.956352     -4.956361
   0.21041     -4.999849     -4.999852
   0.22954     -5.013813     -5.013808
   0.22954     -5.013813     -5.013808
   0.24058     -5.037121     -5.037119
   0.25162     -5.055323     -5.055323
   0.26266     -5.056888     -5.056891
   0.27371     -5.044006     -5.044007
   0.28475     -5.030642     -5.030644
   0.29579     -5.017782     -5.017785
   0.30683     -5.004789     -5.004792
   0.31787     -4.991771     -4.991775
   0.32892     -4.978731     -4.978735
   0.33996     -4.992314     -4.992317
   0.35100     -5.023126     -5.023130
   0.36204     -5.052627     -5.052631
   0.36204     -5.052627     -5.052631
   0.38413     -4.994248     -4.994251
   0.40621     -4.974895     -4.974898
   0.42830     -5.015351     -5.015346
   0.45039     -5.019605     -5.019617
   0.47247     -5.015936     -5.015940
   0.49456     -4.983611     -4.983615
   0.51665     -4.991820     -4.991824
   0.53873     -5.001574     -5.001580
   0.56082     -5.014467     -5.014473
   0.58291     -5.026390     -5.026396
   0.60499     -5.039731     -5.039736
   0.62708     -5.049942     -5.049947
 
# Band-Index  128
   0.62708     -5.049334     -5.049339
   0.60499     -5.039252     -5.039258
   0.58291     -5.025833     -5.025839
   0.56082     -5.013094     -5.013100
   0.53873     -5.000303     -5.000310
   0.51665     -4.988406     -4.988413
   0.49456     -4.980178     -4.980185
   0.47247     -5.009017     -5.009021
   0.45039     -5.003171     -5.003175
   0.42830     -4.989751     -4.989755
   0.40621     -4.974625     -4.974628
   0.38413     -4.992724     -4.992727
   0.36204     -5.052498     -5.052501
   0.36204     -5.052498     -5.052501
   0.35100     -5.022745     -5.022748
   0.33996     -4.991887     -4.991891
   0.32892     -4.978480     -4.978483
   0.31787     -4.991504     -4.991507
   0.30683     -5.004514     -5.004516
   0.29579     -5.017504     -5.017506
   0.28475     -5.011993     -5.012007
   0.27371     -4.985834     -4.985848
   0.26266     -4.958992     -4.959005
   0.25162     -4.945811     -4.945805
   0.24058     -4.980087     -4.980080
   0.22954     -5.010086     -5.010081
   0.22954     -5.010086     -5.010081
   0.21041     -4.961148     -4.961138
   0.19128     -4.946997     -4.947002
   0.17215     -4.957952     -4.957959
   0.15303     -4.971177     -4.971183
   0.13390     -4.984140     -4.984146
   0.11477     -4.984146     -4.984154
   0.09564     -4.993348     -4.993356
   0.07651     -5.007933     -5.007938
   0.05738     -5.015477     -5.015480
   0.03826     -5.026915     -5.026921
   0.01913     -5.039608     -5.039613
   0.00000     -5.049334     -5.049339
 
# Band-Index  129
   0.00000     -4.999755     -4.999758
   0.01913     -5.003755     -5.003758
   0.03826     -5.009724     -5.009726
   0.05738     -5.014787     -5.014791
   0.07651     -5.006199     -5.006203
   0.09564     -4.955075     -4.955079
   0.11477     -4.941062     -4.941059
   0.13390     -4.975857     -4.975865
   0.15303     -4.968784     -4.968792
   0.17215     -4.957521     -4.957528
   0.19128     -4.943766     -4.943774
   0.21041     -4.960588     -4.960578
   0.22954     -5.009765     -5.009760
   0.22954     -5.009765     -5.009760
   0.24058     -4.979878     -4.979870
   0.25162     -4.945168     -4.945162
   0.26266     -4.941420     -4.941429
   0.27371     -4.940456     -4.940465
   0.28475     -4.939264     -4.939273
   0.29579     -4.937832     -4.937841
   0.30683     -4.936227     -4.936236
   0.31787     -4.937696     -4.937701
   0.32892     -4.962275     -4.962279
   0.33996     -4.965759     -4.965763
   0.35100     -4.953389     -4.953393
   0.36204     -4.946231     -4.946235
   0.36204     -4.946231     -4.946235
   0.38413     -4.958660     -4.958665
   0.40621     -4.968432     -4.968437
   0.42830     -4.983272     -4.983277
   0.45039     -4.996780     -4.996785
   0.47247     -4.994227     -4.994237
   0.49456     -4.976436     -4.976444
   0.51665     -4.985500     -4.985505
   0.53873     -4.994243     -4.994247
   0.56082     -5.003140     -5.003143
   0.58291     -5.016366     -5.016368
   0.60499     -5.005987     -5.005990
   0.62708     -4.999755     -4.999758
 
# Band-Index  130
   0.62708     -4.997565     -4.997568
   0.60499     -5.001329     -5.001332
   0.58291     -5.001363     -5.001366
   0.56082     -4.993789     -4.993792
   0.53873     -4.986874     -4.986877
   0.51665     -4.979950     -4.979954
   0.49456     -4.974962     -4.974969
