  #K-Path    Energy        Mo        Au         S        Si         C         O
# Band-Index    1
    0.449   -5.2830     0.235     0.036     0.292     0.069     0.000     0.000
    0.471   -5.2907     0.234     0.035     0.294     0.071     0.000     0.000
    0.493   -5.2958     0.235     0.035     0.294     0.067     0.000     0.000
    0.515   -5.2970     0.239     0.035     0.300     0.061     0.000     0.000
    0.537   -5.2946     0.242     0.037     0.304     0.058     0.000     0.000
    0.559   -5.2935     0.236     0.037     0.306     0.056     0.000     0.000
    0.581   -5.2928     0.233     0.036     0.312     0.060     0.000     0.000
    0.603   -5.2947     0.257     0.013     0.320     0.049     0.000     0.000
    0.625   -5.2945     0.266     0.003     0.324     0.043     0.000     0.000
 
# Band-Index  128
    0.625   -5.2545     0.278     0.022     0.341     0.027     0.000     0.000
    0.603   -5.2690     0.266     0.025     0.326     0.038     0.000     0.000
    0.581   -5.2763     0.263     0.025     0.327     0.035     0.000     0.000
    0.559   -5.2823     0.258     0.029     0.323     0.037     0.000     0.000
    0.537   -5.2837     0.252     0.045     0.316     0.036     0.000     0.000
    0.515   -5.2758     0.236     0.071     0.299     0.047     0.000     0.000
    0.493   -5.2642     0.234     0.079     0.298     0.048     0.000     0.000
    0.471   -5.2523     0.235     0.067     0.313     0.044     0.000     0.000
    0.449   -5.2423     0.229     0.058     0.307     0.051     0.000     0.000
    0.426   -5.2353     0.223     0.058     0.297     0.059     0.000     0.000
    0.404   -5.2302     0.215     0.064     0.288     0.072     0.000     0.000
    0.382   -5.2246     0.212     0.075     0.277     0.078     0.000     0.000
    0.360   -5.2146     0.204     0.082     0.271     0.083     0.000     0.000
    0.360   -5.2146     0.204     0.082     0.271     0.083     0.000     0.000
    0.349   -5.2091     0.204     0.082     0.272     0.083     0.000     0.000
    0.338   -5.2079     0.205     0.081     0.275     0.079     0.000     0.000
    0.327   -5.2141     0.205     0.080     0.275     0.075     0.000     0.000
    0.316   -5.2232     0.208     0.078     0.279     0.073     0.000     0.000
    0.305   -5.2319     0.209     0.074     0.287     0.066     0.000     0.000
    0.294   -5.2371     0.215     0.063     0.300     0.056     0.000     0.000
    0.283   -5.2374     0.223     0.045     0.312     0.053     0.000     0.000
    0.272   -5.2349     0.226     0.032     0.318     0.053     0.000     0.000
    0.261   -5.2319     0.223     0.026     0.322     0.051     0.000     0.000
    0.250   -5.2293     0.220     0.028     0.324     0.045     0.000     0.000
    0.239   -5.2276     0.217     0.027     0.318     0.049     0.000     0.000
    0.228   -5.2271     0.217     0.023     0.318     0.056     0.000     0.000
    0.228   -5.2271     0.217     0.023     0.318     0.056     0.000     0.000
    0.209   -5.2317     0.218     0.019     0.308     0.064     0.000     0.000
    0.190   -5.2428     0.220     0.021     0.304     0.071     0.000     0.000
    0.171   -5.2556     0.225     0.025     0.304     0.066     0.000     0.000
    0.152   -5.2670     0.232     0.029     0.309     0.061     0.000     0.000
    0.133   -5.2752     0.237     0.030     0.310     0.060     0.000     0.000
    0.114   -5.2759     0.235     0.028     0.307     0.057     0.000     0.000
    0.095   -5.2761     0.233     0.025     0.304     0.058     0.000     0.000
    0.076   -5.2802     0.236     0.021     0.302     0.069     0.000     0.000
    0.057   -5.2768     0.242     0.021     0.299     0.070     0.000     0.000
    0.038   -5.2712     0.252     0.026     0.307     0.059     0.000     0.000
    0.019   -5.2632     0.264     0.025     0.317     0.041     0.000     0.000
    0.000   -5.2545     0.278     0.022     0.341     0.027     0.000     0.000
 
# Band-Index  129
    0.000   -5.2479     0.257     0.029     0.314     0.040     0.000     0.000
    0.019   -5.2498     0.268     0.027     0.328     0.043     0.000     0.000
    0.038   -5.2552     0.254     0.043     0.319     0.046     0.000     0.000
    0.057   -5.2593     0.247     0.052     0.308     0.053     0.000     0.000
    0.076   -5.2638     0.240     0.057     0.306     0.057     0.000     0.000
    0.095   -5.2689     0.231     0.061     0.303     0.060     0.000     0.000
    0.114   -5.2635     0.224     0.062     0.294     0.057     0.000     0.000
    0.133   -5.2503     0.222     0.063     0.289     0.061     0.000     0.000
    0.152   -5.2355     0.223     0.064     0.289     0.063     0.000     0.000
    0.171   -5.2200     0.221     0.062     0.292     0.062     0.000     0.000
    0.190   -5.2048     0.224     0.054     0.292     0.068     0.000     0.000
    0.209   -5.1918     0.225     0.033     0.296     0.075     0.000     0.000
    0.228   -5.1858     0.228     0.013     0.297     0.080     0.000     0.000
    0.228   -5.1858     0.228     0.013     0.297     0.080     0.000     0.000
    0.239   -5.1858     0.228     0.013     0.297     0.081     0.000     0.000
    0.250   -5.1860     0.227     0.013     0.301     0.079     0.000     0.000
    0.261   -5.1864     0.230     0.013     0.300     0.081     0.000     0.000
    0.272   -5.1870     0.226     0.013     0.301     0.082     0.000     0.000
    0.283   -5.1878     0.224     0.013     0.299     0.082     0.000     0.000
    0.294   -5.1888     0.222     0.014     0.300     0.082     0.000     0.000
    0.305   -5.1898     0.218     0.013     0.298     0.085     0.000     0.000
    0.316   -5.1911     0.219     0.012     0.292     0.088     0.000     0.000
    0.327   -5.1940     0.218     0.014     0.300     0.085     0.000     0.000
    0.338   -5.1980     0.219     0.014     0.298     0.083     0.000     0.000
    0.349   -5.1980     0.215     0.016     0.300     0.081     0.000     0.000
    0.360   -5.1956     0.215     0.019     0.300     0.071     0.000     0.000
    0.360   -5.1956     0.215     0.019     0.300     0.071     0.000     0.000
    0.382   -5.1937     0.227     0.021     0.308     0.071     0.000     0.000
    0.404   -5.2002     0.229     0.024     0.313     0.060     0.000     0.000
    0.426   -5.2071     0.234     0.030     0.305     0.064     0.000     0.000
    0.449   -5.2124     0.230     0.038     0.302     0.058     0.000     0.000
    0.471   -5.2171     0.234     0.046     0.305     0.055     0.000     0.000
    0.493   -5.2229     0.235     0.052     0.304     0.054     0.000     0.000
    0.515   -5.2315     0.242     0.052     0.315     0.045     0.000     0.000
    0.537   -5.2433     0.246     0.048     0.320     0.042     0.000     0.000
    0.559   -5.2572     0.252     0.039     0.326     0.037     0.000     0.000
    0.581   -5.2666     0.260     0.020     0.326     0.044     0.000     0.000
    0.603   -5.2568     0.264     0.012     0.318     0.050     0.000     0.000
    0.625   -5.2479     0.257     0.029     0.314     0.040     0.000     0.000
 
# Band-Index  130
    0.625   -5.2421     0.281     0.002     0.341     0.039     0.000     0.000
    0.603   -5.2307     0.266     0.016     0.325     0.047     0.000     0.000
    0.581   -5.2135     0.263     0.022     0.330     0.046     0.000     0.000
    0.559   -5.2021     0.257     0.027     0.325     0.042     0.000     0.000
    0.537   -5.1956     0.254     0.027     0.326     0.048     0.000     0.000
    0.515   -5.1915     0.250     0.025     0.318     0.052     0.000     0.000
    0.493   -5.1874     0.248     0.023     0.317     0.060     0.000     0.000
    0.471   -5.1820     0.240     0.020     0.310     0.065     0.000     0.000
    0.449   -5.1756     0.238     0.019     0.309     0.069     0.000     0.000
    0.426   -5.1695     0.237     0.018     0.309     0.069     0.000     0.000
    0.404   -5.1660     0.239     0.020     0.315     0.066     0.000     0.000
    0.382   -5.1673     0.242     0.031     0.318     0.049     0.000     0.000
    0.360   -5.1682     0.234     0.058     0.315     0.036     0.000     0.000
    0.360   -5.1682     0.234     0.058     0.315     0.036     0.000     0.000
    0.349   -5.1739     0.233     0.056     0.315     0.039     0.000     0.000
    0.338   -5.1793     0.228     0.054     0.318     0.040     0.000     0.000
    0.327   -5.1818     0.227     0.051     0.312     0.045     0.000     0.000
    0.316   -5.1801     0.224     0.049     0.314     0.049     0.000     0.000
    0.305   -5.1756     0.221     0.047     0.311     0.052     0.000     0.000
    0.294   -5.1703     0.219     0.045     0.314     0.052     0.000     0.000
    0.283   -5.1652     0.215     0.045     0.313     0.051     0.000     0.000
    0.272   -5.1605     0.214     0.044     0.314     0.051     0.000     0.000
    0.261   -5.1564     0.213     0.038     0.308     0.056     0.000     0.000
    0.250   -5.1531     0.214     0.029     0.308     0.059     0.000     0.000
    0.239   -5.1508     0.219     0.021     0.315     0.058     0.000     0.000
    0.228   -5.1499     0.222     0.017     0.320     0.054     0.000     0.000
    0.228   -5.1499     0.222     0.017     0.320     0.054     0.000     0.000
    0.209   -5.1547     0.216     0.017     0.314     0.065     0.000     0.000
    0.190   -5.1588     0.217     0.019     0.299     0.075     0.000     0.000
    0.171   -5.1633     0.221     0.023     0.291     0.079     0.000     0.000
    0.152   -5.1689     0.227     0.024     0.300     0.075     0.000     0.000
    0.133   -5.1753     0.236     0.022     0.305     0.067     0.000     0.000
    0.114   -5.1822     0.248     0.021     0.315     0.058     0.000     0.000
    0.095   -5.1894     0.257     0.024     0.317     0.053     0.000     0.000
    0.076   -5.1971     0.261     0.029     0.325     0.040     0.000     0.000
    0.057   -5.2061     0.264     0.030     0.326     0.039     0.000     0.000
    0.038   -5.2181     0.264     0.028     0.329     0.038     0.000     0.000
    0.019   -5.2331     0.263     0.026     0.332     0.038     0.000     0.000
    0.000   -5.2421     0.281     0.002     0.341     0.039     0.000     0.000
 
# Band-Index  131
    0.000   -5.2118     0.245     0.020     0.295     0.078     0.000     0.000
    0.019   -5.2030     0.253     0.014     0.309     0.068     0.000     0.000
    0.038   -5.1878     0.252     0.011     0.309     0.066     0.000     0.000
    0.057   -5.1731     0.239     0.012     0.309     0.076     0.000     0.000
    0.076   -5.1615     0.225     0.015     0.297     0.083     0.000     0.000
    0.095   -5.1535     0.220     0.017     0.293     0.091     0.000     0.000
    0.114   -5.1470     0.220     0.018     0.292     0.091     0.000     0.000
    0.133   -5.1409     0.221     0.020     0.288     0.090     0.000     0.000
    0.152   -5.1350     0.225     0.022     0.294     0.086     0.000     0.000
    0.171   -5.1297     0.225     0.025     0.296     0.080     0.000     0.000
    0.190   -5.1263     0.230     0.034     0.306     0.064     0.000     0.000
    0.209   -5.1326     0.243     0.044     0.321     0.042     0.000     0.000
    0.228   -5.1422     0.251     0.031     0.328     0.037     0.000     0.000
    0.228   -5.1422     0.251     0.031     0.328     0.037     0.000     0.000
    0.239   -5.1419     0.248     0.031     0.332     0.039     0.000     0.000
    0.250   -5.1412     0.250     0.032     0.331     0.039     0.000     0.000
    0.261   -5.1405     0.248     0.031     0.329     0.039     0.000     0.000
    0.272   -5.1400     0.248     0.029     0.327     0.041     0.000     0.000
    0.283   -5.1398     0.245     0.027     0.326     0.048     0.000     0.000
    0.294   -5.1399     0.240     0.025     0.318     0.056     0.000     0.000
    0.305   -5.1406     0.233     0.023     0.320     0.062     0.000     0.000
    0.316   -5.1419     0.229     0.021     0.310     0.066     0.000     0.000
    0.327   -5.1440     0.222     0.019     0.309     0.073     0.000     0.000
    0.338   -5.1468     0.215     0.017     0.305     0.082     0.000     0.000
    0.349   -5.1499     0.212     0.015     0.296     0.086     0.000     0.000
    0.360   -5.1516     0.207     0.013     0.293     0.089     0.000     0.000
    0.360   -5.1516     0.207     0.013     0.293     0.089     0.000     0.000
    0.382   -5.1443     0.212     0.014     0.308     0.079     0.000     0.000
    0.404   -5.1422     0.217     0.024     0.304     0.073     0.000     0.000
    0.426   -5.1447     0.223     0.024     0.307     0.075     0.000     0.000
    0.449   -5.1476     0.227     0.024     0.304     0.077     0.000     0.000
    0.471   -5.1505     0.224     0.026     0.298     0.080     0.000     0.000
    0.493   -5.1529     0.220     0.026     0.295     0.087     0.000     0.000
    0.515   -5.1547     0.219     0.025     0.283     0.093     0.000     0.000
    0.537   -5.1558     0.219     0.023     0.279     0.097     0.000     0.000
    0.559   -5.1566     0.227     0.021     0.287     0.090     0.000     0.000
    0.581   -5.1661     0.252     0.017     0.317     0.059     0.000     0.000
    0.603   -5.1908     0.258     0.015     0.315     0.061     0.000     0.000
    0.625   -5.2118     0.245     0.020     0.295     0.078     0.000     0.000
 
# Band-Index  132
    0.625   -5.1423     0.237     0.023     0.271     0.094     0.000     0.000
    0.603   -5.1436     0.234     0.023     0.273     0.097     0.000     0.000
    0.581   -5.1447     0.230     0.024     0.275     0.097     0.000     0.000
    0.559   -5.1356     0.229     0.026     0.282     0.089     0.000     0.000
    0.537   -5.1202     0.234     0.030     0.298     0.077     0.000     0.000
    0.515   -5.1071     0.233     0.035     0.308     0.067     0.000     0.000
    0.493   -5.0976     0.230     0.039     0.320     0.059     0.000     0.000
    0.471   -5.0921     0.229     0.038     0.316     0.058     0.000     0.000
    0.449   -5.0914     0.226     0.033     0.320     0.058     0.000     0.000
    0.426   -5.0958     0.223     0.029     0.317     0.066     0.000     0.000
    0.404   -5.1071     0.213     0.021     0.309     0.081     0.000     0.000
    0.382   -5.1153     0.203     0.010     0.297     0.097     0.000     0.000
    0.360   -5.1106     0.203     0.011     0.296     0.100     0.000     0.000
    0.360   -5.1106     0.203     0.011     0.296     0.100     0.000     0.000
    0.349   -5.1085     0.204     0.011     0.296     0.098     0.000     0.000
    0.338   -5.1078     0.206     0.011     0.296     0.095     0.000     0.000
    0.327   -5.1085     0.207     0.013     0.299     0.096     0.000     0.000
    0.316   -5.1098     0.212     0.015     0.298     0.087     0.000     0.000
    0.305   -5.1113     0.214     0.017     0.300     0.085     0.000     0.000
    0.294   -5.1123     0.216     0.018     0.303     0.079     0.000     0.000
    0.283   -5.1126     0.223     0.019     0.303     0.076     0.000     0.000
    0.272   -5.1120     0.226     0.020     0.307     0.072     0.000     0.000
    0.261   -5.1105     0.225     0.021     0.305     0.071     0.000     0.000
    0.250   -5.1083     0.226     0.022     0.307     0.070     0.000     0.000
    0.239   -5.1060     0.222     0.024     0.304     0.071     0.000     0.000
    0.228   -5.1049     0.221     0.026     0.302     0.072     0.000     0.000
    0.228   -5.1049     0.221     0.026     0.302     0.072     0.000     0.000
    0.209   -5.1078     0.218     0.026     0.298     0.075     0.000     0.000
    0.190   -5.1060     0.222     0.019     0.316     0.060     0.000     0.000
    0.171   -5.0988     0.238     0.017     0.327     0.049     0.000     0.000
    0.152   -5.0993     0.236     0.016     0.333     0.048     0.000     0.000
    0.133   -5.1070     0.237     0.014     0.329     0.053     0.000     0.000
    0.114   -5.1169     0.236     0.014     0.332     0.058     0.000     0.000
    0.095   -5.1269     0.247     0.015     0.328     0.055     0.000     0.000
    0.076   -5.1356     0.251     0.018     0.330     0.050     0.000     0.000
    0.057   -5.1406     0.254     0.021     0.318     0.057     0.000     0.000
    0.038   -5.1423     0.234     0.024     0.280     0.090     0.000     0.000
    0.019   -5.1424     0.235     0.024     0.276     0.092     0.000     0.000
    0.000   -5.1423     0.237     0.023     0.271     0.094     0.000     0.000
 
# Band-Index  133
    0.000   -5.1258     0.286     0.045     0.331     0.020     0.000     0.000
    0.019   -5.1198     0.287     0.042     0.330     0.021     0.000     0.000
    0.038   -5.1036     0.285     0.036     0.333     0.022     0.000     0.000
    0.057   -5.0845     0.281     0.031     0.324     0.030     0.000     0.000
    0.076   -5.0744     0.260     0.017     0.311     0.058     0.000     0.000
    0.095   -5.0744     0.248     0.011     0.304     0.069     0.000     0.000
    0.114   -5.0759     0.246     0.010     0.306     0.072     0.000     0.000
    0.133   -5.0773     0.246     0.014     0.311     0.068     0.000     0.000
    0.152   -5.0785     0.240     0.018     0.312     0.061     0.000     0.000
    0.171   -5.0782     0.240     0.016     0.324     0.059     0.000     0.000
    0.190   -5.0774     0.235     0.009     0.320     0.064     0.000     0.000
    0.209   -5.0809     0.220     0.006     0.306     0.082     0.000     0.000
    0.228   -5.0848     0.212     0.005     0.299     0.092     0.000     0.000
    0.228   -5.0848     0.212     0.005     0.299     0.092     0.000     0.000
    0.239   -5.0830     0.212     0.006     0.300     0.089     0.000     0.000
    0.250   -5.0786     0.210     0.008     0.302     0.090     0.000     0.000
    0.261   -5.0730     0.213     0.010     0.304     0.085     0.000     0.000
    0.272   -5.0676     0.214     0.012     0.302     0.079     0.000     0.000
    0.283   -5.0643     0.220     0.015     0.310     0.075     0.000     0.000
    0.294   -5.0643     0.230     0.018     0.316     0.066     0.000     0.000
    0.305   -5.0659     0.229     0.019     0.320     0.054     0.000     0.000
    0.316   -5.0680     0.237     0.019     0.320     0.051     0.000     0.000
    0.327   -5.0701     0.239     0.017     0.328     0.046     0.000     0.000
    0.338   -5.0721     0.245     0.014     0.330     0.040     0.000     0.000
    0.349   -5.0731     0.250     0.010     0.342     0.040     0.000     0.000
    0.360   -5.0727     0.250     0.009     0.343     0.035     0.000     0.000
    0.360   -5.0727     0.250     0.009     0.343     0.035     0.000     0.000
    0.382   -5.0678     0.249     0.015     0.338     0.038     0.000     0.000
    0.404   -5.0661     0.238     0.022     0.317     0.056     0.000     0.000
    0.426   -5.0612     0.231     0.024     0.310     0.062     0.000     0.000
    0.449   -5.0564     0.234     0.026     0.309     0.064     0.000     0.000
    0.471   -5.0553     0.233     0.022     0.308     0.069     0.000     0.000
    0.493   -5.0563     0.240     0.015     0.304     0.075     0.000     0.000
    0.515   -5.0569     0.239     0.012     0.308     0.074     0.000     0.000
    0.537   -5.0585     0.237     0.015     0.314     0.069     0.000     0.000
    0.559   -5.0714     0.260     0.039     0.325     0.039     0.000     0.000
    0.581   -5.0973     0.275     0.040     0.328     0.030     0.000     0.000
    0.603   -5.1184     0.287     0.042     0.327     0.024     0.000     0.000
    0.625   -5.1258     0.286     0.045     0.331     0.020     0.000     0.000
 
# Band-Index  134
    0.625   -5.0581     0.216     0.007     0.314     0.078     0.000     0.000
    0.603   -5.0586     0.223     0.008     0.315     0.078     0.000     0.000
    0.581   -5.0588     0.228     0.007     0.314     0.074     0.000     0.000
    0.559   -5.0577     0.229     0.008     0.316     0.072     0.000     0.000
    0.537   -5.0525     0.235     0.015     0.325     0.058     0.000     0.000
    0.515   -5.0483     0.233     0.011     0.324     0.061     0.000     0.000
    0.493   -5.0485     0.231     0.010     0.319     0.061     0.000     0.000
    0.471   -5.0497     0.241     0.014     0.322     0.057     0.000     0.000
    0.449   -5.0480     0.241     0.017     0.324     0.050     0.000     0.000
    0.426   -5.0460     0.241     0.020     0.326     0.049     0.000     0.000
    0.404   -5.0547     0.236     0.020     0.323     0.055     0.000     0.000
    0.382   -5.0652     0.228     0.017     0.322     0.063     0.000     0.000
    0.360   -5.0654     0.225     0.017     0.323     0.068     0.000     0.000
    0.360   -5.0654     0.225     0.017     0.323     0.068     0.000     0.000
    0.349   -5.0612     0.228     0.018     0.322     0.067     0.000     0.000
    0.338   -5.0567     0.234     0.019     0.325     0.061     0.000     0.000
    0.327   -5.0520     0.238     0.020     0.323     0.056     0.000     0.000
    0.316   -5.0477     0.238     0.021     0.328     0.052     0.000     0.000
    0.305   -5.0465     0.239     0.021     0.325     0.053     0.000     0.000
    0.294   -5.0488     0.236     0.019     0.321     0.059     0.000     0.000
    0.283   -5.0519     0.235     0.016     0.324     0.056     0.000     0.000
    0.272   -5.0524     0.237     0.017     0.326     0.050     0.000     0.000
    0.261   -5.0510     0.236     0.021     0.326     0.055     0.000     0.000
    0.250   -5.0489     0.238     0.026     0.322     0.059     0.000     0.000
    0.239   -5.0469     0.238     0.028     0.317     0.059     0.000     0.000
    0.228   -5.0460     0.241     0.027     0.310     0.062     0.000     0.000
    0.228   -5.0460     0.241     0.027     0.310     0.062     0.000     0.000
    0.209   -5.0469     0.238     0.019     0.319     0.059     0.000     0.000
    0.190   -5.0482     0.231     0.013     0.332     0.049     0.000     0.000
    0.171   -5.0498     0.234     0.012     0.317     0.067     0.000     0.000
    0.152   -5.0503     0.237     0.012     0.313     0.068     0.000     0.000
    0.133   -5.0491     0.243     0.014     0.320     0.057     0.000     0.000
    0.114   -5.0486     0.243     0.019     0.326     0.051     0.000     0.000
    0.095   -5.0511     0.241     0.019     0.327     0.053     0.000     0.000
    0.076   -5.0583     0.245     0.021     0.330     0.051     0.000     0.000
    0.057   -5.0632     0.237     0.006     0.316     0.069     0.000     0.000
    0.038   -5.0620     0.226     0.006     0.313     0.075     0.000     0.000
    0.019   -5.0596     0.223     0.007     0.315     0.079     0.000     0.000
    0.000   -5.0581     0.216     0.007     0.314     0.078     0.000     0.000
 
# Band-Index  135
    0.000   -5.0528     0.239     0.007     0.316     0.064     0.000     0.000
    0.019   -5.0512     0.233     0.007     0.315     0.064     0.000     0.000
    0.038   -5.0487     0.230     0.008     0.323     0.064     0.000     0.000
    0.057   -5.0465     0.231     0.012     0.323     0.062     0.000     0.000
    0.076   -5.0444     0.237     0.020     0.318     0.056     0.000     0.000
    0.095   -5.0413     0.244     0.031     0.326     0.045     0.000     0.000
    0.114   -5.0383     0.240     0.032     0.326     0.046     0.000     0.000
    0.133   -5.0364     0.233     0.026     0.323     0.055     0.000     0.000
    0.152   -5.0344     0.231     0.020     0.321     0.062     0.000     0.000
    0.171   -5.0325     0.224     0.019     0.312     0.072     0.000     0.000
    0.190   -5.0329     0.226     0.020     0.306     0.076     0.000     0.000
    0.209   -5.0353     0.247     0.015     0.314     0.059     0.000     0.000
    0.228   -5.0364     0.260     0.011     0.319     0.051     0.000     0.000
    0.228   -5.0364     0.260     0.011     0.319     0.051     0.000     0.000
    0.239   -5.0354     0.254     0.011     0.316     0.055     0.000     0.000
    0.250   -5.0333     0.247     0.011     0.313     0.058     0.000     0.000
    0.261   -5.0310     0.246     0.011     0.315     0.064     0.000     0.000
    0.272   -5.0289     0.240     0.012     0.314     0.062     0.000     0.000
    0.283   -5.0278     0.233     0.014     0.320     0.060     0.000     0.000
    0.294   -5.0282     0.229     0.018     0.317     0.059     0.000     0.000
    0.305   -5.0306     0.234     0.022     0.328     0.051     0.000     0.000
    0.316   -5.0333     0.250     0.020     0.329     0.048     0.000     0.000
    0.327   -5.0360     0.252     0.013     0.332     0.046     0.000     0.000
    0.338   -5.0387     0.257     0.009     0.333     0.042     0.000     0.000
    0.349   -5.0406     0.251     0.009     0.342     0.037     0.000     0.000
    0.360   -5.0409     0.247     0.011     0.338     0.043     0.000     0.000
    0.360   -5.0409     0.247     0.011     0.338     0.043     0.000     0.000
    0.382   -5.0401     0.248     0.014     0.335     0.044     0.000     0.000
    0.404   -5.0377     0.247     0.019     0.330     0.048     0.000     0.000
    0.426   -5.0294     0.232     0.028     0.334     0.042     0.000     0.000
    0.449   -5.0144     0.233     0.034     0.320     0.045     0.000     0.000
    0.471   -5.0094     0.241     0.037     0.320     0.046     0.000     0.000
    0.493   -5.0146     0.247     0.042     0.326     0.041     0.000     0.000
    0.515   -5.0246     0.254     0.041     0.327     0.042     0.000     0.000
    0.537   -5.0361     0.246     0.030     0.327     0.049     0.000     0.000
    0.559   -5.0441     0.232     0.013     0.323     0.059     0.000     0.000
    0.581   -5.0484     0.233     0.009     0.323     0.062     0.000     0.000
    0.603   -5.0514     0.237     0.008     0.318     0.062     0.000     0.000
    0.625   -5.0528     0.239     0.007     0.316     0.064     0.000     0.000
 
# Band-Index  136
    0.625   -5.0121     0.261     0.052     0.340     0.016     0.000     0.000
    0.603   -5.0112     0.263     0.047     0.341     0.017     0.000     0.000
    0.581   -5.0102     0.260     0.033     0.341     0.032     0.000     0.000
    0.559   -5.0114     0.248     0.015     0.332     0.053     0.000     0.000
    0.537   -5.0129     0.240     0.009     0.323     0.067     0.000     0.000
    0.515   -5.0114     0.244     0.008     0.316     0.071     0.000     0.000
    0.493   -5.0055     0.241     0.008     0.313     0.070     0.000     0.000
    0.471   -4.9971     0.229     0.008     0.305     0.080     0.000     0.000
    0.449   -4.9932     0.228     0.009     0.304     0.084     0.000     0.000
    0.426   -5.0002     0.237     0.010     0.301     0.081     0.000     0.000
    0.404   -5.0029     0.245     0.013     0.314     0.065     0.000     0.000
    0.382   -5.0004     0.239     0.021     0.318     0.058     0.000     0.000
    0.360   -5.0014     0.237     0.026     0.318     0.056     0.000     0.000
    0.360   -5.0014     0.237     0.026     0.318     0.056     0.000     0.000
    0.349   -5.0033     0.237     0.025     0.319     0.057     0.000     0.000
    0.338   -5.0054     0.233     0.024     0.323     0.059     0.000     0.000
    0.327   -5.0076     0.235     0.022     0.318     0.060     0.000     0.000
    0.316   -5.0100     0.238     0.019     0.321     0.061     0.000     0.000
    0.305   -5.0115     0.247     0.016     0.317     0.058     0.000     0.000
    0.294   -5.0108     0.255     0.013     0.321     0.058     0.000     0.000
    0.283   -5.0083     0.252     0.011     0.324     0.059     0.000     0.000
    0.272   -5.0057     0.242     0.012     0.329     0.054     0.000     0.000
    0.261   -5.0037     0.232     0.012     0.337     0.052     0.000     0.000
    0.250   -5.0026     0.237     0.012     0.342     0.048     0.000     0.000
    0.239   -5.0020     0.239     0.012     0.331     0.047     0.000     0.000
    0.228   -5.0019     0.240     0.015     0.330     0.049     0.000     0.000
    0.228   -5.0019     0.240     0.015     0.330     0.049     0.000     0.000
    0.209   -5.0037     0.244     0.024     0.316     0.051     0.000     0.000
    0.190   -5.0064     0.249     0.023     0.322     0.049     0.000     0.000
    0.171   -5.0035     0.257     0.013     0.335     0.036     0.000     0.000
    0.152   -4.9974     0.257     0.009     0.352     0.029     0.000     0.000
    0.133   -4.9939     0.238     0.020     0.335     0.048     0.000     0.000
    0.114   -4.9932     0.231     0.018     0.330     0.062     0.000     0.000
    0.095   -4.9937     0.231     0.021     0.321     0.065     0.000     0.000
    0.076   -4.9954     0.236     0.028     0.319     0.061     0.000     0.000
    0.057   -4.9989     0.240     0.034     0.324     0.051     0.000     0.000
    0.038   -5.0046     0.252     0.042     0.329     0.036     0.000     0.000
    0.019   -5.0100     0.259     0.049     0.340     0.021     0.000     0.000
    0.000   -5.0121     0.261     0.052     0.340     0.016     0.000     0.000
 
# Band-Index  137
    0.000   -4.9918     0.223     0.021     0.325     0.070     0.000     0.000
    0.019   -4.9911     0.222     0.023     0.322     0.068     0.000     0.000
    0.038   -4.9885     0.229     0.028     0.317     0.066     0.000     0.000
    0.057   -4.9824     0.242     0.030     0.323     0.059     0.000     0.000
    0.076   -4.9756     0.240     0.019     0.316     0.066     0.000     0.000
    0.095   -4.9730     0.230     0.020     0.302     0.079     0.000     0.000
    0.114   -4.9734     0.231     0.024     0.299     0.077     0.000     0.000
    0.133   -4.9746     0.241     0.027     0.306     0.068     0.000     0.000
    0.152   -4.9746     0.249     0.029     0.310     0.051     0.000     0.000
    0.171   -4.9727     0.244     0.032     0.313     0.056     0.000     0.000
    0.190   -4.9697     0.243     0.034     0.314     0.051     0.000     0.000
    0.209   -4.9654     0.249     0.034     0.317     0.045     0.000     0.000
    0.228   -4.9615     0.259     0.035     0.328     0.035     0.000     0.000
    0.228   -4.9615     0.259     0.035     0.328     0.035     0.000     0.000
    0.239   -4.9629     0.257     0.035     0.326     0.036     0.000     0.000
    0.250   -4.9664     0.252     0.035     0.325     0.039     0.000     0.000
    0.261   -4.9714     0.241     0.036     0.320     0.041     0.000     0.000
    0.272   -4.9771     0.233     0.036     0.318     0.048     0.000     0.000
    0.283   -4.9828     0.228     0.034     0.315     0.051     0.000     0.000
    0.294   -4.9878     0.224     0.031     0.311     0.063     0.000     0.000
    0.305   -4.9914     0.219     0.028     0.301     0.078     0.000     0.000
    0.316   -4.9927     0.224     0.027     0.290     0.084     0.000     0.000
    0.327   -4.9909     0.225     0.027     0.285     0.093     0.000     0.000
    0.338   -4.9860     0.225     0.029     0.287     0.090     0.000     0.000
    0.349   -4.9803     0.229     0.028     0.294     0.085     0.000     0.000
    0.360   -4.9770     0.236     0.026     0.305     0.075     0.000     0.000
    0.360   -4.9770     0.236     0.026     0.305     0.075     0.000     0.000
    0.382   -4.9761     0.237     0.021     0.326     0.054     0.000     0.000
    0.404   -4.9734     0.240     0.021     0.328     0.050     0.000     0.000
    0.426   -4.9801     0.244     0.023     0.326     0.049     0.000     0.000
    0.449   -4.9883     0.241     0.023     0.323     0.054     0.000     0.000
    0.471   -4.9872     0.254     0.014     0.333     0.045     0.000     0.000
    0.493   -4.9829     0.252     0.016     0.327     0.051     0.000     0.000
    0.515   -4.9813     0.250     0.016     0.321     0.053     0.000     0.000
    0.537   -4.9825     0.250     0.015     0.321     0.054     0.000     0.000
