    # Energy          Mo          Au           S          Si           C           O
   -14.42370     0.23427     0.00178     1.74820     0.05124     0.00000     0.00000
   -14.42070     0.25989     0.00199     1.94764     0.05718     0.00000     0.00000
   -14.41770     0.27935     0.00204     2.10686     0.06225     0.00000     0.00000
   -14.41470     0.30641     0.00230     2.31504     0.06836     0.00000     0.00000
   -14.41170     0.33381     0.00259     2.52529     0.07451     0.00000     0.00000
   -14.40870     0.36125     0.00288     2.73556     0.08066     0.00000     0.00000
   -14.40570     0.47110     0.00555     3.55297     0.10303     0.00000     0.00000
   -14.40270     1.04702     0.02094     7.83665     0.22082     0.00000     0.00000
   -14.39970     1.61397     0.03292    12.05693     0.33786     0.00000     0.00000
   -14.39670     1.74868     0.03439    13.06572     0.36633     0.00000     0.00000
   -14.39370     1.86670     0.03531    13.95345     0.39161     0.00000     0.00000
   -14.39070     2.08332     0.03897    15.55316     0.43534     0.00000     0.00000
   -14.38770     2.09870     0.03803    15.67539     0.43893     0.00000     0.00000
   -14.38470     2.08345     0.03642    15.56393     0.43587     0.00000     0.00000
   -14.38170     2.06097     0.03456    15.39314     0.43089     0.00000     0.00000
   -14.37870     1.86979     0.03148    13.95978     0.39023     0.00000     0.00000
   -14.37570     1.47024     0.02662    10.96598     0.30563     0.00000     0.00000
   -14.37270     1.07898     0.01992     8.12273     0.23115     0.00000     0.00000
   -14.36970     0.86740     0.01506     6.57531     0.18997     0.00000     0.00000
   -14.36670     0.66968     0.01021     5.14766     0.15302     0.00000     0.00000
   -14.36370     0.58947     0.00844     4.55397     0.13674     0.00000     0.00000
   -14.36070     0.53675     0.00735     4.16104     0.12579     0.00000     0.00000
   -14.35770     0.49987     0.00666     3.88334     0.11786     0.00000     0.00000
   -14.35470     0.47211     0.00614     3.67627     0.11209     0.00000     0.00000
   -14.35170     0.48691     0.00625     3.80319     0.11652     0.00000     0.00000
   -14.34870     0.70871     0.00957     5.48028     0.16356     0.00000     0.00000
   -14.34570     0.96871     0.01276     7.45128     0.21897     0.00000     0.00000
   -14.34270     1.27528     0.01534     9.76141     0.28243     0.00000     0.00000
   -14.33970     1.36890     0.01724    10.42710     0.29852     0.00000     0.00000
   -14.33670     1.64165     0.02195    12.43256     0.35095     0.00000     0.00000
   -14.33370     2.04773     0.02968    15.36320     0.42407     0.00000     0.00000
   -14.33070     1.09721     0.01385     8.47932     0.25005     0.00000     0.00000
   -14.32770     1.07618     0.01306     8.35012     0.24805     0.00000     0.00000
   -14.32470     0.93008     0.01238     7.22940     0.21281     0.00000     0.00000
   -14.32170     0.92026     0.01194     7.17402     0.21214     0.00000     0.00000
   -14.31870     0.92032     0.01170     7.19227     0.21334     0.00000     0.00000
   -14.31570     1.00109     0.01287     7.82522     0.23170     0.00000     0.00000
   -14.31270     1.01064     0.01281     7.91607     0.23490     0.00000     0.00000
   -14.30970     1.00439     0.01258     7.88795     0.23444     0.00000     0.00000
   -14.30670     1.13535     0.01578     8.91176     0.26423     0.00000     0.00000
   -14.30370     1.13274     0.01519     8.92626     0.26537     0.00000     0.00000
   -14.30070     1.13016     0.01463     8.93950     0.26646     0.00000     0.00000
   -14.29770     1.12757     0.01411     8.95415     0.26743     0.00000     0.00000
   -14.29470     1.04187     0.01189     8.36831     0.25309     0.00000     0.00000
   -14.29170     1.02684     0.01118     8.29106     0.25163     0.00000     0.00000
   -14.28870     1.02529     0.01063     8.32455     0.25352     0.00000     0.00000
   -14.28570     1.22984     0.01178    10.05144     0.30722     0.00000     0.00000
   -14.28270     2.72557     0.03245    22.84260     0.66936     0.00000     0.00000
   -14.27970     1.47281     0.02249    12.51167     0.34591     0.00000     0.00000
   -14.27670     1.79238     0.03797    15.58083     0.39894     0.00000     0.00000
   -14.27370     1.21244     0.02348    10.46000     0.27394     0.00000     0.00000
   -14.27070     0.89314     0.02063     7.51757     0.19490     0.00000     0.00000
   -14.26770     0.82370     0.02187     6.68717     0.17553     0.00000     0.00000
   -14.26470     2.39208     0.06050    19.39408     0.53875     0.00000     0.00000
   -14.26170     1.80822     0.04840    14.52469     0.36425     0.00000     0.00000
   -14.25870     2.99445     0.07246    24.71968     0.58177     0.00000     0.00000
   -14.25570     4.50044     0.10239    37.58773     0.84964     0.00000     0.00000
   -14.25270     7.14616     0.14762    60.91946     1.29911     0.00000     0.00001
   -14.24970     4.44753     0.09118    37.66368     0.78777     0.00000     0.00001
   -14.24670     0.81021     0.01075     6.78333     0.16306     0.00000     0.00000
   -14.24370     0.34689     0.00239     2.87413     0.07977     0.00000     0.00000
   -14.24070     0.56778     0.00658     4.44530     0.10224     0.00000     0.00000
   -14.23770     2.61160     0.03111    21.48946     0.43220     0.00000     0.00000
   -14.23470     3.81089     0.04850    31.28203     0.66579     0.00000     0.00000
   -14.23170     2.36712     0.03338    19.40470     0.44388     0.00000     0.00000
   -14.22870     1.91629     0.03011    15.68245     0.37544     0.00000     0.00000
   -14.22570     1.33313     0.02082    10.87487     0.28015     0.00000     0.00000
   -14.22270     1.18120     0.01806     9.62389     0.25792     0.00000     0.00000
   -14.21970     1.10493     0.01678     8.99824     0.24838     0.00000     0.00000
   -14.21670     1.07511     0.01593     8.75331     0.24791     0.00000     0.00000
   -14.21370     1.14673     0.01561     9.32958     0.27214     0.00000     0.00000
   -14.21070     3.36235     0.02593    27.19058     0.80315     0.00000     0.00000
   -14.20770     2.36444     0.02176    19.15001     0.57430     0.00000     0.00000
   -14.20470     1.98889     0.01909    16.07880     0.48113     0.00000     0.00000
   -14.20170     1.59465     0.01524    12.82699     0.37907     0.00000     0.00000
   -14.19870     0.92858     0.00885     7.36894     0.21021     0.00000     0.00000
   -14.19570     0.68345     0.00664     5.32801     0.14553     0.00000     0.00000
   -14.19270     0.53982     0.00532     4.11526     0.10753     0.00000     0.00000
   -14.18970     0.59822     0.00587     4.56554     0.11992     0.00000     0.00000
   -14.18670     0.65664     0.00640     5.01587     0.13231     0.00000     0.00000
   -14.18370     0.71508     0.00692     5.46641     0.14473     0.00000     0.00000
   -14.18070     0.88677     0.00778     6.90202     0.18753     0.00000     0.00000
   -14.17770     1.28592     0.01057     9.87640     0.25956     0.00000     0.00000
   -14.17470     1.22889     0.00994     9.52228     0.25461     0.00000     0.00000
   -14.17170     1.19639     0.00950     9.35203     0.25363     0.00000     0.00000
   -14.16870     1.28628     0.01008    10.08209     0.27422     0.00000     0.00000
   -14.16570     1.43424     0.01081    11.30938     0.30820     0.00000     0.00000
   -14.16270     1.87268     0.01389    14.85434     0.40517     0.00000     0.00000
   -14.15970     2.14931     0.01631    17.04743     0.45976     0.00000     0.00000
   -14.15670     1.64188     0.01259    13.03464     0.35145     0.00000     0.00000
   -14.15370     1.76621     0.01394    13.96394     0.37131     0.00000     0.00001
   -14.15070     1.32893     0.01036    10.45183     0.27310     0.00000     0.00000
   -14.14770     1.33151     0.01060    10.44253     0.26931     0.00000     0.00000
   -14.14470     1.05765     0.00841     8.29481     0.21336     0.00000     0.00000
   -14.14170     0.78538     0.00622     6.14637     0.15689     0.00000     0.00000
   -14.13870     0.66349     0.00532     5.19311     0.13220     0.00000     0.00000
   -14.13570     0.67724     0.00557     5.31659     0.13584     0.00000     0.00000
   -14.13270     0.68903     0.00575     5.44096     0.14031     0.00000     0.00000
   -14.12970     0.69889     0.00588     5.56579     0.14560     0.00000     0.00000
   -14.12670     0.10336     0.00096     0.81553     0.02083     0.00000     0.00000
   -14.12370     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.12070     0.43748     0.04741     3.75510     0.05177     0.00000     0.00000
   -14.11770     2.04165     0.08549    17.13410     0.37141     0.00000     0.00001
   -14.11470     2.13725     0.08773    18.19588     0.41145     0.00000     0.00001
   -14.11170     3.39514     0.13320    29.31635     0.68881     0.00001     0.00002
   -14.10870     5.51693     0.19336    47.50220     1.14823     0.00001     0.00003
   -14.10570     5.45825     0.19178    47.00605     1.13082     0.00001     0.00003
   -14.10270     3.17524     0.10308    27.23799     0.66819     0.00001     0.00002
   -14.09970     1.11429     0.05328     9.48907     0.22015     0.00000     0.00000
   -14.09670     0.40042     0.02530     3.36393     0.06730     0.00000     0.00000
   -14.09370     0.28995     0.01887     2.42852     0.04751     0.00000     0.00000
   -14.09070     1.00044     0.02663     8.57237     0.20720     0.00000     0.00000
   -14.08770     2.21700     0.05357    18.91485     0.47540     0.00000     0.00001
   -14.08470     1.45849     0.03635    12.39694     0.30660     0.00000     0.00000
   -14.08170     1.66934     0.04385    14.15459     0.34636     0.00000     0.00000
   -14.07870     2.23817     0.06698    18.84290     0.44942     0.00000     0.00000
   -14.07570     2.39650     0.07209    20.17171     0.48658     0.00000     0.00000
   -14.07270     1.81329     0.05283    15.27244     0.37405     0.00000     0.00000
   -14.06970     1.56712     0.04635    13.21358     0.32401     0.00000     0.00000
   -14.06670     1.61569     0.05016    13.59179     0.32951     0.00000     0.00000
   -14.06370     1.87351     0.06023    15.72144     0.37335     0.00000     0.00000
   -14.06070     2.18866     0.09405    18.32216     0.40474     0.00000     0.00000
   -14.05770     2.86128     0.15184    23.84683     0.47987     0.00000     0.00000
   -14.05470     2.51562     0.14962    21.06422     0.41713     0.00000     0.00000
   -14.05170     2.81089     0.15569    23.59689     0.47898     0.00000     0.00000
   -14.04870     4.43004     0.19466    37.34031     0.82517     0.00000     0.00000
   -14.04570     3.37654     0.14788    28.46036     0.63197     0.00000     0.00000
   -14.04270     4.30696     0.18612    36.41578     0.81115     0.00000     0.00000
   -14.03970     2.17204     0.10510    17.94177     0.35839     0.00000     0.00000
   -14.03670     1.98738     0.09000    16.27841     0.33006     0.00000     0.00000
   -14.03370     1.02677     0.05346     8.42936     0.15820     0.00000     0.00000
   -14.03070     0.79600     0.04054     6.50120     0.12011     0.00000     0.00000
   -14.02770     0.62867     0.03162     5.10582     0.09259     0.00000     0.00000
   -14.02470     0.56177     0.02752     4.54790     0.08202     0.00000     0.00000
   -14.02170     0.49479     0.02331     3.98971     0.07154     0.00000     0.00000
   -14.01870     0.46625     0.02222     3.75179     0.06654     0.00000     0.00000
   -14.01570     0.68363     0.04000     5.56962     0.10592     0.00000     0.00000
   -14.01270     1.05207     0.06919     8.60357     0.16786     0.00000     0.00000
   -14.00970     2.71738     0.14805    22.03435     0.46889     0.00000     0.00000
   -14.00670     5.95653     0.24018    48.99877     1.17364     0.00000     0.00000
   -14.00370     4.46913     0.18486    36.98852     0.88288     0.00000     0.00000
   -14.00070     3.16330     0.18104    25.88468     0.55802     0.00000     0.00000
