  #K-Path    Energy        Mo        Au         S        Si
# Band-Index    1
    0.493   -2.2426     0.234     0.021     0.363     0.051
    0.471   -2.2392     0.219     0.022     0.351     0.063
    0.449   -2.2195     0.166     0.018     0.284     0.137
    0.426   -2.1890     0.157     0.014     0.235     0.172
    0.404   -2.1515     0.166     0.008     0.181     0.194
    0.382   -2.1237     0.152     0.008     0.203     0.188
    0.360   -2.1155     0.152     0.010     0.224     0.174
    0.360   -2.1155     0.152     0.010     0.224     0.174
    0.349   -2.1257     0.153     0.010     0.223     0.173
    0.338   -2.1308     0.152     0.010     0.219     0.175
    0.327   -2.1323     0.159     0.010     0.220     0.173
    0.316   -2.1480     0.159     0.011     0.218     0.177
    0.305   -2.1617     0.164     0.011     0.204     0.180
    0.294   -2.1713     0.163     0.010     0.189     0.195
    0.283   -2.1762     0.160     0.010     0.163     0.211
    0.272   -2.1779     0.158     0.010     0.155     0.215
    0.261   -2.1782     0.174     0.009     0.147     0.215
    0.250   -2.1784     0.212     0.004     0.131     0.203
    0.239   -2.1786     0.193     0.007     0.133     0.211
    0.228   -2.1787     0.197     0.010     0.131     0.208
    0.228   -2.1787     0.197     0.010     0.131     0.208
    0.209   -2.1799     0.184     0.007     0.137     0.214
    0.190   -2.1997     0.161     0.008     0.164     0.216
    0.171   -2.2171     0.150     0.012     0.213     0.191
    0.152   -2.2320     0.171     0.011     0.231     0.160
    0.133   -2.2426     0.205     0.016     0.280     0.116
    0.114   -2.2411     0.219     0.022     0.318     0.084
    0.095   -2.2338     0.224     0.025     0.340     0.066
    0.076   -2.2247     0.231     0.023     0.357     0.056
    0.057   -2.2161     0.241     0.017     0.366     0.049
    0.038   -2.2087     0.253     0.010     0.380     0.040
    0.019   -2.2033     0.263     0.007     0.388     0.032
    0.000   -2.2012     0.263     0.006     0.395     0.029
 
# Band-Index  239
    0.000   -2.1615     0.257     0.025     0.364     0.041
    0.019   -2.1659     0.258     0.022     0.363     0.042
    0.038   -2.1698     0.257     0.026     0.358     0.041
    0.057   -2.1710     0.253     0.029     0.355     0.041
    0.076   -2.1698     0.248     0.032     0.353     0.047
    0.095   -2.1672     0.246     0.029     0.343     0.057
    0.114   -2.1688     0.239     0.012     0.336     0.074
    0.133   -2.1721     0.226     0.010     0.323     0.085
    0.152   -2.1750     0.211     0.009     0.295     0.108
    0.171   -2.1710     0.202     0.011     0.258     0.130
    0.190   -2.1650     0.193     0.011     0.233     0.148
    0.209   -2.1574     0.210     0.007     0.166     0.174
    0.228   -2.1435     0.212     0.004     0.128     0.192
    0.228   -2.1435     0.212     0.004     0.128     0.192
    0.239   -2.1431     0.213     0.004     0.128     0.193
    0.250   -2.1420     0.215     0.004     0.127     0.190
    0.261   -2.1404     0.219     0.003     0.130     0.189
    0.272   -2.1386     0.224     0.003     0.128     0.188
    0.283   -2.1368     0.221     0.003     0.133     0.188
    0.294   -2.1348     0.222     0.003     0.132     0.190
    0.305   -2.1329     0.218     0.003     0.132     0.195
    0.316   -2.1314     0.219     0.003     0.132     0.197
    0.327   -2.1305     0.199     0.004     0.131     0.206
    0.338   -2.1160     0.159     0.011     0.158     0.223
    0.349   -2.1031     0.172     0.010     0.165     0.214
    0.360   -2.0973     0.189     0.008     0.158     0.211
    0.360   -2.0973     0.189     0.008     0.158     0.211
    0.382   -2.1028     0.163     0.009     0.170     0.217
    0.404   -2.1304     0.161     0.010     0.162     0.214
    0.426   -2.1599     0.171     0.013     0.176     0.199
    0.449   -2.1853     0.195     0.022     0.231     0.153
    0.471   -2.2032     0.217     0.028     0.278     0.109
    0.493   -2.2100     0.232     0.029     0.312     0.076
    0.515   -2.2059     0.249     0.027     0.336     0.061
    0.537   -2.1967     0.256     0.026     0.346     0.050
    0.559   -2.1857     0.257     0.027     0.353     0.042
    0.581   -2.1748     0.260     0.029     0.358     0.037
    0.603   -2.1660     0.257     0.027     0.362     0.038
    0.625   -2.1615     0.257     0.025     0.364     0.041
 
# Band-Index  240
    0.625   -2.1593     0.253     0.008     0.379     0.039
    0.603   -2.1579     0.254     0.012     0.377     0.041
    0.581   -2.1575     0.252     0.011     0.374     0.039
    0.559   -2.1577     0.249     0.011     0.366     0.045
    0.537   -2.1577     0.244     0.011     0.364     0.052
    0.515   -2.1573     0.233     0.015     0.361     0.056
    0.493   -2.1563     0.222     0.032     0.348     0.064
    0.471   -2.1539     0.217     0.031     0.329     0.076
    0.449   -2.1468     0.213     0.026     0.297     0.094
    0.426   -2.1299     0.224     0.018     0.263     0.116
    0.404   -2.1023     0.229     0.013     0.234     0.129
    0.382   -2.0741     0.236     0.010     0.228     0.129
    0.360   -2.0733     0.238     0.009     0.244     0.122
    0.360   -2.0733     0.238     0.009     0.244     0.122
    0.349   -2.0780     0.235     0.009     0.236     0.124
    0.338   -2.0791     0.226     0.009     0.225     0.132
    0.327   -2.0810     0.215     0.009     0.211     0.148
    0.316   -2.0861     0.199     0.008     0.190     0.168
    0.305   -2.0935     0.185     0.007     0.170     0.186
    0.294   -2.1011     0.180     0.006     0.154     0.202
    0.283   -2.1075     0.179     0.005     0.132     0.209
    0.272   -2.1119     0.190     0.004     0.124     0.215
    0.261   -2.1140     0.211     0.003     0.114     0.213
    0.250   -2.1142     0.222     0.003     0.114     0.211
    0.239   -2.1137     0.216     0.003     0.115     0.219
    0.228   -2.1134     0.206     0.003     0.125     0.221
    0.228   -2.1134     0.206     0.003     0.125     0.221
    0.209   -2.1134     0.176     0.005     0.136     0.219
    0.190   -2.1185     0.150     0.007     0.151     0.216
    0.171   -2.1287     0.159     0.011     0.193     0.189
    0.152   -2.1427     0.171     0.015     0.240     0.151
    0.133   -2.1534     0.203     0.020     0.308     0.096
    0.114   -2.1608     0.223     0.021     0.356     0.062
    0.095   -2.1644     0.234     0.018     0.376     0.043
    0.076   -2.1617     0.243     0.014     0.387     0.038
    0.057   -2.1583     0.246     0.009     0.390     0.035
    0.038   -2.1560     0.248     0.006     0.385     0.035
    0.019   -2.1565     0.250     0.006     0.382     0.039
    0.000   -2.1593     0.253     0.008     0.379     0.039
 
# Band-Index  241
    0.000   -1.9876     0.506     0.004     0.181     0.015
    0.019   -1.9890     0.508     0.005     0.183     0.022
    0.038   -1.9917     0.501     0.006     0.180     0.029
    0.057   -1.9951     0.493     0.006     0.178     0.036
    0.076   -1.9994     0.475     0.007     0.181     0.044
    0.095   -2.0057     0.429     0.007     0.175     0.078
    0.114   -2.0169     0.337     0.007     0.157     0.129
    0.133   -2.0358     0.239     0.006     0.146     0.183
    0.152   -2.0578     0.179     0.006     0.141     0.216
    0.171   -2.0720     0.145     0.005     0.130     0.240
    0.190   -2.0698     0.153     0.004     0.136     0.233
    0.209   -2.0649     0.201     0.003     0.125     0.210
    0.228   -2.0669     0.223     0.003     0.111     0.209
    0.228   -2.0669     0.223     0.003     0.111     0.209
    0.239   -2.0668     0.223     0.003     0.111     0.208
    0.250   -2.0664     0.224     0.003     0.112     0.211
    0.261   -2.0658     0.225     0.003     0.111     0.208
    0.272   -2.0652     0.227     0.004     0.109     0.206
    0.283   -2.0644     0.229     0.004     0.114     0.205
    0.294   -2.0637     0.226     0.004     0.113     0.204
    0.305   -2.0628     0.222     0.004     0.111     0.205
    0.316   -2.0609     0.208     0.005     0.122     0.210
    0.327   -2.0566     0.176     0.004     0.121     0.222
    0.338   -2.0510     0.155     0.003     0.115     0.239
    0.349   -2.0504     0.160     0.003     0.119     0.235
    0.360   -2.0543     0.156     0.004     0.131     0.236
    0.360   -2.0543     0.156     0.004     0.131     0.236
    0.382   -2.0453     0.236     0.004     0.099     0.209
    0.404   -2.0594     0.155     0.008     0.149     0.221
    0.426   -2.0851     0.147     0.010     0.175     0.214
    0.449   -2.0954     0.152     0.010     0.173     0.205
    0.471   -2.0785     0.161     0.006     0.140     0.218
    0.493   -2.0452     0.200     0.004     0.117     0.221
    0.515   -2.0142     0.312     0.004     0.122     0.164
    0.537   -1.9989     0.436     0.005     0.153     0.080
    0.559   -1.9932     0.479     0.006     0.172     0.050
    0.581   -1.9901     0.492     0.007     0.177     0.035
    0.603   -1.9882     0.502     0.006     0.183     0.026
    0.625   -1.9876     0.506     0.004     0.181     0.015
 
# Band-Index  242
    0.625   -1.9821     0.481     0.011     0.197     0.031
    0.603   -1.9807     0.484     0.010     0.199     0.031
    0.581   -1.9769     0.484     0.009     0.194     0.035
    0.559   -1.9729     0.480     0.008     0.186     0.044
    0.537   -1.9724     0.459     0.008     0.180     0.058
    0.515   -1.9786     0.424     0.007     0.169     0.087
    0.493   -1.9831     0.400     0.006     0.159     0.096
    0.471   -1.9852     0.384     0.004     0.143     0.119
    0.449   -1.9888     0.305     0.004     0.140     0.154
    0.426   -1.9973     0.272     0.006     0.156     0.162
    0.404   -2.0140     0.300     0.007     0.165     0.142
    0.382   -2.0333     0.278     0.005     0.154     0.156
    0.360   -2.0208     0.263     0.004     0.149     0.170
    0.360   -2.0208     0.263     0.004     0.149     0.170
    0.349   -2.0278     0.269     0.004     0.145     0.168
    0.338   -2.0342     0.278     0.004     0.147     0.162
    0.327   -2.0345     0.288     0.004     0.152     0.157
    0.316   -2.0335     0.292     0.004     0.153     0.155
    0.305   -2.0329     0.292     0.004     0.151     0.156
    0.294   -2.0324     0.286     0.004     0.152     0.158
    0.283   -2.0320     0.272     0.005     0.151     0.164
    0.272   -2.0313     0.257     0.005     0.149     0.173
    0.261   -2.0305     0.239     0.005     0.150     0.185
    0.250   -2.0295     0.212     0.006     0.148     0.197
    0.239   -2.0288     0.172     0.005     0.135     0.230
    0.228   -2.0285     0.144     0.004     0.121     0.248
    0.228   -2.0285     0.144     0.004     0.121     0.248
    0.209   -2.0252     0.171     0.005     0.151     0.220
    0.190   -2.0225     0.323     0.007     0.140     0.150
    0.171   -2.0188     0.362     0.008     0.149     0.122
    0.152   -2.0059     0.389     0.009     0.157     0.105
    0.133   -1.9930     0.424     0.010     0.162     0.082
    0.114   -1.9843     0.440     0.010     0.163     0.073
    0.095   -1.9784     0.416     0.010     0.160     0.086
    0.076   -1.9767     0.438     0.008     0.155     0.080
    0.057   -1.9776     0.487     0.006     0.171     0.055
    0.038   -1.9794     0.497     0.007     0.182     0.036
    0.019   -1.9811     0.493     0.009     0.195     0.031
    0.000   -1.9821     0.481     0.011     0.197     0.031
 
# Band-Index  243
    0.000   -1.9462     0.502     0.008     0.167     0.025
    0.019   -1.9441     0.491     0.007     0.173     0.031
    0.038   -1.9404     0.473     0.006     0.186     0.042
    0.057   -1.9389     0.443     0.004     0.178     0.061
    0.076   -1.9427     0.417     0.004     0.167     0.087
    0.095   -1.9504     0.412     0.004     0.156     0.089
    0.114   -1.9585     0.407     0.006     0.151     0.095
    0.133   -1.9674     0.371     0.009     0.162     0.106
    0.152   -1.9746     0.413     0.010     0.180     0.080
    0.171   -1.9842     0.428     0.006     0.178     0.073
    0.190   -2.0037     0.363     0.004     0.158     0.116
    0.209   -2.0125     0.367     0.004     0.155     0.121
    0.228   -2.0092     0.369     0.004     0.152     0.118
    0.228   -2.0092     0.369     0.004     0.152     0.118
    0.239   -2.0085     0.370     0.003     0.149     0.120
    0.250   -2.0064     0.369     0.003     0.147     0.119
    0.261   -2.0033     0.371     0.003     0.141     0.122
    0.272   -1.9995     0.381     0.002     0.138     0.118
    0.283   -1.9955     0.389     0.002     0.140     0.114
    0.294   -1.9917     0.395     0.002     0.133     0.113
    0.305   -1.9884     0.395     0.002     0.132     0.118
    0.316   -1.9863     0.371     0.002     0.124     0.133
    0.327   -1.9862     0.307     0.003     0.120     0.168
    0.338   -1.9896     0.253     0.004     0.118     0.199
    0.349   -1.9958     0.230     0.004     0.120     0.204
    0.360   -1.9998     0.232     0.004     0.117     0.199
    0.360   -1.9998     0.232     0.004     0.117     0.199
    0.382   -1.9775     0.208     0.004     0.114     0.217
    0.404   -1.9694     0.357     0.004     0.136     0.132
    0.426   -1.9649     0.410     0.005     0.141     0.104
    0.449   -1.9624     0.438     0.004     0.146     0.091
    0.471   -1.9598     0.445     0.004     0.155     0.081
    0.493   -1.9570     0.453     0.004     0.161     0.070
    0.515   -1.9552     0.461     0.005     0.171     0.062
    0.537   -1.9520     0.440     0.007     0.176     0.067
    0.559   -1.9476     0.455     0.008     0.172     0.056
    0.581   -1.9458     0.478     0.008     0.179     0.037
    0.603   -1.9459     0.493     0.008     0.170     0.030
    0.625   -1.9462     0.502     0.008     0.167     0.025
 
# Band-Index  244
    0.625   -1.9360     0.532     0.003     0.200     0.022
    0.603   -1.9343     0.533     0.004     0.194     0.021
    0.581   -1.9303     0.512     0.006     0.184     0.033
    0.559   -1.9254     0.482     0.006     0.174     0.049
    0.537   -1.9227     0.465     0.005     0.180     0.057
    0.515   -1.9254     0.417     0.005     0.174     0.086
    0.493   -1.9278     0.390     0.005     0.170     0.101
    0.471   -1.9295     0.426     0.004     0.173     0.082
    0.449   -1.9333     0.409     0.003     0.165     0.094
    0.426   -1.9408     0.363     0.005     0.145     0.129
    0.404   -1.9525     0.360     0.004     0.137     0.133
    0.382   -1.9700     0.321     0.004     0.149     0.145
    0.360   -1.9757     0.299     0.005     0.157     0.149
    0.360   -1.9757     0.299     0.005     0.157     0.149
    0.349   -1.9772     0.295     0.005     0.153     0.153
    0.338   -1.9781     0.286     0.005     0.153     0.156
    0.327   -1.9783     0.272     0.005     0.148     0.168
    0.316   -1.9778     0.258     0.005     0.147     0.180
    0.305   -1.9776     0.246     0.005     0.144     0.187
    0.294   -1.9781     0.243     0.005     0.134     0.196
    0.283   -1.9791     0.252     0.005     0.134     0.186
    0.272   -1.9805     0.288     0.004     0.137     0.166
    0.261   -1.9820     0.362     0.003     0.146     0.125
    0.250   -1.9833     0.423     0.002     0.147     0.097
    0.239   -1.9842     0.446     0.001     0.144     0.087
    0.228   -1.9845     0.456     0.002     0.142     0.084
    0.228   -1.9845     0.456     0.002     0.142     0.084
    0.209   -1.9787     0.448     0.002     0.143     0.086
    0.190   -1.9720     0.323     0.002     0.108     0.167
    0.171   -1.9697     0.410     0.002     0.124     0.123
    0.152   -1.9618     0.499     0.002     0.171     0.055
    0.133   -1.9518     0.502     0.002     0.180     0.040
    0.114   -1.9417     0.485     0.002     0.194     0.044
    0.095   -1.9333     0.451     0.003     0.197     0.060
    0.076   -1.9309     0.448     0.004     0.196     0.064
    0.057   -1.9312     0.483     0.004     0.199     0.048
    0.038   -1.9320     0.511     0.004     0.196     0.031
    0.019   -1.9348     0.527     0.004     0.199     0.024
    0.000   -1.9360     0.532     0.003     0.200     0.022
 
# Band-Index  245
    0.000   -1.9090     0.419     0.003     0.170     0.077
    0.019   -1.9103     0.429     0.003     0.169     0.075
    0.038   -1.9106     0.438     0.003     0.166     0.070
    0.057   -1.9060     0.437     0.005     0.164     0.070
    0.076   -1.9025     0.414     0.007     0.166     0.087
    0.095   -1.9023     0.420     0.007     0.175     0.073
    0.114   -1.9022     0.461     0.006     0.182     0.055
    0.133   -1.9073     0.486     0.003     0.167     0.056
    0.152   -1.9157     0.487     0.003     0.154     0.062
    0.171   -1.9185     0.453     0.005     0.152     0.087
    0.190   -1.9180     0.345     0.007     0.157     0.137
    0.209   -1.9213     0.349     0.006     0.164     0.125
    0.228   -1.9214     0.390     0.004     0.161     0.113
    0.228   -1.9214     0.390     0.004     0.161     0.113
    0.239   -1.9219     0.392     0.004     0.160     0.112
    0.250   -1.9236     0.402     0.004     0.164     0.102
    0.261   -1.9262     0.407     0.005     0.172     0.096
    0.272   -1.9293     0.408     0.005     0.177     0.093
    0.283   -1.9326     0.406     0.006     0.176     0.092
    0.294   -1.9358     0.397     0.007     0.179     0.091
    0.305   -1.9386     0.379     0.008     0.174     0.105
    0.316   -1.9413     0.355     0.009     0.171     0.114
    0.327   -1.9438     0.330     0.009     0.161     0.130
    0.338   -1.9459     0.312     0.009     0.155     0.143
    0.349   -1.9473     0.300     0.008     0.143     0.154
    0.360   -1.9479     0.291     0.008     0.140     0.160
    0.360   -1.9479     0.291     0.008     0.140     0.160
    0.382   -1.9486     0.298     0.008     0.128     0.163
    0.404   -1.9436     0.346     0.006     0.131     0.144
    0.426   -1.9317     0.403     0.003     0.145     0.111
    0.449   -1.9208     0.471     0.004     0.163     0.066
    0.471   -1.9149     0.469     0.006     0.171     0.063
    0.493   -1.9102     0.454     0.007     0.175     0.067
    0.515   -1.9082     0.444     0.007     0.179     0.067
    0.537   -1.9066     0.401     0.006     0.175     0.092
    0.559   -1.9011     0.370     0.005     0.165     0.108
    0.581   -1.9025     0.420     0.003     0.168     0.077
    0.603   -1.9074     0.424     0.003     0.173     0.075
    0.625   -1.9090     0.419     0.003     0.170     0.077
 
# Band-Index  246
    0.625   -1.8955     0.555     0.001     0.161     0.018
    0.603   -1.8928     0.538     0.001     0.167     0.027
    0.581   -1.8901     0.503     0.002     0.171     0.042
    0.559   -1.8870     0.472     0.004     0.183     0.053
    0.537   -1.8792     0.462     0.004     0.192     0.049
    0.515   -1.8737     0.440     0.005     0.185     0.068
    0.493   -1.8738     0.414     0.007     0.177     0.089
    0.471   -1.8872     0.408     0.009     0.182     0.082
    0.449   -1.9076     0.399     0.008     0.175     0.090
    0.426   -1.9191     0.398     0.006     0.169     0.095
    0.404   -1.9217     0.425     0.004     0.163     0.087
    0.382   -1.9243     0.311     0.007     0.159     0.142
    0.360   -1.9238     0.256     0.010     0.182     0.154
    0.360   -1.9238     0.256     0.010     0.182     0.154
    0.349   -1.9216     0.251     0.010     0.181     0.157
    0.338   -1.9188     0.245     0.010     0.175     0.164
    0.327   -1.9158     0.240     0.009     0.169     0.171
    0.316   -1.9129     0.236     0.008     0.160     0.173
    0.305   -1.9100     0.240     0.007     0.149     0.179
    0.294   -1.9075     0.254     0.006     0.139     0.182
    0.283   -1.9059     0.273     0.005     0.129     0.177
    0.272   -1.9049     0.291     0.004     0.122     0.176
    0.261   -1.9044     0.301     0.004     0.114     0.175
    0.250   -1.9042     0.304     0.005     0.110     0.178
    0.239   -1.9040     0.304     0.006     0.110     0.173
    0.228   -1.9040     0.312     0.007     0.111     0.173
    0.228   -1.9040     0.312     0.007     0.111     0.173
    0.209   -1.8994     0.349     0.005     0.114     0.150
    0.190   -1.9004     0.415     0.006     0.147     0.101
    0.171   -1.8930     0.424     0.007     0.157     0.093
    0.152   -1.8857     0.333     0.007     0.135     0.145
    0.133   -1.8859     0.362     0.007     0.144     0.130
    0.114   -1.8826     0.433     0.006     0.157     0.090
    0.095   -1.8776     0.429     0.005     0.174     0.077
    0.076   -1.8805     0.429     0.005     0.177     0.072
    0.057   -1.8857     0.426     0.004     0.179     0.074
    0.038   -1.8894     0.426     0.004     0.178     0.077
    0.019   -1.8933     0.522     0.002     0.167     0.033
    0.000   -1.8955     0.555     0.001     0.161     0.018
 
# Band-Index  247
    0.000   -1.8749     0.396     0.009     0.193     0.084
    0.019   -1.8746     0.417     0.009     0.192     0.074
    0.038   -1.8727     0.451     0.008     0.191     0.058
    0.057   -1.8685     0.484     0.006     0.186     0.047
    0.076   -1.8639     0.500     0.005     0.172     0.046
    0.095   -1.8613     0.518     0.004     0.173     0.041
    0.114   -1.8603     0.540     0.004     0.173     0.033
    0.133   -1.8632     0.527     0.006     0.178     0.037
    0.152   -1.8688     0.507     0.008     0.188     0.035
    0.171   -1.8702     0.463     0.011     0.191     0.054
    0.190   -1.8759     0.369     0.010     0.177     0.103
    0.209   -1.8844     0.396     0.006     0.176     0.096
    0.228   -1.8831     0.408     0.005     0.170     0.098
    0.228   -1.8831     0.408     0.005     0.170     0.098
    0.239   -1.8829     0.404     0.005     0.170     0.099
    0.250   -1.8823     0.402     0.005     0.171     0.098
    0.261   -1.8818     0.401     0.005     0.168     0.097
    0.272   -1.8827     0.429     0.005     0.180     0.083
    0.283   -1.8866     0.474     0.006     0.191     0.050
    0.294   -1.8918     0.487     0.007     0.187     0.042
    0.305   -1.8964     0.488     0.007     0.183     0.045
    0.316   -1.9001     0.484     0.007     0.180     0.051
    0.327   -1.9028     0.496     0.006     0.178     0.047
    0.338   -1.9043     0.513     0.005     0.174     0.039
    0.349   -1.9047     0.517     0.005     0.175     0.037
    0.360   -1.9047     0.512     0.005     0.171     0.041
    0.360   -1.9047     0.512     0.005     0.171     0.041
    0.382   -1.9031     0.436     0.003     0.154     0.092
    0.404   -1.9118     0.385     0.003     0.157     0.116
    0.426   -1.9015     0.344     0.006     0.145     0.137
    0.449   -1.8843     0.364     0.006     0.147     0.122
    0.471   -1.8724     0.383     0.008     0.164     0.102
    0.493   -1.8688     0.421     0.007     0.173     0.082
    0.515   -1.8685     0.507     0.006     0.165     0.044
    0.537   -1.8690     0.535     0.005     0.166     0.035
    0.559   -1.8701     0.543     0.003     0.158     0.035
    0.581   -1.8736     0.527     0.004     0.166     0.036
    0.603   -1.8758     0.448     0.007     0.185     0.069
    0.625   -1.8749     0.396     0.009     0.193     0.084
 
# Band-Index  248
    0.625   -1.8700     0.519     0.002     0.158     0.056
    0.603   -1.8672     0.502     0.002     0.161     0.061
    0.581   -1.8614     0.481     0.002     0.165     0.068
    0.559   -1.8507     0.469     0.002     0.154     0.074
    0.537   -1.8381     0.464     0.004     0.164     0.073
    0.515   -1.8366     0.462     0.005     0.177     0.061
    0.493   -1.8499     0.450     0.005     0.197     0.051
    0.471   -1.8582     0.451     0.004     0.201     0.050
    0.449   -1.8604     0.451     0.005     0.194     0.059
    0.426   -1.8708     0.430     0.006     0.184     0.074
    0.404   -1.8887     0.470     0.008     0.201     0.049
    0.382   -1.8994     0.471     0.010     0.201     0.041
    0.360   -1.8840     0.461     0.011     0.208     0.043
    0.360   -1.8840     0.461     0.011     0.208     0.043
    0.349   -1.8840     0.470     0.011     0.203     0.042
    0.338   -1.8842     0.482     0.010     0.199     0.042
    0.327   -1.8835     0.485     0.009     0.193     0.043
    0.316   -1.8820     0.456     0.009     0.178     0.066
    0.305   -1.8803     0.396     0.008     0.167     0.104
    0.294   -1.8789     0.370     0.007     0.156     0.121
    0.283   -1.8777     0.357     0.006     0.153     0.131
    0.272   -1.8750     0.350     0.005     0.150     0.137
    0.261   -1.8692     0.347     0.004     0.146     0.146
    0.250   -1.8626     0.347     0.003     0.138     0.152
    0.239   -1.8571     0.357     0.002     0.138     0.149
    0.228   -1.8549     0.370     0.002     0.138     0.142
    0.228   -1.8549     0.370     0.002     0.138     0.142
    0.209   -1.8562     0.374     0.004     0.159     0.121
    0.190   -1.8585     0.390     0.004     0.151     0.112
    0.171   -1.8563     0.389     0.004     0.148     0.113
    0.152   -1.8526     0.429     0.005     0.171     0.084
    0.133   -1.8517     0.473     0.004     0.162     0.068
    0.114   -1.8518     0.450     0.004     0.157     0.080
    0.095   -1.8530     0.444     0.006     0.177     0.073
    0.076   -1.8557     0.485     0.007     0.193     0.039
    0.057   -1.8595     0.485     0.007     0.191     0.044
    0.038   -1.8640     0.467     0.006     0.182     0.058
    0.019   -1.8682     0.484     0.004     0.169     0.061
    0.000   -1.8700     0.519     0.002     0.158     0.056
 
# Band-Index  249
    0.000   -1.8022     0.390     0.010     0.179     0.097
    0.019   -1.8028     0.400     0.009     0.178     0.089
    0.038   -1.8061     0.424     0.007     0.186     0.083
    0.057   -1.8141     0.428     0.005     0.184     0.079
    0.076   -1.8246     0.445     0.004     0.192     0.068
    0.095   -1.8314     0.469     0.003     0.199     0.050
    0.114   -1.8321     0.483     0.004     0.195     0.039
    0.133   -1.8318     0.489     0.005     0.192     0.040
    0.152   -1.8334     0.485     0.004     0.192     0.042
    0.171   -1.8363     0.495     0.003     0.197     0.038
    0.190   -1.8359     0.503     0.003     0.197     0.034
    0.209   -1.8338     0.506     0.005     0.195     0.038
    0.228   -1.8342     0.517     0.005     0.189     0.036
    0.228   -1.8342     0.517     0.005     0.189     0.036
    0.239   -1.8341     0.513     0.005     0.188     0.039
    0.250   -1.8342     0.501     0.005     0.185     0.045
    0.261   -1.8348     0.488     0.005     0.185     0.054
    0.272   -1.8360     0.476     0.005     0.176     0.060
    0.283   -1.8378     0.461     0.004     0.167     0.073
    0.294   -1.8399     0.440     0.004     0.169     0.087
    0.305   -1.8423     0.407     0.004     0.169     0.101
    0.316   -1.8450     0.365     0.004     0.161     0.124
    0.327   -1.8482     0.317     0.004     0.156     0.155
    0.338   -1.8518     0.272     0.004     0.150     0.178
    0.349   -1.8551     0.236     0.004     0.144     0.200
    0.360   -1.8565     0.216     0.003     0.140     0.215
    0.360   -1.8565     0.216     0.003     0.140     0.215
    0.382   -1.8547     0.320     0.003     0.168     0.142
    0.404   -1.8549     0.377     0.004     0.177     0.105
    0.426   -1.8532     0.430     0.005     0.188     0.075
    0.449   -1.8438     0.454     0.003     0.174     0.067
    0.471   -1.8272     0.482     0.004     0.184     0.052
    0.493   -1.8161     0.498     0.005     0.182     0.041
    0.515   -1.8152     0.494     0.005     0.183     0.047
    0.537   -1.8132     0.463     0.006     0.181     0.061
    0.559   -1.8092     0.447     0.007     0.181     0.064
    0.581   -1.8057     0.422     0.009     0.185     0.078
    0.603   -1.8032     0.401     0.010     0.179     0.092
    0.625   -1.8022     0.390     0.010     0.179     0.097
 
# Band-Index  250
    0.625   -1.7897     0.400     0.004     0.174     0.095
    0.603   -1.7899     0.391     0.005     0.172     0.101
    0.581   -1.7910     0.378     0.007     0.173     0.108
    0.559   -1.7940     0.385     0.009     0.181     0.094
    0.537   -1.7990     0.407     0.009     0.188     0.080
    0.515   -1.8012     0.432     0.008     0.192     0.067
    0.493   -1.7982     0.462     0.005     0.193     0.054
    0.471   -1.8022     0.480     0.004     0.192     0.051
    0.449   -1.8136     0.482     0.003     0.183     0.050
    0.426   -1.8256     0.491     0.003     0.195     0.042
    0.404   -1.8349     0.498     0.004     0.188     0.042
    0.382   -1.8416     0.486     0.004     0.185     0.051
    0.360   -1.8420     0.473     0.005     0.182     0.054
    0.360   -1.8420     0.473     0.005     0.182     0.054
    0.349   -1.8395     0.463     0.005     0.185     0.059
    0.338   -1.8365     0.449     0.005     0.188     0.065
    0.327   -1.8335     0.435     0.005     0.189     0.072
    0.316   -1.8304     0.424     0.004     0.191     0.073
    0.305   -1.8277     0.410     0.004     0.189     0.078
    0.294   -1.8257     0.397     0.004     0.185     0.090
    0.283   -1.8243     0.379     0.004     0.183     0.103
    0.272   -1.8234     0.363     0.003     0.173     0.117
    0.261   -1.8226     0.346     0.003     0.165     0.127
    0.250   -1.8221     0.330     0.003     0.165     0.137
    0.239   -1.8220     0.305     0.003     0.158     0.155
    0.228   -1.8221     0.283     0.003     0.148     0.169
    0.228   -1.8221     0.283     0.003     0.148     0.169
    0.209   -1.8235     0.274     0.004     0.130     0.186
    0.190   -1.8225     0.298     0.004     0.148     0.161
    0.171   -1.8187     0.291     0.004     0.147     0.166
    0.152   -1.8142     0.310     0.003     0.146     0.152
    0.133   -1.8112     0.368     0.003     0.167     0.113
    0.114   -1.8084     0.433     0.003     0.202     0.059
    0.095   -1.8026     0.412     0.004     0.200     0.071
    0.076   -1.7974     0.388     0.005     0.182     0.090
    0.057   -1.7950     0.376     0.005     0.173     0.101
    0.038   -1.7932     0.389     0.004     0.176     0.098
    0.019   -1.7908     0.397     0.004     0.172     0.098
    0.000   -1.7897     0.400     0.004     0.174     0.095
 
# Band-Index  251
    0.000   -1.7446     0.344     0.010     0.171     0.119
    0.019   -1.7466     0.364     0.010     0.175     0.112
    0.038   -1.7516     0.406     0.009     0.180     0.086
    0.057   -1.7597     0.458     0.006     0.188     0.059
    0.076   -1.7705     0.488     0.005     0.190     0.041
    0.095   -1.7782     0.500     0.004     0.187     0.036
    0.114   -1.7808     0.493     0.005     0.181     0.044
    0.133   -1.7816     0.469     0.005     0.169     0.059
    0.152   -1.7846     0.451     0.005     0.163     0.071
    0.171   -1.7897     0.459     0.005     0.166     0.064
    0.190   -1.7955     0.471     0.005     0.173     0.058
