  #K-Path    Energy        Mo        Au         S        Si
# Band-Index    1
    0.076   -7.0693     0.079     0.003     0.143     0.298
    0.095   -7.1008     0.074     0.003     0.133     0.309
    0.114   -7.1244     0.093     0.007     0.155     0.268
    0.133   -7.1249     0.132     0.012     0.198     0.194
    0.152   -7.1174     0.144     0.013     0.225     0.166
    0.171   -7.1102     0.152     0.012     0.232     0.152
    0.190   -7.1051     0.146     0.009     0.234     0.154
    0.209   -7.1023     0.142     0.006     0.228     0.161
    0.228   -7.1016     0.141     0.004     0.225     0.167
    0.228   -7.1016     0.141     0.004     0.225     0.167
    0.239   -7.1017     0.138     0.005     0.224     0.169
    0.250   -7.1022     0.138     0.005     0.222     0.176
    0.261   -7.1031     0.130     0.005     0.212     0.188
    0.272   -7.1044     0.126     0.005     0.204     0.196
    0.283   -7.1059     0.120     0.006     0.198     0.208
    0.294   -7.1076     0.115     0.006     0.189     0.213
    0.305   -7.1090     0.112     0.006     0.187     0.220
    0.316   -7.1102     0.114     0.006     0.184     0.221
    0.327   -7.1108     0.113     0.006     0.186     0.220
    0.338   -7.1109     0.114     0.006     0.190     0.222
    0.349   -7.1103     0.117     0.007     0.189     0.216
    0.360   -7.1094     0.117     0.008     0.193     0.211
    0.360   -7.1094     0.117     0.008     0.193     0.211
    0.382   -7.1069     0.115     0.008     0.186     0.217
    0.404   -7.1038     0.114     0.007     0.183     0.222
    0.426   -7.1004     0.124     0.007     0.196     0.204
    0.449   -7.1023     0.144     0.009     0.218     0.171
    0.471   -7.1130     0.139     0.011     0.215     0.174
    0.493   -7.1216     0.106     0.011     0.172     0.240
    0.515   -7.0984     0.086     0.006     0.150     0.283
    0.537   -7.0671     0.086     0.006     0.153     0.279
    0.559   -7.0348     0.091     0.006     0.162     0.270
    0.581   -7.0069     0.187     0.023     0.241     0.119
    0.603   -7.0089     0.193     0.025     0.247     0.114
    0.625   -7.0119     0.143     0.017     0.219     0.173
 
# Band-Index   72
    0.625   -6.9872     0.113     0.013     0.196     0.218
    0.603   -6.9829     0.107     0.012     0.197     0.224
    0.581   -7.0040     0.159     0.024     0.224     0.160
    0.559   -7.0067     0.177     0.022     0.242     0.131
    0.537   -7.0142     0.129     0.014     0.213     0.192
    0.515   -7.0295     0.111     0.015     0.204     0.205
    0.493   -7.0469     0.112     0.017     0.199     0.211
    0.471   -7.0626     0.112     0.018     0.197     0.210
    0.449   -7.0731     0.109     0.019     0.196     0.206
    0.426   -7.0747     0.113     0.021     0.197     0.203
    0.404   -7.0736     0.119     0.023     0.203     0.194
    0.382   -7.0755     0.127     0.026     0.207     0.181
    0.360   -7.0780     0.130     0.027     0.213     0.173
    0.360   -7.0780     0.130     0.027     0.213     0.173
    0.349   -7.0749     0.130     0.027     0.211     0.172
    0.338   -7.0714     0.134     0.026     0.215     0.164
    0.327   -7.0677     0.136     0.024     0.219     0.163
    0.316   -7.0644     0.139     0.022     0.228     0.151
    0.305   -7.0620     0.144     0.019     0.232     0.146
    0.294   -7.0617     0.141     0.015     0.241     0.139
    0.283   -7.0637     0.141     0.013     0.247     0.135
    0.272   -7.0670     0.142     0.012     0.250     0.129
    0.261   -7.0703     0.143     0.011     0.254     0.128
    0.250   -7.0730     0.147     0.010     0.256     0.128
    0.239   -7.0747     0.148     0.010     0.255     0.128
    0.228   -7.0753     0.148     0.010     0.254     0.128
    0.228   -7.0753     0.148     0.010     0.254     0.128
    0.209   -7.0734     0.148     0.010     0.257     0.131
    0.190   -7.0679     0.143     0.012     0.247     0.137
    0.171   -7.0589     0.129     0.014     0.218     0.170
    0.152   -7.0476     0.105     0.013     0.181     0.222
    0.133   -7.0352     0.100     0.011     0.167     0.244
    0.114   -7.0227     0.103     0.011     0.172     0.243
    0.095   -7.0111     0.108     0.011     0.181     0.231
    0.076   -7.0017     0.130     0.014     0.195     0.202
    0.057   -6.9996     0.170     0.019     0.229     0.147
    0.038   -7.0011     0.096     0.008     0.172     0.259
    0.019   -6.9890     0.106     0.010     0.194     0.229
    0.000   -6.9872     0.113     0.013     0.196     0.218
 
# Band-Index   73
    0.000   -6.9545     0.101     0.006     0.180     0.264
    0.019   -6.9703     0.099     0.011     0.175     0.262
    0.038   -6.9831     0.108     0.018     0.194     0.225
    0.057   -6.9889     0.122     0.024     0.207     0.195
    0.076   -6.9911     0.173     0.035     0.238     0.137
    0.095   -6.9892     0.168     0.033     0.237     0.137
    0.114   -6.9923     0.139     0.025     0.221     0.164
    0.133   -7.0012     0.130     0.020     0.214     0.177
    0.152   -7.0119     0.128     0.017     0.214     0.175
    0.171   -7.0222     0.129     0.017     0.213     0.177
    0.190   -7.0309     0.128     0.017     0.213     0.177
    0.209   -7.0367     0.131     0.017     0.210     0.173
    0.228   -7.0388     0.132     0.017     0.211     0.176
    0.228   -7.0388     0.132     0.017     0.211     0.176
    0.239   -7.0391     0.131     0.018     0.211     0.173
    0.250   -7.0400     0.133     0.018     0.212     0.170
    0.261   -7.0414     0.137     0.018     0.218     0.166
    0.272   -7.0431     0.140     0.019     0.224     0.157
    0.283   -7.0447     0.142     0.020     0.231     0.151
    0.294   -7.0453     0.152     0.022     0.239     0.145
    0.305   -7.0439     0.159     0.023     0.243     0.133
    0.316   -7.0411     0.160     0.022     0.250     0.125
    0.327   -7.0380     0.164     0.022     0.257     0.114
    0.338   -7.0351     0.168     0.021     0.264     0.105
    0.349   -7.0327     0.171     0.020     0.269     0.106
    0.360   -7.0308     0.172     0.019     0.267     0.102
    0.360   -7.0308     0.172     0.019     0.267     0.102
    0.382   -7.0292     0.166     0.018     0.270     0.105
    0.404   -7.0266     0.163     0.015     0.262     0.119
    0.426   -7.0198     0.155     0.013     0.259     0.124
    0.449   -7.0088     0.152     0.011     0.253     0.131
    0.471   -6.9957     0.147     0.010     0.249     0.134
    0.493   -6.9824     0.146     0.009     0.249     0.139
    0.515   -6.9721     0.164     0.010     0.243     0.136
    0.537   -6.9745     0.172     0.023     0.238     0.141
    0.559   -6.9735     0.135     0.021     0.213     0.184
    0.581   -6.9693     0.116     0.016     0.201     0.219
    0.603   -6.9679     0.101     0.010     0.183     0.253
    0.625   -6.9545     0.101     0.006     0.180     0.264
 
# Band-Index   74
    0.625   -6.9477     0.113     0.018     0.208     0.189
    0.603   -6.9470     0.111     0.015     0.208     0.198
    0.581   -6.9499     0.116     0.013     0.213     0.193
    0.559   -6.9526     0.122     0.010     0.216     0.188
    0.537   -6.9584     0.131     0.008     0.223     0.177
    0.515   -6.9643     0.154     0.008     0.233     0.153
    0.493   -6.9564     0.185     0.013     0.252     0.120
    0.471   -6.9454     0.195     0.017     0.263     0.106
    0.449   -6.9348     0.200     0.017     0.263     0.102
    0.426   -6.9263     0.205     0.016     0.267     0.101
    0.404   -6.9208     0.201     0.014     0.269     0.103
    0.382   -6.9178     0.203     0.013     0.267     0.104
    0.360   -6.9166     0.202     0.012     0.267     0.104
    0.360   -6.9166     0.202     0.012     0.267     0.104
    0.349   -6.9169     0.201     0.012     0.266     0.105
    0.338   -6.9177     0.201     0.012     0.266     0.105
    0.327   -6.9189     0.201     0.011     0.266     0.106
    0.316   -6.9204     0.201     0.011     0.265     0.105
    0.305   -6.9221     0.201     0.010     0.269     0.103
    0.294   -6.9238     0.201     0.009     0.267     0.104
    0.283   -6.9253     0.201     0.008     0.270     0.106
    0.272   -6.9267     0.198     0.007     0.266     0.107
    0.261   -6.9278     0.199     0.006     0.268     0.107
    0.250   -6.9285     0.198     0.005     0.266     0.112
    0.239   -6.9290     0.200     0.004     0.266     0.112
    0.228   -6.9292     0.200     0.004     0.268     0.113
    0.228   -6.9292     0.200     0.004     0.268     0.113
    0.209   -6.9308     0.200     0.004     0.268     0.116
    0.190   -6.9355     0.201     0.007     0.263     0.108
    0.171   -6.9424     0.198     0.011     0.267     0.108
    0.152   -6.9504     0.201     0.016     0.259     0.110
    0.133   -6.9582     0.195     0.021     0.258     0.112
    0.114   -6.9638     0.189     0.026     0.255     0.112
    0.095   -6.9634     0.161     0.028     0.243     0.132
    0.076   -6.9578     0.132     0.014     0.235     0.162
    0.057   -6.9521     0.122     0.012     0.228     0.179
    0.038   -6.9487     0.114     0.013     0.212     0.190
    0.019   -6.9477     0.112     0.016     0.209     0.202
    0.000   -6.9477     0.113     0.018     0.208     0.189
 
# Band-Index   75
    0.000   -6.9291     0.093     0.013     0.185     0.240
    0.019   -6.9138     0.104     0.013     0.195     0.237
    0.038   -6.8931     0.114     0.015     0.204     0.217
    0.057   -6.8757     0.121     0.019     0.215     0.203
    0.076   -6.8637     0.135     0.024     0.229     0.181
    0.095   -6.8584     0.146     0.028     0.234     0.162
    0.114   -6.8583     0.149     0.029     0.241     0.155
    0.133   -6.8606     0.150     0.028     0.237     0.158
    0.152   -6.8633     0.147     0.027     0.237     0.165
    0.171   -6.8655     0.140     0.027     0.231     0.175
    0.190   -6.8669     0.134     0.027     0.226     0.179
    0.209   -6.8675     0.138     0.027     0.221     0.184
    0.228   -6.8677     0.136     0.027     0.220     0.187
    0.228   -6.8677     0.136     0.027     0.220     0.187
    0.239   -6.8676     0.136     0.027     0.221     0.186
    0.250   -6.8674     0.136     0.027     0.219     0.188
    0.261   -6.8672     0.135     0.027     0.221     0.184
    0.272   -6.8670     0.134     0.027     0.218     0.190
    0.283   -6.8671     0.133     0.027     0.216     0.192
    0.294   -6.8675     0.136     0.027     0.214     0.192
    0.305   -6.8682     0.130     0.027     0.211     0.196
    0.316   -6.8692     0.133     0.026     0.210     0.197
    0.327   -6.8703     0.133     0.025     0.205     0.201
    0.338   -6.8712     0.130     0.023     0.207     0.208
    0.349   -6.8717     0.129     0.022     0.206     0.210
    0.360   -6.8718     0.124     0.020     0.209     0.213
    0.360   -6.8718     0.124     0.020     0.209     0.213
    0.382   -6.8744     0.127     0.023     0.209     0.209
    0.404   -6.8759     0.128     0.029     0.207     0.204
    0.426   -6.8761     0.135     0.034     0.212     0.189
    0.449   -6.8742     0.142     0.037     0.224     0.175
    0.471   -6.8708     0.148     0.040     0.231     0.159
    0.493   -6.8676     0.150     0.041     0.234     0.155
    0.515   -6.8674     0.144     0.037     0.230     0.171
    0.537   -6.8737     0.129     0.029     0.221     0.188
    0.559   -6.8860     0.120     0.022     0.211     0.201
    0.581   -6.9015     0.113     0.017     0.203     0.218
    0.603   -6.9182     0.102     0.014     0.193     0.230
    0.625   -6.9291     0.093     0.013     0.185     0.240
 
# Band-Index   76
    0.625   -6.8259     0.138     0.011     0.231     0.167
    0.603   -6.8274     0.143     0.015     0.236     0.167
    0.581   -6.8305     0.151     0.022     0.240     0.157
    0.559   -6.8336     0.147     0.025     0.244     0.152
    0.537   -6.8356     0.149     0.024     0.244     0.154
    0.515   -6.8347     0.145     0.022     0.246     0.156
    0.493   -6.8310     0.146     0.024     0.249     0.149
    0.471   -6.8282     0.153     0.030     0.256     0.140
    0.449   -6.8280     0.153     0.038     0.252     0.134
    0.426   -6.8292     0.152     0.045     0.256     0.125
    0.404   -6.8305     0.152     0.054     0.253     0.120
    0.382   -6.8313     0.155     0.062     0.258     0.115
    0.360   -6.8315     0.154     0.066     0.257     0.112
    0.360   -6.8315     0.154     0.066     0.257     0.112
    0.349   -6.8307     0.156     0.060     0.252     0.118
    0.338   -6.8297     0.159     0.048     0.250     0.122
    0.327   -6.8282     0.159     0.036     0.252     0.132
    0.316   -6.8260     0.156     0.027     0.250     0.144
    0.305   -6.8231     0.150     0.020     0.243     0.157
    0.294   -6.8197     0.146     0.017     0.241     0.169
    0.283   -6.8159     0.141     0.016     0.238     0.177
    0.272   -6.8122     0.138     0.016     0.235     0.183
    0.261   -6.8090     0.134     0.017     0.223     0.187
    0.250   -6.8063     0.131     0.019     0.227     0.190
    0.239   -6.8044     0.130     0.021     0.224     0.196
    0.228   -6.8037     0.131     0.024     0.222     0.194
    0.228   -6.8037     0.131     0.024     0.222     0.194
    0.209   -6.8036     0.131     0.024     0.221     0.196
    0.190   -6.8037     0.129     0.021     0.221     0.196
    0.171   -6.8045     0.131     0.018     0.225     0.192
    0.152   -6.8062     0.129     0.015     0.229     0.190
    0.133   -6.8089     0.129     0.014     0.230     0.189
    0.114   -6.8128     0.130     0.017     0.233     0.184
    0.095   -6.8175     0.132     0.024     0.240     0.169
    0.076   -6.8217     0.146     0.034     0.248     0.149
    0.057   -6.8243     0.149     0.038     0.247     0.142
    0.038   -6.8255     0.150     0.034     0.242     0.145
    0.019   -6.8259     0.144     0.022     0.235     0.159
    0.000   -6.8259     0.138     0.011     0.231     0.167
 
# Band-Index   77
    0.000   -6.8043     0.167     0.081     0.255     0.100
    0.019   -6.8030     0.166     0.076     0.254     0.104
    0.038   -6.7999     0.163     0.065     0.255     0.108
    0.057   -6.7959     0.163     0.054     0.256     0.110
    0.076   -6.7920     0.165     0.051     0.265     0.109
    0.095   -6.7887     0.161     0.059     0.258     0.110
    0.114   -6.7859     0.153     0.066     0.251     0.120
    0.133   -6.7842     0.146     0.067     0.244     0.132
    0.152   -6.7840     0.150     0.062     0.244     0.136
    0.171   -6.7858     0.160     0.053     0.249     0.134
    0.190   -6.7888     0.169     0.039     0.255     0.128
    0.209   -6.7916     0.174     0.028     0.255     0.125
    0.228   -6.7926     0.178     0.024     0.255     0.123
    0.228   -6.7926     0.178     0.024     0.255     0.123
    0.239   -6.7925     0.173     0.031     0.255     0.126
    0.250   -6.7928     0.163     0.044     0.254     0.128
    0.261   -6.7944     0.157     0.054     0.243     0.136
    0.272   -6.7968     0.155     0.057     0.241     0.137
    0.283   -6.7991     0.160     0.056     0.235     0.139
    0.294   -6.8009     0.161     0.054     0.239     0.138
    0.305   -6.8022     0.162     0.052     0.238     0.136
    0.316   -6.8031     0.165     0.050     0.232     0.138
    0.327   -6.8038     0.165     0.049     0.232     0.137
    0.338   -6.8044     0.167     0.050     0.234     0.134
    0.349   -6.8049     0.168     0.051     0.237     0.131
    0.360   -6.8055     0.168     0.052     0.241     0.127
    0.360   -6.8055     0.168     0.052     0.241     0.127
    0.382   -6.8034     0.170     0.050     0.240     0.127
    0.404   -6.8013     0.165     0.049     0.237     0.131
    0.426   -6.8004     0.160     0.048     0.240     0.133
    0.449   -6.8011     0.154     0.048     0.244     0.135
    0.471   -6.8022     0.150     0.046     0.246     0.130
    0.493   -6.8013     0.156     0.042     0.254     0.125
    0.515   -6.7977     0.163     0.037     0.266     0.114
    0.537   -6.7930     0.170     0.035     0.271     0.111
    0.559   -6.7900     0.174     0.037     0.267     0.108
    0.581   -6.7937     0.161     0.049     0.257     0.121
    0.603   -6.8009     0.163     0.068     0.252     0.111
    0.625   -6.8043     0.167     0.081     0.255     0.100
 
# Band-Index   78
    0.625   -6.7718     0.192     0.036     0.281     0.087
    0.603   -6.7725     0.187     0.037     0.277     0.088
    0.581   -6.7739     0.180     0.040     0.271     0.099
    0.559   -6.7718     0.170     0.045     0.262     0.115
    0.537   -6.7645     0.156     0.046     0.245     0.136
    0.515   -6.7575     0.152     0.039     0.239     0.155
    0.493   -6.7533     0.150     0.030     0.236     0.153
    0.471   -6.7529     0.152     0.025     0.247     0.147
    0.449   -6.7548     0.185     0.007     0.270     0.118
    0.426   -6.7562     0.179     0.013     0.264     0.124
    0.404   -6.7552     0.172     0.020     0.260     0.131
    0.382   -6.7533     0.170     0.025     0.257     0.134
    0.360   -6.7536     0.166     0.026     0.256     0.134
    0.360   -6.7536     0.166     0.026     0.256     0.134
    0.349   -6.7500     0.166     0.024     0.255     0.135
    0.338   -6.7473     0.171     0.020     0.260     0.129
    0.327   -6.7474     0.176     0.021     0.261     0.124
    0.316   -6.7505     0.179     0.026     0.265     0.117
    0.305   -6.7547     0.179     0.033     0.264     0.110
    0.294   -6.7593     0.178     0.039     0.262     0.108
    0.283   -6.7637     0.179     0.044     0.265     0.103
    0.272   -6.7676     0.177     0.049     0.265     0.100
    0.261   -6.7703     0.179     0.054     0.270     0.093
    0.250   -6.7713     0.176     0.058     0.267     0.096
    0.239   -6.7707     0.170     0.056     0.264     0.102
    0.228   -6.7701     0.172     0.053     0.266     0.104
    0.228   -6.7701     0.172     0.053     0.266     0.104
    0.209   -6.7698     0.164     0.062     0.265     0.098
    0.190   -6.7687     0.166     0.066     0.267     0.098
    0.171   -6.7662     0.164     0.064     0.262     0.097
    0.152   -6.7621     0.170     0.061     0.264     0.098
    0.133   -6.7646     0.167     0.057     0.259     0.107
    0.114   -6.7709     0.160     0.050     0.251     0.129
    0.095   -6.7758     0.152     0.044     0.240     0.144
    0.076   -6.7783     0.149     0.043     0.241     0.145
    0.057   -6.7779     0.155     0.044     0.239     0.138
    0.038   -6.7755     0.176     0.040     0.272     0.108
    0.019   -6.7729     0.187     0.037     0.278     0.090
    0.000   -6.7718     0.192     0.036     0.281     0.087
 
# Band-Index   79
    0.000   -6.7142     0.189     0.030     0.285     0.085
    0.019   -6.7177     0.187     0.027     0.287     0.091
    0.038   -6.7239     0.184     0.024     0.283     0.096
    0.057   -6.7304     0.181     0.021     0.281     0.104
    0.076   -6.7368     0.178     0.019     0.277     0.108
    0.095   -6.7431     0.178     0.017     0.276     0.111
    0.114   -6.7492     0.179     0.015     0.276     0.117
    0.133   -6.7552     0.176     0.017     0.269     0.121
    0.152   -6.7566     0.145     0.036     0.247     0.154
    0.171   -6.7507     0.148     0.035     0.250     0.145
    0.190   -6.7458     0.146     0.036     0.251     0.146
    0.209   -6.7427     0.146     0.037     0.251     0.143
    0.228   -6.7416     0.146     0.038     0.251     0.142
    0.228   -6.7416     0.146     0.038     0.251     0.142
    0.239   -6.7404     0.148     0.040     0.252     0.139
    0.250   -6.7377     0.149     0.044     0.254     0.136
    0.261   -6.7345     0.154     0.049     0.254     0.131
    0.272   -6.7319     0.156     0.054     0.258     0.127
    0.283   -6.7304     0.157     0.058     0.257     0.124
    0.294   -6.7301     0.159     0.061     0.256     0.119
    0.305   -6.7312     0.158     0.062     0.256     0.119
    0.316   -6.7331     0.164     0.061     0.255     0.116
    0.327   -6.7350     0.165     0.056     0.254     0.122
    0.338   -6.7347     0.171     0.051     0.251     0.119
    0.349   -6.7322     0.178     0.050     0.260     0.113
    0.360   -6.7289     0.177     0.049     0.256     0.106
    0.360   -6.7289     0.177     0.049     0.256     0.106
    0.382   -6.7330     0.188     0.036     0.265     0.108
    0.404   -6.7330     0.191     0.029     0.269     0.107
    0.426   -6.7315     0.192     0.026     0.264     0.107
    0.449   -6.7301     0.190     0.023     0.272     0.113
    0.471   -6.7290     0.189     0.021     0.272     0.108
    0.493   -6.7274     0.192     0.023     0.278     0.100
    0.515   -6.7256     0.190     0.024     0.282     0.094
    0.537   -6.7240     0.189     0.024     0.283     0.092
    0.559   -6.7221     0.187     0.024     0.283     0.094
    0.581   -6.7194     0.188     0.026     0.287     0.089
    0.603   -6.7161     0.188     0.028     0.286     0.087
    0.625   -6.7142     0.189     0.030     0.285     0.085
 
# Band-Index   80
    0.625   -6.7028     0.176     0.034     0.278     0.107
    0.603   -6.7015     0.179     0.036     0.276     0.104
    0.581   -6.6992     0.181     0.038     0.274     0.101
    0.559   -6.6976     0.182     0.040     0.273     0.097
    0.537   -6.6971     0.181     0.041     0.274     0.103
    0.515   -6.6975     0.179     0.042     0.271     0.104
    0.493   -6.6981     0.176     0.041     0.265     0.109
    0.471   -6.6979     0.175     0.039     0.267     0.111
    0.449   -6.6967     0.173     0.036     0.258     0.116
    0.426   -6.6949     0.171     0.033     0.257     0.121
    0.404   -6.6930     0.167     0.030     0.257     0.123
    0.382   -6.6917     0.165     0.028     0.255     0.128
    0.360   -6.6912     0.166     0.027     0.254     0.129
    0.360   -6.6912     0.166     0.027     0.254     0.129
    0.349   -6.6914     0.166     0.027     0.255     0.128
    0.338   -6.6915     0.165     0.027     0.255     0.128
    0.327   -6.6915     0.167     0.026     0.256     0.126
    0.316   -6.6912     0.170     0.025     0.255     0.126
    0.305   -6.6906     0.173     0.024     0.256     0.126
    0.294   -6.6897     0.172     0.022     0.259     0.125
    0.283   -6.6886     0.176     0.021     0.256     0.126
    0.272   -6.6876     0.173     0.021     0.262     0.123
    0.261   -6.6868     0.176     0.020     0.267     0.124
    0.250   -6.6862     0.175     0.020     0.266     0.123
    0.239   -6.6859     0.175     0.020     0.268     0.123
    0.228   -6.6857     0.175     0.019     0.265     0.125
    0.228   -6.6857     0.175     0.019     0.265     0.125
    0.209   -6.6854     0.172     0.018     0.262     0.127
    0.190   -6.6844     0.170     0.016     0.261     0.131
    0.171   -6.6829     0.170     0.016     0.263     0.133
    0.152   -6.6811     0.172     0.018     0.263     0.132
    0.133   -6.6793     0.174     0.023     0.267     0.125
    0.114   -6.6783     0.176     0.029     0.270     0.120
    0.095   -6.6791     0.174     0.034     0.269     0.116
    0.076   -6.6821     0.175     0.038     0.268     0.109
    0.057   -6.6869     0.176     0.039     0.270     0.109
    0.038   -6.6930     0.181     0.037     0.273     0.106
    0.019   -6.6993     0.181     0.035     0.275     0.110
    0.000   -6.7028     0.176     0.034     0.278     0.107
 
# Band-Index   81
    0.000   -6.6136     0.165     0.120     0.238     0.092
    0.019   -6.6132     0.166     0.116     0.239     0.092
    0.038   -6.6126     0.173     0.102     0.247     0.089
    0.057   -6.6130     0.190     0.073     0.263     0.082
    0.076   -6.6157     0.204     0.047     0.279     0.072
    0.095   -6.6194     0.210     0.036     0.287     0.066
    0.114   -6.6218     0.212     0.034     0.290     0.064
    0.133   -6.6223     0.212     0.035     0.288     0.064
    0.152   -6.6212     0.213     0.036     0.289     0.064
    0.171   -6.6194     0.208     0.037     0.293     0.063
    0.190   -6.6176     0.208     0.037     0.291     0.066
    0.209   -6.6163     0.209     0.037     0.291     0.064
    0.228   -6.6159     0.209     0.037     0.293     0.063
    0.228   -6.6159     0.209     0.037     0.293     0.063
    0.239   -6.6163     0.209     0.038     0.292     0.064
    0.250   -6.6173     0.210     0.040     0.292     0.065
    0.261   -6.6189     0.208     0.044     0.292     0.065
    0.272   -6.6205     0.210     0.049     0.288     0.060
    0.283   -6.6219     0.209     0.056     0.290     0.060
    0.294   -6.6232     0.211     0.063     0.282     0.060
    0.305   -6.6242     0.209     0.070     0.282     0.058
    0.316   -6.6251     0.211     0.078     0.286     0.054
    0.327   -6.6260     0.210     0.085     0.285     0.053
    0.338   -6.6268     0.209     0.092     0.283     0.052
    0.349   -6.6275     0.211     0.098     0.281     0.053
    0.360   -6.6282     0.208     0.103     0.278     0.054
    0.360   -6.6282     0.208     0.103     0.278     0.054
    0.382   -6.6273     0.206     0.106     0.278     0.049
    0.404   -6.6261     0.209     0.104     0.281     0.049
    0.426   -6.6246     0.211     0.095     0.281     0.049
    0.449   -6.6234     0.210     0.081     0.285     0.051
    0.471   -6.6227     0.208     0.066     0.284     0.059
    0.493   -6.6223     0.208     0.053     0.284     0.068
    0.515   -6.6213     0.205     0.047     0.283     0.070
    0.537   -6.6190     0.198     0.051     0.276     0.076
    0.559   -6.6161     0.191     0.068     0.265     0.082
    0.581   -6.6142     0.180     0.094     0.251     0.088
    0.603   -6.6136     0.169     0.113     0.244     0.093
    0.625   -6.6136     0.165     0.120     0.238     0.092
 
# Band-Index   82
    0.625   -6.5827     0.218     0.033     0.299     0.051
    0.603   -6.5823     0.215     0.042     0.298     0.058
    0.581   -6.5812     0.205     0.066     0.286     0.060
    0.559   -6.5788     0.189     0.104     0.268     0.066
    0.537   -6.5745     0.174     0.139     0.251     0.073
    0.515   -6.5685     0.167     0.157     0.238     0.074
    0.493   -6.5619     0.162     0.165     0.236     0.075
    0.471   -6.5552     0.166     0.170     0.234     0.075
    0.449   -6.5489     0.166     0.175     0.239     0.072
    0.426   -6.5432     0.170     0.179     0.240     0.069
    0.404   -6.5385     0.169     0.183     0.242     0.063
    0.382   -6.5360     0.172     0.185     0.244     0.059
    0.360   -6.5369     0.172     0.186     0.244     0.059
    0.360   -6.5369     0.172     0.186     0.244     0.059
    0.349   -6.5387     0.171     0.185     0.243     0.059
    0.338   -6.5413     0.171     0.181     0.243     0.060
    0.327   -6.5446     0.170     0.176     0.240     0.065
    0.316   -6.5483     0.169     0.170     0.242     0.067
    0.305   -6.5520     0.171     0.165     0.242     0.069
    0.294   -6.5555     0.173     0.160     0.242     0.069
    0.283   -6.5585     0.169     0.157     0.246     0.067
    0.272   -6.5610     0.170     0.155     0.249     0.067
    0.261   -6.5628     0.169     0.155     0.249     0.066
    0.250   -6.5641     0.171     0.155     0.248     0.066
    0.239   -6.5649     0.171     0.157     0.248     0.068
    0.228   -6.5651     0.172     0.158     0.247     0.068
    0.228   -6.5651     0.172     0.158     0.247     0.068
    0.209   -6.5656     0.180     0.152     0.246     0.064
    0.190   -6.5670     0.183     0.145     0.251     0.064
    0.171   -6.5695     0.186     0.141     0.249     0.060
    0.152   -6.5729     0.186     0.144     0.253     0.062
    0.133   -6.5772     0.186     0.152     0.245     0.061
    0.114   -6.5820     0.183     0.159     0.247     0.060
    0.095   -6.5865     0.184     0.158     0.248     0.061
    0.076   -6.5897     0.184     0.144     0.249     0.059
    0.057   -6.5900     0.196     0.113     0.266     0.059
    0.038   -6.5874     0.208     0.073     0.285     0.057
    0.019   -6.5841     0.218     0.043     0.301     0.057
    0.000   -6.5827     0.218     0.033     0.299     0.051
 
# Band-Index   83
    0.000   -6.5408     0.183     0.190     0.239     0.052
    0.019   -6.5395     0.184     0.186     0.239     0.050
    0.038   -6.5360     0.190     0.179     0.248     0.045
    0.057   -6.5308     0.194     0.170     0.252     0.046
    0.076   -6.5248     0.197     0.159     0.253     0.044
    0.095   -6.5188     0.201     0.144     0.259     0.045
    0.114   -6.5136     0.206     0.125     0.265     0.049
    0.133   -6.5096     0.208     0.110     0.268     0.053
    0.152   -6.5067     0.206     0.103     0.267     0.056
    0.171   -6.5047     0.200     0.100     0.267     0.062
    0.190   -6.5034     0.201     0.100     0.262     0.068
    0.209   -6.5027     0.198     0.100     0.260     0.066
    0.228   -6.5025     0.197     0.100     0.259     0.066
    0.228   -6.5025     0.197     0.100     0.259     0.066
    0.239   -6.5017     0.197     0.102     0.258     0.065
    0.250   -6.4997     0.197     0.107     0.261     0.066
    0.261   -6.4968     0.197     0.116     0.261     0.063
    0.272   -6.4935     0.195     0.130     0.261     0.056
    0.283   -6.4904     0.193     0.146     0.265     0.050
    0.294   -6.4878     0.194     0.162     0.261     0.046
    0.305   -6.4859     0.193     0.175     0.259     0.043
    0.316   -6.4845     0.195     0.183     0.256     0.040
    0.327   -6.4834     0.193     0.187     0.257     0.038
    0.338   -6.4826     0.191     0.188     0.258     0.039
    0.349   -6.4820     0.192     0.187     0.256     0.039
    0.360   -6.4819     0.187     0.181     0.255     0.044
    0.360   -6.4819     0.187     0.181     0.255     0.044
    0.382   -6.4900     0.188     0.153     0.260     0.050
    0.404   -6.4992     0.186     0.145     0.263     0.054
    0.426   -6.5079     0.185     0.146     0.259     0.059
    0.449   -6.5155     0.184     0.147     0.254     0.062
    0.471   -6.5214     0.188     0.144     0.253     0.058
    0.493   -6.5255     0.194     0.140     0.253     0.057
    0.515   -6.5284     0.196     0.142     0.249     0.053
    0.537   -6.5313     0.196     0.152     0.253     0.051
    0.559   -6.5350     0.190     0.168     0.244     0.046
    0.581   -6.5384     0.188     0.181     0.244     0.046
    0.603   -6.5404     0.184     0.188     0.237     0.048
    0.625   -6.5408     0.183     0.190     0.239     0.052
 
# Band-Index   84
    0.625   -6.4968     0.236     0.014     0.293     0.066
    0.603   -6.4970     0.233     0.016     0.290     0.066
    0.581   -6.4976     0.232     0.024     0.291     0.062
    0.559   -6.4982     0.231     0.037     0.285     0.063
    0.537   -6.4980     0.223     0.058     0.278     0.061
    0.515   -6.4960     0.214     0.087     0.269     0.058
    0.493   -6.4919     0.209     0.124     0.264     0.048
    0.471   -6.4858     0.206     0.160     0.251     0.043
    0.449   -6.4779     0.201     0.189     0.245     0.038
