  #K-Path    Energy        Mo        Au         S        Si
# Band-Index    1
    0.316   -1.4881     0.410     0.003     0.187     0.072
    0.327   -1.4875     0.393     0.003     0.188     0.078
    0.338   -1.4869     0.379     0.004     0.185     0.082
    0.349   -1.4863     0.375     0.004     0.188     0.085
    0.360   -1.4860     0.384     0.004     0.182     0.085
    0.360   -1.4860     0.384     0.004     0.182     0.085
    0.382   -1.4890     0.450     0.004     0.167     0.072
    0.404   -1.4999     0.474     0.006     0.162     0.065
    0.426   -1.5044     0.421     0.006     0.174     0.085
    0.449   -1.4979     0.384     0.004     0.188     0.086
    0.471   -1.4913     0.389     0.002     0.183     0.089
    0.493   -1.4828     0.397     0.002     0.166     0.102
    0.515   -1.4735     0.389     0.003     0.152     0.115
    0.537   -1.4659     0.387     0.007     0.158     0.112
    0.559   -1.4595     0.393     0.010     0.154     0.106
    0.581   -1.4544     0.389     0.008     0.141     0.125
    0.603   -1.4494     0.334     0.005     0.120     0.167
    0.625   -1.4471     0.310     0.004     0.110     0.179
 
# Band-Index  264
    0.625   -1.4092     0.517     0.005     0.136     0.066
    0.603   -1.4113     0.464     0.004     0.141     0.085
    0.581   -1.4165     0.397     0.005     0.152     0.110
    0.559   -1.4228     0.374     0.006     0.163     0.113
    0.537   -1.4301     0.369     0.008     0.178     0.104
    0.515   -1.4367     0.375     0.010     0.187     0.096
    0.493   -1.4417     0.379     0.010     0.195     0.090
    0.471   -1.4515     0.364     0.010     0.196     0.098
    0.449   -1.4620     0.376     0.007     0.168     0.106
    0.426   -1.4698     0.424     0.008     0.176     0.079
    0.404   -1.4759     0.366     0.007     0.153     0.121
    0.382   -1.4783     0.348     0.003     0.156     0.120
    0.360   -1.4751     0.363     0.003     0.169     0.097
    0.360   -1.4751     0.363     0.003     0.169     0.097
    0.349   -1.4731     0.360     0.003     0.171     0.098
    0.338   -1.4732     0.354     0.003     0.172     0.095
    0.327   -1.4747     0.346     0.003     0.177     0.099
    0.316   -1.4767     0.344     0.004     0.177     0.101
    0.305   -1.4783     0.347     0.004     0.177     0.098
    0.294   -1.4793     0.359     0.005     0.172     0.093
    0.283   -1.4796     0.387     0.005     0.176     0.088
    0.272   -1.4795     0.416     0.005     0.174     0.075
    0.261   -1.4791     0.440     0.005     0.172     0.069
    0.250   -1.4786     0.461     0.006     0.171     0.062
    0.239   -1.4781     0.479     0.006     0.171     0.056
    0.228   -1.4779     0.479     0.007     0.171     0.054
    0.228   -1.4779     0.479     0.007     0.171     0.054
    0.209   -1.4751     0.430     0.007     0.181     0.066
    0.190   -1.4623     0.394     0.005     0.186     0.075
    0.171   -1.4570     0.405     0.004     0.182     0.077
    0.152   -1.4502     0.404     0.005     0.178     0.084
    0.133   -1.4434     0.402     0.006     0.178     0.087
    0.114   -1.4393     0.425     0.007     0.194     0.065
    0.095   -1.4338     0.448     0.007     0.190     0.060
    0.076   -1.4271     0.441     0.006     0.182     0.073
    0.057   -1.4196     0.427     0.006     0.163     0.089
    0.038   -1.4128     0.426     0.005     0.148     0.095
    0.019   -1.4090     0.462     0.004     0.140     0.085
    0.000   -1.4092     0.517     0.005     0.136     0.066
 
# Band-Index  265
    0.000   -1.4037     0.415     0.004     0.163     0.088
    0.019   -1.4040     0.453     0.005     0.164     0.072
    0.038   -1.4023     0.495     0.005     0.153     0.062
    0.057   -1.4013     0.491     0.006     0.158     0.064
    0.076   -1.4032     0.460     0.006     0.164     0.074
    0.095   -1.4097     0.401     0.005     0.169     0.098
    0.114   -1.4224     0.371     0.004     0.167     0.116
    0.133   -1.4372     0.410     0.004     0.168     0.095
    0.152   -1.4445     0.437     0.008     0.200     0.061
    0.171   -1.4463     0.394     0.008     0.189     0.086
    0.190   -1.4564     0.376     0.006     0.163     0.114
    0.209   -1.4591     0.435     0.008     0.190     0.064
    0.228   -1.4593     0.439     0.008     0.195     0.058
    0.228   -1.4593     0.439     0.008     0.195     0.058
    0.239   -1.4598     0.441     0.008     0.193     0.059
    0.250   -1.4610     0.443     0.007     0.189     0.063
    0.261   -1.4624     0.444     0.007     0.191     0.062
    0.272   -1.4637     0.448     0.006     0.185     0.062
    0.283   -1.4645     0.448     0.006     0.186     0.060
    0.294   -1.4650     0.450     0.005     0.186     0.059
    0.305   -1.4650     0.457     0.005     0.192     0.058
    0.316   -1.4648     0.456     0.005     0.190     0.054
    0.327   -1.4644     0.459     0.004     0.192     0.052
    0.338   -1.4638     0.459     0.004     0.189     0.051
    0.349   -1.4630     0.457     0.004     0.194     0.049
    0.360   -1.4620     0.453     0.003     0.196     0.047
    0.360   -1.4620     0.453     0.003     0.196     0.047
    0.382   -1.4615     0.419     0.002     0.201     0.056
    0.404   -1.4607     0.392     0.003     0.194     0.070
    0.426   -1.4546     0.362     0.004     0.174     0.094
    0.449   -1.4427     0.407     0.007     0.182     0.079
    0.471   -1.4387     0.461     0.007     0.188     0.055
    0.493   -1.4343     0.448     0.007     0.165     0.077
    0.515   -1.4229     0.418     0.007     0.155     0.099
    0.537   -1.4106     0.418     0.006     0.143     0.103
    0.559   -1.4032     0.473     0.006     0.157     0.074
    0.581   -1.4022     0.489     0.006     0.162     0.061
    0.603   -1.4030     0.462     0.005     0.164     0.067
    0.625   -1.4037     0.415     0.004     0.163     0.088
 
# Band-Index  266
    0.625   -1.3468     0.522     0.003     0.147     0.062
    0.603   -1.3513     0.378     0.002     0.112     0.148
    0.581   -1.3653     0.313     0.002     0.105     0.181
    0.559   -1.3812     0.298     0.002     0.112     0.184
    0.537   -1.3890     0.314     0.002     0.120     0.170
    0.515   -1.3881     0.372     0.004     0.134     0.134
    0.493   -1.3896     0.410     0.007     0.147     0.105
    0.471   -1.4106     0.402     0.008     0.154     0.104
    0.449   -1.4295     0.384     0.007     0.150     0.113
    0.426   -1.4351     0.356     0.004     0.139     0.129
    0.404   -1.4371     0.388     0.003     0.172     0.086
    0.382   -1.4426     0.386     0.003     0.180     0.079
    0.360   -1.4458     0.382     0.003     0.177     0.081
    0.360   -1.4458     0.382     0.003     0.177     0.081
    0.349   -1.4455     0.383     0.003     0.183     0.084
    0.338   -1.4438     0.385     0.003     0.182     0.084
    0.327   -1.4417     0.389     0.003     0.175     0.085
    0.316   -1.4399     0.395     0.003     0.174     0.089
    0.305   -1.4385     0.399     0.003     0.172     0.087
    0.294   -1.4378     0.405     0.004     0.170     0.086
    0.283   -1.4377     0.413     0.004     0.170     0.086
    0.272   -1.4380     0.419     0.004     0.171     0.082
    0.261   -1.4386     0.428     0.004     0.176     0.072
    0.250   -1.4391     0.437     0.004     0.181     0.066
    0.239   -1.4395     0.445     0.004     0.187     0.059
    0.228   -1.4396     0.448     0.003     0.180     0.056
    0.228   -1.4396     0.448     0.003     0.180     0.056
    0.209   -1.4394     0.454     0.004     0.185     0.057
    0.190   -1.4380     0.460     0.005     0.184     0.054
    0.171   -1.4299     0.459     0.005     0.182     0.052
    0.152   -1.4195     0.405     0.003     0.153     0.098
    0.133   -1.4113     0.329     0.004     0.128     0.154
    0.114   -1.4037     0.333     0.007     0.136     0.155
    0.095   -1.3945     0.412     0.010     0.152     0.102
    0.076   -1.3821     0.378     0.008     0.142     0.123
    0.057   -1.3698     0.280     0.004     0.109     0.199
    0.038   -1.3594     0.237     0.002     0.089     0.230
    0.019   -1.3513     0.300     0.001     0.096     0.202
    0.000   -1.3468     0.522     0.003     0.147     0.062
 
# Band-Index  267
    0.000   -1.3420     0.168     0.001     0.060     0.281
    0.019   -1.3399     0.331     0.002     0.107     0.179
    0.038   -1.3386     0.439     0.003     0.134     0.110
    0.057   -1.3382     0.505     0.004     0.153     0.063
    0.076   -1.3389     0.500     0.006     0.159     0.058
    0.095   -1.3448     0.358     0.006     0.137     0.138
    0.114   -1.3555     0.288     0.006     0.129     0.182
    0.133   -1.3671     0.266     0.005     0.123     0.192
    0.152   -1.3803     0.255     0.005     0.112     0.200
    0.171   -1.3973     0.264     0.006     0.108     0.205
    0.190   -1.4135     0.323     0.007     0.120     0.168
    0.209   -1.4216     0.362     0.007     0.129     0.140
    0.228   -1.4239     0.370     0.007     0.134     0.135
    0.228   -1.4239     0.370     0.007     0.134     0.135
    0.239   -1.4232     0.377     0.007     0.140     0.129
    0.250   -1.4215     0.387     0.007     0.147     0.118
    0.261   -1.4196     0.402     0.007     0.156     0.103
    0.272   -1.4185     0.415     0.007     0.163     0.088
    0.283   -1.4185     0.422     0.007     0.176     0.077
    0.294   -1.4194     0.430     0.006     0.181     0.067
    0.305   -1.4209     0.439     0.006     0.186     0.060
    0.316   -1.4226     0.447     0.006     0.185     0.050
    0.327   -1.4243     0.452     0.005     0.189     0.047
    0.338   -1.4260     0.456     0.005     0.181     0.054
    0.349   -1.4275     0.456     0.005     0.177     0.061
    0.360   -1.4286     0.457     0.004     0.178     0.062
    0.360   -1.4286     0.457     0.004     0.178     0.062
    0.382   -1.4285     0.445     0.004     0.170     0.071
    0.404   -1.4208     0.410     0.003     0.165     0.090
    0.426   -1.4029     0.376     0.003     0.159     0.111
    0.449   -1.3862     0.417     0.005     0.161     0.096
    0.471   -1.3810     0.460     0.008     0.157     0.073
    0.493   -1.3793     0.387     0.008     0.145     0.119
    0.515   -1.3592     0.247     0.004     0.110     0.211
    0.537   -1.3408     0.386     0.003     0.132     0.132
    0.559   -1.3393     0.507     0.003     0.146     0.068
    0.581   -1.3412     0.505     0.003     0.144     0.068
    0.603   -1.3427     0.409     0.002     0.121     0.130
    0.625   -1.3420     0.168     0.001     0.060     0.281
 
# Band-Index  268
    0.625   -1.3029     0.440     0.003     0.121     0.119
    0.603   -1.3033     0.429     0.003     0.115     0.127
    0.581   -1.3065     0.385     0.003     0.109     0.154
    0.559   -1.3142     0.216     0.002     0.080     0.250
    0.537   -1.3284     0.251     0.001     0.085     0.238
    0.515   -1.3364     0.404     0.002     0.112     0.143
    0.493   -1.3455     0.394     0.006     0.137     0.126
    0.471   -1.3553     0.270     0.009     0.148     0.169
    0.449   -1.3698     0.232     0.012     0.163     0.174
    0.426   -1.3825     0.219     0.013     0.175     0.174
    0.404   -1.3902     0.243     0.007     0.149     0.188
    0.382   -1.3949     0.253     0.005     0.144     0.187
    0.360   -1.3948     0.253     0.005     0.146     0.183
    0.360   -1.3948     0.253     0.005     0.146     0.183
    0.349   -1.3920     0.258     0.006     0.152     0.176
    0.338   -1.3872     0.263     0.009     0.162     0.168
    0.327   -1.3808     0.272     0.012     0.169     0.153
    0.316   -1.3738     0.282     0.014     0.179     0.145
    0.305   -1.3700     0.300     0.016     0.188     0.127
    0.294   -1.3700     0.327     0.016     0.191     0.109
    0.283   -1.3703     0.393     0.013     0.194     0.084
    0.272   -1.3696     0.515     0.006     0.180     0.042
    0.261   -1.3678     0.539     0.005     0.171     0.034
    0.250   -1.3652     0.535     0.005     0.173     0.034
    0.239   -1.3627     0.524     0.005     0.174     0.038
    0.228   -1.3616     0.517     0.005     0.176     0.042
    0.228   -1.3616     0.517     0.005     0.176     0.042
    0.209   -1.3588     0.521     0.005     0.167     0.040
    0.190   -1.3498     0.536     0.004     0.162     0.039
    0.171   -1.3398     0.542     0.004     0.157     0.043
    0.152   -1.3350     0.463     0.006     0.157     0.078
    0.133   -1.3302     0.371     0.009     0.162     0.116
    0.114   -1.3271     0.360     0.010     0.152     0.125
    0.095   -1.3267     0.425     0.008     0.144     0.103
    0.076   -1.3210     0.327     0.005     0.122     0.170
    0.057   -1.3090     0.351     0.003     0.114     0.163
    0.038   -1.3037     0.399     0.002     0.112     0.143
    0.019   -1.3030     0.426     0.002     0.113     0.126
    0.000   -1.3029     0.440     0.003     0.121     0.119
 
# Band-Index  269
    0.000   -1.2753     0.120     0.004     0.068     0.297
    0.019   -1.2813     0.136     0.004     0.067     0.292
    0.038   -1.2933     0.167     0.003     0.075     0.273
    0.057   -1.3035     0.321     0.004     0.095     0.185
    0.076   -1.3077     0.323     0.004     0.101     0.181
    0.095   -1.3128     0.318     0.005     0.107     0.185
    0.114   -1.3173     0.395     0.005     0.113     0.144
    0.133   -1.3172     0.525     0.004     0.126     0.075
    0.152   -1.3148     0.537     0.005     0.132     0.068
    0.171   -1.3233     0.274     0.006     0.120     0.192
    0.190   -1.3363     0.232     0.013     0.185     0.160
    0.209   -1.3386     0.224     0.016     0.206     0.148
    0.228   -1.3390     0.223     0.017     0.210     0.145
    0.228   -1.3390     0.223     0.017     0.210     0.145
    0.239   -1.3379     0.217     0.016     0.208     0.146
    0.250   -1.3354     0.221     0.015     0.203     0.150
    0.261   -1.3330     0.252     0.013     0.201     0.140
    0.272   -1.3339     0.377     0.011     0.186     0.096
    0.283   -1.3404     0.497     0.009     0.162     0.060
    0.294   -1.3493     0.515     0.009     0.162     0.053
    0.305   -1.3577     0.466     0.012     0.162     0.071
    0.316   -1.3614     0.354     0.018     0.185     0.105
    0.327   -1.3607     0.320     0.020     0.197     0.108
    0.338   -1.3588     0.319     0.020     0.200     0.107
    0.349   -1.3568     0.323     0.020     0.208     0.104
    0.360   -1.3549     0.318     0.020     0.209     0.101
    0.360   -1.3549     0.318     0.020     0.209     0.101
    0.382   -1.3503     0.329     0.021     0.199     0.101
    0.404   -1.3473     0.337     0.022     0.192     0.103
    0.426   -1.3466     0.339     0.022     0.186     0.108
    0.449   -1.3468     0.347     0.019     0.180     0.108
    0.471   -1.3440     0.384     0.012     0.184     0.091
    0.493   -1.3380     0.424     0.007     0.183     0.068
    0.515   -1.3330     0.394     0.005     0.173     0.099
    0.537   -1.3234     0.353     0.006     0.138     0.143
    0.559   -1.3085     0.207     0.005     0.102     0.238
    0.581   -1.2916     0.153     0.005     0.084     0.276
    0.603   -1.2798     0.129     0.004     0.070     0.287
    0.625   -1.2753     0.120     0.004     0.068     0.297
 
# Band-Index  270
    0.625   -1.2555     0.152     0.001     0.052     0.298
    0.603   -1.2541     0.145     0.001     0.056     0.300
    0.581   -1.2521     0.154     0.002     0.059     0.291
    0.559   -1.2520     0.200     0.003     0.080     0.253
    0.537   -1.2533     0.263     0.004     0.103     0.210
    0.515   -1.2537     0.320     0.005     0.121     0.170
    0.493   -1.2519     0.353     0.005     0.126     0.145
    0.471   -1.2521     0.283     0.005     0.101     0.193
    0.449   -1.2756     0.278     0.004     0.091     0.212
    0.426   -1.2959     0.565     0.004     0.135     0.052
    0.404   -1.3046     0.604     0.005     0.138     0.028
    0.382   -1.3073     0.612     0.005     0.144     0.027
    0.360   -1.3085     0.613     0.005     0.142     0.028
    0.360   -1.3085     0.613     0.005     0.142     0.028
    0.349   -1.3094     0.610     0.005     0.138     0.028
    0.338   -1.3104     0.598     0.005     0.141     0.029
    0.327   -1.3118     0.558     0.005     0.145     0.046
    0.316   -1.3134     0.421     0.006     0.171     0.095
    0.305   -1.3153     0.288     0.009     0.198     0.128
    0.294   -1.3175     0.249     0.011     0.220     0.135
    0.283   -1.3194     0.237     0.012     0.234     0.130
    0.272   -1.3195     0.236     0.013     0.243     0.120
    0.261   -1.3152     0.239     0.014     0.257     0.114
    0.250   -1.3092     0.245     0.015     0.264     0.106
    0.239   -1.3048     0.246     0.016     0.269     0.097
    0.228   -1.3032     0.248     0.017     0.270     0.092
    0.228   -1.3032     0.248     0.017     0.270     0.092
    0.209   -1.3038     0.241     0.017     0.278     0.096
    0.190   -1.3053     0.224     0.015     0.273     0.110
    0.171   -1.3061     0.207     0.013     0.243     0.139
    0.152   -1.2856     0.204     0.010     0.178     0.183
    0.133   -1.2564     0.315     0.012     0.131     0.160
    0.114   -1.2441     0.378     0.012     0.148     0.119
    0.095   -1.2422     0.342     0.010     0.148     0.138
    0.076   -1.2418     0.285     0.008     0.131     0.176
    0.057   -1.2425     0.216     0.006     0.104     0.231
    0.038   -1.2456     0.165     0.004     0.071     0.279
    0.019   -1.2514     0.147     0.002     0.055     0.296
    0.000   -1.2555     0.152     0.001     0.052     0.298
 
# Band-Index  271
    0.000   -1.2151     0.260     0.005     0.153     0.167
    0.019   -1.2149     0.261     0.005     0.155     0.166
    0.038   -1.2137     0.247     0.005     0.142     0.178
    0.057   -1.2109     0.213     0.005     0.129     0.207
    0.076   -1.2088     0.189     0.005     0.108     0.231
    0.095   -1.2122     0.181     0.006     0.098     0.244
    0.114   -1.2231     0.203     0.007     0.091     0.238
    0.133   -1.2334     0.318     0.007     0.117     0.170
    0.152   -1.2354     0.395     0.006     0.138     0.120
    0.171   -1.2356     0.426     0.006     0.146     0.103
    0.190   -1.2360     0.433     0.006     0.152     0.094
    0.209   -1.2367     0.427     0.006     0.159     0.091
    0.228   -1.2371     0.424     0.006     0.158     0.094
    0.228   -1.2371     0.424     0.006     0.158     0.094
    0.239   -1.2371     0.410     0.007     0.158     0.099
    0.250   -1.2369     0.376     0.007     0.158     0.111
    0.261   -1.2363     0.343     0.008     0.159     0.129
    0.272   -1.2352     0.318     0.008     0.150     0.147
    0.283   -1.2337     0.293     0.009     0.143     0.162
    0.294   -1.2320     0.271     0.010     0.134     0.177
    0.305   -1.2303     0.250     0.010     0.124     0.191
    0.316   -1.2287     0.229     0.011     0.119     0.202
    0.327   -1.2273     0.217     0.012     0.113     0.211
    0.338   -1.2263     0.209     0.012     0.105     0.216
    0.349   -1.2256     0.206     0.013     0.105     0.219
    0.360   -1.2251     0.206     0.013     0.107     0.220
    0.360   -1.2251     0.206     0.013     0.107     0.220
    0.382   -1.2264     0.241     0.013     0.112     0.199
    0.404   -1.2288     0.294     0.013     0.125     0.167
    0.426   -1.2327     0.344     0.012     0.138     0.138
    0.449   -1.2373     0.378     0.011     0.152     0.114
    0.471   -1.2346     0.278     0.005     0.145     0.177
    0.493   -1.2164     0.208     0.004     0.098     0.233
    0.515   -1.2124     0.201     0.003     0.095     0.236
    0.537   -1.2146     0.213     0.004     0.101     0.226
    0.559   -1.2172     0.236     0.004     0.120     0.199
    0.581   -1.2175     0.257     0.005     0.142     0.177
    0.603   -1.2161     0.263     0.005     0.153     0.167
    0.625   -1.2151     0.260     0.005     0.153     0.167
 
# Band-Index  272
    0.625   -1.1387     0.223     0.011     0.117     0.204
    0.603   -1.1387     0.223     0.011     0.116     0.205
    0.581   -1.1388     0.225     0.012     0.115     0.207
    0.559   -1.1404     0.227     0.012     0.115     0.209
    0.537   -1.1448     0.219     0.011     0.106     0.212
    0.515   -1.1545     0.200     0.008     0.096     0.238
    0.493   -1.1703     0.172     0.005     0.082     0.254
    0.471   -1.1805     0.159     0.005     0.091     0.253
    0.449   -1.1811     0.173     0.008     0.119     0.230
    0.426   -1.1781     0.188     0.012     0.139     0.202
    0.404   -1.1730     0.204     0.014     0.149     0.190
    0.382   -1.1664     0.223     0.015     0.153     0.177
    0.360   -1.1587     0.230     0.015     0.153     0.174
    0.360   -1.1587     0.230     0.015     0.153     0.174
    0.349   -1.1603     0.246     0.015     0.154     0.170
    0.338   -1.1629     0.278     0.014     0.150     0.157
    0.327   -1.1665     0.305     0.013     0.148     0.145
    0.316   -1.1709     0.328     0.012     0.142     0.143
    0.305   -1.1762     0.347     0.012     0.136     0.135
    0.294   -1.1822     0.358     0.011     0.138     0.132
    0.283   -1.1886     0.369     0.009     0.132     0.128
    0.272   -1.1953     0.378     0.008     0.131     0.127
    0.261   -1.2018     0.381     0.007     0.136     0.128
    0.250   -1.2076     0.385     0.006     0.134     0.126
    0.239   -1.2117     0.384     0.006     0.134     0.125
    0.228   -1.2132     0.380     0.005     0.133     0.124
    0.228   -1.2132     0.380     0.005     0.133     0.124
    0.209   -1.2116     0.362     0.005     0.131     0.138
    0.190   -1.2061     0.321     0.005     0.121     0.164
    0.171   -1.1960     0.272     0.005     0.113     0.192
    0.152   -1.1815     0.229     0.005     0.103     0.215
    0.133   -1.1667     0.191     0.005     0.089     0.240
    0.114   -1.1591     0.164     0.005     0.075     0.262
    0.095   -1.1572     0.170     0.006     0.077     0.262
    0.076   -1.1543     0.183     0.008     0.085     0.248
    0.057   -1.1491     0.197     0.009     0.098     0.231
    0.038   -1.1438     0.213     0.010     0.109     0.214
    0.019   -1.1401     0.216     0.011     0.115     0.208
    0.000   -1.1387     0.223     0.011     0.117     0.204
 
# Band-Index  273
    0.000   -1.0619     0.375     0.004     0.133     0.127
    0.019   -1.0627     0.372     0.005     0.131     0.127
    0.038   -1.0649     0.368     0.005     0.129     0.130
    0.057   -1.0688     0.364     0.005     0.127     0.131
    0.076   -1.0752     0.351     0.005     0.127     0.140
    0.095   -1.0848     0.331     0.006     0.126     0.153
    0.114   -1.0974     0.305     0.008     0.128     0.171
    0.133   -1.1070     0.273     0.009     0.120     0.190
    0.152   -1.1083     0.248     0.008     0.101     0.214
    0.171   -1.1050     0.226     0.006     0.088     0.228
    0.190   -1.1011     0.217     0.005     0.078     0.239
    0.209   -1.0982     0.213     0.004     0.073     0.237
    0.228   -1.0972     0.211     0.004     0.073     0.240
    0.228   -1.0972     0.211     0.004     0.073     0.240
    0.239   -1.0974     0.217     0.004     0.074     0.238
    0.250   -1.0981     0.232     0.004     0.079     0.231
    0.261   -1.0991     0.254     0.005     0.087     0.214
    0.272   -1.1004     0.279     0.005     0.095     0.201
    0.283   -1.1016     0.306     0.006     0.101     0.184
    0.294   -1.1027     0.332     0.007     0.107     0.168
    0.305   -1.1036     0.361     0.008     0.107     0.154
    0.316   -1.1042     0.387     0.008     0.116     0.141
    0.327   -1.1045     0.408     0.009     0.120     0.127
    0.338   -1.1045     0.427     0.010     0.122     0.115
    0.349   -1.1044     0.438     0.010     0.124     0.107
    0.360   -1.1044     0.445     0.010     0.118     0.108
    0.360   -1.1044     0.445     0.010     0.118     0.108
    0.382   -1.0958     0.389     0.010     0.105     0.142
    0.404   -1.0967     0.267     0.008     0.078     0.215
    0.426   -1.1001     0.217     0.007     0.072     0.239
    0.449   -1.1011     0.208     0.007     0.075     0.244
    0.471   -1.0974     0.211     0.008     0.087     0.235
    0.493   -1.0867     0.236     0.008     0.101     0.220
    0.515   -1.0716     0.317     0.007     0.121     0.169
    0.537   -1.0642     0.383     0.006     0.137     0.124
    0.559   -1.0627     0.384     0.005     0.133     0.123
    0.581   -1.0624     0.380     0.005     0.130     0.123
    0.603   -1.0621     0.377     0.005     0.132     0.127
    0.625   -1.0619     0.375     0.004     0.133     0.127
 
# Band-Index  274
    0.625   -0.9916     0.181     0.003     0.090     0.219
    0.603   -0.9927     0.180     0.003     0.088     0.226
    0.581   -0.9976     0.172     0.003     0.081     0.230
    0.559   -1.0089     0.171     0.004     0.081     0.235
    0.537   -1.0265     0.177     0.004     0.081     0.234
    0.515   -1.0433     0.198     0.005     0.088     0.224
    0.493   -1.0502     0.237     0.006     0.103     0.201
    0.471   -1.0534     0.280     0.007     0.119     0.175
    0.449   -1.0572     0.308     0.007     0.128     0.156
    0.426   -1.0628     0.328     0.008     0.133     0.146
    0.404   -1.0699     0.338     0.008     0.135     0.139
    0.382   -1.0749     0.345     0.009     0.138     0.134
    0.360   -1.0709     0.348     0.009     0.137     0.134
    0.360   -1.0709     0.348     0.009     0.137     0.134
    0.349   -1.0679     0.339     0.009     0.136     0.137
    0.338   -1.0640     0.321     0.008     0.127     0.150
    0.327   -1.0596     0.293     0.006     0.111     0.174
    0.316   -1.0550     0.258     0.005     0.099     0.196
    0.305   -1.0507     0.225     0.004     0.086     0.221
    0.294   -1.0471     0.200     0.004     0.078     0.235
    0.283   -1.0445     0.176     0.003     0.066     0.248
    0.272   -1.0432     0.160     0.003     0.061     0.260
    0.261   -1.0431     0.151     0.003     0.054     0.269
    0.250   -1.0436     0.139     0.003     0.051     0.277
    0.239   -1.0441     0.134     0.003     0.045     0.279
    0.228   -1.0444     0.138     0.003     0.045     0.282
    0.228   -1.0444     0.138     0.003     0.045     0.282
    0.209   -1.0439     0.183     0.003     0.061     0.252
    0.190   -1.0426     0.298     0.005     0.092     0.186
    0.171   -1.0403     0.341     0.005     0.107     0.161
    0.152   -1.0366     0.356     0.005     0.110     0.150
    0.133   -1.0311     0.352     0.005     0.110     0.149
    0.114   -1.0232     0.327     0.005     0.109     0.162
    0.095   -1.0137     0.242     0.004     0.086     0.212
    0.076   -1.0047     0.171     0.004     0.069     0.248
    0.057   -0.9981     0.167     0.004     0.071     0.247
    0.038   -0.9941     0.167     0.004     0.076     0.237
    0.019   -0.9921     0.175     0.003     0.084     0.225
    0.000   -0.9916     0.181     0.003     0.090     0.219
 
# Band-Index  275
    0.000   -0.9472     0.215     0.009     0.128     0.188
    0.019   -0.9475     0.222     0.010     0.129     0.182
    0.038   -0.9489     0.244     0.013     0.135     0.170
    0.057   -0.9522     0.266     0.016     0.140     0.160
    0.076   -0.9573     0.278     0.018     0.142     0.153
    0.095   -0.9633     0.282     0.020     0.144     0.150
    0.114   -0.9690     0.276     0.020     0.140     0.156
    0.133   -0.9740     0.269     0.021     0.135     0.160
    0.152   -0.9782     0.259     0.022     0.133     0.168
    0.171   -0.9816     0.251     0.022     0.128     0.173
    0.190   -0.9841     0.247     0.023     0.122     0.175
    0.209   -0.9856     0.240     0.023     0.123     0.182
    0.228   -0.9861     0.239     0.024     0.122     0.181
    0.228   -0.9861     0.239     0.024     0.122     0.181
    0.239   -0.9864     0.241     0.024     0.122     0.180
    0.250   -0.9872     0.250     0.024     0.128     0.173
    0.261   -0.9879     0.261     0.024     0.132     0.166
    0.272   -0.9878     0.274     0.025     0.140     0.159
    0.283   -0.9863     0.283     0.025     0.144     0.150
    0.294   -0.9834     0.285     0.024     0.149     0.153
    0.305   -0.9791     0.282     0.024     0.148     0.155
    0.316   -0.9740     0.279     0.023     0.144     0.161
    0.327   -0.9685     0.274     0.022     0.143     0.167
    0.338   -0.9629     0.270     0.021     0.140     0.174
    0.349   -0.9575     0.262     0.021     0.134     0.180
    0.360   -0.9525     0.259     0.020     0.131     0.184
    0.360   -0.9525     0.259     0.020     0.131     0.184
    0.382   -0.9452     0.261     0.020     0.132     0.181
    0.404   -0.9400     0.263     0.019     0.132     0.180
    0.426   -0.9367     0.263     0.019     0.133     0.175
    0.449   -0.9349     0.263     0.018     0.137     0.177
    0.471   -0.9343     0.264     0.017     0.137     0.170
    0.493   -0.9349     0.258     0.016     0.142     0.170
    0.515   -0.9367     0.253     0.015     0.141     0.169
    0.537   -0.9395     0.240     0.013     0.141     0.172
    0.559   -0.9430     0.229     0.010     0.138     0.172
    0.581   -0.9457     0.221     0.008     0.135     0.180
    0.603   -0.9470     0.216     0.009     0.130     0.186
    0.625   -0.9472     0.215     0.009     0.128     0.188
 
# Band-Index  276
    0.625   -0.9342     0.249     0.010     0.136     0.166
    0.603   -0.9338     0.244     0.009     0.139     0.170
    0.581   -0.9322     0.230     0.007     0.143     0.176
    0.559   -0.9282     0.219     0.004     0.143     0.178
    0.537   -0.9212     0.217     0.003     0.146     0.179
    0.515   -0.9111     0.215     0.002     0.150     0.177
    0.493   -0.8992     0.220     0.002     0.157     0.174
    0.471   -0.8868     0.220     0.001     0.154     0.172
    0.449   -0.8754     0.221     0.001     0.157     0.169
    0.426   -0.8670     0.222     0.001     0.161     0.169
    0.404   -0.8620     0.224     0.001     0.161     0.168
    0.382   -0.8591     0.226     0.001     0.163     0.169
    0.360   -0.8575     0.226     0.001     0.165     0.169
    0.360   -0.8575     0.226     0.001     0.165     0.169
    0.349   -0.8580     0.227     0.001     0.165     0.169
    0.338   -0.8592     0.226     0.001     0.161     0.168
    0.327   -0.8611     0.227     0.002     0.158     0.170
    0.316   -0.8637     0.226     0.002     0.156     0.171
    0.305   -0.8670     0.227     0.002     0.155     0.171
    0.294   -0.8710     0.225     0.002     0.150     0.170
    0.283   -0.8753     0.226     0.002     0.147     0.171
    0.272   -0.8797     0.226     0.002     0.146     0.171
    0.261   -0.8837     0.230     0.002     0.141     0.174
    0.250   -0.8870     0.227     0.002     0.142     0.173
    0.239   -0.8892     0.228     0.003     0.141     0.174
    0.228   -0.8900     0.226     0.003     0.139     0.174
