  #K-Path    Energy        Mo        Au         S        Si
# Band-Index    1
    0.294  -13.6675     0.095     0.005     0.641     0.005
    0.305  -13.6680     0.092     0.005     0.639     0.005
    0.316  -13.6683     0.091     0.005     0.640     0.006
    0.327  -13.6681     0.088     0.004     0.639     0.008
    0.338  -13.6672     0.089     0.004     0.639     0.008
    0.349  -13.6659     0.089     0.004     0.640     0.010
    0.360  -13.6649     0.089     0.004     0.641     0.012
    0.360  -13.6649     0.089     0.004     0.641     0.012
    0.382  -13.6642     0.088     0.004     0.640     0.008
    0.404  -13.6647     0.094     0.004     0.641     0.007
    0.426  -13.6645     0.094     0.005     0.642     0.007
    0.449  -13.6628     0.093     0.005     0.640     0.008
    0.471  -13.6609     0.094     0.004     0.640     0.006
    0.493  -13.6639     0.102     0.002     0.643     0.005
    0.515  -13.6725     0.102     0.001     0.646     0.003
    0.537  -13.6818     0.105     0.001     0.647     0.002
    0.559  -13.6892     0.100     0.001     0.645     0.003
    0.581  -13.6928     0.096     0.001     0.649     0.004
    0.603  -13.6943     0.094     0.001     0.647     0.006
    0.625  -13.6950     0.095     0.001     0.652     0.008
 
# Band-Index   26
    0.625  -13.6471     0.102     0.004     0.642     0.002
    0.603  -13.6479     0.100     0.003     0.647     0.003
    0.581  -13.6484     0.098     0.002     0.646     0.004
    0.559  -13.6471     0.095     0.002     0.639     0.005
    0.537  -13.6447     0.095     0.001     0.642     0.006
    0.515  -13.6437     0.094     0.002     0.644     0.005
    0.493  -13.6454     0.097     0.003     0.640     0.004
    0.471  -13.6433     0.096     0.004     0.642     0.003
    0.449  -13.6358     0.094     0.005     0.644     0.003
    0.426  -13.6278     0.093     0.005     0.645     0.003
    0.404  -13.6217     0.094     0.006     0.642     0.003
    0.382  -13.6190     0.093     0.006     0.646     0.003
    0.360  -13.6179     0.094     0.007     0.643     0.003
    0.360  -13.6179     0.094     0.007     0.643     0.003
    0.349  -13.6158     0.094     0.006     0.641     0.003
    0.338  -13.6143     0.092     0.006     0.647     0.002
    0.327  -13.6166     0.093     0.005     0.644     0.002
    0.316  -13.6213     0.096     0.004     0.644     0.002
    0.305  -13.6266     0.099     0.003     0.644     0.001
    0.294  -13.6318     0.099     0.002     0.647     0.002
    0.283  -13.6364     0.098     0.001     0.649     0.002
    0.272  -13.6400     0.099     0.001     0.647     0.002
    0.261  -13.6425     0.098     0.001     0.652     0.002
    0.250  -13.6440     0.092     0.001     0.649     0.004
    0.239  -13.6448     0.094     0.001     0.648     0.005
    0.228  -13.6450     0.094     0.001     0.648     0.005
    0.228  -13.6450     0.094     0.001     0.648     0.005
    0.209  -13.6453     0.095     0.001     0.650     0.007
    0.190  -13.6463     0.097     0.001     0.649     0.007
    0.171  -13.6484     0.097     0.001     0.647     0.005
    0.152  -13.6515     0.101     0.001     0.647     0.003
    0.133  -13.6550     0.100     0.002     0.644     0.002
    0.114  -13.6577     0.095     0.004     0.644     0.002
    0.095  -13.6583     0.098     0.004     0.645     0.003
    0.076  -13.6573     0.096     0.003     0.642     0.003
    0.057  -13.6554     0.098     0.003     0.647     0.003
    0.038  -13.6527     0.098     0.003     0.644     0.003
    0.019  -13.6493     0.100     0.004     0.644     0.003
    0.000  -13.6471     0.102     0.004     0.642     0.002
 
# Band-Index   27
    0.000  -13.6351     0.080     0.001     0.641     0.010
    0.019  -13.6315     0.087     0.002     0.640     0.009
    0.038  -13.6244     0.087     0.003     0.642     0.008
    0.057  -13.6174     0.092     0.004     0.645     0.004
    0.076  -13.6145     0.096     0.006     0.644     0.003
    0.095  -13.6165     0.100     0.006     0.647     0.002
    0.114  -13.6173     0.101     0.005     0.645     0.001
    0.133  -13.6154     0.096     0.003     0.648     0.001
    0.152  -13.6117     0.099     0.002     0.647     0.001
    0.171  -13.6080     0.098     0.001     0.645     0.001
    0.190  -13.6052     0.098     0.001     0.647     0.002
    0.209  -13.6033     0.094     0.001     0.644     0.002
    0.228  -13.6026     0.095     0.001     0.648     0.002
    0.228  -13.6026     0.095     0.001     0.648     0.002
    0.239  -13.6026     0.095     0.001     0.646     0.002
    0.250  -13.6027     0.095     0.001     0.648     0.002
    0.261  -13.6027     0.096     0.001     0.646     0.002
    0.272  -13.6029     0.096     0.001     0.648     0.002
    0.283  -13.6031     0.097     0.001     0.649     0.003
    0.294  -13.6034     0.099     0.000     0.650     0.003
    0.305  -13.6040     0.101     0.000     0.650     0.003
    0.316  -13.6049     0.098     0.000     0.644     0.004
    0.327  -13.6065     0.097     0.001     0.647     0.004
    0.338  -13.6080     0.098     0.001     0.647     0.004
    0.349  -13.6076     0.097     0.000     0.650     0.003
    0.360  -13.6072     0.098     0.000     0.649     0.003
    0.360  -13.6072     0.098     0.000     0.649     0.003
    0.382  -13.6075     0.099     0.000     0.647     0.003
    0.404  -13.6056     0.101     0.001     0.649     0.002
    0.426  -13.6040     0.103     0.001     0.651     0.001
    0.449  -13.6056     0.105     0.001     0.648     0.002
    0.471  -13.6103     0.103     0.002     0.652     0.003
    0.493  -13.6166     0.100     0.003     0.649     0.002
    0.515  -13.6211     0.099     0.005     0.645     0.001
    0.537  -13.6219     0.096     0.005     0.646     0.002
    0.559  -13.6231     0.091     0.004     0.646     0.004
    0.581  -13.6273     0.087     0.003     0.645     0.008
    0.603  -13.6325     0.084     0.002     0.640     0.009
    0.625  -13.6351     0.080     0.001     0.641     0.010
 
# Band-Index   28
    0.625  -13.5710     0.102     0.007     0.645     0.005
    0.603  -13.5730     0.100     0.008     0.648     0.004
    0.581  -13.5778     0.100     0.008     0.646     0.003
    0.559  -13.5820     0.097     0.007     0.645     0.003
    0.537  -13.5825     0.091     0.006     0.642     0.006
    0.515  -13.5793     0.091     0.005     0.647     0.005
    0.493  -13.5758     0.088     0.004     0.646     0.006
    0.471  -13.5764     0.092     0.004     0.646     0.006
    0.449  -13.5815     0.092     0.004     0.644     0.007
    0.426  -13.5877     0.087     0.001     0.642     0.011
    0.404  -13.5919     0.087     0.001     0.645     0.012
    0.382  -13.5942     0.085     0.001     0.643     0.013
    0.360  -13.5976     0.083     0.001     0.642     0.014
    0.360  -13.5976     0.083     0.001     0.642     0.014
    0.349  -13.5998     0.084     0.001     0.643     0.013
    0.338  -13.6012     0.087     0.001     0.643     0.012
    0.327  -13.6008     0.089     0.001     0.643     0.011
    0.316  -13.5981     0.089     0.002     0.642     0.009
    0.305  -13.5940     0.090     0.002     0.647     0.008
    0.294  -13.5895     0.094     0.002     0.645     0.006
    0.283  -13.5853     0.093     0.003     0.650     0.005
    0.272  -13.5815     0.094     0.003     0.646     0.003
    0.261  -13.5783     0.097     0.002     0.650     0.003
    0.250  -13.5759     0.103     0.001     0.647     0.002
    0.239  -13.5744     0.106     0.001     0.646     0.002
    0.228  -13.5739     0.106     0.001     0.650     0.001
    0.228  -13.5739     0.106     0.001     0.650     0.001
    0.209  -13.5726     0.107     0.001     0.653     0.003
    0.190  -13.5692     0.101     0.001     0.648     0.002
    0.171  -13.5643     0.095     0.002     0.649     0.004
    0.152  -13.5638     0.094     0.002     0.644     0.006
    0.133  -13.5713     0.090     0.003     0.649     0.006
    0.114  -13.5796     0.088     0.004     0.643     0.006
    0.095  -13.5877     0.089     0.004     0.648     0.005
    0.076  -13.5934     0.092     0.005     0.643     0.006
    0.057  -13.5916     0.094     0.006     0.649     0.004
    0.038  -13.5840     0.099     0.007     0.648     0.003
    0.019  -13.5756     0.099     0.007     0.648     0.003
    0.000  -13.5710     0.102     0.007     0.645     0.005
 
# Band-Index   29
    0.000  -13.5554     0.097     0.007     0.644     0.004
    0.019  -13.5519     0.098     0.007     0.650     0.003
    0.038  -13.5461     0.101     0.007     0.647     0.004
    0.057  -13.5413     0.100     0.006     0.649     0.003
    0.076  -13.5381     0.099     0.006     0.652     0.002
    0.095  -13.5374     0.097     0.005     0.650     0.001
    0.114  -13.5413     0.097     0.004     0.651     0.002
    0.133  -13.5488     0.094     0.002     0.649     0.004
    0.152  -13.5565     0.093     0.001     0.652     0.004
    0.171  -13.5555     0.097     0.003     0.654     0.001
    0.190  -13.5493     0.097     0.003     0.649     0.002
    0.209  -13.5448     0.101     0.003     0.653     0.002
    0.228  -13.5432     0.097     0.003     0.651     0.002
    0.228  -13.5432     0.097     0.003     0.651     0.002
    0.239  -13.5429     0.096     0.003     0.652     0.003
    0.250  -13.5420     0.098     0.002     0.651     0.003
    0.261  -13.5405     0.095     0.002     0.655     0.004
    0.272  -13.5388     0.094     0.002     0.650     0.005
    0.283  -13.5368     0.094     0.002     0.648     0.007
    0.294  -13.5351     0.093     0.002     0.646     0.009
    0.305  -13.5345     0.094     0.002     0.643     0.010
    0.316  -13.5353     0.092     0.003     0.646     0.010
    0.327  -13.5366     0.094     0.003     0.645     0.009
    0.338  -13.5377     0.095     0.004     0.644     0.008
    0.349  -13.5384     0.098     0.004     0.648     0.008
    0.360  -13.5385     0.097     0.004     0.640     0.007
    0.360  -13.5385     0.097     0.004     0.640     0.007
    0.382  -13.5369     0.095     0.004     0.644     0.009
    0.404  -13.5386     0.096     0.003     0.644     0.006
    0.426  -13.5442     0.094     0.004     0.651     0.002
    0.449  -13.5502     0.093     0.004     0.650     0.001
    0.471  -13.5546     0.095     0.004     0.649     0.000
    0.493  -13.5553     0.095     0.005     0.647     0.003
    0.515  -13.5539     0.096     0.005     0.649     0.003
    0.537  -13.5532     0.097     0.006     0.653     0.003
    0.559  -13.5534     0.098     0.006     0.648     0.003
    0.581  -13.5541     0.102     0.007     0.649     0.003
    0.603  -13.5549     0.099     0.007     0.648     0.004
    0.625  -13.5554     0.097     0.007     0.644     0.004
 
# Band-Index   30
    0.625  -13.4749     0.101     0.002     0.651     0.005
    0.603  -13.4781     0.099     0.002     0.650     0.005
    0.581  -13.4878     0.101     0.002     0.649     0.005
    0.559  -13.5005     0.095     0.001     0.647     0.006
    0.537  -13.5129     0.096     0.001     0.650     0.007
    0.515  -13.5230     0.092     0.001     0.647     0.007
    0.493  -13.5290     0.094     0.002     0.648     0.006
    0.471  -13.5307     0.095     0.003     0.654     0.006
    0.449  -13.5299     0.099     0.004     0.648     0.005
    0.426  -13.5289     0.097     0.005     0.652     0.004
    0.404  -13.5288     0.098     0.005     0.649     0.003
    0.382  -13.5270     0.101     0.005     0.656     0.002
    0.360  -13.5216     0.099     0.004     0.649     0.002
    0.360  -13.5216     0.099     0.004     0.649     0.002
    0.349  -13.5208     0.101     0.004     0.654     0.002
    0.338  -13.5216     0.102     0.004     0.653     0.002
    0.327  -13.5234     0.099     0.004     0.651     0.003
    0.316  -13.5255     0.098     0.004     0.649     0.003
    0.305  -13.5271     0.099     0.005     0.656     0.003
    0.294  -13.5271     0.099     0.005     0.652     0.003
    0.283  -13.5258     0.099     0.004     0.654     0.002
    0.272  -13.5241     0.096     0.003     0.648     0.002
    0.261  -13.5225     0.098     0.003     0.651     0.004
    0.250  -13.5212     0.099     0.002     0.649     0.005
    0.239  -13.5203     0.099     0.001     0.650     0.005
    0.228  -13.5200     0.100     0.001     0.653     0.004
    0.228  -13.5200     0.100     0.001     0.653     0.004
    0.209  -13.5207     0.104     0.002     0.650     0.001
    0.190  -13.5219     0.101     0.003     0.649     0.003
    0.171  -13.5228     0.090     0.003     0.651     0.009
    0.152  -13.5233     0.089     0.002     0.642     0.011
    0.133  -13.5232     0.092     0.002     0.644     0.011
    0.114  -13.5214     0.091     0.001     0.651     0.008
    0.095  -13.5156     0.098     0.001     0.646     0.007
    0.076  -13.5057     0.097     0.001     0.652     0.007
    0.057  -13.4946     0.097     0.001     0.646     0.006
    0.038  -13.4844     0.100     0.002     0.649     0.005
    0.019  -13.4773     0.100     0.002     0.650     0.005
    0.000  -13.4749     0.101     0.002     0.651     0.005
 
# Band-Index   31
    0.000  -13.4598     0.101     0.002     0.648     0.004
    0.019  -13.4603     0.104     0.002     0.652     0.004
    0.038  -13.4608     0.102     0.002     0.652     0.005
    0.057  -13.4612     0.101     0.003     0.651     0.003
    0.076  -13.4619     0.103     0.004     0.648     0.003
    0.095  -13.4639     0.103     0.004     0.656     0.004
    0.114  -13.4671     0.102     0.003     0.653     0.003
    0.133  -13.4710     0.104     0.003     0.658     0.002
    0.152  -13.4748     0.108     0.003     0.657     0.001
    0.171  -13.4780     0.108     0.002     0.656     0.001
    0.190  -13.4805     0.110     0.002     0.655     0.000
    0.209  -13.4821     0.107     0.002     0.653     0.000
    0.228  -13.4827     0.110     0.003     0.655     0.000
    0.228  -13.4827     0.110     0.003     0.655     0.000
    0.239  -13.4830     0.109     0.003     0.656     0.000
    0.250  -13.4839     0.107     0.002     0.652     0.000
    0.261  -13.4854     0.103     0.002     0.655     0.001
    0.272  -13.4875     0.106     0.002     0.654     0.002
    0.283  -13.4903     0.105     0.002     0.653     0.002
    0.294  -13.4936     0.101     0.002     0.655     0.002
    0.305  -13.4971     0.102     0.002     0.654     0.003
    0.316  -13.5007     0.100     0.002     0.651     0.002
    0.327  -13.5042     0.099     0.003     0.647     0.002
    0.338  -13.5071     0.098     0.004     0.648     0.002
    0.349  -13.5089     0.093     0.004     0.648     0.001
    0.360  -13.5093     0.092     0.005     0.649     0.002
    0.360  -13.5093     0.092     0.005     0.649     0.002
    0.382  -13.5086     0.092     0.003     0.647     0.005
    0.404  -13.5085     0.098     0.002     0.651     0.004
    0.426  -13.5071     0.106     0.001     0.656     0.001
    0.449  -13.5035     0.108     0.001     0.658     0.000
    0.471  -13.4974     0.108     0.001     0.655     0.000
    0.493  -13.4895     0.108     0.001     0.653     0.000
    0.515  -13.4808     0.107     0.001     0.651     0.003
    0.537  -13.4727     0.106     0.001     0.656     0.003
    0.559  -13.4667     0.104     0.001     0.653     0.003
    0.581  -13.4635     0.105     0.002     0.650     0.005
    0.603  -13.4614     0.103     0.002     0.652     0.004
    0.625  -13.4598     0.101     0.002     0.648     0.004
 
# Band-Index   32
    0.625  -13.4267     0.103     0.002     0.657     0.005
    0.603  -13.4288     0.102     0.002     0.655     0.005
    0.581  -13.4315     0.103     0.002     0.653     0.004
    0.559  -13.4336     0.103     0.001     0.654     0.004
    0.537  -13.4352     0.103     0.001     0.654     0.004
    0.515  -13.4376     0.105     0.002     0.653     0.004
    0.493  -13.4419     0.101     0.002     0.651     0.004
    0.471  -13.4478     0.103     0.002     0.652     0.005
    0.449  -13.4545     0.103     0.002     0.657     0.004
    0.426  -13.4601     0.101     0.002     0.651     0.005
    0.404  -13.4632     0.101     0.002     0.647     0.004
    0.382  -13.4640     0.102     0.002     0.653     0.005
    0.360  -13.4646     0.098     0.001     0.648     0.005
    0.360  -13.4646     0.098     0.001     0.648     0.005
    0.349  -13.4639     0.097     0.001     0.649     0.005
    0.338  -13.4631     0.097     0.001     0.652     0.005
    0.327  -13.4624     0.104     0.002     0.652     0.003
    0.316  -13.4617     0.103     0.002     0.659     0.003
    0.305  -13.4613     0.101     0.002     0.657     0.002
    0.294  -13.4610     0.101     0.002     0.656     0.002
    0.283  -13.4608     0.103     0.002     0.656     0.003
    0.272  -13.4607     0.100     0.002     0.658     0.003
    0.261  -13.4606     0.101     0.002     0.656     0.003
    0.250  -13.4604     0.099     0.002     0.657     0.005
    0.239  -13.4603     0.098     0.002     0.654     0.005
    0.228  -13.4602     0.099     0.002     0.653     0.005
    0.228  -13.4602     0.099     0.002     0.653     0.005
    0.209  -13.4588     0.099     0.002     0.653     0.004
    0.190  -13.4554     0.100     0.002     0.656     0.004
    0.171  -13.4519     0.101     0.002     0.658     0.003
    0.152  -13.4495     0.097     0.002     0.650     0.002
    0.133  -13.4481     0.101     0.003     0.656     0.002
    0.114  -13.4473     0.102     0.003     0.656     0.002
    0.095  -13.4462     0.104     0.003     0.653     0.001
    0.076  -13.4439     0.102     0.003     0.650     0.001
    0.057  -13.4405     0.102     0.003     0.656     0.002
    0.038  -13.4361     0.101     0.002     0.652     0.004
    0.019  -13.4309     0.102     0.002     0.651     0.005
    0.000  -13.4267     0.103     0.002     0.657     0.005
 
# Band-Index   33
    0.000  -13.4197     0.104     0.002     0.658     0.003
    0.019  -13.4149     0.101     0.002     0.653     0.002
    0.038  -13.4092     0.106     0.002     0.658     0.002
    0.057  -13.4067     0.107     0.002     0.662     0.002
    0.076  -13.4077     0.104     0.002     0.657     0.004
    0.095  -13.4109     0.102     0.002     0.658     0.004
    0.114  -13.4155     0.103     0.002     0.658     0.005
    0.133  -13.4210     0.103     0.002     0.658     0.005
    0.152  -13.4270     0.102     0.002     0.660     0.005
    0.171  -13.4331     0.103     0.001     0.656     0.004
    0.190  -13.4383     0.101     0.001     0.659     0.003
    0.209  -13.4418     0.104     0.001     0.662     0.002
    0.228  -13.4430     0.103     0.000     0.660     0.002
    0.228  -13.4430     0.103     0.000     0.660     0.002
    0.239  -13.4431     0.105     0.001     0.655     0.002
    0.250  -13.4434     0.101     0.001     0.658     0.002
    0.261  -13.4442     0.100     0.001     0.661     0.003
    0.272  -13.4454     0.100     0.001     0.661     0.003
    0.283  -13.4470     0.101     0.001     0.658     0.003
    0.294  -13.4487     0.105     0.001     0.654     0.003
    0.305  -13.4503     0.099     0.001     0.655     0.002
    0.316  -13.4518     0.096     0.001     0.657     0.002
    0.327  -13.4533     0.099     0.001     0.658     0.001
    0.338  -13.4546     0.098     0.001     0.657     0.001
    0.349  -13.4557     0.101     0.000     0.655     0.001
    0.360  -13.4562     0.101     0.000     0.660     0.001
    0.360  -13.4562     0.101     0.000     0.660     0.001
    0.382  -13.4566     0.099     0.001     0.656     0.001
    0.404  -13.4509     0.099     0.002     0.654     0.001
    0.426  -13.4416     0.100     0.002     0.660     0.003
    0.449  -13.4316     0.097     0.003     0.653     0.003
    0.471  -13.4226     0.100     0.003     0.656     0.003
    0.493  -13.4153     0.101     0.003     0.658     0.005
    0.515  -13.4099     0.100     0.003     0.656     0.006
    0.537  -13.4059     0.102     0.003     0.658     0.005
    0.559  -13.4038     0.105     0.003     0.659     0.002
    0.581  -13.4070     0.107     0.003     0.657     0.002
    0.603  -13.4147     0.105     0.003     0.657     0.002
    0.625  -13.4197     0.104     0.002     0.658     0.003
 
# Band-Index   34
    0.625  -13.3879     0.104     0.004     0.658     0.001
    0.603  -13.3898     0.101     0.004     0.662     0.002
    0.581  -13.3924     0.103     0.004     0.656     0.002
    0.559  -13.3906     0.105     0.003     0.660     0.002
    0.537  -13.3851     0.106     0.003     0.658     0.002
    0.515  -13.3807     0.106     0.003     0.658     0.002
    0.493  -13.3812     0.105     0.003     0.657     0.002
    0.471  -13.3886     0.105     0.003     0.658     0.003
    0.449  -13.3977     0.101     0.004     0.659     0.003
    0.426  -13.4060     0.098     0.004     0.656     0.004
    0.404  -13.4131     0.098     0.005     0.652     0.005
    0.382  -13.4190     0.096     0.005     0.653     0.006
    0.360  -13.4235     0.096     0.005     0.652     0.005
    0.360  -13.4235     0.096     0.005     0.652     0.005
    0.349  -13.4243     0.095     0.005     0.648     0.006
    0.338  -13.4247     0.095     0.005     0.652     0.005
    0.327  -13.4247     0.094     0.005     0.653     0.006
    0.316  -13.4245     0.097     0.004     0.653     0.006
    0.305  -13.4241     0.097     0.004     0.657     0.005
    0.294  -13.4237     0.096     0.004     0.657     0.005
    0.283  -13.4232     0.099     0.003     0.656     0.005
    0.272  -13.4222     0.099     0.003     0.659     0.003
    0.261  -13.4205     0.096     0.003     0.657     0.004
    0.250  -13.4180     0.097     0.003     0.650     0.004
    0.239  -13.4153     0.098     0.003     0.655     0.004
    0.228  -13.4141     0.097     0.003     0.654     0.002
    0.228  -13.4141     0.097     0.003     0.654     0.002
    0.209  -13.4135     0.096     0.003     0.655     0.004
    0.190  -13.4116     0.098     0.003     0.653     0.004
    0.171  -13.4082     0.098     0.003     0.655     0.003
    0.152  -13.4035     0.100     0.004     0.657     0.003
    0.133  -13.3983     0.097     0.004     0.656     0.003
    0.114  -13.3938     0.104     0.005     0.653     0.002
    0.095  -13.3903     0.103     0.005     0.658     0.002
    0.076  -13.3881     0.106     0.004     0.658     0.002
    0.057  -13.3874     0.106     0.003     0.656     0.002
    0.038  -13.3877     0.103     0.003     0.661     0.003
    0.019  -13.3879     0.103     0.004     0.657     0.002
    0.000  -13.3879     0.104     0.004     0.658     0.001
 
# Band-Index   35
    0.000  -13.3627     0.106     0.005     0.664     0.001
    0.019  -13.3620     0.107     0.005     0.661     0.001
    0.038  -13.3596     0.106     0.006     0.659     0.000
    0.057  -13.3555     0.105     0.006     0.657     0.000
    0.076  -13.3514     0.105     0.006     0.659     0.000
    0.095  -13.3541     0.100     0.005     0.659     0.001
    0.114  -13.3623     0.102     0.005     0.657     0.001
    0.133  -13.3709     0.099     0.005     0.656     0.002
    0.152  -13.3779     0.101     0.005     0.653     0.002
    0.171  -13.3828     0.102     0.005     0.656     0.002
    0.190  -13.3860     0.100     0.004     0.659     0.002
    0.209  -13.3877     0.103     0.004     0.655     0.002
    0.228  -13.3883     0.103     0.004     0.656     0.002
    0.228  -13.3883     0.103     0.004     0.656     0.002
    0.239  -13.3862     0.103     0.004     0.652     0.002
    0.250  -13.3810     0.105     0.005     0.656     0.003
    0.261  -13.3745     0.104     0.005     0.660     0.002
    0.272  -13.3684     0.103     0.005     0.654     0.002
    0.283  -13.3667     0.104     0.003     0.657     0.002
    0.294  -13.3700     0.103     0.002     0.661     0.001
    0.305  -13.3737     0.109     0.001     0.662     0.001
    0.316  -13.3766     0.108     0.001     0.663     0.001
    0.327  -13.3784     0.110     0.001     0.659     0.001
    0.338  -13.3793     0.112     0.001     0.661     0.001
    0.349  -13.3795     0.108     0.001     0.666     0.001
    0.360  -13.3792     0.109     0.001     0.662     0.001
    0.360  -13.3792     0.109     0.001     0.662     0.001
    0.382  -13.3783     0.111     0.001     0.666     0.001
    0.404  -13.3766     0.109     0.001     0.660     0.001
    0.426  -13.3740     0.105     0.002     0.656     0.002
    0.449  -13.3706     0.106     0.002     0.662     0.002
    0.471  -13.3668     0.102     0.003     0.658     0.003
    0.493  -13.3629     0.103     0.003     0.657     0.002
    0.515  -13.3554     0.102     0.003     0.656     0.002
    0.537  -13.3461     0.103     0.004     0.655     0.001
    0.559  -13.3432     0.104     0.006     0.663     0.000
    0.581  -13.3505     0.108     0.006     0.664     0.000
    0.603  -13.3588     0.105     0.005     0.663     0.000
    0.625  -13.3627     0.106     0.005     0.664     0.001
 
# Band-Index   36
    0.625  -13.3398     0.105     0.001     0.662     0.000
    0.603  -13.3398     0.105     0.001     0.663     0.000
    0.581  -13.3398     0.106     0.001     0.664     0.001
    0.559  -13.3403     0.104     0.002     0.661     0.001
    0.537  -13.3395     0.103     0.004     0.659     0.001
    0.515  -13.3398     0.106     0.005     0.658     0.001
    0.493  -13.3415     0.109     0.005     0.659     0.001
    0.471  -13.3407     0.109     0.004     0.660     0.001
    0.449  -13.3365     0.107     0.004     0.657     0.001
    0.426  -13.3316     0.104     0.004     0.655     0.001
    0.404  -13.3279     0.104     0.004     0.658     0.001
    0.382  -13.3258     0.103     0.004     0.657     0.001
    0.360  -13.3249     0.102     0.004     0.659     0.001
    0.360  -13.3249     0.102     0.004     0.659     0.001
    0.349  -13.3247     0.106     0.003     0.661     0.001
    0.338  -13.3256     0.105     0.003     0.657     0.001
    0.327  -13.3285     0.106     0.003     0.658     0.000
    0.316  -13.3334     0.107     0.003     0.657     0.000
    0.305  -13.3397     0.103     0.005     0.659     0.001
    0.294  -13.3467     0.103     0.006     0.657     0.001
    0.283  -13.3524     0.105     0.007     0.657     0.001
    0.272  -13.3522     0.103     0.007     0.660     0.002
    0.261  -13.3465     0.102     0.008     0.659     0.002
    0.250  -13.3390     0.099     0.008     0.657     0.004
    0.239  -13.3312     0.099     0.008     0.657     0.005
    0.228  -13.3261     0.097     0.008     0.657     0.006
    0.228  -13.3261     0.097     0.008     0.657     0.006
    0.209  -13.3258     0.099     0.008     0.652     0.005
    0.190  -13.3250     0.100     0.007     0.658     0.004
    0.171  -13.3239     0.108     0.006     0.660     0.002
    0.152  -13.3230     0.107     0.005     0.659     0.001
    0.133  -13.3239     0.108     0.003     0.659     0.001
    0.114  -13.3278     0.106     0.002     0.662     0.001
    0.095  -13.3335     0.105     0.002     0.661     0.002
    0.076  -13.3363     0.104     0.002     0.662     0.002
    0.057  -13.3357     0.105     0.001     0.661     0.001
    0.038  -13.3370     0.104     0.001     0.663     0.001
    0.019  -13.3390     0.104     0.001     0.666     0.000
    0.000  -13.3398     0.105     0.001     0.662     0.000
 
# Band-Index   37
    0.000  -13.3064     0.113     0.004     0.661     0.000
    0.019  -13.3074     0.114     0.004     0.661     0.000
    0.038  -13.3098     0.114     0.003     0.662     0.000
    0.057  -13.3119     0.111     0.002     0.662     0.000
    0.076  -13.3116     0.111     0.000     0.664     0.000
    0.095  -13.3108     0.109     0.001     0.661     0.001
    0.114  -13.3116     0.104     0.002     0.657     0.002
    0.133  -13.3127     0.103     0.003     0.659     0.002
    0.152  -13.3133     0.105     0.003     0.660     0.003
    0.171  -13.3142     0.105     0.002     0.659     0.002
    0.190  -13.3152     0.109     0.002     0.661     0.002
    0.209  -13.3160     0.107     0.002     0.663     0.002
    0.228  -13.3162     0.110     0.002     0.658     0.001
    0.228  -13.3162     0.110     0.002     0.658     0.001
    0.239  -13.3111     0.107     0.002     0.663     0.002
    0.250  -13.3033     0.104     0.002     0.657     0.002
    0.261  -13.2973     0.098     0.003     0.659     0.005
    0.272  -13.2964     0.089     0.004     0.660     0.008
    0.283  -13.2979     0.090     0.005     0.655     0.009
    0.294  -13.2999     0.089     0.005     0.654     0.009
    0.305  -13.3019     0.088     0.005     0.659     0.009
    0.316  -13.3033     0.088     0.005     0.656     0.010
    0.327  -13.3036     0.086     0.005     0.655     0.009
    0.338  -13.3025     0.091     0.005     0.658     0.008
    0.349  -13.3006     0.095     0.005     0.659     0.008
    0.360  -13.2989     0.091     0.005     0.660     0.008
    0.360  -13.2989     0.091     0.005     0.660     0.008
    0.382  -13.3007     0.090     0.005     0.653     0.008
    0.404  -13.3036     0.092     0.005     0.655     0.009
    0.426  -13.3062     0.089     0.004     0.657     0.009
    0.449  -13.3087     0.091     0.004     0.653     0.008
    0.471  -13.3123     0.096     0.004     0.659     0.006
    0.493  -13.3159     0.100     0.003     0.661     0.004
    0.515  -13.3169     0.102     0.003     0.658     0.002
    0.537  -13.3138     0.105     0.003     0.658     0.002
    0.559  -13.3144     0.111     0.002     0.662     0.002
    0.581  -13.3111     0.111     0.003     0.661     0.000
    0.603  -13.3076     0.115     0.004     0.660     0.000
    0.625  -13.3064     0.113     0.004     0.661     0.000
 
# Band-Index   38
    0.625  -13.2907     0.089     0.001     0.656     0.010
    0.603  -13.2926     0.092     0.001     0.656     0.010
    0.581  -13.2981     0.094     0.001     0.658     0.008
    0.559  -13.3055     0.101     0.002     0.660     0.006
    0.537  -13.3102     0.099     0.002     0.659     0.004
    0.515  -13.3048     0.104     0.002     0.658     0.004
    0.493  -13.3009     0.104     0.004     0.659     0.004
    0.471  -13.2988     0.102     0.005     0.657     0.003
    0.449  -13.2960     0.098     0.007     0.658     0.005
    0.426  -13.2907     0.094     0.007     0.655     0.005
    0.404  -13.2839     0.092     0.007     0.656     0.006
    0.382  -13.2767     0.090     0.008     0.659     0.007
    0.360  -13.2705     0.088     0.008     0.659     0.007
    0.360  -13.2705     0.088     0.008     0.659     0.007
    0.349  -13.2694     0.090     0.008     0.658     0.007
    0.338  -13.2684     0.091     0.008     0.656     0.006
    0.327  -13.2674     0.102     0.007     0.662     0.003
    0.316  -13.2668     0.107     0.006     0.659     0.000
    0.305  -13.2672     0.112     0.005     0.660     0.000
    0.294  -13.2699     0.111     0.004     0.659     0.001
    0.283  -13.2754     0.106     0.003     0.659     0.003
    0.272  -13.2822     0.108     0.003     0.663     0.004
    0.261  -13.2877     0.107     0.002     0.659     0.004
    0.250  -13.2888     0.107     0.002     0.664     0.003
