    # Energy          Mo          Au           S          Si
     0.78491    -9.75167    -0.03203    -2.26389    -1.50307
     0.78791   -18.38134    -0.05747    -4.11009    -2.36725
     0.79091   -21.74875    -0.06609    -4.65993    -2.60944
     0.79391   -16.48344    -0.05033    -3.55884    -2.13444
     0.79691    -9.30949    -0.02040    -1.84695    -1.13901
     0.79991   -12.29467    -0.02498    -2.66695    -1.71326
     0.80291   -15.16812    -0.03811    -3.52564    -2.14161
     0.80591   -18.39005    -0.05303    -4.47326    -2.66578
     0.80891   -21.61569    -0.07218    -5.31019    -3.11648
     0.81191   -18.96749    -0.07880    -4.75548    -2.58955
     0.81491   -23.97507    -0.11627    -6.00291    -3.09998
     0.81791   -21.33719    -0.10310    -5.31073    -2.79859
     0.82091   -21.31762    -0.11452    -5.38880    -2.70159
     0.82391   -15.08389    -0.06862    -3.66429    -1.95722
     0.82691   -18.59178    -0.08437    -4.29518    -2.67250
     0.82991   -16.51309    -0.05233    -3.66346    -1.78826
     0.83291   -13.85503    -0.04196    -3.10195    -1.38537
     0.83591   -23.05376    -0.08853    -5.80495    -2.41939
     0.83891   -21.91880    -0.08558    -5.40591    -2.17848
     0.84191   -31.62362    -0.12539    -7.85319    -3.02397
     0.84491   -26.10395    -0.12412    -6.66939    -2.53028
     0.84791   -14.02502    -0.06392    -3.47413    -1.37335
     0.85091   -11.21101    -0.04942    -2.71418    -1.07059
     0.85391    -9.62006    -0.04192    -2.29389    -0.90873
     0.85691   -11.72447    -0.04209    -3.23063    -1.11309
     0.85991   -11.65654    -0.04171    -3.25294    -1.09878
     0.86291   -11.55897    -0.04375    -3.17933    -1.08218
     0.86591   -11.74989    -0.04624    -3.21076    -1.09246
     0.86891   -37.47857    -0.16662   -10.30607    -3.06706
     0.87191   -29.37056    -0.14237    -8.19807    -2.40448
     0.87491   -21.73297    -0.11099    -6.07927    -1.82063
     0.87791   -17.04808    -0.09379    -4.78391    -1.50821
     0.88091   -13.33029    -0.07596    -3.68821    -1.18393
     0.88391   -11.85723    -0.06973    -3.25335    -1.05894
     0.88691   -17.24910    -0.09845    -5.03588    -1.61305
     0.88991   -14.05999    -0.08749    -4.18117    -1.37248
     0.89291   -15.88411    -0.10352    -4.65805    -1.57632
     0.89591   -16.66338    -0.11445    -4.78582    -1.66926
     0.89891   -19.95982    -0.14459    -5.57125    -1.99558
     0.90191   -25.94122    -0.18571    -7.21856    -2.49001
     0.90491   -21.25563    -0.14685    -6.11037    -2.02269
     0.90791   -27.48617    -0.19169    -7.95418    -2.65793
     0.91091   -21.49911    -0.11775    -5.87625    -2.01005
     0.91391   -14.81131    -0.08016    -4.01316    -1.34806
     0.91691   -15.32768    -0.10736    -4.18966    -1.36079
     0.91991   -27.49448    -0.28492    -7.26067    -2.41013
     0.92291   -33.34550    -0.39989    -8.70900    -2.98834
     0.92591   -31.67982    -0.25195    -8.41201    -2.69104
     0.92891   -29.55664    -0.22207    -7.45968    -2.56193
     0.93191    -7.76401    -0.04444    -2.00986    -0.53816
     0.93491   -13.09406    -0.11974    -3.45721    -1.05319
     0.93791   -14.67001    -0.14221    -3.89013    -1.18844
     0.94091   -14.68317    -0.13025    -3.85744    -1.16502
     0.94391   -25.83965    -0.21646    -6.75007    -2.08053
     0.94691   -38.81294    -0.24983   -10.02870    -2.93875
     0.94991   -24.71255    -0.18972    -6.41086    -1.96564
     0.95291   -27.89580    -0.21242    -7.21904    -2.27387
     0.95591   -22.90637    -0.18472    -6.05459    -1.95151
     0.95891   -16.68289    -0.12590    -4.39608    -1.41786
     0.96191   -15.08330    -0.10824    -3.97288    -1.25780
     0.96491   -15.15286    -0.10482    -3.96707    -1.22771
     0.96791   -10.07976    -0.07522    -2.63502    -0.77904
     0.97091   -14.65326    -0.09975    -4.00312    -1.17714
     0.97391   -56.63867    -0.29985   -16.14141    -5.33315
     0.97691   -24.71674    -0.14135    -6.99388    -2.19113
     0.97991   -30.64804    -0.16536    -9.05012    -2.91207
     0.98291   -39.17404    -0.24551   -10.18279    -3.28273
     0.98591   -29.04065    -0.18463    -7.39630    -2.34871
     0.98891   -13.06263    -0.10519    -3.13918    -1.05758
     0.99191    -6.03495    -0.05851    -1.33879    -0.48792
     0.99491   -11.90176    -0.06507    -2.82340    -0.99263
     0.99791   -34.74049    -0.24287    -8.57172    -3.00771
     1.00091   -63.64610    -0.77221   -16.18050    -5.53374
     1.00391   -44.82451    -0.70246   -11.09682    -3.77075
     1.00691   -19.19526    -0.24000    -4.72278    -1.54019
     1.00991    -8.83789    -0.08638    -2.16942    -0.68215
     1.01291     0.00000     0.00000     0.00000     0.00000
     1.01591     0.00000     0.00000     0.00000     0.00000
     1.01891   -55.38678    -0.34294   -15.14218    -4.88232
     1.02191   -57.54369    -0.32693   -15.33754    -5.08370
     1.02491   -29.14729    -0.20286    -7.74875    -2.64450
     1.02791   -23.10881    -0.21177    -6.32415    -2.06994
     1.03091   -29.97326    -0.26339    -8.07668    -2.90335
     1.03391   -10.14009    -0.11835    -2.68822    -0.94738
     1.03691   -21.33991    -0.22452    -5.36795    -1.76098
     1.03991   -15.70845    -0.10649    -3.68073    -1.10003
     1.04291   -45.52244    -0.23422   -10.57211    -3.21054
     1.04591   -54.02267    -0.25272   -12.46587    -3.64860
     1.04891   -51.34859    -0.22817   -11.81193    -3.36981
     1.05191   -47.84735    -0.19862   -11.11176    -2.83841
     1.05491   -54.16665    -0.30433   -12.47072    -3.78546
     1.05791   -38.84398    -0.19724    -9.63052    -3.05713
     1.06091   -20.42306    -0.10599    -5.07976    -1.52394
     1.06391   -41.61897    -0.20306    -9.84651    -2.85232
     1.06691   -26.08802    -0.14227    -6.16457    -1.66241
     1.06991   -14.66593    -0.08311    -3.42610    -1.03409
     1.07291   -14.35904    -0.08610    -3.41339    -0.99335
     1.07591   -31.44305    -0.20392    -7.85079    -2.23262
     1.07891   -31.05255    -0.22276    -7.84629    -2.19525
     1.08191   -29.97852    -0.18448    -7.16349    -2.00077
     1.08491   -31.88579    -0.21488    -7.57215    -2.05255
     1.08791   -20.75514    -0.14048    -4.82910    -1.31393
     1.09091   -21.01053    -0.14286    -4.77972    -1.30390
     1.09391   -25.24318    -0.17055    -5.72416    -1.51485
     1.09691   -29.52288    -0.19554    -6.69084    -1.87446
     1.09991   -37.34702    -0.24649    -8.40167    -2.41895
     1.10291   -23.81021    -0.13352    -5.33377    -1.57240
     1.10591   -32.63871    -0.19110    -7.44056    -2.17187
     1.10891   -29.54812    -0.18460    -6.78276    -1.97907
     1.11191   -41.15659    -0.23617    -9.53500    -2.89159
     1.11491   -40.57423    -0.22640    -9.61347    -2.95215
     1.11791   -26.70832    -0.17216    -6.09464    -1.93053
     1.12091   -24.84067    -0.15820    -5.45224    -1.72188
     1.12391   -34.12609    -0.19883    -7.36249    -2.31792
     1.12691   -32.88930    -0.18586    -7.02540    -2.11024
     1.12991   -37.51273    -0.20137    -8.00638    -2.31520
     1.13291   -40.31832    -0.21058    -8.53006    -2.41526
     1.13591   -33.06677    -0.15279    -6.89999    -1.98745
     1.13891   -34.70894    -0.15267    -7.00552    -2.08924
     1.14191   -45.77621    -0.19085    -9.10908    -2.85901
     1.14491   -56.61681    -0.23056   -11.46946    -3.59810
     1.14791   -27.11114    -0.13546    -5.72994    -1.95655
     1.15091   -37.29237    -0.15064    -7.60840    -2.47796
     1.15391   -22.89717    -0.12212    -5.11534    -1.66527
     1.15691   -25.80075    -0.13554    -5.78533    -1.85161
     1.15991   -30.30716    -0.15908    -6.87017    -2.17405
     1.16291   -28.32028    -0.14034    -6.37801    -1.98503
     1.16591   -26.22354    -0.12809    -5.94863    -1.81540
     1.16891   -24.36894    -0.11635    -5.57981    -1.65989
     1.17191   -26.34930    -0.12348    -6.16349    -1.84101
     1.17491   -33.64238    -0.15084    -8.17146    -2.47427
     1.17791   -38.96051    -0.17993    -9.63557    -2.90334
     1.18091   -33.45468    -0.15868    -8.06874    -2.37910
     1.18391   -37.90163    -0.17638    -9.06049    -2.63178
     1.18691   -30.03486    -0.12974    -7.27403    -2.13681
     1.18991   -29.16949    -0.11216    -7.35688    -2.14284
     1.19291   -28.15080    -0.10663    -7.28422    -2.11781
     1.19591   -29.33152    -0.11276    -7.55184    -2.22710
     1.19891   -32.33053    -0.12089    -8.28266    -2.49041
     1.20191   -37.42700    -0.13840    -9.54592    -2.86703
     1.20491   -38.73927    -0.14262    -9.85781    -2.89646
     1.20791   -43.61491    -0.16807   -11.37127    -3.44586
     1.21091   -37.02012    -0.13741    -9.42107    -2.85151
     1.21391   -38.07626    -0.14244    -9.70113    -2.85854
     1.21691   -36.65620    -0.13531    -9.40777    -2.74872
     1.21991   -38.87376    -0.15149   -10.06504    -2.88964
     1.22291   -33.90831    -0.15871    -8.89747    -3.07429
     1.22591   -30.28758    -0.13441    -7.95822    -2.49045
     1.22891   -26.29471    -0.12576    -6.94563    -2.19525
     1.23191   -25.45697    -0.12661    -6.59418    -2.10741
     1.23491   -34.69658    -0.18367    -8.81045    -2.85778
     1.23791   -35.75947    -0.18808    -8.87118    -2.93728
     1.24091   -39.22730    -0.20203    -9.95167    -3.33180
     1.24391   -23.40757    -0.13978    -6.33963    -1.96069
     1.24691   -21.78313    -0.12812    -5.87174    -1.80861
     1.24991   -21.05417    -0.12207    -5.63261    -1.73233
     1.25291   -23.86453    -0.13149    -6.41906    -1.94347
     1.25591   -40.40528    -0.17216   -10.82420    -3.05637
     1.25891   -36.95229    -0.17196   -10.81244    -2.91774
     1.26191   -49.93089    -0.21978   -14.24257    -4.05965
     1.26491   -31.85210    -0.18218    -8.96245    -2.72363
     1.26791   -60.87818    -0.33759   -17.13617    -4.49242
     1.27091   -23.28536    -0.17544    -6.87383    -2.08910
     1.27391   -13.07051    -0.12788    -4.02752    -1.41830
     1.27691   -16.70617    -0.13854    -5.42014    -1.73603
     1.27991   -17.41994    -0.13501    -5.72341    -1.77554
     1.28291   -32.87340    -0.15445   -11.03863    -2.79331
     1.28591   -36.71234    -0.17736   -11.95959    -3.34151
     1.28891   -26.40465    -0.13547    -8.89675    -2.54208
     1.29191   -26.88844    -0.12497    -9.28850    -2.62798
     1.29491   -15.27643    -0.07405    -5.38235    -1.40629
     1.29791   -13.33094    -0.06774    -4.57890    -1.18058
     1.30091   -17.19814    -0.07459    -5.84097    -1.54009
     1.30391   -24.76748    -0.09003    -8.08311    -2.22428
     1.30691   -33.88787    -0.11870   -10.49021    -2.80606
     1.30991   -30.03064    -0.11433    -9.21812    -2.59210
     1.31291   -28.85695    -0.10565    -8.83410    -2.32155
     1.31591   -38.40265    -0.14277   -11.92033    -3.08526
     1.31891   -50.16154    -0.20015   -15.23983    -4.04977
     1.32191   -28.00611    -0.11594    -8.50210    -2.35487
     1.32491   -32.05028    -0.11677    -9.49984    -2.83294
     1.32791   -41.41185    -0.15485   -12.85073    -3.50585
     1.33091   -42.15290    -0.15898   -12.70747    -3.39047
     1.33391   -33.68637    -0.11354   -10.19662    -2.64781
     1.33691   -24.61965    -0.07758    -7.07989    -2.08244
     1.33991   -28.81805    -0.08886    -8.27929    -2.49447
     1.34291   -25.56841    -0.07582    -7.32467    -2.09523
     1.34591   -28.54597    -0.08655    -8.00319    -2.27442
     1.34891   -34.03678    -0.11021    -9.27063    -2.67734
     1.35191   -28.23143    -0.08217    -7.13508    -2.04163
     1.35491   -23.40358    -0.06583    -6.09877    -1.98836
     1.35791   -24.31680    -0.06700    -6.56877    -2.09655
     1.36091   -23.10870    -0.06105    -6.36982    -2.01981
     1.36391   -19.79607    -0.04912    -5.73649    -1.72218
     1.36691   -22.74151    -0.05644    -7.02796    -1.96071
     1.36991   -24.09969    -0.05887    -7.68131    -2.04249
     1.37291   -24.06876    -0.05905    -7.70552    -1.98021
     1.37591   -27.86486    -0.07072    -8.70491    -2.13353
     1.37891   -38.79128    -0.12968   -13.69276    -2.88035
     1.38191   -34.65431    -0.10720   -11.66843    -2.61124
     1.38491   -37.64426    -0.11452   -12.46145    -2.95163
     1.38791   -41.26073    -0.11789   -12.96984    -3.32419
     1.39091   -20.17093    -0.07417    -6.63208    -1.68368
     1.39391   -25.96007    -0.11458    -8.99807    -2.19485
     1.39691   -51.57218    -0.19049   -15.30273    -4.52232
     1.39991   -33.26667    -0.12973    -9.99187    -2.61635
     1.40291   -37.88178    -0.13989   -12.09500    -3.23196
     1.40591   -27.79261    -0.11635    -9.21513    -2.33760
     1.40891   -22.95045    -0.09727    -8.16317    -1.94746
     1.41191   -49.26452    -0.17746   -17.21510    -3.88043
     1.41491   -74.06478    -0.23223   -24.77109    -5.50743
     1.41791   -21.92833    -0.07398    -6.88354    -1.67834
     1.42091   -24.46967    -0.08145    -7.27356    -1.69609
     1.42391   -39.16903    -0.12104   -11.70308    -2.75822
     1.42691   -24.91434    -0.08833    -7.28167    -1.80914
     1.42991   -26.54440    -0.08687    -7.72794    -1.92756
     1.43291   -31.83231    -0.10797    -9.38101    -2.27341
     1.43591   -22.78964    -0.07424    -6.46157    -1.72125
     1.43891   -32.69505    -0.09472    -8.31704    -2.14580
     1.44191   -26.83560    -0.08301    -7.12207    -1.86617
     1.44491   -33.85499    -0.10191    -8.97998    -2.35674
     1.44791   -30.89158    -0.09326    -8.14070    -2.18433
     1.45091   -47.25410    -0.14316   -11.91212    -3.24923
     1.45391   -24.14849    -0.07598    -6.28110    -1.74320
     1.45691   -22.14014    -0.08260    -5.92474    -1.66749
     1.45991   -30.74106    -0.08731    -7.19652    -1.96584
     1.46291   -22.45515    -0.06136    -5.28237    -1.41370
     1.46591   -36.12658    -0.09934    -8.81441    -2.33563
     1.46891   -15.29937    -0.05022    -4.21043    -1.04812
     1.47191   -29.22128    -0.11489    -8.77676    -1.88377
     1.47491   -53.65086    -0.24631   -15.64207    -3.37137
     1.47791   -32.22589    -0.14512    -9.30600    -2.05769
     1.48091   -29.34342    -0.13353    -9.16672    -1.93514
     1.48391   -37.94403    -0.17042   -11.16113    -2.65766
     1.48691   -24.48105    -0.10517    -7.21736    -1.82450
     1.48991   -13.70859    -0.05980    -4.04765    -1.07938
     1.49291   -12.80954    -0.05985    -3.79418    -1.04693
     1.49591   -43.38605    -0.18232   -12.00641    -2.89055
     1.49891   -35.46976    -0.14310    -9.61984    -2.95370
     1.50191   -44.18810    -0.18430   -11.84682    -3.65960
     1.50491   -62.70086    -0.25135   -17.97861    -4.11014
     1.50791   -28.05108    -0.10909    -8.15788    -1.83652
     1.51091   -29.47493    -0.11700    -8.48500    -1.98474
     1.51391   -14.87096    -0.05107    -4.38074    -0.90036
     1.51691   -32.32531    -0.08960    -9.65921    -3.00317
     1.51991   -32.24981    -0.10595    -9.55046    -2.52476
     1.52291   -74.94697    -0.20455   -20.88806    -4.95679
     1.52591   -37.10168    -0.10629   -11.42070    -2.65949
     1.52891   -29.24168    -0.09026    -9.68160    -1.95854
     1.53191   -30.84463    -0.08930    -9.64721    -1.94100
     1.53491   -62.32120    -0.17360   -18.46362    -3.71307
     1.53791   -26.97464    -0.10097    -8.50339    -1.50690
     1.54091   -67.70272    -0.23764   -20.16872    -4.13339
     1.54391   -28.91638    -0.11536    -8.80561    -1.82698
     1.54691   -23.01741    -0.10548    -7.13804    -1.19329
     1.54991   -42.73548    -0.20911   -13.51511    -2.65427
     1.55291   -52.79578    -0.25755   -15.99568    -3.27071
     1.55591   -43.41951    -0.19092   -11.82307    -2.94319
     1.55891   -24.43401    -0.13615    -7.26142    -1.68901
     1.56191   -26.28885    -0.16461    -8.13382    -1.75251
     1.56491   -35.07254    -0.25638   -11.37511    -2.26951
     1.56791   -36.93919    -0.20231   -12.00607    -2.37434
     1.57091   -32.89128    -0.18825   -10.91196    -2.16233
     1.57391   -35.17908    -0.20582   -11.63701    -2.32395
     1.57691   -40.26077    -0.27806   -13.12295    -2.61672
     1.57991   -38.24517    -0.30722   -13.17710    -2.46809
     1.58291   -26.79022    -0.20636    -9.56454    -1.66370
     1.58591   -38.06378    -0.27732   -12.70800    -2.63084
     1.58891   -24.44312    -0.11555    -7.88072    -1.77451
     1.59191   -31.91282    -0.15025   -10.41773    -2.25924
     1.59491   -57.62567    -0.31389   -20.75885    -3.96131
     1.59791   -24.99252    -0.10797    -8.03805    -1.80657
     1.60091   -17.11508    -0.04607    -5.22449    -1.15218
     1.60391   -46.57088    -0.17836   -14.79884    -3.48404
     1.60691   -28.92068    -0.12521    -9.42675    -2.18817
     1.60991   -32.81285    -0.11438    -9.29149    -2.75756
     1.61291   -37.34520    -0.12332   -10.59155    -3.13387
     1.61591   -26.58826    -0.09236    -7.49831    -2.29625
     1.61891   -20.41716    -0.07283    -5.74472    -1.79699
     1.62191   -13.56591    -0.05109    -4.15330    -1.20255
     1.62491   -23.46146    -0.10444    -7.86613    -1.99273
     1.62791   -28.41202    -0.11962    -9.42817    -2.27787
     1.63091    -9.42560    -0.03611    -3.08345    -0.79189
     1.63391   -13.19809    -0.03446    -4.18245    -1.16645
     1.63691   -29.24041    -0.07852    -9.01458    -2.59140
     1.63991   -21.27364    -0.07057    -6.74251    -1.79857
     1.64291   -25.47406    -0.09359    -8.35555    -2.07609
     1.64591   -32.43892    -0.15566   -11.44501    -2.41482
     1.64891   -22.46403    -0.09055    -7.02563    -1.79019
     1.65191   -24.95208    -0.08959    -7.55513    -2.06018
     1.65491   -28.53477    -0.09702    -9.16204    -2.46224
     1.65791   -23.33156    -0.08266    -7.37028    -2.04852
     1.66091   -27.88756    -0.09437    -8.62654    -2.29472
     1.66391   -18.70429    -0.06336    -6.06621    -1.56938
     1.66691   -23.82998    -0.07624    -7.78135    -2.01604
     1.66991   -33.37469    -0.10575   -10.08888    -2.85142
     1.67291   -23.05860    -0.06070    -7.02109    -2.15612
     1.67591   -21.89154    -0.05484    -6.78332    -2.25067
     1.67891   -22.86875    -0.05629    -7.25349    -2.44931
     1.68191   -14.15577    -0.03993    -4.42374    -1.42950
     1.68491   -23.47539    -0.08677    -7.34212    -2.22102
     1.68791   -23.24869    -0.07488    -7.16210    -2.16791
     1.69091   -19.68531    -0.06471    -6.29975    -1.84014
     1.69391   -17.38706    -0.05918    -5.62997    -1.60097
     1.69691   -20.21720    -0.06131    -6.63992    -1.99168
     1.69991   -17.75394    -0.05388    -5.92805    -1.72161
     1.70291   -15.55520    -0.04521    -5.15712    -1.55243
     1.70591   -11.00752    -0.02981    -3.66892    -1.15465
     1.70891   -11.96817    -0.05415    -4.22518    -0.84419
     1.71191   -22.31924    -0.08140    -8.04243    -1.51310
     1.71491   -37.90442    -0.12678   -13.21295    -2.63979
     1.71791   -26.22412    -0.07929    -8.36634    -2.02049
     1.72091   -19.45929    -0.06402    -6.23463    -1.51841
     1.72391   -19.40860    -0.06555    -6.17520    -1.50262
     1.72691   -12.90732    -0.04162    -3.91619    -1.05642
     1.72991   -36.71268    -0.11049   -11.61974    -2.49218
     1.73291   -29.56345    -0.12841    -9.29440    -3.75307
     1.73591   -23.43059    -0.10724    -7.61478    -2.47390
     1.73891   -19.79930    -0.10008    -6.91901    -2.10135
     1.74191   -27.19602    -0.10238    -7.90939    -2.55679
     1.74491   -31.34692    -0.11348    -8.85822    -2.93880
     1.74791   -14.78513    -0.04769    -4.30056    -1.34833
     1.75091    -6.84925    -0.01932    -1.87524    -0.62040
     1.75391    -3.16124    -0.00848    -0.89217    -0.27659
     1.75691   -10.22115    -0.04722    -3.19133    -1.01494
     1.75991   -29.47515    -0.10644    -9.44142    -3.14180
     1.76291   -26.71567    -0.12309    -8.54926    -2.56913
     1.76591   -31.83783    -0.19678   -10.55957    -3.29019
     1.76891   -23.01932    -0.14494    -7.81849    -2.31052
     1.77191   -15.40744    -0.09395    -5.15688    -1.46476
     1.77491   -10.96826    -0.06684    -3.57418    -0.86767
     1.77791    -7.11389    -0.03759    -2.28131    -0.56551
     1.78091   -16.07078    -0.05713    -4.83034    -1.54195
     1.78391   -26.17404    -0.08769    -8.36342    -2.60296
     1.78691   -25.92919    -0.10196    -8.07941    -2.39231
     1.78991   -33.80467    -0.15459   -10.38593    -3.14762
     1.79291   -25.64366    -0.13123    -7.98023    -2.37583
     1.79591   -19.88777    -0.11100    -6.07778    -1.92335
     1.79891   -17.28304    -0.09287    -5.61766    -1.78201
     1.80191   -11.90770    -0.06723    -3.82776    -1.29513
     1.80491   -11.27234    -0.06303    -3.63751    -1.25592
     1.80791   -10.69285    -0.05753    -3.46778    -1.19071
     1.81091   -16.65458    -0.08063    -4.91445    -1.75442
     1.81391   -22.61266    -0.10632    -6.86763    -2.54050
     1.81691   -26.73269    -0.11993    -7.98841    -2.93524
     1.81991   -54.64502    -0.24055   -15.72649    -6.25658
     1.82291   -21.30072    -0.07499    -6.71035    -2.10803
     1.82591   -30.41425    -0.09634   -10.32631    -2.84937
     1.82891   -17.94901    -0.05982    -5.74650    -1.85511
     1.83191   -14.40393    -0.04859    -4.66793    -1.47924
     1.83491   -36.10320    -0.08842   -12.08182    -4.03086
     1.83791   -23.82521    -0.07998    -8.04671    -2.61130
     1.84091   -17.63228    -0.05610    -5.58047    -1.92571
     1.84391   -20.98925    -0.07006    -6.38333    -2.26026
     1.84691   -20.42953    -0.07333    -6.09341    -2.27933
     1.84991   -18.23779    -0.06807    -5.57571    -2.11363
     1.85291   -18.82537    -0.06632    -5.75916    -2.23759
     1.85591   -16.53442    -0.05791    -5.08697    -1.93432
     1.85891   -15.25862    -0.05531    -4.71067    -1.73781
     1.86191   -15.13031    -0.05568    -4.65699    -1.69708
     1.86491   -16.17320    -0.06441    -4.90959    -1.79155
     1.86791   -17.93826    -0.07474    -5.39262    -1.95354
     1.87091   -18.58836    -0.07046    -5.64741    -1.97181
     1.87391   -21.21743    -0.08148    -6.40268    -2.21988
     1.87691   -24.69696    -0.10739    -7.61719    -3.44776
     1.87991   -23.28572    -0.08968    -7.17167    -3.03382
     1.88291   -18.59481    -0.07167    -5.76478    -2.39674
     1.88591   -19.68415    -0.07304    -6.21756    -2.48797
     1.88891   -14.81552    -0.05987    -4.65996    -1.96431
     1.89191   -10.22305    -0.04680    -3.31779    -1.50227
     1.89491   -10.71849    -0.04703    -3.51853    -1.53393
     1.89791   -18.30874    -0.08792    -6.50736    -2.60800
     1.90091   -14.36726    -0.06271    -4.99943    -1.91492
     1.90391   -14.64488    -0.06065    -5.08072    -1.92047
     1.90691   -13.28343    -0.05345    -4.62057    -1.73462
     1.90991   -11.90999    -0.04630    -4.16668    -1.51705
     1.91291   -15.17416    -0.05003    -5.77797    -1.99584
     1.91591   -13.50408    -0.04305    -5.34441    -1.62850
     1.91891   -14.72479    -0.04650    -5.96827    -1.71959
     1.92191   -16.24445    -0.05175    -6.61336    -1.78311
     1.92491   -17.63553    -0.05691    -7.02175    -1.85963
     1.92791   -15.72075    -0.05648    -6.53320    -1.68366
     1.93091   -13.44651    -0.05107    -5.52436    -1.44011
     1.93391   -14.76463    -0.06259    -6.11726    -1.93419
     1.93691   -14.71577    -0.06587    -6.19323    -1.99090
     1.93991   -13.82249    -0.06406    -5.93110    -1.92115
     1.94291   -24.30213    -0.12176   -11.10551    -2.85932
     1.94591   -17.10065    -0.08453    -8.00688    -1.95905
     1.94891   -15.06585    -0.07015    -7.22931    -1.63789
     1.95191   -14.64532    -0.06674    -7.36209    -1.40219
     1.95491   -18.74999    -0.09123   -10.28023    -1.79397
     1.95791   -18.32245    -0.09085   -10.28081    -1.76840
     1.96091   -18.31166    -0.09357   -10.03296    -1.75541
     1.96391   -20.73758    -0.11252   -10.87680    -2.23767
     1.96691   -16.99158    -0.08191    -8.23560    -1.80475
     1.96991   -18.26239    -0.08371    -8.60806    -1.82475
     1.97291   -15.89097    -0.07536    -7.37902    -1.63860
     1.97591   -16.66684    -0.08018    -7.64124    -1.75223
     1.97891   -16.42777    -0.07948    -7.53798    -1.72532
     1.98191   -12.59736    -0.05994    -5.93431    -1.40801
     1.98491   -10.98806    -0.04870    -5.27606    -1.27054
     1.98791   -12.91481    -0.05407    -6.16637    -1.45737
     1.99091   -15.01131    -0.06274    -7.12633    -1.68385
     1.99391   -14.89694    -0.06333    -7.07197    -1.63709
     1.99691   -15.84009    -0.07499    -7.10722    -1.83302
     1.99991   -13.10112    -0.06382    -5.78174    -1.52507
     2.00291   -10.27913    -0.05057    -4.50291    -1.24061
     2.00591    -9.07605    -0.04592    -3.83732    -1.14286
     2.00891    -9.71692    -0.04858    -4.13541    -1.19687
     2.01191   -10.61051    -0.05224    -4.58140    -1.27244
     2.01491   -14.23365    -0.07580    -6.18487    -1.85274
     2.01791   -22.02952    -0.10711    -9.36112    -2.65773
     2.02091   -31.26479    -0.15133   -13.87996    -3.51209
     2.02391   -11.59824    -0.07819    -4.94776    -1.39539
     2.02691    -7.45050    -0.04990    -3.28449    -0.95272
     2.02991   -16.78840    -0.09915    -7.25946    -2.85152
     2.03291   -14.03790    -0.08492    -6.27216    -2.12594
     2.03591   -14.89260    -0.08446    -6.63370    -2.17610
     2.03891   -22.59569    -0.11340    -9.64225    -3.02045
     2.04191   -19.70341    -0.10122    -8.50468    -2.83138
     2.04491   -22.74974    -0.10972   -10.23403    -3.08749
     2.04791   -10.35116    -0.06006    -4.17919    -1.83326
     2.05091   -15.95625    -0.07478    -6.46571    -2.47506
     2.05391   -25.62242    -0.11429   -10.80499    -3.53613
     2.05691   -20.49894    -0.09064    -8.48653    -2.91614
     2.05991   -20.14510    -0.08290    -8.35481    -2.82781
     2.06291   -18.69902    -0.09535    -7.20149    -3.11453
     2.06591   -14.79911    -0.07197    -5.67996    -2.51012
     2.06891    -9.10013    -0.04937    -3.41385    -1.80279
     2.07191    -8.14852    -0.04380    -3.07750    -1.68827
     2.07491   -22.17300    -0.07558    -9.29646    -3.50795
     2.07791   -24.16396    -0.08815   -10.89147    -3.58394
     2.08091   -23.80416    -0.09512   -10.66721    -3.49116
     2.08391   -17.63058    -0.07764    -7.81773    -2.71164
     2.08691   -15.61522    -0.06921    -6.73950    -2.56421
     2.08991   -14.24196    -0.06649    -6.21712    -2.42012
     2.09291   -11.02968    -0.05703    -4.72726    -2.02707
     2.09591    -9.97055    -0.05143    -4.24217    -1.84481
     2.09891   -10.32436    -0.05800    -4.28923    -1.99382
     2.10191   -21.49700    -0.09996    -9.37103    -3.40477
     2.10491   -16.91856    -0.08092    -7.25351    -2.79632
     2.10791   -17.80881    -0.08329    -7.61543    -2.99178
     2.11091   -20.12054    -0.09335    -8.69180    -3.44603
     2.11391   -14.75610    -0.06828    -6.27265    -2.62536
     2.11691   -12.33732    -0.05875    -5.17393    -2.33030
     2.11991   -10.04526    -0.05003    -4.16005    -2.03758
     2.12291    -7.30387    -0.03800    -3.00482    -1.63074
     2.12591    -4.91119    -0.03273    -2.03026    -1.24936
     2.12891    -6.71457    -0.04053    -2.80887    -1.58849
     2.13191    -7.19013    -0.04481    -3.03227    -1.70507
     2.13491    -8.19569    -0.05040    -3.46657    -1.88115
     2.13791    -8.26201    -0.05060    -3.51299    -1.87020
     2.14091    -7.37353    -0.04533    -3.17159    -1.67219
     2.14391    -8.01219    -0.04568    -3.41934    -1.95936
     2.14691    -8.74370    -0.04963    -3.77417    -2.05490
     2.14991   -10.35384    -0.05735    -4.57377    -2.26399
     2.15291   -13.83435    -0.08442    -6.18459    -2.82384
     2.15591   -17.04209    -0.09474    -7.70447    -3.21348
     2.15891   -41.42127    -0.22405   -18.07572    -7.85008
     2.16191   -14.53081    -0.07483    -6.35756    -2.79524
     2.16491   -13.02088    -0.05923    -5.65315    -2.52490
     2.16791   -11.38488    -0.05255    -5.02313    -2.29228
     2.17091   -11.35175    -0.05088    -5.06575    -2.28173
     2.17391   -11.69900    -0.05223    -5.29435    -2.63907
     2.17691   -14.47782    -0.07070    -6.63919    -3.19725
     2.17991   -19.14131    -0.09206    -8.65791    -4.12435
