    # Energy          Mo          Au           S          Si
    -7.79609     0.00000     0.00000     0.00000     0.00000
    -7.79309     0.00000     0.00000     0.00000     0.00000
    -7.79009     0.00000     0.00000     0.00000     0.00000
    -7.78709     0.00000     0.00000     0.00000     0.00000
    -7.78409     0.00000     0.00000     0.00000     0.00000
    -7.78109     0.00000     0.00000     0.00000     0.00000
    -7.77809     0.00000     0.00000     0.00000     0.00000
    -7.77509     0.00000     0.00000     0.00000     0.00000
    -7.77209     0.00000     0.00000     0.00000     0.00000
    -7.76909     0.00000     0.00000     0.00000     0.00000
    -7.76609     0.00000     0.00000     0.00000     0.00000
    -7.76309     0.00000     0.00000     0.00000     0.00000
    -7.76009     0.00000     0.00000     0.00000     0.00000
    -7.75709     0.00000     0.00000     0.00000     0.00000
    -7.75409     0.00000     0.00000     0.00000     0.00000
    -7.75109     0.00000     0.00000     0.00000     0.00000
    -7.74809     0.00000     0.00000     0.00000     0.00000
    -7.74509     0.00000     0.00000     0.00000     0.00000
    -7.74209     0.00000     0.00000     0.00000     0.00000
    -7.73909     0.00000     0.00000     0.00000     0.00000
    -7.73609     0.00000     0.00000     0.00000     0.00000
    -7.73309     0.00000     0.00000     0.00000     0.00000
    -7.73009     0.00000     0.00000     0.00000     0.00000
    -7.72709     0.00000     0.00000     0.00000     0.00000
    -7.72409     0.00000     0.00000     0.00000     0.00000
    -7.72109     0.00000     0.00000     0.00000     0.00000
    -7.71809     0.00000     0.00000     0.00000     0.00000
    -7.71509     0.00000     0.00000     0.00000     0.00000
    -7.71209     0.00000     0.00000     0.00000     0.00000
    -7.70909     0.00000     0.00000     0.00000     0.00000
    -7.70609     0.00000     0.00000     0.00000     0.00000
    -7.70309     0.00000     0.00000     0.00000     0.00000
    -7.70009     0.00000     0.00000     0.00000     0.00000
    -7.69709     0.00000     0.00000     0.00000     0.00000
    -7.69409     0.00000     0.00000     0.00000     0.00000
    -7.69109     0.00000     0.00000     0.00000     0.00000
    -7.68809     0.00000     0.00000     0.00000     0.00000
    -7.68509     0.00000     0.00000     0.00000     0.00000
    -7.68209     0.00000     0.00000     0.00000     0.00000
    -7.67909     0.00000     0.00000     0.00000     0.00000
    -7.67609     0.00000     0.00000     0.00000     0.00000
    -7.67309     0.00000     0.00000     0.00000     0.00000
    -7.67009     0.00000     0.00000     0.00000     0.00000
    -7.66709     0.00000     0.00000     0.00000     0.00000
    -7.66409     0.00000     0.00000     0.00000     0.00000
    -7.66109     0.00000     0.00000     0.00000     0.00000
    -7.65809     0.00000     0.00000     0.00000     0.00000
    -7.65509     0.00000     0.00000     0.00000     0.00000
    -7.65209     0.00000     0.00000     0.00000     0.00000
    -7.64909     0.00000     0.00000     0.00000     0.00000
    -7.64609     0.00000     0.00000     0.00000     0.00000
    -7.64309     0.00000     0.00000     0.00000     0.00000
    -7.64009     0.00000     0.00000     0.00000     0.00000
    -7.63709     0.00000     0.00000     0.00000     0.00000
    -7.63409     0.00000     0.00000     0.00000     0.00000
    -7.63109     0.00000     0.00000     0.00000     0.00000
    -7.62809     0.00000     0.00000     0.00000     0.00000
    -7.62509     0.00000     0.00000     0.00000     0.00000
    -7.62209     0.00000     0.00000     0.00000     0.00000
    -7.61909     0.00000     0.00000     0.00000     0.00000
    -7.61609     0.00000     0.00000     0.00000     0.00000
    -7.61309     0.00000     0.00000     0.00000     0.00000
    -7.61009     0.00000     0.00000     0.00000     0.00000
    -7.60709     0.00000     0.00000     0.00000     0.00000
    -7.60409     0.00000     0.00000     0.00000     0.00000
    -7.60109     0.00000     0.00000     0.00000     0.00000
    -7.59809     0.00000     0.00000     0.00000     0.00000
    -7.59509     0.00000     0.00000     0.00000     0.00000
    -7.59209     0.00000     0.00000     0.00000     0.00000
    -7.58909     0.00000     0.00000     0.00000     0.00000
    -7.58609     0.00000     0.00000     0.00000     0.00000
    -7.58309     0.00000     0.00000     0.00000     0.00000
    -7.58009     0.00000     0.00000     0.00000     0.00000
    -7.57709     0.00000     0.00000     0.00000     0.00000
    -7.57409     0.00000     0.00000     0.00000     0.00000
    -7.57109     0.00000     0.00000     0.00000     0.00000
    -7.56809     0.00000     0.00000     0.00000     0.00000
    -7.56509     0.00000     0.00000     0.00000     0.00000
    -7.56209     0.00000     0.00000     0.00000     0.00000
    -7.55909     0.00000     0.00000     0.00000     0.00000
    -7.55609     0.00000     0.00000     0.00000     0.00000
    -7.55309     0.00000     0.00000     0.00000     0.00000
    -7.55009     0.00000     0.00000     0.00000     0.00000
    -7.54709     0.00000     0.00000     0.00000     0.00000
    -7.54409     0.00000     0.00000     0.00000     0.00000
    -7.54109     0.00000     0.00000     0.00000     0.00000
    -7.53809     0.00000     0.00000     0.00000     0.00000
    -7.53509     0.00000     0.00000     0.00000     0.00000
    -7.53209     0.00000     0.00000     0.00000     0.00000
    -7.52909     0.00000     0.00000     0.00000     0.00000
    -7.52609     0.00000     0.00000     0.00000     0.00000
    -7.52309     0.00000     0.00000     0.00000     0.00000
    -7.52009     0.00000     0.00000     0.00000     0.00000
    -7.51709     0.00000     0.00000     0.00000     0.00000
    -7.51409     0.00000     0.00000     0.00000     0.00000
    -7.51109     0.00000     0.00000     0.00000     0.00000
    -7.50809     0.00000     0.00000     0.00000     0.00000
    -7.50509     0.00000     0.00000     0.00000     0.00000
    -7.50209     0.00000     0.00000     0.00000     0.00000
    -7.49909     0.00000     0.00000     0.00000     0.00000
    -7.49609     0.00000     0.00000     0.00000     0.00000
    -7.49309     0.00000     0.00000     0.00000     0.00000
    -7.49009     0.00000     0.00000     0.00000     0.00000
    -7.48709     0.00000     0.00000     0.00000     0.00000
    -7.48409     0.00000     0.00000     0.00000     0.00000
    -7.48109     0.00000     0.00000     0.00000     0.00000
    -7.47809     0.00000     0.00000     0.00000     0.00000
    -7.47509     0.00000     0.00000     0.00000     0.00000
    -7.47209     0.00000     0.00000     0.00000     0.00000
    -7.46909     0.00000     0.00000     0.00000     0.00000
    -7.46609     0.00000     0.00000     0.00000     0.00000
    -7.46309     0.00000     0.00000     0.00000     0.00000
    -7.46009     0.00000     0.00000     0.00000     0.00000
    -7.45709     0.00000     0.00000     0.00000     0.00000
    -7.45409     0.00000     0.00000     0.00000     0.00000
    -7.45109     0.00000     0.00000     0.00000     0.00000
    -7.44809     0.00000     0.00000     0.00000     0.00000
    -7.44509     0.00000     0.00000     0.00000     0.00000
    -7.44209     0.00000     0.00000     0.00000     0.00000
    -7.43909     0.00000     0.00000     0.00000     0.00000
    -7.43609     0.00000     0.00000     0.00000     0.00000
    -7.43309     0.00000     0.00000     0.00000     0.00000
    -7.43009     0.00000     0.00000     0.00000     0.00000
    -7.42709     0.00000     0.00000     0.00000     0.00000
    -7.42409     0.00000     0.00000     0.00000     0.00000
    -7.42109     0.00000     0.00000     0.00000     0.00000
    -7.41809     0.00000     0.00000     0.00000     0.00000
    -7.41509     0.00000     0.00000     0.00000     0.00000
    -7.41209     0.00000     0.00000     0.00000     0.00000
    -7.40909     0.00000     0.00000     0.00000     0.00000
    -7.40609     0.00000     0.00000     0.00000     0.00000
    -7.40309     0.00000     0.00000     0.00000     0.00000
    -7.40009     0.00000     0.00000     0.00000     0.00000
    -7.39709     0.00000     0.00000     0.00000     0.00000
    -7.39409     0.00000     0.00000     0.00000     0.00000
    -7.39109     0.00000     0.00000     0.00000     0.00000
    -7.38809     0.00000     0.00000     0.00000     0.00000
    -7.38509     0.00000     0.00000     0.00000     0.00000
    -7.38209     0.00000     0.00000     0.00000     0.00000
    -7.37909     0.00000     0.00000     0.00000     0.00000
    -7.37609     0.00000     0.00000     0.00000     0.00000
    -7.37309     0.00000     0.00000     0.00000     0.00000
    -7.37009     0.00000     0.00000     0.00000     0.00000
    -7.36709     0.00000     0.00000     0.00000     0.00000
    -7.36409     0.00000     0.00000     0.00000     0.00000
    -7.36109     0.00000     0.00000     0.00000     0.00000
    -7.35809     0.00000     0.00000     0.00000     0.00000
    -7.35509     0.00000     0.00000     0.00000     0.00000
    -7.35209    -0.02396    -0.00059    -0.04414    -0.26968
    -7.34909    -0.05778    -0.00143    -0.10645    -0.64620
    -7.34609    -0.09195    -0.00228    -0.16944    -1.02207
    -7.34309    -0.12648    -0.00316    -0.23311    -1.39723
    -7.34009    -0.16137    -0.00405    -0.29746    -1.77165
    -7.33709    -0.17212    -0.00450    -0.31724    -1.84835
    -7.33409    -0.16378    -0.00462    -0.30181    -1.69168
    -7.33109    -0.17383    -0.00494    -0.31999    -1.74351
    -7.32809    -0.18202    -0.00516    -0.33462    -1.77686
    -7.32509    -0.19029    -0.00537    -0.34937    -1.80989
    -7.32209    -0.20062    -0.00566    -0.36790    -1.86219
    -7.31909    -0.21519    -0.00611    -0.39420    -1.95422
    -7.31609    -0.22821    -0.00655    -0.41757    -2.02662
    -7.31309    -0.23176    -0.00696    -0.42317    -1.99021
    -7.31009    -0.23546    -0.00733    -0.42910    -1.96084
    -7.30709    -0.23985    -0.00763    -0.43644    -1.95809
    -7.30409    -0.33980    -0.00959    -0.61599    -2.63967
    -7.30109    -0.33689    -0.01002    -0.61009    -2.58748
    -7.29809    -0.33399    -0.01046    -0.60417    -2.53500
    -7.29509    -0.33110    -0.01089    -0.59825    -2.48276
    -7.29209    -0.32821    -0.01134    -0.59230    -2.43035
    -7.28909    -0.32533    -0.01179    -0.58633    -2.37807
    -7.28609    -0.32810    -0.01301    -0.58817    -2.31811
    -7.28309    -0.41046    -0.01725    -0.73265    -2.81282
    -7.28009    -0.41737    -0.01826    -0.74164    -2.78456
    -7.27709    -0.42133    -0.01906    -0.74525    -2.73638
    -7.27409    -0.42254    -0.01966    -0.74383    -2.67108
    -7.27109    -0.42380    -0.02025    -0.74245    -2.60525
    -7.26809    -0.38680    -0.01903    -0.66966    -2.23120
    -7.26509    -0.43340    -0.02171    -0.73780    -2.30742
    -7.26209    -0.44191    -0.02254    -0.74549    -2.24620
    -7.25909    -0.44277    -0.02294    -0.74216    -2.17938
    -7.25609    -0.45450    -0.02396    -0.75615    -2.15490
    -7.25309    -1.59539    -0.09065    -2.61205    -6.97468
    -7.25009    -1.95457    -0.11331    -3.17374    -8.14472
    -7.24709    -1.98809    -0.11668    -3.21414    -7.97968
    -7.24409    -2.53236    -0.13774    -4.12711   -10.22724
    -7.24109    -2.86663    -0.15631    -4.70861   -11.84702
    -7.23809    -2.27701    -0.13410    -3.66907    -8.60895
    -7.23509    -5.32882    -0.28931    -7.94469   -14.60707
    -7.23209    -4.01985    -0.25719    -6.07884   -11.19217
    -7.22909    -3.50314    -0.26296    -5.30536    -9.45845
    -7.22609    -1.29306    -0.09355    -2.02091    -4.00749
    -7.22309    -0.78614    -0.05705    -1.26490    -2.71442
    -7.22009    -0.76028    -0.05641    -1.22027    -2.56771
    -7.21709    -0.74811    -0.05650    -1.19837    -2.48017
    -7.21409    -0.73917    -0.05695    -1.18147    -2.40477
    -7.21109    -0.74084    -0.05852    -1.18107    -2.36451
    -7.20809    -0.75163    -0.06048    -1.19607    -2.36313
    -7.20509    -2.47194    -0.15307    -3.99763    -8.10847
    -7.20209    -2.18770    -0.16752    -3.45914    -6.47761
    -7.19909    -3.33954    -0.28801    -5.20006    -9.16766
    -7.19609    -3.49105    -0.30199    -5.45262    -9.57030
    -7.19309    -2.22323    -0.16425    -3.55087    -6.57086
    -7.19009    -1.36302    -0.07970    -2.23040    -4.34804
    -7.18709    -1.63774    -0.14114    -2.59844    -4.78644
    -7.18409    -1.61173    -0.12746    -2.57567    -4.64358
    -7.18109    -2.37236    -0.19861    -3.78051    -6.29906
    -7.17809    -1.86421    -0.15899    -2.97201    -4.97136
    -7.17509    -1.88060    -0.16464    -2.99241    -4.88011
    -7.17209    -1.92872    -0.17258    -3.06154    -4.86647
    -7.16909    -2.12625    -0.19515    -3.36565    -5.21412
    -7.16609    -2.32570    -0.21815    -3.67256    -5.55772
    -7.16309    -2.19472    -0.20880    -3.44354    -5.03044
    -7.16009    -3.19361    -0.32801    -4.96512    -6.90884
    -7.15709    -2.35989    -0.21608    -3.68081    -5.06834
    -7.15409    -2.28566    -0.20491    -3.58111    -4.64011
    -7.15109    -2.44959    -0.21935    -3.87432    -4.76383
    -7.14809    -4.76143    -0.52898    -7.47294    -7.99563
    -7.14509    -2.71218    -0.27700    -4.27963    -4.92196
    -7.14209    -1.51822    -0.16224    -2.41638    -2.56403
    -7.13909    -1.65488    -0.18424    -2.63275    -2.71413
    -7.13609    -2.37965    -0.30064    -3.77050    -3.52850
    -7.13309    -4.74353    -0.60348    -7.54322    -7.42278
    -7.13009    -4.93988    -0.56191    -7.81195    -7.61792
    -7.12709    -4.14158    -0.50645    -6.54731    -5.91720
    -7.12409   -10.19682    -1.06071   -16.12195   -13.73888
    -7.12109    -2.19440    -0.32074    -3.47270    -2.88846
    -7.11809    -2.08821    -0.32443    -3.29410    -2.57640
    -7.11509    -1.13130    -0.16695    -1.80615    -1.65613
    -7.11209    -0.32964    -0.02135    -0.56226    -0.93031
    -7.10909    -0.34089    -0.02171    -0.58034    -0.94898
    -7.10609    -0.77248    -0.04809    -1.25756    -1.71293
    -7.10309    -1.40111    -0.09924    -2.26103    -2.81051
    -7.10009    -2.42316    -0.18465    -3.89926    -4.60596
    -7.09709    -2.98366    -0.22293    -4.77448    -5.32757
    -7.09409    -3.51928    -0.25538    -5.61602    -5.98605
    -7.09109    -6.40659    -0.40038   -10.27203   -11.77377
    -7.08809   -10.67163    -0.61529   -17.03681   -16.92280
    -7.08509    -5.89959    -0.34184    -9.46705    -9.31519
    -7.08209    -2.18981    -0.15631    -3.54497    -4.35218
    -7.07909    -1.81828    -0.12633    -2.95307    -3.69737
    -7.07609    -1.14993    -0.07899    -1.89266    -2.60714
    -7.07309    -0.47254    -0.03318    -0.82272    -1.35259
    -7.07009    -0.41693    -0.02870    -0.73147    -1.22366
    -7.06709    -0.38227    -0.02578    -0.67466    -1.14289
    -7.06409    -0.37103    -0.02512    -0.65511    -1.10613
    -7.06109    -2.48557    -0.24811    -4.24608    -3.69565
    -7.05809    -2.92438    -0.31071    -4.98414    -4.43035
    -7.05509    -2.83819    -0.35213    -4.81096    -4.78011
    -7.05209    -3.77968    -0.52022    -6.35794    -6.04868
    -7.04909    -4.35448    -0.60485    -7.30116    -6.71129
    -7.04609    -4.77769    -0.76325    -7.95519    -7.27255
    -7.04309    -2.68082    -0.39903    -4.51523    -4.68313
    -7.04009    -1.89745    -0.28144    -3.20345    -3.74295
    -7.03709    -1.45409    -0.21736    -2.45839    -3.12281
    -7.03409    -1.35404    -0.19942    -2.29170    -2.93496
    -7.03109    -1.28170    -0.18513    -2.17123    -2.78941
    -7.02809    -3.75388    -0.61112    -6.13154    -5.57297
    -7.02509    -3.32955    -0.43621    -5.48001    -4.68548
    -7.02209    -3.41306    -0.43088    -5.61558    -4.67836
    -7.01909    -4.15812    -0.51741    -6.82933    -5.52366
    -7.01609    -3.81264    -0.46008    -6.26619    -5.01294
    -7.01309    -3.50194    -0.41038    -5.75629    -4.55523
    -7.01009    -4.33208    -0.47985    -7.08204    -4.91341
    -7.00709    -3.63411    -0.40682    -5.96145    -4.33611
    -7.00409    -2.69723    -0.31760    -4.44761    -3.54179
    -7.00109    -2.54207    -0.29422    -4.19407    -3.31794
    -6.99809    -2.67647    -0.31304    -4.35977    -3.43865
    -6.99509    -2.70906    -0.31736    -4.36842    -3.42875
    -6.99209    -3.50447    -0.42721    -5.43729    -4.18082
    -6.98909    -2.34702    -0.28154    -3.71950    -2.69949
    -6.98609    -2.01616    -0.24296    -3.23957    -2.33714
    -6.98309    -1.90620    -0.22979    -3.06986    -2.21381
    -6.98009    -1.79679    -0.21728    -2.90049    -2.08960
    -6.97709    -2.12070    -0.27655    -3.38741    -2.33172
    -6.97409    -2.63099    -0.36506    -4.10949    -2.72671
    -6.97109    -1.59410    -0.19968    -2.50777    -1.72145
    -6.96809    -1.64602    -0.20148    -2.58723    -1.82271
    -6.96509    -1.69606    -0.20297    -2.66220    -1.92361
    -6.96209    -1.50618    -0.18440    -2.36019    -1.83901
    -6.95909    -1.71978    -0.20474    -2.79914    -2.59056
    -6.95609    -1.37902    -0.15713    -2.24754    -2.10953
    -6.95309    -1.04591    -0.11031    -1.70330    -1.61438
    -6.95009     0.00000     0.00000     0.00000     0.00000
    -6.94709     0.00000     0.00000     0.00000     0.00000
    -6.94409    -0.77250    -0.05716    -1.12730    -0.62112
    -6.94109    -3.88086    -0.25646    -5.53734    -2.94124
    -6.93809    -3.99432    -0.29990    -5.78886    -3.21896
    -6.93509    -3.74214    -0.31335    -5.47246    -3.10683
    -6.93209    -5.95973    -0.64609    -9.17347    -5.70819
    -6.92909    -4.12520    -0.40155    -6.19133    -3.80829
    -6.92609    -2.69911    -0.21661    -3.59976    -1.51064
    -6.92309    -2.84467    -0.21671    -3.78080    -1.56427
    -6.92009    -3.09063    -0.22020    -4.09801    -1.67325
    -6.91709    -3.44031    -0.22854    -4.55388    -1.83835
    -6.91409    -4.37580    -0.26026    -5.79363    -2.32546
    -6.91109    -5.28452    -0.28820    -7.00000    -2.80549
    -6.90809    -5.99955    -0.27462    -7.96053    -3.20047
    -6.90509    -6.30811    -0.23258    -8.38141    -3.42354
    -6.90209    -6.02262    -0.19156    -8.02630    -3.31604
    -6.89909    -0.38029    -0.01008    -0.50713    -0.21294
    -6.89609     0.00000     0.00000     0.00000     0.00000
    -6.89309     0.00000     0.00000     0.00000     0.00000
    -6.89009     0.00000     0.00000     0.00000     0.00000
    -6.88709     0.00000     0.00000     0.00000     0.00000
    -6.88409    -0.41933    -0.06451    -0.77154    -0.84313
    -6.88109    -0.36209    -0.05927    -0.66194    -0.69869
    -6.87809    -0.32928    -0.05796    -0.59713    -0.60525
    -6.87509    -0.35823    -0.06671    -0.64361    -0.63064
    -6.87209    -0.38758    -0.07565    -0.69033    -0.65547
    -6.86909    -0.41733    -0.08480    -0.73724    -0.67974
    -6.86609    -0.47357    -0.09924    -0.82878    -0.74000
    -6.86309    -2.45863    -0.51557    -4.02934    -3.37216
    -6.86009    -4.83569    -0.82732    -7.94708    -6.86262
    -6.85709    -2.90110    -0.61531    -4.73964    -3.98195
    -6.85409    -2.97866    -0.61183    -4.85227    -4.10747
    -6.85109    -3.88080    -0.79485    -6.28062    -5.24495
    -6.84809    -7.35714    -1.44450   -11.93014    -9.86394
    -6.84509    -4.17985    -0.76055    -6.76731    -5.49925
    -6.84209    -6.39721    -1.12938   -10.36319    -8.32482
    -6.83909    -5.14784    -0.92266    -8.40814    -6.32311
    -6.83609    -2.04901    -0.35088    -3.40293    -2.48043
    -6.83309    -1.89886    -0.36494    -3.17628    -2.26484
    -6.83009    -1.76174    -0.38610    -2.96911    -2.06364
    -6.82709    -1.60194    -0.40096    -2.72091    -1.83633
    -6.82409    -2.80272    -0.86139    -4.79295    -3.05911
    -6.82109    -2.35345    -0.65832    -3.99336    -2.67525
    -6.81809    -2.47658    -0.64102    -4.18087    -2.90973
    -6.81509    -3.01089    -0.72674    -5.06948    -3.69023
    -6.81209    -4.49280    -0.87807    -7.53609    -5.65771
    -6.80909    -4.44262    -0.83663    -7.39602    -5.18381
    -6.80609    -5.02408    -0.93552    -8.27777    -5.50684
    -6.80309    -4.98881    -1.13610    -8.13899    -4.91271
    -6.80009    -7.27587    -1.86395   -11.82487    -6.38294
    -6.79709    -1.77439    -0.31069    -2.92646    -1.71389
    -6.79409    -1.53492    -0.28180    -2.53153    -1.46491
    -6.79109    -3.81408    -0.96302    -6.25370    -3.50173
    -6.78809   -16.00668    -4.36302   -25.72015   -13.11220
    -6.78509    -4.74170    -1.47785    -7.29508    -3.85671
    -6.78209    -8.31836    -2.56910   -12.88440    -6.83566
    -6.77909    -8.81576    -2.77020   -13.66574    -6.77501
    -6.77609    -9.08550    -2.71299   -14.28809    -7.14731
    -6.77309   -10.30140    -2.58827   -16.26835    -8.28602
    -6.77009    -6.46086    -1.49635   -10.33775    -5.94238
    -6.76709    -2.00741    -0.47864    -3.20056    -1.94998
    -6.76409    -0.36892    -0.10158    -0.59302    -0.37420
    -6.76109     0.00000     0.00000     0.00000     0.00000
    -6.75809    -3.82265    -0.83247    -6.16626    -2.97283
    -6.75509    -7.31425    -1.81728   -11.26214    -4.71033
    -6.75209   -12.66762    -2.00783   -19.21481    -9.17137
    -6.74909    -8.07874    -1.69314   -12.35138    -5.69323
    -6.74609   -12.07043    -2.37032   -18.22583    -8.03818
    -6.74309    -7.16362    -1.66168   -10.95221    -4.92723
    -6.74009    -6.90784    -1.72574   -10.60364    -4.74957
    -6.73709    -5.78117    -1.34563    -8.84604    -3.85041
    -6.73409    -4.55233    -1.09935    -6.97935    -2.98589
    -6.73109    -1.78403    -0.35911    -2.83443    -1.37807
    -6.72809    -2.21158    -0.46157    -3.52476    -1.72375
    -6.72509    -2.76693    -0.66102    -4.44890    -2.20244
    -6.72209    -3.21887    -0.80308    -5.18114    -2.55399
    -6.71909    -3.83993    -0.96351    -6.17328    -3.00334
    -6.71609    -3.62789    -0.86758    -5.72789    -2.64938
    -6.71309    -8.56656    -1.50853   -12.91298    -5.70066
    -6.71009   -13.31143    -1.81034   -19.80871    -8.50090
    -6.70709    -5.55665    -0.94172    -8.38779    -3.57819
    -6.70409    -4.01496    -0.74107    -6.12405    -2.60849
    -6.70109    -3.28547    -0.66805    -5.03546    -2.15254
    -6.69809    -3.17154    -0.77275    -4.88718    -2.21816
    -6.69509    -0.94511    -0.29173    -1.50994    -0.71123
    -6.69209     0.00000     0.00000     0.00000     0.00000
    -6.68909     0.00000     0.00000     0.00000     0.00000
    -6.68609     0.00000     0.00000     0.00000     0.00000
    -6.68309     0.00000     0.00000     0.00000     0.00000
    -6.68009    -0.11187    -0.02260    -0.17127    -0.06824
    -6.67709    -7.54549    -1.25796   -11.47435    -4.84868
    -6.67409   -13.35910    -1.62782   -20.19058    -9.23649
    -6.67109   -17.30595    -2.50355   -26.40015   -12.26098
    -6.66809    -7.50794    -1.31710   -11.39574    -5.22957
    -6.66509    -5.06796    -0.94743    -7.66058    -3.35452
    -6.66209    -3.58908    -0.71722    -5.38411    -2.24255
    -6.65909    -2.98853    -0.61356    -4.46371    -1.82031
    -6.65609    -2.74510    -0.57284    -4.07797    -1.62401
    -6.65309    -0.53926    -0.11267    -0.79963    -0.31836
    -6.65009     0.00000     0.00000     0.00000     0.00000
    -6.64709     0.00000     0.00000     0.00000     0.00000
    -6.64409     0.00000     0.00000     0.00000     0.00000
    -6.64109     0.00000     0.00000     0.00000     0.00000
    -6.63809     0.00000     0.00000     0.00000     0.00000
    -6.63509     0.00000     0.00000     0.00000     0.00000
    -6.63209     0.00000     0.00000     0.00000     0.00000
    -6.62909     0.00000     0.00000     0.00000     0.00000
    -6.62609     0.00000     0.00000     0.00000     0.00000
    -6.62309     0.00000     0.00000     0.00000     0.00000
    -6.62009     0.00000     0.00000     0.00000     0.00000
    -6.61709     0.00000     0.00000     0.00000     0.00000
    -6.61409     0.00000     0.00000     0.00000     0.00000
    -6.61109     0.00000     0.00000     0.00000     0.00000
    -6.60809   -31.78608   -14.42744   -43.68150    -9.47307
    -6.60509   -17.38800    -5.23151   -23.73535    -5.30485
    -6.60209   -15.04795    -3.80241   -20.50519    -4.73205
    -6.59909    -8.00334    -2.24683   -10.98858    -2.71852
    -6.59609    -5.39274    -2.20882    -7.48214    -2.20467
    -6.59309    -0.90886    -0.53885    -1.28586    -0.46249
    -6.59009     0.00000     0.00000     0.00000     0.00000
    -6.58709     0.00000     0.00000     0.00000     0.00000
    -6.58409     0.00000     0.00000     0.00000     0.00000
    -6.58109     0.00000     0.00000     0.00000     0.00000
    -6.57809     0.00000     0.00000     0.00000     0.00000
    -6.57509    -0.10418    -0.07738    -0.15137    -0.04582
    -6.57209    -1.15754    -0.84503    -1.67893    -0.50013
    -6.56909    -2.06914    -1.48525    -2.99267    -0.87403
    -6.56609    -3.20602    -1.91847    -4.55843    -1.18375
    -6.56309    -2.63706    -1.90416    -3.77210    -1.04889
    -6.56009    -2.56743    -2.10780    -3.67222    -1.04190
    -6.55709    -2.62033    -2.27026    -3.75041    -1.07713
    -6.55409    -2.83070    -2.59191    -4.05077    -1.16630
    -6.55109    -3.30680    -3.09387    -4.71815    -1.33804
    -6.54809    -4.51582    -4.36313    -6.41211    -1.75978
    -6.54509    -4.59539    -4.51263    -6.52834    -1.76574
    -6.54209    -4.22377    -4.05631    -5.98272    -1.60462
    -6.53909    -3.75607    -3.37150    -5.28211    -1.39211
    -6.53609    -3.91436    -3.39694    -5.48182    -1.42614
    -6.53309    -5.51244    -4.44175    -7.68982    -1.92791
    -6.53009    -2.79457    -2.26457    -3.87473    -1.01190
    -6.52709    -2.49903    -1.97973    -3.45058    -0.90374
    -6.52409    -2.20223    -1.69962    -3.02630    -0.79492
    -6.52109    -1.96309    -1.48298    -2.68393    -0.70606
    -6.51809    -4.43636    -3.84529    -5.84208    -1.29721
    -6.51509    -2.87309    -2.36429    -3.73026    -0.81163
    -6.51209    -2.32675    -2.06171    -2.97278    -0.58504
    -6.50909    -2.77130    -2.40817    -3.53418    -0.70418
    -6.50609    -4.02861    -3.46850    -5.16745    -1.04358
    -6.50309    -4.17474    -3.49255    -5.36299    -1.08025
    -6.50009    -9.76587    -8.33230   -12.35496    -2.51713
    -6.49709    -4.05513    -2.85689    -5.38894    -1.16881
    -6.49409    -3.03028    -1.87853    -4.00427    -0.87213
    -6.49109    -2.97324    -1.81114    -3.92997    -0.86074
    -6.48809    -5.65299    -2.61716    -7.42869    -1.85725
    -6.48509    -3.52401    -2.03005    -4.65866    -1.06376
    -6.48209   -10.22650    -4.37473   -13.32601    -3.21381
    -6.47909   -11.18425    -4.31173   -14.33492    -3.34252
    -6.47609   -10.06987    -4.58924   -12.79402    -3.04308
    -6.47309    -5.81878    -3.43060    -7.51894    -1.64027
    -6.47009    -5.53239    -3.46428    -7.14057    -1.50563
    -6.46709    -6.26521    -4.32477    -8.10744    -1.58830
    -6.46409    -6.23005    -4.63909    -8.01063    -1.44215
    -6.46109    -4.34853    -3.21608    -5.52191    -1.02724
    -6.45809    -3.65492    -2.84132    -4.60386    -0.84629
    -6.45509    -4.42845    -3.65018    -5.58919    -0.94738
    -6.45209    -6.88064    -5.97338    -8.69993    -1.32841
    -6.44909    -3.47578    -2.35273    -4.36804    -0.79888
    -6.44609    -2.82739    -1.93271    -3.55786    -0.63032
    -6.44309    -2.98833    -2.38230    -3.74355    -0.60994
    -6.44009    -1.90281    -1.25784    -2.40812    -0.43759
    -6.43709    -4.44004    -1.22471    -5.71806    -1.22715
    -6.43409    -2.47867    -1.00049    -3.17385    -0.65128
    -6.43109    -2.43687    -0.86289    -3.12929    -0.65944
    -6.42809    -2.49130    -0.73579    -3.21429    -0.70387
    -6.42509    -2.20226    -0.46952    -2.84038    -0.63479
    -6.42209    -2.83905    -0.56500    -3.58847    -0.78884
    -6.41909    -4.84444    -0.99616    -6.16813    -1.36588
    -6.41609    -5.72704    -1.15075    -7.28898    -1.58217
    -6.41309    -6.67888    -1.31757    -8.48649    -1.80914
    -6.41009    -7.69231    -1.51569    -9.71827    -2.01058
    -6.40709    -9.25620    -1.79377   -11.64994    -2.36371
    -6.40409    -9.15875    -1.74907   -11.49065    -2.30632
    -6.40109   -12.64269    -3.08176   -16.03145    -2.85219
    -6.39809    -8.78059    -1.54907   -10.92090    -2.29823
    -6.39509   -10.72308    -1.82723   -13.26037    -3.02831
    -6.39209   -11.33120    -1.84824   -13.97587    -3.27153
    -6.38909    -8.33465    -1.34067   -10.34269    -2.37180
    -6.38609    -9.97278    -1.57484   -12.22204    -2.75960
    -6.38309    -9.18852    -1.48791   -11.58061    -2.87503
    -6.38009    -9.06014    -1.46229   -11.39584    -2.93663
    -6.37709    -6.87580    -1.10795    -8.68533    -2.20560
