#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  39 440
# Band-Index    1
   0.42650     -7.019820     -7.019746
   0.44852     -7.008828     -7.008756
   0.47055     -6.995703     -6.995632
   0.49258     -6.982363     -6.982294
   0.51460     -6.972123     -6.972055
   0.53663     -6.974532     -6.974469
   0.55865     -6.973465     -6.973433
   0.58068     -6.969349     -6.969327
   0.60271     -6.967901     -6.967846
   0.62473     -6.954503     -6.954416
 
# Band-Index   74
   0.62473     -6.947654     -6.947665
   0.60271     -6.946951     -6.946952
   0.58068     -6.949873     -6.949851
   0.55865     -6.952613     -6.952564
   0.53663     -6.958377     -6.958314
   0.51460     -6.964272     -6.964197
   0.49258     -6.956438     -6.956364
   0.47055     -6.945423     -6.945356
   0.44852     -6.934826     -6.934767
   0.42650     -6.926333     -6.926281
   0.40447     -6.920803     -6.920755
   0.38245     -6.917831     -6.917784
   0.36042     -6.916646     -6.916597
   0.36042     -6.916646     -6.916597
   0.34942     -6.916947     -6.916897
   0.33843     -6.917729     -6.917678
   0.32743     -6.918934     -6.918882
   0.31643     -6.920445     -6.920392
   0.30544     -6.922112     -6.922058
   0.29444     -6.923787     -6.923731
   0.28344     -6.925343     -6.925286
   0.27245     -6.926690     -6.926631
   0.26145     -6.927769     -6.927708
   0.25045     -6.928549     -6.928487
   0.23946     -6.929017     -6.928955
   0.22846     -6.929174     -6.929111
   0.22846     -6.929174     -6.929111
   0.20942     -6.930837     -6.930773
   0.19038     -6.935508     -6.935441
   0.17134     -6.942375     -6.942304
   0.15231     -6.950373     -6.950298
   0.13327     -6.958224     -6.958148
   0.11423     -6.963819     -6.963749
   0.09519     -6.963431     -6.963377
   0.07615     -6.957779     -6.957744
   0.05711     -6.952075     -6.952058
   0.03808     -6.948704     -6.948709
   0.01904     -6.947665     -6.947686
   0.00000     -6.947654     -6.947665
 
# Band-Index   75
   0.00000     -6.929052     -6.929026
   0.01904     -6.913811     -6.913757
   0.03808     -6.893117     -6.893048
   0.05711     -6.875683     -6.875603
   0.07615     -6.863715     -6.863627
   0.09519     -6.858385     -6.858301
   0.11423     -6.858278     -6.858205
   0.13327     -6.860592     -6.860531
   0.15231     -6.863330     -6.863279
   0.17134     -6.865523     -6.865479
   0.19038     -6.866875     -6.866836
   0.20942     -6.867496     -6.867460
   0.22846     -6.867655     -6.867620
   0.22846     -6.867655     -6.867620
   0.23946     -6.867585     -6.867551
   0.25045     -6.867403     -6.867371
   0.26145     -6.867185     -6.867158
   0.27245     -6.867046     -6.867024
   0.28344     -6.867114     -6.867099
   0.29444     -6.867495     -6.867489
   0.30544     -6.868228     -6.868231
   0.31643     -6.869236     -6.869249
   0.32743     -6.870322     -6.870344
   0.33843     -6.871229     -6.871259
   0.34942     -6.871738     -6.871773
   0.36042     -6.871753     -6.871791
   0.36042     -6.871753     -6.871791
   0.38245     -6.874356     -6.874392
   0.40447     -6.875948     -6.875974
   0.42650     -6.876110     -6.876119
   0.44852     -6.874243     -6.874236
   0.47055     -6.870831     -6.870813
   0.49258     -6.867560     -6.867535
   0.51460     -6.867418     -6.867389
   0.53663     -6.873723     -6.873692
   0.55865     -6.885982     -6.885950
   0.58068     -6.901465     -6.901430
   0.60271     -6.918166     -6.918129
   0.62473     -6.929052     -6.929026
 
# Band-Index   76
   0.62473     -6.825887     -6.825866
   0.60271     -6.827400     -6.827369
   0.58068     -6.830468     -6.830425
   0.55865     -6.833595     -6.833547
   0.53663     -6.835626     -6.835575
   0.51460     -6.834685     -6.834637
   0.49258     -6.830978     -6.830940
   0.47055     -6.828181     -6.828159
   0.44852     -6.827985     -6.827968
   0.42650     -6.829195     -6.829177
   0.40447     -6.830509     -6.830488
   0.38245     -6.831315     -6.831291
   0.36042     -6.831454     -6.831422
   0.36042     -6.831454     -6.831422
   0.34942     -6.830735     -6.830701
   0.33843     -6.829691     -6.829655
   0.32743     -6.828163     -6.828123
   0.31643     -6.826004     -6.825959
   0.30544     -6.823145     -6.823092
   0.29444     -6.819675     -6.819612
   0.28344     -6.815891     -6.815810
   0.27245     -6.812213     -6.812107
   0.26145     -6.808981     -6.808845
   0.25045     -6.806340     -6.806171
   0.23946     -6.804444     -6.804243
   0.22846     -6.803708     -6.803491
   0.22846     -6.803708     -6.803491
   0.20942     -6.803611     -6.803402
   0.19038     -6.803720     -6.803531
   0.17134     -6.804522     -6.804356
   0.15231     -6.806199     -6.806057
   0.13327     -6.808911     -6.808798
   0.11423     -6.812804     -6.812726
   0.09519     -6.817524     -6.817481
   0.07615     -6.821710     -6.821686
   0.05711     -6.824298     -6.824277
   0.03808     -6.825543     -6.825521
   0.01904     -6.825893     -6.825871
   0.00000     -6.825887     -6.825866
 
# Band-Index   77
   0.00000     -6.804282     -6.804111
   0.01904     -6.803041     -6.802876
   0.03808     -6.799884     -6.799729
   0.05711     -6.795901     -6.795754
   0.07615     -6.792023     -6.791873
   0.09519     -6.788659     -6.788502
   0.11423     -6.785891     -6.785738
   0.13327     -6.784186     -6.784043
   0.15231     -6.784040     -6.783910
   0.17134     -6.785755     -6.785642
   0.19038     -6.788844     -6.788752
   0.20942     -6.791607     -6.791535
   0.22846     -6.792641     -6.792577
   0.22846     -6.792641     -6.792577
   0.23946     -6.792519     -6.792441
   0.25045     -6.792823     -6.792724
   0.26145     -6.794382     -6.794270
   0.27245     -6.796788     -6.796670
   0.28344     -6.799118     -6.798995
   0.29444     -6.800922     -6.800797
   0.30544     -6.802200     -6.802074
   0.31643     -6.803102     -6.802975
   0.32743     -6.803782     -6.803654
   0.33843     -6.804363     -6.804233
   0.34942     -6.804922     -6.804788
   0.36042     -6.805486     -6.805348
   0.36042     -6.805486     -6.805348
   0.38245     -6.803371     -6.803217
   0.40447     -6.801322     -6.801154
   0.42650     -6.800359     -6.800180
   0.44852     -6.801085     -6.800899
   0.47055     -6.802203     -6.802024
   0.49258     -6.801273     -6.801112
   0.51460     -6.797705     -6.797562
   0.53663     -6.792987     -6.792851
   0.55865     -6.790038     -6.789909
   0.58068     -6.793736     -6.793600
   0.60271     -6.800871     -6.800714
   0.62473     -6.804282     -6.804111
 
# Band-Index   78
   0.62473     -6.771750     -6.771586
   0.60271     -6.772511     -6.772346
   0.58068     -6.773919     -6.773755
   0.55865     -6.771780     -6.771627
   0.53663     -6.764521     -6.764384
   0.51460     -6.757476     -6.757345
   0.49258     -6.753301     -6.753165
   0.47055     -6.752882     -6.752728
   0.44852     -6.754846     -6.754671
   0.42650     -6.756158     -6.755964
   0.40447     -6.755179     -6.754970
   0.38245     -6.753250     -6.753049
   0.36042     -6.753640     -6.753476
   0.36042     -6.753640     -6.753476
   0.34942     -6.750000     -6.749819
   0.33843     -6.747325     -6.747117
   0.32743     -6.747448     -6.747225
   0.31643     -6.750470     -6.750261
   0.30544     -6.754711     -6.754521
   0.29444     -6.759284     -6.759113
   0.28344     -6.763728     -6.763578
   0.27245     -6.767602     -6.767476
   0.26145     -6.770317     -6.770216
   0.25045     -6.771253     -6.771171
   0.23946     -6.770667     -6.770593
   0.22846     -6.770131     -6.770058
   0.22846     -6.770131     -6.770058
   0.20942     -6.769840     -6.769768
   0.19038     -6.768732     -6.768663
   0.17134     -6.766170     -6.766105
   0.15231     -6.762076     -6.762019
   0.13327     -6.764592     -6.764519
   0.11423     -6.770910     -6.770818
   0.09519     -6.775843     -6.775727
   0.07615     -6.778343     -6.778198
   0.05711     -6.777931     -6.777770
   0.03808     -6.775479     -6.775312
   0.01904     -6.772852     -6.772687
   0.00000     -6.771750     -6.771586
 
# Band-Index   79
   0.00000     -6.714228     -6.714099
   0.01904     -6.717699     -6.717571
   0.03808     -6.723863     -6.723742
   0.05711     -6.730390     -6.730279
   0.07615     -6.736832     -6.736728
   0.09519     -6.743088     -6.742992
   0.11423     -6.749227     -6.749137
   0.13327     -6.755192     -6.755104
   0.15231     -6.756587     -6.756498
   0.17134     -6.750725     -6.750653
   0.19038     -6.745809     -6.745743
   0.20942     -6.742655     -6.742593
   0.22846     -6.741570     -6.741509
   0.22846     -6.741570     -6.741509
   0.23946     -6.740419     -6.740355
   0.25045     -6.737657     -6.737587
   0.26145     -6.734518     -6.734440
   0.27245     -6.731915     -6.731829
   0.28344     -6.730379     -6.730286
   0.29444     -6.730149     -6.730051
   0.30544     -6.731197     -6.731096
   0.31643     -6.733144     -6.733046
   0.32743     -6.734962     -6.734866
   0.33843     -6.734707     -6.734589
   0.34942     -6.732180     -6.732033
   0.36042     -6.728926     -6.728764
   0.36042     -6.728926     -6.728764
   0.38245     -6.733024     -6.732908
   0.40447     -6.733037     -6.732941
   0.42650     -6.731523     -6.731427
   0.44852     -6.730121     -6.730017
   0.47055     -6.728978     -6.728858
   0.49258     -6.727418     -6.727282
   0.51460     -6.725571     -6.725428
   0.53663     -6.723954     -6.723812
   0.55865     -6.722110     -6.721972
   0.58068     -6.719383     -6.719248
   0.60271     -6.716061     -6.715929
   0.62473     -6.714228     -6.714099
 
# Band-Index   80
   0.62473     -6.702817     -6.702623
   0.60271     -6.701455     -6.701266
   0.58068     -6.699193     -6.699010
   0.55865     -6.697596     -6.697419
   0.53663     -6.697091     -6.696925
   0.51460     -6.697541     -6.697391
   0.49258     -6.698129     -6.697998
   0.47055     -6.697943     -6.697827
   0.44852     -6.696727     -6.696620
   0.42650     -6.694851     -6.694749
   0.40447     -6.692978     -6.692876
   0.38245     -6.691682     -6.691578
   0.36042     -6.691204     -6.691096
   0.36042     -6.691204     -6.691096
   0.34942     -6.691404     -6.691296
   0.33843     -6.691539     -6.691430
   0.32743     -6.691500     -6.691389
   0.31643     -6.691196     -6.691080
   0.30544     -6.690580     -6.690459
   0.29444     -6.689687     -6.689560
   0.28344     -6.688648     -6.688514
   0.27245     -6.687636     -6.687498
   0.26145     -6.686798     -6.686657
   0.25045     -6.686202     -6.686058
   0.23946     -6.685856     -6.685711
   0.22846     -6.685744     -6.685599
   0.22846     -6.685744     -6.685599
   0.20942     -6.685411     -6.685266
   0.19038     -6.684446     -6.684300
   0.17134     -6.682937     -6.682789
   0.15231     -6.681070     -6.680917
   0.13327     -6.679263     -6.679104
   0.11423     -6.678298     -6.678129
   0.09519     -6.679082     -6.678904
   0.07615     -6.682053     -6.681868
   0.05711     -6.686937     -6.686748
   0.03808     -6.693020     -6.692830
   0.01904     -6.699253     -6.699063
   0.00000     -6.702817     -6.702623
 
# Band-Index   81
   0.00000     -6.613626     -6.613477
   0.01904     -6.613244     -6.613098
   0.03808     -6.612569     -6.612435
   0.05711     -6.613016     -6.612907
   0.07615     -6.615737     -6.615649
   0.09519     -6.619366     -6.619283
   0.11423     -6.621797     -6.621711
   0.13327     -6.622271     -6.622180
   0.15231     -6.621209     -6.621113
   0.17134     -6.619419     -6.619320
   0.19038     -6.617618     -6.617517
   0.20942     -6.616326     -6.616225
   0.22846     -6.615859     -6.615759
   0.22846     -6.615859     -6.615759
   0.23946     -6.616259     -6.616158
   0.25045     -6.617349     -6.617246
   0.26145     -6.618857     -6.618750
   0.27245     -6.620468     -6.620357
   0.28344     -6.621946     -6.621828
   0.29444     -6.623192     -6.623068
   0.30544     -6.624231     -6.624100
   0.31643     -6.625138     -6.625000
   0.32743     -6.625981     -6.625835
   0.33843     -6.626782     -6.626629
   0.34942     -6.627523     -6.627363
   0.36042     -6.628154     -6.627988
   0.36042     -6.628154     -6.627988
   0.38245     -6.627338     -6.627167
   0.40447     -6.626068     -6.625898
   0.42650     -6.624605     -6.624444
   0.44852     -6.623367     -6.623221
   0.47055     -6.622659     -6.622529
   0.49258     -6.622266     -6.622152
   0.51460     -6.621311     -6.621209
   0.53663     -6.619041     -6.618941
   0.55865     -6.616105     -6.615995
   0.58068     -6.614152     -6.614023
   0.60271     -6.613628     -6.613484
   0.62473     -6.613626     -6.613477
 
# Band-Index   82
   0.62473     -6.582719     -6.582648
   0.60271     -6.582285     -6.582206
   0.58068     -6.581160     -6.581054
   0.55865     -6.578814     -6.578670
   0.53663     -6.574460     -6.574287
   0.51460     -6.568503     -6.568314
   0.49258     -6.561858     -6.561665
   0.47055     -6.555223     -6.555031
   0.44852     -6.548925     -6.548734
   0.42650     -6.543155     -6.542961
   0.40447     -6.538477     -6.538275
   0.38245     -6.536002     -6.535795
   0.36042     -6.536865     -6.536657
   0.36042     -6.536865     -6.536657
   0.34942     -6.538678     -6.538476
   0.33843     -6.541338     -6.541143
   0.32743     -6.544638     -6.544450
   0.31643     -6.548296     -6.548114
   0.30544     -6.552002     -6.551823
   0.29444     -6.555469     -6.555291
   0.28344     -6.558490     -6.558311
   0.27245     -6.560951     -6.560770
   0.26145     -6.562821     -6.562636
   0.25045     -6.564118     -6.563930
   0.23946     -6.564878     -6.564687
   0.22846     -6.565129     -6.564937
   0.22846     -6.565129     -6.564937
   0.20942     -6.565594     -6.565402
   0.19038     -6.567020     -6.566829
   0.17134     -6.569468     -6.569280
   0.15231     -6.572935     -6.572748
   0.13327     -6.577248     -6.577063
   0.11423     -6.582002     -6.581820
   0.09519     -6.586509     -6.586332
   0.07615     -6.589674     -6.589511
   0.05711     -6.590021     -6.589888
   0.03808     -6.587355     -6.587255
   0.01904     -6.584102     -6.584024
   0.00000     -6.582719     -6.582648
 
# Band-Index   83
   0.00000     -6.540823     -6.540558
   0.01904     -6.539539     -6.539273
   0.03808     -6.535977     -6.535709
   0.05711     -6.530805     -6.530533
   0.07615     -6.524804     -6.524532
   0.09519     -6.518802     -6.518539
   0.11423     -6.513580     -6.513339
   0.13327     -6.509567     -6.509348
   0.15231     -6.506693     -6.506486
   0.17134     -6.504708     -6.504501
   0.19038     -6.503418     -6.503204
   0.20942     -6.502699     -6.502479
   0.22846     -6.502469     -6.502247
   0.22846     -6.502469     -6.502247
   0.23946     -6.501743     -6.501516
   0.25045     -6.499713     -6.499470
   0.26145     -6.496782     -6.496512
   0.27245     -6.493498     -6.493189
   0.28344     -6.490395     -6.490040
   0.29444     -6.487825     -6.487426
   0.30544     -6.485881     -6.485449
   0.31643     -6.484462     -6.484012
   0.32743     -6.483412     -6.482958
   0.33843     -6.482610     -6.482165
   0.34942     -6.482041     -6.481619
   0.36042     -6.481888     -6.481506
   0.36042     -6.481888     -6.481506
   0.38245     -6.489977     -6.489697
   0.40447     -6.499249     -6.499004
   0.42650     -6.507939     -6.507702
   0.44852     -6.515493     -6.515256
   0.47055     -6.521444     -6.521209
   0.49258     -6.525536     -6.525304
   0.51460     -6.528390     -6.528158
   0.53663     -6.531330     -6.531090
   0.55865     -6.534987     -6.534734
   0.58068     -6.538431     -6.538168
   0.60271     -6.540356     -6.540090
   0.62473     -6.540823     -6.540558
 
# Band-Index   84
   0.62473     -6.496757     -6.496693
   0.60271     -6.497021     -6.496953
   0.58068     -6.497648     -6.497565
   0.55865     -6.498211     -6.498103
   0.53663     -6.497963     -6.497825
   0.51460     -6.496013     -6.495846
   0.49258     -6.491927     -6.491738
   0.47055     -6.485772     -6.485564
   0.44852     -6.477892     -6.477660
   0.42650     -6.469329     -6.469057
   0.40447     -6.462960     -6.462620
   0.38245     -6.461854     -6.461514
   0.36042     -6.461771     -6.461535
   0.36042     -6.461771     -6.461535
   0.34942     -6.456462     -6.456259
   0.33843     -6.451264     -6.451072
   0.32743     -6.447710     -6.447508
   0.31643     -6.447371     -6.447138
   0.30544     -6.449581     -6.449304
   0.29444     -6.452732     -6.452401
   0.28344     -6.455816     -6.455423
   0.27245     -6.458323     -6.457870
   0.26145     -6.460098     -6.459595
   0.25045     -6.461210     -6.460673
   0.23946     -6.461802     -6.461244
   0.22846     -6.461985     -6.461421
   0.22846     -6.461985     -6.461421
   0.20942     -6.462796     -6.462241
   0.19038     -6.465299     -6.464771
   0.17134     -6.469559     -6.469080
   0.15231     -6.475291     -6.474881
   0.13327     -6.481657     -6.481327
   0.11423     -6.487499     -6.487254
   0.09519     -6.491905     -6.491734
   0.07615     -6.494668     -6.494548
   0.05711     -6.496109     -6.496019
   0.03808     -6.496671     -6.496597
   0.01904     -6.496772     -6.496706
   0.00000     -6.496757     -6.496693
 
# Band-Index   85
   0.00000     -6.461052     -6.461012
   0.01904     -6.459225     -6.459184
   0.03808     -6.454133     -6.454087
   0.05711     -6.446786     -6.446729
   0.07615     -6.438367     -6.438296
   0.09519     -6.429771     -6.429687
   0.11423     -6.421634     -6.421542
   0.13327     -6.414937     -6.414841
   0.15231     -6.411062     -6.410944
   0.17134     -6.408217     -6.408096
   0.19038     -6.405327     -6.405216
   0.20942     -6.402980     -6.402877
   0.22846     -6.402065     -6.401965
   0.22846     -6.402065     -6.401965
   0.23946     -6.402294     -6.402194
   0.25045     -6.403025     -6.402925
   0.26145     -6.404461     -6.404361
   0.27245     -6.407043     -6.406939
   0.28344     -6.411089     -6.410977
   0.29444     -6.416297     -6.416176
   0.30544     -6.421973     -6.421845
   0.31643     -6.427157     -6.427022
   0.32743     -6.430428     -6.430285
   0.33843     -6.431312     -6.431167
   0.34942     -6.431422     -6.431279
   0.36042     -6.431977     -6.431834
   0.36042     -6.431977     -6.431834
   0.38245     -6.438115     -6.437989
   0.40447     -6.441445     -6.441288
   0.42650     -6.437966     -6.437739
   0.44852     -6.430774     -6.430529
   0.47055     -6.424346     -6.424162
   0.49258     -6.426365     -6.426284
   0.51460     -6.434131     -6.434056
   0.53663     -6.442136     -6.442066
   0.55865     -6.449429     -6.449369
   0.58068     -6.455505     -6.455457
   0.60271     -6.459605     -6.459563
   0.62473     -6.461052     -6.461012
 
# Band-Index   86
   0.62473     -6.440604     -6.440484
   0.60271     -6.438864     -6.438745
   0.58068     -6.433958     -6.433848
   0.55865     -6.426661     -6.426560
   0.53663     -6.418520     -6.418411
   0.51460     -6.412479     -6.412314
   0.49258     -6.411741     -6.411482
   0.47055     -6.410666     -6.410463
   0.44852     -6.403499     -6.403355
   0.42650     -6.396288     -6.396156
   0.40447     -6.391971     -6.391842
   0.38245     -6.392830     -6.392704
   0.36042     -6.398855     -6.398737
   0.36042     -6.398855     -6.398737
   0.34942     -6.400223     -6.400099
   0.33843     -6.400932     -6.400803
   0.32743     -6.400905     -6.400774
   0.31643     -6.400329     -6.400197
   0.30544     -6.399451     -6.399317
   0.29444     -6.398396     -6.398260
   0.28344     -6.397072     -6.396931
   0.27245     -6.395203     -6.395060
   0.26145     -6.392752     -6.392611
   0.25045     -6.390282     -6.390150
   0.23946     -6.388504     -6.388380
   0.22846     -6.387865     -6.387744
   0.22846     -6.387865     -6.387744
   0.20942     -6.390041     -6.389934
   0.19038     -6.394826     -6.394725
   0.17134     -6.400206     -6.400097
   0.15231     -6.405680     -6.405552
   0.13327     -6.410579     -6.410431
   0.11423     -6.414013     -6.413883
   0.09519     -6.418029     -6.417918
   0.07615     -6.423560     -6.423456
   0.05711     -6.429900     -6.429791
   0.03808     -6.435535     -6.435420
   0.01904     -6.439295     -6.439176
   0.00000     -6.440604     -6.440484
 
# Band-Index   87
   0.00000     -6.376237     -6.375830
   0.01904     -6.377307     -6.376940
   0.03808     -6.378980     -6.378646
   0.05711     -6.380635     -6.380324
   0.07615     -6.382801     -6.382524
   0.09519     -6.385180     -6.384948
   0.11423     -6.386791     -6.386609
   0.13327     -6.386954     -6.386822
   0.15231     -6.385720     -6.385622
   0.17134     -6.383997     -6.383914
   0.19038     -6.382856     -6.382778
   0.20942     -6.382530     -6.382464
   0.22846     -6.382516     -6.382466
   0.22846     -6.382516     -6.382466
   0.23946     -6.382175     -6.382124
   0.25045     -6.381259     -6.381206
   0.26145     -6.380074     -6.380018
   0.27245     -6.379010     -6.378948
   0.28344     -6.378243     -6.378173
   0.29444     -6.377506     -6.377431
   0.30544     -6.376379     -6.376300
   0.31643     -6.374665     -6.374583
   0.32743     -6.372488     -6.372405
   0.33843     -6.370186     -6.370104
   0.34942     -6.368142     -6.368061
   0.36042     -6.366618     -6.366539
   0.36042     -6.366618     -6.366539
   0.38245     -6.364334     -6.364245
   0.40447     -6.366428     -6.366340
   0.42650     -6.371837     -6.371753
   0.44852     -6.378057     -6.377968
   0.47055     -6.384116     -6.384010
   0.49258     -6.388956     -6.388800
   0.51460     -6.390130     -6.389874
   0.53663     -6.387611     -6.387296
   0.55865     -6.384294     -6.383957
   0.58068     -6.381068     -6.380717
   0.60271     -6.377959     -6.377585
   0.62473     -6.376237     -6.375830
 
# Band-Index   88
   0.62473     -6.368273     -6.368166
   0.60271     -6.367114     -6.366982
   0.58068     -6.365495     -6.365359
   0.55865     -6.363585     -6.363454
   0.53663     -6.360599     -6.360468
   0.51460     -6.356963     -6.356831
   0.49258     -6.353202     -6.353070
   0.47055     -6.349617     -6.349483
   0.44852     -6.346822     -6.346688
   0.42650     -6.345999     -6.345875
   0.40447     -6.347724     -6.347624
   0.38245     -6.349132     -6.349045
   0.36042     -6.348900     -6.348794
   0.36042     -6.348900     -6.348794
   0.34942     -6.350646     -6.350546
   0.33843     -6.352668     -6.352575
   0.32743     -6.354891     -6.354804
   0.31643     -6.357291     -6.357209
   0.30544     -6.359795     -6.359715
   0.29444     -6.362203     -6.362121
   0.28344     -6.364173     -6.364084
   0.27245     -6.365314     -6.365213
   0.26145     -6.365516     -6.365399
   0.25045     -6.365133     -6.365000
   0.23946     -6.364673     -6.364526
   0.22846     -6.364483     -6.364331
   0.22846     -6.364483     -6.364331
   0.20942     -6.363082     -6.362930
   0.19038     -6.360522     -6.360363
   0.17134     -6.358323     -6.358148
   0.15231     -6.356562     -6.356368
   0.13327     -6.355581     -6.355371
   0.11423     -6.356541     -6.356326
   0.09519     -6.360232     -6.360034
   0.07615     -6.364486     -6.364313
   0.05711     -6.366226     -6.366065
   0.03808     -6.365903     -6.365737
   0.01904     -6.366899     -6.366752
   0.00000     -6.368273     -6.368166
 
# Band-Index   89
   0.00000     -6.349549     -6.349437
   0.01904     -6.351379     -6.351271
   0.03808     -6.351875     -6.351761
   0.05711     -6.348860     -6.348732
   0.07615     -6.344451     -6.344325
   0.09519     -6.338719     -6.338611
   0.11423     -6.329940     -6.329850
   0.13327     -6.318476     -6.318382
   0.15231     -6.310287     -6.310156
   0.17134     -6.310517     -6.310369
   0.19038     -6.312422     -6.312277
   0.20942     -6.312844     -6.312704
   0.22846     -6.312562     -6.312424
   0.22846     -6.312562     -6.312424
   0.23946     -6.312818     -6.312678
   0.25045     -6.313484     -6.313341
   0.26145     -6.314342     -6.314197
   0.27245     -6.315188     -6.315045
   0.28344     -6.315891     -6.315754
   0.29444     -6.316383     -6.316253
   0.30544     -6.316635     -6.316515
   0.31643     -6.316657     -6.316545
   0.32743     -6.316499     -6.316394
   0.33843     -6.316288     -6.316185
   0.34942     -6.316222     -6.316113
   0.36042     -6.316401     -6.316283
   0.36042     -6.316401     -6.316283
   0.38245     -6.313329     -6.313170
   0.40447     -6.308074     -6.307904
   0.42650     -6.301703     -6.301537
   0.44852     -6.299056     -6.298910
   0.47055     -6.306811     -6.306716
   0.49258     -6.319164     -6.319087
   0.51460     -6.332925     -6.332851
   0.53663     -6.343988     -6.343904
   0.55865     -6.350293     -6.350197
   0.58068     -6.352459     -6.352354
   0.60271     -6.351381     -6.351272
   0.62473     -6.349549     -6.349437
 
# Band-Index   90
   0.62473     -6.338891     -6.338799
   0.60271     -6.335486     -6.335374
   0.58068     -6.328674     -6.328524
   0.55865     -6.320069     -6.319889
   0.53663     -6.310806     -6.310606
   0.51460     -6.302181     -6.301978
   0.49258     -6.296088     -6.295911
   0.47055     -6.293561     -6.293408
   0.44852     -6.293677     -6.293574
   0.42650     -6.289917     -6.289824
   0.40447     -6.286692     -6.286560
   0.38245     -6.290539     -6.290370
   0.36042     -6.295897     -6.295697
   0.36042     -6.295897     -6.295697
   0.34942     -6.296953     -6.296741
   0.33843     -6.297230     -6.297012
   0.32743     -6.297121     -6.296907
   0.31643     -6.297034     -6.296831
   0.30544     -6.297144     -6.296958
   0.29444     -6.297432     -6.297263
   0.28344     -6.297801     -6.297648
   0.27245     -6.298136     -6.297996
   0.26145     -6.298293     -6.298164
   0.25045     -6.298098     -6.297978
   0.23946     -6.297424     -6.297310
   0.22846     -6.296790     -6.296677
   0.22846     -6.296790     -6.296677
   0.20942     -6.296398     -6.296285
   0.19038     -6.295490     -6.295373
   0.17134     -6.294929     -6.294805
   0.15231     -6.296496     -6.296362
   0.13327     -6.299991     -6.299843
   0.11423     -6.303047     -6.302894
   0.09519     -6.306962     -6.306813
   0.07615     -6.313381     -6.313260
   0.05711     -6.322285     -6.322171
   0.03808     -6.330158     -6.330047
   0.01904     -6.335968     -6.335868
   0.00000     -6.338891     -6.338799
 
# Band-Index   91
   0.00000     -6.330966     -6.330741
   0.01904     -6.328578     -6.328360
   0.03808     -6.322535     -6.322331
   0.05711     -6.315495     -6.315299
   0.07615     -6.308794     -6.308613
   0.09519     -6.300949     -6.300812
   0.11423     -6.294229     -6.294113
   0.13327     -6.292709     -6.292605
   0.15231     -6.292225     -6.292144
   0.17134     -6.284797     -6.284723
   0.19038     -6.285843     -6.285741
   0.20942     -6.290682     -6.290583
   0.22846     -6.292856     -6.292760
   0.22846     -6.292856     -6.292760
   0.23946     -6.291202     -6.291107
   0.25045     -6.287646     -6.287553
   0.26145     -6.283147     -6.283057
   0.27245     -6.278184     -6.278096
   0.28344     -6.273332     -6.273250
   0.29444     -6.269446     -6.269373
   0.30544     -6.267359     -6.267296
   0.31643     -6.266887     -6.266826
   0.32743     -6.267299     -6.267235
   0.33843     -6.268203     -6.268133
   0.34942     -6.269470     -6.269393
   0.36042     -6.271013     -6.270929
   0.36042     -6.271013     -6.270929
   0.38245     -6.275569     -6.275491
   0.40447     -6.277358     -6.277262
   0.42650     -6.273479     -6.273346
   0.44852     -6.269970     -6.269819
   0.47055     -6.273263     -6.273129
   0.49258     -6.284628     -6.284488
   0.51460     -6.293462     -6.293330
   0.53663     -6.300958     -6.300818
   0.55865     -6.309684     -6.309523
   0.58068     -6.319307     -6.319122
   0.60271     -6.327584     -6.327372
   0.62473     -6.330966     -6.330741
 
# Band-Index   92
   0.62473     -6.252794     -6.252649
   0.60271     -6.254237     -6.254085
   0.58068     -6.257275     -6.257112
   0.55865     -6.260349     -6.260176
   0.53663     -6.262684     -6.262503
   0.51460     -6.263952     -6.263771
   0.49258     -6.264601     -6.264428
   0.47055     -6.264821     -6.264668
   0.44852     -6.258281     -6.258182
   0.42650     -6.252379     -6.252296
   0.40447     -6.252247     -6.252164
   0.38245     -6.253138     -6.253052
   0.36042     -6.253422     -6.253338
   0.36042     -6.253422     -6.253338
   0.34942     -6.253560     -6.253477
   0.33843     -6.253878     -6.253793
   0.32743     -6.254552     -6.254463
   0.31643     -6.255848     -6.255755
   0.30544     -6.257765     -6.257670
   0.29444     -6.259573     -6.259482
   0.28344     -6.260694     -6.260610
   0.27245     -6.261430     -6.261348
   0.26145     -6.262092     -6.262011
   0.25045     -6.262716     -6.262635
   0.23946     -6.263187     -6.263106
   0.22846     -6.263364     -6.263283
   0.22846     -6.263364     -6.263283
   0.20942     -6.265932     -6.265852
   0.19038     -6.272865     -6.272785
   0.17134     -6.278304     -6.278189
   0.15231     -6.274685     -6.274552
   0.13327     -6.273135     -6.272985
   0.11423     -6.272308     -6.272150
   0.09519     -6.268384     -6.268227
   0.07615     -6.263305     -6.263151
   0.05711     -6.258986     -6.258833
   0.03808     -6.255747     -6.255597
   0.01904     -6.253585     -6.253438
   0.00000     -6.252794     -6.252649
 
# Band-Index   93
   0.00000     -6.227367     -6.227269
   0.01904     -6.227958     -6.227855
   0.03808     -6.229549     -6.229422
   0.05711     -6.231859     -6.231693
   0.07615     -6.235452     -6.235269
   0.09519     -6.240004     -6.239836
   0.11423     -6.244097     -6.243952
   0.13327     -6.245966     -6.245842
   0.15231     -6.243835     -6.243723
   0.17134     -6.239731     -6.239627
   0.19038     -6.237168     -6.237075
