    # Energy          Mo           S          Si
    -0.88821    -0.29647    -0.17572    -4.40010
    -0.88521    -0.38269    -0.22874    -5.18930
    -0.88221    -0.37198    -0.22472    -5.14113
    -0.87921    -0.35401    -0.21492    -4.99095
    -0.87621    -0.29951    -0.18192    -4.45137
    -0.87321    -0.12503    -0.07273    -2.66381
    -0.87021    -0.11996    -0.06942    -2.65263
    -0.86721    -0.11510    -0.06628    -2.63978
    -0.86421    -0.11228    -0.06435    -2.66056
    -0.86121    -0.10682    -0.06118    -2.63977
    -0.85821    -0.17571    -0.10339    -3.41872
    -0.85521    -0.24961    -0.14531    -4.45583
    -0.85221    -0.26423    -0.15373    -4.57252
    -0.84921    -0.27205    -0.15845    -4.59141
    -0.84621    -0.27045    -0.15721    -4.52062
    -0.84321    -0.24867    -0.14378    -4.17235
    -0.84021    -0.23091    -0.13211    -3.76863
    -0.83721    -0.21522    -0.12211    -3.37410
    -0.83421    -0.21412    -0.12037    -3.23115
    -0.83121    -0.21466    -0.11993    -3.21527
    -0.82821    -0.21519    -0.11949    -3.19941
    -0.82521    -0.24048    -0.13291    -3.43400
    -0.82221    -0.27147    -0.14940    -3.72493
    -0.81921    -0.30255    -0.16583    -4.01513
    -0.81621    -0.33371    -0.18217    -4.30467
    -0.81321    -0.46832    -0.25623    -7.11946
    -0.81021    -0.60951    -0.33164    -8.70683
    -0.80721    -0.36079    -0.19517    -5.25287
    -0.80421    -0.43914    -0.22729    -4.67660
    -0.80121    -0.46258    -0.23593    -4.69101
    -0.79821    -0.59376    -0.29910    -5.85042
    -0.79521    -0.57543    -0.28956    -5.77400
    -0.79221    -0.70884    -0.35437    -7.16775
    -0.78921    -0.86153    -0.42646    -8.64866
    -0.78621    -0.93683    -0.45581    -9.32253
    -0.78321    -0.25429    -0.12632    -3.03407
    -0.78021    -0.31665    -0.15586    -3.75404
    -0.77721    -0.55162    -0.26942    -6.52719
    -0.77421    -0.98810    -0.47579   -10.70556
    -0.77121    -0.25540    -0.12236    -3.39581
    -0.76821    -0.25086    -0.11947    -3.35614
    -0.76521    -0.24681    -0.11681    -3.31423
    -0.76221    -0.24619    -0.11591    -3.33551
    -0.75921    -0.24627    -0.11536    -3.36615
    -0.75621    -0.24658    -0.11490    -3.39566
    -0.75321    -0.24714    -0.11456    -3.42420
    -0.75021    -0.24791    -0.11431    -3.45164
    -0.74721    -0.24892    -0.11416    -3.47817
    -0.74421    -0.25276    -0.11539    -3.72414
    -0.74121    -0.26009    -0.11834    -4.25304
    -0.73821    -0.26910    -0.12210    -4.79465
    -0.73521    -0.27799    -0.12576    -5.32182
    -0.73221    -0.27593    -0.12306    -4.21488
    -0.72921    -0.27313    -0.12117    -4.02376
    -0.72621    -0.26960    -0.11899    -3.83582
    -0.72321    -0.26535    -0.11653    -3.65124
    -0.72021    -0.26016    -0.11370    -3.46791
    -0.71721    -0.25358    -0.11039    -3.28099
    -0.71421    -0.30770    -0.13267    -4.25333
    -0.71121    -0.37769    -0.16087    -4.97466
    -0.70821    -0.24988    -0.10631    -3.36800
    -0.70521    -0.26681    -0.11303    -3.98136
    -0.70221    -0.25524    -0.10761    -3.74051
    -0.69921    -0.24456    -0.10256    -3.49518
    -0.69621    -0.21833    -0.09053    -2.56493
    -0.69321    -0.21716    -0.08971    -2.53812
    -0.69021    -0.21599    -0.08889    -2.51135
    -0.68721    -0.21479    -0.08806    -2.48461
    -0.68421    -0.20950    -0.08508    -2.68064
    -0.68121    -0.21311    -0.08641    -3.19411
    -0.67821    -0.21683    -0.08777    -3.70720
    -0.67521    -0.21652    -0.08630    -2.74046
    -0.67221    -0.21725    -0.08612    -2.72699
    -0.66921    -0.21799    -0.08594    -2.71336
    -0.66621    -0.21718    -0.08519    -2.68350
    -0.66321    -0.21584    -0.08426    -2.64815
    -0.66021    -0.21451    -0.08334    -2.61270
    -0.65721    -0.21320    -0.08242    -2.57725
    -0.65421    -0.21189    -0.08151    -2.54170
    -0.65121    -0.21060    -0.08061    -2.50607
    -0.64821    -0.21332    -0.08100    -2.50869
    -0.64521    -0.21835    -0.08213    -2.53311
    -0.64221    -0.22339    -0.08326    -2.55754
    -0.63921    -0.33464    -0.12290    -3.57348
    -0.63621    -0.30402    -0.11118    -3.26377
    -0.63321    -0.27337    -0.09949    -2.95459
    -0.63021    -0.23847    -0.08642    -2.60822
    -0.62721    -0.22236    -0.08031    -2.43769
    -0.62421    -0.41480    -0.14802    -4.06907
    -0.62121    -0.19694    -0.06976    -2.03935
    -0.61821    -0.18094    -0.06360    -1.82207
    -0.61521    -0.17429    -0.06094    -1.75125
    -0.61221    -0.16764    -0.05828    -1.68049
    -0.60921    -0.16099    -0.05564    -1.60973
    -0.60621    -0.15433    -0.05300    -1.53899
    -0.60321    -0.14767    -0.05037    -1.46823
    -0.60021    -0.14101    -0.04774    -1.39753
    -0.59721    -0.13789    -0.04643    -1.36163
    -0.59421    -0.13622    -0.04566    -1.33992
    -0.59121    -0.13454    -0.04488    -1.31821
    -0.58821    -0.16267    -0.05383    -1.58183
    -0.58521    -0.15616    -0.05149    -1.51344
    -0.58221    -0.14964    -0.04916    -1.44502
    -0.57921    -0.14313    -0.04683    -1.37658
    -0.57621    -0.13661    -0.04451    -1.30815
    -0.57321    -0.13010    -0.04219    -1.23973
    -0.57021    -0.12358    -0.03988    -1.17131
    -0.56721    -0.11706    -0.03758    -1.10289
    -0.56421    -0.11053    -0.03528    -1.03444
    -0.56121    -0.11050    -0.03517    -1.02827
    -0.55821    -0.11265    -0.03578    -1.04300
    -0.55521    -0.12211    -0.03861    -1.12761
    -0.55221    -0.13394    -0.04204    -1.23522
    -0.54921    -0.14577    -0.04546    -1.34287
    -0.54621    -0.15760    -0.04887    -1.45050
    -0.54321    -0.16941    -0.05226    -1.55823
    -0.54021    -0.18123    -0.05564    -1.66598
    -0.53721    -0.19311    -0.05904    -1.77452
    -0.53421    -0.20661    -0.06300    -1.89988
    -0.53121    -0.22011    -0.06696    -2.02523
    -0.52821    -0.23422    -0.07095    -2.13494
    -0.52521    -0.20968    -0.06313    -1.90034
    -0.52221    -0.20905    -0.06279    -1.89431
    -0.51921    -0.20842    -0.06246    -1.88828
    -0.51621    -0.20779    -0.06212    -1.88219
    -0.51321    -0.20716    -0.06179    -1.87613
    -0.51021    -0.20653    -0.06146    -1.87006
    -0.50721    -0.20590    -0.06113    -1.86397
    -0.50421    -0.20526    -0.06079    -1.85789
    -0.50121    -0.20464    -0.06046    -1.85183
    -0.49821    -0.17598    -0.05170    -1.58493
    -0.49521    -0.17222    -0.05040    -1.54951
    -0.49221    -0.16847    -0.04910    -1.51406
    -0.48921    -0.16472    -0.04780    -1.47860
    -0.48621    -0.16097    -0.04650    -1.44316
    -0.48321    -0.15721    -0.04521    -1.40769
    -0.48021    -0.15346    -0.04392    -1.37222
    -0.47721    -0.14996    -0.04270    -1.33913
    -0.47421    -0.14698    -0.04162    -1.31044
    -0.47121    -0.14400    -0.04053    -1.28175
    -0.46821    -0.14265    -0.03995    -1.26875
    -0.46521    -0.14219    -0.03963    -1.26404
    -0.46221    -0.14173    -0.03931    -1.25935
    -0.45921    -0.14114    -0.03898    -1.25344
    -0.45621    -0.14044    -0.03863    -1.24659
    -0.45321    -0.13974    -0.03829    -1.23970
    -0.45021    -0.13905    -0.03794    -1.23282
    -0.44721    -0.13806    -0.03757    -1.22348
    -0.44421    -0.13725    -0.03714    -1.21519
    -0.44121    -0.13646    -0.03671    -1.20709
    -0.43821    -0.13587    -0.03612    -1.19983
    -0.43521    -0.13526    -0.03556    -1.19252
    -0.43221    -0.13441    -0.03522    -1.18427
    -0.42921    -0.13356    -0.03488    -1.17595
    -0.42621    -0.13271    -0.03455    -1.16768
    -0.42321    -0.13187    -0.03421    -1.15936
    -0.42021    -0.13102    -0.03388    -1.15111
    -0.41721    -0.13017    -0.03354    -1.14277
    -0.41421    -0.12956    -0.03328    -1.13681
    -0.41121    -0.12911    -0.03306    -1.13219
    -0.40821    -0.12864    -0.03284    -1.12767
    -0.40521    -0.12819    -0.03263    -1.12313
    -0.40221    -0.12773    -0.03241    -1.11855
    -0.39921    -0.12805    -0.03238    -1.12089
    -0.39621    -0.12894    -0.03249    -1.12835
    -0.39321    -0.12983    -0.03260    -1.13582
    -0.39021    -0.13073    -0.03271    -1.14328
    -0.38721    -0.13162    -0.03282    -1.15077
    -0.38421    -0.13251    -0.03293    -1.15825
    -0.38121    -0.13340    -0.03303    -1.16574
    -0.37821    -0.13429    -0.03314    -1.17319
    -0.37521    -0.13518    -0.03325    -1.18071
    -0.37221    -0.13607    -0.03335    -1.18821
    -0.36921    -0.13695    -0.03346    -1.19572
    -0.36621    -0.07633    -0.01874    -0.65077
    -0.36321    -0.07646    -0.01873    -0.65160
    -0.36021    -0.07659    -0.01872    -0.65238
    -0.35721    -0.07684    -0.01872    -0.65410
    -0.35421    -0.07742    -0.01874    -0.65822
    -0.35121    -0.07801    -0.01875    -0.66233
    -0.34821    -0.07859    -0.01877    -0.66645
    -0.34521    -0.07918    -0.01879    -0.67057
    -0.34221    -0.07971    -0.01883    -0.67445
    -0.33921    -0.08017    -0.01889    -0.67797
    -0.33621    -0.08063    -0.01895    -0.68149
    -0.33321    -0.08109    -0.01900    -0.68504
    -0.33021    -0.08155    -0.01906    -0.68855
    -0.32721    -0.08201    -0.01912    -0.69211
    -0.32421    -0.07096    -0.01649    -0.59417
    -0.32121    -0.07933    -0.01828    -0.66569
    -0.31821    -0.07993    -0.01837    -0.67046
    -0.31521    -0.08054    -0.01846    -0.67522
    -0.31221    -0.08114    -0.01855    -0.68000
    -0.30921    -0.08175    -0.01864    -0.68477
    -0.30621    -0.08235    -0.01873    -0.68955
    -0.30321    -0.08296    -0.01882    -0.69427
    -0.30021    -0.08356    -0.01892    -0.69903
    -0.29721    -0.08417    -0.01901    -0.70386
    -0.29421    -0.08478    -0.01909    -0.70858
    -0.29121    -0.08538    -0.01918    -0.71335
    -0.28821    -0.08888    -0.01987    -0.74208
    -0.28521    -0.09277    -0.02063    -0.77413
    -0.28221    -0.09666    -0.02139    -0.80617
    -0.27921    -0.10055    -0.02215    -0.83825
    -0.27621    -0.10445    -0.02291    -0.87036
    -0.27321    -0.10835    -0.02367    -0.90236
    -0.27021    -0.11225    -0.02443    -0.93442
    -0.26721    -0.11615    -0.02518    -0.96653
    -0.26421    -0.11989    -0.02585    -0.99636
    -0.26121    -0.12364    -0.02652    -1.02607
    -0.25821    -0.12738    -0.02719    -1.05575
    -0.25521    -0.13113    -0.02785    -1.08548
    -0.25221    -0.13462    -0.02854    -1.11411
    -0.24921    -0.08018    -0.01691    -0.65321
    -0.24621    -0.07954    -0.01674    -0.64726
    -0.24321    -0.07890    -0.01658    -0.64128
    -0.24021    -0.07826    -0.01642    -0.63530
    -0.23721    -0.07761    -0.01625    -0.62939
    -0.23421    -0.07697    -0.01609    -0.62340
    -0.23121    -0.07632    -0.01592    -0.61744
    -0.22821    -0.07568    -0.01576    -0.61143
    -0.22521    -0.07503    -0.01560    -0.60550
    -0.22221    -0.07439    -0.01543    -0.59953
    -0.21921    -0.07375    -0.01527    -0.59354
    -0.21621    -0.07310    -0.01511    -0.58760
    -0.21321    -0.07245    -0.01494    -0.58164
    -0.21021    -0.07181    -0.01478    -0.57563
    -0.20721    -0.07116    -0.01462    -0.56969
    -0.20421    -0.07051    -0.01445    -0.56371
    -0.20121    -0.06986    -0.01429    -0.55774
    -0.19821    -0.06921    -0.01413    -0.55176
    -0.19521    -0.06856    -0.01397    -0.54577
    -0.19221    -0.06791    -0.01381    -0.53984
    -0.18921    -0.06726    -0.01364    -0.53382
    -0.18621    -0.06661    -0.01348    -0.52790
    -0.18321    -0.06596    -0.01332    -0.52189
    -0.18021    -0.06550    -0.01320    -0.51761
    -0.17721    -0.06511    -0.01310    -0.51389
    -0.17421    -0.06475    -0.01288    -0.50574
    -0.17121    -0.06389    -0.01269    -0.49797
    -0.16821    -0.06302    -0.01249    -0.49014
    -0.16521    -0.06216    -0.01230    -0.48237
    -0.16221    -0.06130    -0.01210    -0.47454
    -0.15921    -0.06044    -0.01191    -0.46674
    -0.15621    -0.05957    -0.01171    -0.45892
    -0.15321    -0.05870    -0.01152    -0.45110
    -0.15021    -0.05784    -0.01132    -0.44331
    -0.14721    -0.05697    -0.01113    -0.43550
    -0.14421    -0.05611    -0.01094    -0.42769
    -0.14121    -0.05524    -0.01074    -0.41986
    -0.13821    -0.05437    -0.01055    -0.41204
    -0.13521    -0.05350    -0.01035    -0.40424
    -0.13221    -0.05264    -0.01016    -0.39645
    -0.12921    -0.05176    -0.00997    -0.38865
    -0.12621    -0.05089    -0.00977    -0.38083
    -0.12321    -0.05016    -0.00961    -0.37401
    -0.12021    -0.05002    -0.00955    -0.37185
    -0.11721    -0.04988    -0.00950    -0.36974
    -0.11421    -0.04975    -0.00945    -0.36759
    -0.11121    -0.04962    -0.00940    -0.36540
    -0.10821    -0.04949    -0.00935    -0.36330
    -0.10521    -0.04936    -0.00930    -0.36111
    -0.10221    -0.04923    -0.00925    -0.35898
    -0.09921    -0.04910    -0.00920    -0.35682
    -0.09621    -0.04897    -0.00915    -0.35466
    -0.09321    -0.04884    -0.00910    -0.35251
    -0.09021    -0.04872    -0.00905    -0.35034
    -0.08721    -0.04859    -0.00901    -0.34819
    -0.08421    -0.05029    -0.00922    -0.35269
    -0.08121    -0.04850    -0.00889    -0.33967
    -0.07821    -0.04671    -0.00856    -0.32668
    -0.07521    -0.04492    -0.00822    -0.31368
    -0.07221    -0.04312    -0.00789    -0.30068
    -0.06921    -0.04131    -0.00755    -0.28768
    -0.06621    -0.03950    -0.00722    -0.27469
    -0.06321    -0.03769    -0.00688    -0.26169
    -0.06021    -0.03587    -0.00655    -0.24870
    -0.05721    -0.03404    -0.00621    -0.23571
    -0.05421    -0.03221    -0.00587    -0.22272
    -0.05121    -0.03037    -0.00554    -0.20974
    -0.04821    -0.02853    -0.00520    -0.19675
    -0.04521    -0.02669    -0.00486    -0.18377
    -0.04221    -0.02484    -0.00452    -0.17078
    -0.03921    -0.02298    -0.00418    -0.15781
    -0.03621    -0.02112    -0.00384    -0.14483
    -0.03321    -0.01926    -0.00350    -0.13185
    -0.03021    -0.01738    -0.00316    -0.11888
    -0.02721    -0.01551    -0.00281    -0.10590
    -0.02421    -0.01363    -0.00247    -0.09293
    -0.02121    -0.01174    -0.00213    -0.07996
    -0.01821    -0.00985    -0.00178    -0.06699
    -0.01521    -0.00796    -0.00144    -0.05403
    -0.01221    -0.00606    -0.00110    -0.04106
    -0.00921    -0.00415    -0.00075    -0.02810
    -0.00621    -0.00224    -0.00040    -0.01514
    -0.00321    -0.00032    -0.00006    -0.00218
    -0.00021     0.00000     0.00000     0.00000
     0.00279     0.00000     0.00000     0.00000
     0.00579     0.00000     0.00000     0.00000
     0.00879     0.00000     0.00000     0.00000
     0.01179     0.00000     0.00000     0.00000
     0.01479     0.00000     0.00000     0.00000
     0.01779     0.00000     0.00000     0.00000
     0.02079     0.00000     0.00000     0.00000
     0.02379     0.00000     0.00000     0.00000
     0.02679     0.00000     0.00000     0.00000
     0.02979     0.00000     0.00000     0.00000
     0.03279     0.00000     0.00000     0.00000
     0.03579     0.00000     0.00000     0.00000
     0.03879     0.00000     0.00000     0.00000
     0.04179     0.00000     0.00000     0.00000
     0.04479     0.00000     0.00000     0.00000
     0.04779     0.00000     0.00000     0.00000
     0.05079     0.00000     0.00000     0.00000
     0.05379     0.00000     0.00000     0.00000
     0.05679     0.00000     0.00000     0.00000
     0.05979     0.00000     0.00000     0.00000
     0.06279     0.00000     0.00000     0.00000
     0.06579     0.00000     0.00000     0.00000
     0.06879     0.00000     0.00000     0.00000
     0.07179     0.00000     0.00000     0.00000
     0.07479     0.00000     0.00000     0.00000
     0.07779     0.00000     0.00000     0.00000
     0.08079     0.00000     0.00000     0.00000
     0.08379     0.00000     0.00000     0.00000
     0.08679     0.00000     0.00000     0.00000
     0.08979     0.00000     0.00000     0.00000
     0.09279     0.00000     0.00000     0.00000
     0.09579     0.00000     0.00000     0.00000
     0.09879     0.00000     0.00000     0.00000
     0.10179     0.00000     0.00000     0.00000
     0.10479     0.00000     0.00000     0.00000
     0.10779     0.00000     0.00000     0.00000
     0.11079    -0.00051    -0.00008    -0.00380
     0.11379    -0.00245    -0.00039    -0.01806
     0.11679    -0.00439    -0.00071    -0.03232
     0.11979    -0.00633    -0.00102    -0.04658
     0.12279    -0.00829    -0.00133    -0.06083
     0.12579    -0.01025    -0.00165    -0.07508
     0.12879    -0.01222    -0.00197    -0.08932
     0.13179    -0.01420    -0.00228    -0.10356
     0.13479    -0.01619    -0.00260    -0.11780
     0.13779    -0.01818    -0.00292    -0.13203
     0.14079    -0.02018    -0.00324    -0.14627
     0.14379    -0.02219    -0.00356    -0.16050
     0.14679    -0.02421    -0.00388    -0.17472
     0.14979    -0.02624    -0.00421    -0.18894
     0.15279    -0.02827    -0.00453    -0.20316
     0.15579    -0.03031    -0.00486    -0.21738
     0.15879    -0.03236    -0.00518    -0.23159
     0.16179    -0.03441    -0.00551    -0.24579
     0.16479    -0.03648    -0.00584    -0.26000
     0.16779    -0.03855    -0.00617    -0.27420
     0.17079    -0.04063    -0.00650    -0.28840
     0.17379    -0.04271    -0.00683    -0.30260
     0.17679    -0.04481    -0.00716    -0.31679
     0.17979    -0.04691    -0.00750    -0.33097
     0.18279    -0.04902    -0.00783    -0.34515
     0.18579    -0.05114    -0.00817    -0.35934
     0.18879    -0.05326    -0.00850    -0.37352
     0.19179    -0.05585    -0.00887    -0.37760
     0.19479    -0.05655    -0.00896    -0.37938
     0.19779    -0.05725    -0.00906    -0.38114
     0.20079    -0.05794    -0.00915    -0.38294
     0.20379    -0.05864    -0.00925    -0.38471
     0.20679    -0.05934    -0.00934    -0.38650
     0.20979    -0.06003    -0.00944    -0.38830
     0.21279    -0.06073    -0.00953    -0.39006
     0.21579    -0.06143    -0.00962    -0.39185
     0.21879    -0.06212    -0.00972    -0.39362
     0.22179    -0.06282    -0.00981    -0.39544
     0.22479    -0.06370    -0.00993    -0.39827
     0.22779    -0.06579    -0.01025    -0.40817
     0.23079    -0.06789    -0.01056    -0.41806
     0.23379    -0.07000    -0.01088    -0.42795
     0.23679    -0.07211    -0.01120    -0.43785
     0.23979    -0.07422    -0.01151    -0.44772
     0.24279    -0.07634    -0.01183    -0.45761
     0.24579    -0.07847    -0.01215    -0.46750
     0.24879    -0.08060    -0.01247    -0.47735
     0.25179    -0.08273    -0.01279    -0.48721
     0.25479    -0.08487    -0.01311    -0.49706
     0.25779    -0.08702    -0.01343    -0.50695
     0.26079    -0.08917    -0.01375    -0.51683
     0.26379    -0.09132    -0.01408    -0.52671
     0.26679    -0.09349    -0.01440    -0.53653
     0.26979    -0.09565    -0.01472    -0.54638
     0.27279    -0.09782    -0.01505    -0.55623
     0.27579    -0.10171    -0.01557    -0.56670
     0.27879    -0.10359    -0.01585    -0.57395
     0.28179    -0.10548    -0.01613    -0.58115
     0.28479    -0.10737    -0.01640    -0.58839
     0.28779    -0.10927    -0.01668    -0.59561
     0.29079    -0.11117    -0.01696    -0.60282
     0.29379    -0.11308    -0.01724    -0.61009
     0.29679    -0.11499    -0.01752    -0.61725
     0.29979    -0.11690    -0.01780    -0.62446
     0.30279    -0.11882    -0.01808    -0.63169
     0.30579    -0.12074    -0.01836    -0.63891
     0.30879    -0.12268    -0.01864    -0.64610
     0.31179    -0.12460    -0.01892    -0.65334
     0.31479    -0.12654    -0.01920    -0.66053
     0.31779    -0.12848    -0.01948    -0.66773
     0.32079    -0.13043    -0.01976    -0.67494
     0.32379    -0.13237    -0.02005    -0.68212
     0.32679    -0.13432    -0.02033    -0.68928
     0.32979    -0.13628    -0.02062    -0.69650
     0.33279    -0.13825    -0.02090    -0.70373
     0.33579    -0.22900    -0.03474    -1.13453
     0.33879    -0.22393    -0.03394    -1.10737
     0.34179    -0.21886    -0.03315    -1.08025
     0.34479    -0.21378    -0.03235    -1.05304
     0.34779    -0.20870    -0.03155    -1.02588
     0.35079    -0.20359    -0.03075    -0.99875
     0.35379    -0.19973    -0.03008    -0.96802
     0.35679    -0.19590    -0.02940    -0.93726
     0.35979    -0.19105    -0.02860    -0.90443
     0.36279    -0.18515    -0.02765    -0.86951
     0.36579    -0.17925    -0.02671    -0.83460
     0.36879    -0.17332    -0.02577    -0.79967
     0.37179    -0.16739    -0.02482    -0.76478
     0.37479    -0.16524    -0.02446    -0.75004
     0.37779    -0.16469    -0.02436    -0.74376
     0.38079    -0.16414    -0.02425    -0.73752
     0.38379    -0.16359    -0.02414    -0.73131
     0.38679    -0.16304    -0.02404    -0.72509
     0.38979    -0.16248    -0.02393    -0.71885
     0.39279    -0.14466    -0.02119    -0.63610
     0.39579    -0.18429    -0.02717    -0.78966
     0.39879    -0.18415    -0.02713    -0.78509
     0.40179    -0.18400    -0.02709    -0.78053
     0.40479    -0.18386    -0.02705    -0.77595
     0.40779    -0.18371    -0.02700    -0.77143
     0.41079    -0.18356    -0.02696    -0.76684
     0.41379    -0.18341    -0.02692    -0.76231
     0.41679    -0.18325    -0.02688    -0.75773
     0.41979    -0.31821    -0.04724    -1.25395
     0.42279    -0.32172    -0.04773    -1.25878
     0.42579    -0.32524    -0.04822    -1.26357
     0.42879    -0.32879    -0.04871    -1.26841
     0.43179    -0.33236    -0.04921    -1.27317
     0.43479    -0.33594    -0.04970    -1.27793
     0.43779    -0.34240    -0.05055    -1.27876
     0.44079    -0.34760    -0.05126    -1.28350
     0.44379    -0.35185    -0.05186    -1.29091
     0.44679    -0.35612    -0.05247    -1.29830
     0.44979    -0.36121    -0.05320    -1.30825
     0.45279    -0.36881    -0.05430    -1.32573
     0.45579    -0.37490    -0.05518    -1.33724
     0.45879    -0.38055    -0.05598    -1.34711
     0.46179    -0.38622    -0.05679    -1.35696
     0.46479    -0.39189    -0.05760    -1.36682
     0.46779    -0.39758    -0.05841    -1.37668
     0.47079    -0.40327    -0.05922    -1.38651
     0.47379    -0.40898    -0.06003    -1.39635
     0.47679    -0.41472    -0.06085    -1.40620
     0.47979    -0.42045    -0.06166    -1.41608
     0.48279    -0.42618    -0.06248    -1.42596
     0.48579    -0.45446    -0.06670    -1.50176
     0.48879    -0.48312    -0.07097    -1.57849
     0.49179    -0.51186    -0.07526    -1.65515
     0.49479    -0.54070    -0.07957    -1.73171
     0.49779    -0.56958    -0.08388    -1.80824
     0.50079    -0.59855    -0.08820    -1.88470
     0.50379    -0.62760    -0.09254    -1.96109
     0.50679    -0.65673    -0.09688    -2.03737
     0.50979    -0.68590    -0.10124    -2.11361
     0.51279    -0.71520    -0.10561    -2.18983
     0.51579    -1.02770    -0.15224    -3.03987
     0.51879    -0.94705    -0.14016    -2.78437
     0.52179    -1.04960    -0.15582    -3.04064
     0.52479    -0.53923    -0.07885    -1.61253
     0.52779    -0.52930    -0.07740    -1.58169
     0.53079    -0.51935    -0.07595    -1.55084
     0.53379    -0.51115    -0.07477    -1.52454
     0.53679    -0.54021    -0.07907    -1.59167
     0.53979    -0.56930    -0.08339    -1.65874
     0.54279    -0.59839    -0.08771    -1.72580
     0.54579    -0.62746    -0.09205    -1.79279
     0.54879    -0.67190    -0.09871    -1.89845
     0.55179    -0.74265    -0.10933    -2.06977
     0.55479    -0.81344    -0.11997    -2.24097
     0.55779    -0.79172    -0.11701    -2.17387
     0.56079    -0.84868    -0.12563    -2.30923
     0.56379    -0.90571    -0.13425    -2.44454
     0.56679    -0.96279    -0.14287    -2.57974
     0.56979    -0.91120    -0.13517    -2.43301
     0.57279    -0.95322    -0.14145    -2.52680
     0.57579    -0.99823    -0.14816    -2.62790
     0.57879    -1.04313    -0.15486    -2.72909
     0.58179    -1.08807    -0.16157    -2.83014
     0.58479    -1.13296    -0.16826    -2.93126
     0.58779    -1.17787    -0.17497    -3.03225
     0.59079    -1.20284    -0.17847    -3.05138
     0.59379    -1.11663    -0.16593    -2.81556
     0.59679    -1.13064    -0.16805    -2.83170
     0.59979    -1.14635    -0.17044    -2.85183
     0.60279    -1.16663    -0.17352    -2.88413
     0.60579    -1.26743    -0.18834    -3.14413
     0.60879    -1.27582    -0.18979    -3.14346
     0.61179    -1.28385    -0.19119    -3.14177
     0.61479    -1.29209    -0.19262    -3.14062
     0.61779    -1.36128    -0.20346    -3.27797
     0.62079    -1.38444    -0.20712    -3.32022
     0.62379    -1.40387    -0.21031    -3.35381
     0.62679    -1.42315    -0.21349    -3.38738
     0.62979    -1.44223    -0.21665    -3.42068
     0.63279    -1.52170    -0.22991    -3.66689
     0.63579    -1.85725    -0.28690    -4.87956
     0.63879    -1.86336    -0.28834    -4.89186
     0.64179    -1.56506    -0.23735    -3.69571
     0.64479    -1.79526    -0.27321    -4.29927
     0.64779    -1.95068    -0.29609    -4.59789
     0.65079    -2.10753    -0.31920    -4.89665
     0.65379    -2.41943    -0.36869    -5.76399
     0.65679    -2.39354    -0.36478    -5.63822
     0.65979    -2.34446    -0.35717    -5.44786
     0.66279    -2.32781    -0.35413    -5.31702
     0.66579    -2.30187    -0.34944    -5.14698
     0.66879    -2.63121    -0.38725    -5.40070
     0.67179    -4.07193    -0.52339    -5.70551
     0.67479    -4.85051    -0.56386    -4.65803
     0.67779    -5.99589    -0.65705    -4.33817
     0.68079    -5.77130    -0.63805    -4.23219
     0.68379    -5.80943    -0.64056    -4.11752
     0.68679    -5.69888    -0.62269    -3.63409
     0.68979    -5.33624    -0.56436    -2.65576
     0.69279    -5.33673    -0.56182    -2.48874
     0.69579    -5.30831    -0.55979    -2.45365
     0.69879    -5.27281    -0.55718    -2.41868
     0.70179    -5.23678    -0.55442    -2.38373
     0.70479    -5.05587    -0.54494    -2.49260
     0.70779    -5.25534    -0.57358    -2.83480
     0.71079    -5.45263    -0.60216    -3.17767
     0.71379    -5.49860    -0.60602    -3.11170
     0.71679    -6.05980    -0.68822    -3.70445
     0.71979    -6.03146    -0.68257    -3.54936
     0.72279    -5.99939    -0.67673    -3.39537
     0.72579    -5.61759    -0.61629    -2.60726
     0.72879    -5.42914    -0.58388    -2.06822
     0.73179    -5.53748    -0.59829    -2.10360
     0.73479    -5.60007    -0.60587    -2.06322
     0.73779    -5.50247    -0.59070    -1.85227
     0.74079    -5.29771    -0.56583    -1.58820
     0.74379    -5.21687    -0.56469    -1.53033
     0.74679    -5.14575    -0.56518    -1.46980
     0.74979    -5.10947    -0.57105    -1.43994
     0.75279    -9.39164    -1.00515    -1.79146
     0.75579    -8.99794    -0.99467    -2.02938
     0.75879    -9.23192    -1.05267    -2.53922
     0.76179    -7.85281    -0.97152    -3.21330
     0.76479    -7.15024    -0.92853    -3.40903
     0.76779    -6.47497    -0.87800    -3.48373
     0.77079    -5.58778    -0.79177    -3.37948
     0.77379    -3.48995    -0.53703    -2.01606
     0.77679    -1.93656    -0.33318    -1.03721
     0.77979    -1.87987    -0.32614    -0.97017
     0.78279    -2.56595    -0.45219    -1.22480
     0.78579    -5.02928    -0.95625    -1.85995
     0.78879    -6.11696    -1.25917    -2.00989
     0.79179    -7.15263    -1.57440    -2.16680
     0.79479    -9.26994    -2.26165    -2.74918
     0.79779   -13.31931    -3.44667    -2.84898
     0.80079   -19.10600    -5.13377    -3.21189
     0.80379   -20.91985    -5.59840    -3.48068
     0.80679   -24.76409    -6.61940    -3.73925
     0.80979   -30.05164    -7.94724    -4.67978
     0.81279   -20.23282    -5.62431    -3.77906
     0.81579   -18.34439    -5.20608    -3.63167
     0.81879   -26.30653    -8.16753    -3.72258
     0.82179   -23.47304    -7.26297    -3.46897
     0.82479   -20.68370    -6.34495    -3.21246
     0.82779   -23.58005    -6.75512    -3.73940
     0.83079   -19.23216    -5.68176    -3.09516
