    # Energy          Mo           S          Si
    -9.40921    -0.00323    -0.00710    -4.44501
    -9.40621    -0.00240    -0.00527    -3.30304
    -9.40321    -0.00257    -0.00564    -3.53407
    -9.40021    -0.00274    -0.00601    -3.76493
    -9.39721    -0.00213    -0.00466    -2.91818
    -9.39421    -0.00209    -0.00458    -2.87078
    -9.39121    -0.00206    -0.00450    -2.82336
    -9.38821    -0.00203    -0.00443    -2.77594
    -9.38521    -0.00199    -0.00435    -2.72851
    -9.38221    -0.00196    -0.00428    -2.68497
    -9.37921    -0.00195    -0.00425    -2.66447
    -9.37621    -0.00193    -0.00421    -2.64396
    -9.37321    -0.00192    -0.00418    -2.62352
    -9.37021    -0.00191    -0.00415    -2.60298
    -9.36721    -0.00185    -0.00403    -2.52773
    -9.36421    -0.00184    -0.00399    -2.50590
    -9.36121    -0.00182    -0.00396    -2.48492
    -9.35821    -0.00181    -0.00392    -2.46454
    -9.35521    -0.00179    -0.00389    -2.44416
    -9.35221    -0.00178    -0.00386    -2.42382
    -9.34921    -0.00177    -0.00382    -2.40345
    -9.34621    -0.00175    -0.00379    -2.38311
    -9.34321    -0.00174    -0.00376    -2.36274
    -9.34021    -0.00172    -0.00373    -2.34238
    -9.33721    -0.00171    -0.00369    -2.31960
    -9.33421    -0.00169    -0.00365    -2.29584
    -9.33121    -0.00168    -0.00361    -2.27212
    -9.32821    -0.00167    -0.00361    -2.26986
    -9.32521    -0.00168    -0.00361    -2.26976
    -9.32221    -0.00168    -0.00361    -2.26973
    -9.31921    -0.00169    -0.00364    -2.28806
    -9.31621    -0.00171    -0.00368    -2.31555
    -9.31321    -0.00173    -0.00372    -2.34298
    -9.31021    -0.00175    -0.00377    -2.37048
    -9.30721    -0.00177    -0.00380    -2.39495
    -9.30421    -0.00179    -0.00384    -2.41703
    -9.30121    -0.00181    -0.00387    -2.43915
    -9.29821    -0.00182    -0.00391    -2.46127
    -9.29521    -0.00184    -0.00394    -2.48340
    -9.29221    -0.00186    -0.00398    -2.50548
    -9.28921    -0.00190    -0.00406    -2.55997
    -9.28621    -0.00191    -0.00408    -2.57048
    -9.28321    -0.00192    -0.00409    -2.58100
    -9.28021    -0.00193    -0.00411    -2.59154
    -9.27721    -0.00194    -0.00413    -2.60204
    -9.27421    -0.00195    -0.00415    -2.61386
    -9.27121    -0.00196    -0.00417    -2.62960
    -9.26821    -0.00197    -0.00419    -2.64532
    -9.26521    -0.00198    -0.00422    -2.66105
    -9.26221    -0.00199    -0.00424    -2.67679
    -9.25921    -0.00201    -0.00427    -2.69251
    -9.25621    -0.00202    -0.00429    -2.70824
    -9.25321    -0.00203    -0.00432    -2.72394
    -9.25021    -0.00204    -0.00434    -2.73969
    -9.24721    -0.00206    -0.00437    -2.75542
    -9.24421    -0.00261    -0.00554    -3.49481
    -9.24121    -0.00247    -0.00524    -3.30974
    -9.23821    -0.00239    -0.00505    -3.19080
    -9.23521    -0.00231    -0.00489    -3.08609
    -9.23221    -0.00224    -0.00473    -2.98551
    -9.22921    -0.00226    -0.00478    -3.01700
    -9.22621    -0.00236    -0.00498    -3.14415
    -9.22321    -0.00246    -0.00518    -3.27129
    -9.22021    -0.00255    -0.00538    -3.39865
    -9.21721    -0.00265    -0.00558    -3.52562
    -9.21421    -0.00247    -0.00520    -3.28446
    -9.21121    -0.00258    -0.00542    -3.42306
    -9.20821    -0.00268    -0.00564    -3.56157
    -9.20521    -0.00279    -0.00585    -3.70011
    -9.20221    -0.00289    -0.00607    -3.83853
    -9.19921    -0.00300    -0.00629    -3.97713
    -9.19621    -0.00241    -0.00506    -3.19933
    -9.19321    -0.00243    -0.00509    -3.21646
    -9.19021    -0.00244    -0.00512    -3.23380
    -9.18721    -0.00246    -0.00514    -3.25141
    -9.18421    -0.00247    -0.00517    -3.26907
    -9.18121    -0.00248    -0.00520    -3.28672
    -9.17821    -0.00251    -0.00525    -3.32194
    -9.17521    -0.00254    -0.00532    -3.36349
    -9.17221    -0.00256    -0.00536    -3.38710
    -9.16921    -0.00258    -0.00539    -3.40554
    -9.16621    -0.00259    -0.00542    -3.42418
    -9.16321    -0.00261    -0.00545    -3.44257
    -9.16021    -0.00262    -0.00547    -3.46117
    -9.15721    -0.00264    -0.00550    -3.47958
    -9.15421    -0.00210    -0.00438    -2.77298
    -9.15121    -0.00202    -0.00420    -2.65879
    -9.14821    -0.00193    -0.00402    -2.54459
    -9.14521    -0.00185    -0.00384    -2.42923
    -9.14221    -0.00176    -0.00365    -2.31154
    -9.13921    -0.00167    -0.00347    -2.19582
    -9.13621    -0.00102    -0.00210    -1.33131
    -9.13321    -0.00098    -0.00203    -1.28465
    -9.13021    -0.00095    -0.00196    -1.23794
    -9.12721    -0.00091    -0.00188    -1.19131
    -9.12421    -0.00088    -0.00181    -1.14460
    -9.12121    -0.00084    -0.00173    -1.09791
    -9.11821    -0.00081    -0.00166    -1.05124
    -9.11521    -0.00077    -0.00159    -1.00455
    -9.11221    -0.00075    -0.00154    -0.97877
    -9.10921    -0.00076    -0.00157    -0.99407
    -9.10621    -0.00078    -0.00159    -1.00934
    -9.10321    -0.00079    -0.00162    -1.02464
    -9.10021    -0.00080    -0.00164    -1.03993
    -9.09721    -0.00153    -0.00313    -1.98505
    -9.09421    -0.00181    -0.00371    -2.34904
    -9.09121    -0.00209    -0.00428    -2.71309
    -9.08821    -0.00208    -0.00425    -2.69169
    -9.08521    -0.00199    -0.00407    -2.57666
    -9.08221    -0.00190    -0.00389    -2.46151
    -9.07921    -0.00181    -0.00371    -2.34647
    -9.07621    -0.00172    -0.00352    -2.23135
    -9.07321    -0.00164    -0.00336    -2.12983
    -9.07021    -0.00157    -0.00322    -2.03849
    -9.06721    -0.00151    -0.00308    -1.94714
    -9.06421    -0.00146    -0.00299    -1.89170
    -9.06121    -0.00143    -0.00292    -1.85097
    -9.05821    -0.00141    -0.00288    -1.82121
    -9.05521    -0.00139    -0.00283    -1.79145
    -9.05221    -0.00138    -0.00281    -1.77603
    -9.04921    -0.00141    -0.00286    -1.80696
    -9.04621    -0.00143    -0.00291    -1.83791
    -9.04321    -0.00144    -0.00291    -1.84209
    -9.04021    -0.00148    -0.00301    -1.90233
    -9.03721    -0.00223    -0.00452    -2.85961
    -9.03421    -0.00254    -0.00515    -3.25850
    -9.03121    -0.00258    -0.00523    -3.30576
    -9.02821    -0.00248    -0.00502    -3.17730
    -9.02521    -0.00238    -0.00482    -3.04883
    -9.02221    -0.00228    -0.00462    -2.92033
    -9.01921    -0.00286    -0.00577    -3.64851
    -9.01621    -0.00279    -0.00562    -3.55562
    -9.01321    -0.00272    -0.00548    -3.46233
    -9.01021    -0.00265    -0.00533    -3.36903
    -9.00721    -0.00257    -0.00518    -3.27583
    -9.00421    -0.00250    -0.00503    -3.18252
    -9.00121    -0.00243    -0.00489    -3.08927
    -8.99821    -0.00238    -0.00478    -3.02028
    -8.99521    -0.00240    -0.00481    -3.04223
    -8.99221    -0.00242    -0.00485    -3.06417
    -8.98921    -0.00244    -0.00488    -3.08612
    -8.98621    -0.00244    -0.00490    -3.09595
    -8.98321    -0.00242    -0.00485    -3.06378
    -8.98021    -0.00240    -0.00480    -3.03168
    -8.97721    -0.00237    -0.00475    -2.99955
    -8.97421    -0.00235    -0.00470    -2.96743
    -8.97121    -0.00685    -0.01371    -8.66726
    -8.96821    -0.00363    -0.00728    -4.59790
    -8.96521    -0.00231    -0.00463    -2.92110
    -8.96221    -0.00199    -0.00397    -2.50750
    -8.95921    -0.00196    -0.00391    -2.47096
    -8.95621    -0.00193    -0.00386    -2.43450
    -8.95321    -0.00191    -0.00380    -2.39801
    -8.95021    -0.00188    -0.00374    -2.36149
    -8.94721    -0.00185    -0.00368    -2.32499
    -8.94421    -0.00182    -0.00363    -2.28851
    -8.94121    -0.00171    -0.00340    -2.14458
    -8.93821    -0.00168    -0.00334    -2.10566
    -8.93521    -0.00182    -0.00361    -2.27493
    -8.93221    -0.00186    -0.00369    -2.32677
    -8.92921    -0.00190    -0.00377    -2.37868
    -8.92621    -0.00195    -0.00386    -2.43055
    -8.92321    -0.00199    -0.00394    -2.48242
    -8.92021    -0.00203    -0.00402    -2.53432
    -8.91721    -0.00208    -0.00410    -2.58617
    -8.91421    -0.00212    -0.00419    -2.63809
    -8.91121    -0.00216    -0.00427    -2.69001
    -8.90821    -0.00220    -0.00435    -2.74188
    -8.90521    -0.00225    -0.00443    -2.79381
    -8.90221    -0.00237    -0.00468    -2.94652
    -8.89921    -0.00247    -0.00486    -3.06116
    -8.89621    -0.00256    -0.00504    -3.17577
    -8.89321    -0.00262    -0.00514    -3.23903
    -8.89021    -0.00264    -0.00519    -3.27207
    -8.88721    -0.00267    -0.00525    -3.30514
    -8.88421    -0.00270    -0.00530    -3.33810
    -8.88121    -0.00231    -0.00455    -2.86366
    -8.87821    -0.00230    -0.00452    -2.84729
    -8.87521    -0.00229    -0.00449    -2.82726
    -8.87221    -0.00227    -0.00445    -2.80065
    -8.86921    -0.00226    -0.00442    -2.78117
    -8.86621    -0.00224    -0.00439    -2.76198
    -8.86321    -0.00223    -0.00436    -2.73969
    -8.86021    -0.00219    -0.00429    -2.69956
    -8.85721    -0.00216    -0.00423    -2.65941
    -8.85421    -0.00213    -0.00417    -2.61926
    -8.85121    -0.00210    -0.00410    -2.57913
    -8.84821    -0.00204    -0.00398    -2.50258
    -8.84521    -0.00198    -0.00386    -2.42585
    -8.84221    -0.00192    -0.00374    -2.34913
    -8.83921    -0.00185    -0.00362    -2.27241
    -8.83621    -0.00180    -0.00352    -2.20905
    -8.83321    -0.00180    -0.00352    -2.20713
    -8.83021    -0.00188    -0.00365    -2.29211
    -8.82721    -0.00197    -0.00383    -2.40081
    -8.82421    -0.00206    -0.00400    -2.50960
    -8.82121    -0.00207    -0.00402    -2.52193
    -8.81821    -0.00207    -0.00403    -2.52483
    -8.81521    -0.00208    -0.00403    -2.52796
    -8.81221    -0.00238    -0.00461    -2.89219
    -8.80921    -0.00238    -0.00461    -2.89095
    -8.80621    -0.00238    -0.00461    -2.88965
    -8.80321    -0.00238    -0.00461    -2.88839
    -8.80021    -0.00238    -0.00461    -2.88711
    -8.79721    -0.00238    -0.00461    -2.88583
    -8.79421    -0.00238    -0.00461    -2.88455
    -8.79121    -0.00238    -0.00461    -2.88324
    -8.78821    -0.00244    -0.00471    -2.94461
    -8.78521    -0.00233    -0.00449    -2.81033
    -8.78221    -0.00222    -0.00428    -2.67600
    -8.77921    -0.00210    -0.00406    -2.54166
    -8.77621    -0.00199    -0.00385    -2.40735
    -8.77321    -0.00217    -0.00417    -2.60525
    -8.77021    -0.00215    -0.00412    -2.56935
    -8.76721    -0.00212    -0.00406    -2.53352
    -8.76421    -0.00209    -0.00401    -2.49770
    -8.76121    -0.00211    -0.00403    -2.51274
    -8.75821    -0.00276    -0.00525    -3.26865
    -8.75521    -0.00276    -0.00524    -3.25952
    -8.75221    -0.00275    -0.00522    -3.25027
    -8.74921    -0.00274    -0.00521    -3.24101
    -8.74621    -0.00274    -0.00520    -3.23169
    -8.74321    -0.00273    -0.00518    -3.22258
    -8.74021    -0.00272    -0.00517    -3.21327
    -8.73721    -0.00272    -0.00516    -3.20399
    -8.73421    -0.00271    -0.00514    -3.19484
    -8.73121    -0.00271    -0.00513    -3.18556
    -8.72821    -0.00270    -0.00512    -3.17733
    -8.72521    -0.00273    -0.00517    -3.21117
    -8.72221    -0.00263    -0.00498    -3.09196
    -8.71921    -0.00266    -0.00502    -3.11824
    -8.71621    -0.00268    -0.00507    -3.14453
    -8.71321    -0.00270    -0.00511    -3.17077
    -8.71021    -0.00273    -0.00516    -3.19704
    -8.70721    -0.00275    -0.00520    -3.22329
    -8.70421    -0.00278    -0.00524    -3.24958
    -8.70121    -0.00280    -0.00529    -3.27583
    -8.69821    -0.00283    -0.00533    -3.30216
    -8.69521    -0.00285    -0.00537    -3.32828
    -8.69221    -0.00259    -0.00489    -3.02562
    -8.68921    -0.00261    -0.00492    -3.04743
    -8.68621    -0.00263    -0.00496    -3.06922
    -8.68321    -0.00266    -0.00499    -3.09099
    -8.68021    -0.00245    -0.00460    -2.84377
    -8.67721    -0.00244    -0.00459    -2.83850
    -8.67421    -0.00244    -0.00458    -2.83176
    -8.67121    -0.00245    -0.00459    -2.83318
    -8.66821    -0.00247    -0.00462    -2.85357
    -8.66521    -0.00249    -0.00466    -2.87512
    -8.66221    -0.00300    -0.00563    -3.47694
    -8.65921    -0.00294    -0.00552    -3.40418
    -8.65621    -0.00288    -0.00540    -3.33103
    -8.65321    -0.00351    -0.00656    -4.04017
    -8.65021    -0.00333    -0.00622    -3.82807
    -8.64721    -0.00315    -0.00588    -3.61655
    -8.64421    -0.00297    -0.00554    -3.40464
    -8.64121    -0.00279    -0.00519    -3.19277
    -8.63821    -0.00269    -0.00500    -3.07198
    -8.63521    -0.00269    -0.00500    -3.06869
    -8.63221    -0.00269    -0.00499    -3.06534
    -8.62921    -0.00269    -0.00499    -3.06205
    -8.62621    -0.00269    -0.00498    -3.05871
    -8.62321    -0.00268    -0.00498    -3.05538
    -8.62021    -0.00265    -0.00491    -3.01324
    -8.61721    -0.00266    -0.00493    -3.01936
    -8.61421    -0.00267    -0.00494    -3.02549
    -8.61121    -0.00267    -0.00495    -3.03047
    -8.60821    -0.00267    -0.00494    -3.02464
    -8.60521    -0.00267    -0.00493    -3.01876
    -8.60221    -0.00267    -0.00492    -3.01292
    -8.59921    -0.00265    -0.00489    -2.98769
    -8.59621    -0.00264    -0.00486    -2.97208
    -8.59321    -0.00263    -0.00484    -2.95652
    -8.59021    -0.00262    -0.00482    -2.94095
    -8.58721    -0.00261    -0.00479    -2.92533
    -8.58421    -0.00259    -0.00477    -2.90972
    -8.58121    -0.00258    -0.00475    -2.89417
    -8.57821    -0.00257    -0.00472    -2.87855
    -8.57521    -0.00256    -0.00470    -2.86339
    -8.57221    -0.00255    -0.00468    -2.84919
    -8.56921    -0.00254    -0.00466    -2.83570
    -8.56621    -0.00254    -0.00464    -2.82433
    -8.56321    -0.00255    -0.00466    -2.83286
    -8.56021    -0.00256    -0.00468    -2.84139
    -8.55721    -0.00257    -0.00469    -2.84991
    -8.55421    -0.00258    -0.00471    -2.85846
    -8.55121    -0.00259    -0.00472    -2.86701
    -8.54821    -0.00260    -0.00475    -2.88525
    -8.54521    -0.00262    -0.00478    -2.89813
    -8.54221    -0.00263    -0.00479    -2.90588
    -8.53921    -0.00264    -0.00481    -2.91354
    -8.53621    -0.00265    -0.00483    -2.92129
    -8.53321    -0.00266    -0.00484    -2.92894
    -8.53021    -0.00267    -0.00486    -2.93664
    -8.52721    -0.00268    -0.00487    -2.94435
    -8.52421    -0.00269    -0.00489    -2.95206
    -8.52121    -0.00270    -0.00490    -2.95976
    -8.51821    -0.00285    -0.00517    -3.11947
    -8.51521    -0.00288    -0.00521    -3.13983
    -8.51221    -0.00289    -0.00524    -3.15537
    -8.50921    -0.00291    -0.00526    -3.17032
    -8.50621    -0.00292    -0.00529    -3.18523
    -8.50321    -0.00294    -0.00532    -3.20013
    -8.50021    -0.00296    -0.00534    -3.21504
    -8.49721    -0.00297    -0.00537    -3.22997
    -8.49421    -0.00299    -0.00540    -3.24488
    -8.49121    -0.00300    -0.00543    -3.25981
    -8.48821    -0.00302    -0.00545    -3.27472
    -8.48521    -0.00304    -0.00549    -3.29406
    -8.48221    -0.00307    -0.00553    -3.31767
    -8.47921    -0.00309    -0.00557    -3.34120
    -8.47621    -0.00311    -0.00561    -3.36479
    -8.47321    -0.00314    -0.00565    -3.38833
    -8.47021    -0.00316    -0.00570    -3.41178
    -8.46721    -0.01070    -0.01977   -11.92972
    -8.46421    -0.00333    -0.00597    -3.56513
    -8.46121    -0.00505    -0.00916    -5.47450
    -8.45821    -0.00624    -0.01138    -6.80052
    -8.45521    -0.00523    -0.00951    -5.67791
    -8.45221    -0.00422    -0.00765    -4.56290
    -8.44921    -0.00263    -0.00471    -2.80252
    -8.44621    -0.00269    -0.00481    -2.86208
    -8.44321    -0.00275    -0.00491    -2.92164
    -8.44021    -0.00281    -0.00502    -2.98119
    -8.43721    -0.00309    -0.00550    -3.26895
    -8.43421    -0.00344    -0.00613    -3.63569
    -8.43121    -0.00378    -0.00675    -4.00246
    -8.42821    -0.00413    -0.00737    -4.36947
    -8.42521    -0.00439    -0.00783    -4.63902
    -8.42221    -0.00432    -0.00769    -4.55531
    -8.41921    -0.00425    -0.00756    -4.47293
    -8.41621    -0.00419    -0.00743    -4.39665
    -8.41321    -0.00414    -0.00733    -4.33329
    -8.41021    -0.00408    -0.00723    -4.27015
    -8.40721    -0.00417    -0.00738    -4.35714
    -8.40421    -0.00427    -0.00754    -4.44941
    -8.40121    -0.00436    -0.00770    -4.54188
    -8.39821    -0.00445    -0.00787    -4.63387
    -8.39521    -0.00455    -0.00803    -4.72636
    -8.39221    -0.00301    -0.00529    -3.11065
    -8.38921    -0.00301    -0.00528    -3.10591
    -8.38621    -0.00301    -0.00528    -3.10121
    -8.38321    -0.00300    -0.00527    -3.09645
    -8.38021    -0.00300    -0.00527    -3.09165
    -8.37721    -0.00295    -0.00518    -3.03929
    -8.37421    -0.00298    -0.00524    -3.07185
    -8.37121    -0.00441    -0.00772    -4.52333
    -8.36821    -0.00430    -0.00753    -4.40776
    -8.36521    -0.00419    -0.00734    -4.29190
    -8.36221    -0.00416    -0.00727    -4.25333
    -8.35921    -0.00422    -0.00736    -4.30045
    -8.35621    -0.00436    -0.00759    -4.42875
    -8.35321    -0.00449    -0.00782    -4.55715
    -8.35021    -0.00467    -0.00811    -4.72379
    -8.34721    -0.00470    -0.00816    -4.74828
    -8.34421    -0.00474    -0.00821    -4.77305
    -8.34121    -0.00450    -0.00779    -4.52492
    -8.33821    -0.00404    -0.00699    -4.05913
    -8.33521    -0.00359    -0.00620    -3.59334
    -8.33221    -0.00328    -0.00565    -3.27451
    -8.32921    -0.00316    -0.00545    -3.15498
    -8.32621    -0.00305    -0.00525    -3.03580
    -8.32321    -0.00294    -0.00505    -2.91669
    -8.32021    -0.00283    -0.00484    -2.79760
    -8.31721    -0.00271    -0.00464    -2.67843
    -8.31421    -0.00260    -0.00444    -2.55927
    -8.31121    -0.00249    -0.00424    -2.44006
    -8.30821    -0.00222    -0.00377    -2.16556
    -8.30521    -0.00214    -0.00364    -2.08809
    -8.30221    -0.00208    -0.00352    -2.02102
    -8.29921    -0.00201    -0.00341    -1.95406
    -8.29621    -0.00195    -0.00329    -1.88698
    -8.29321    -0.00188    -0.00318    -1.82000
    -8.29021    -0.00181    -0.00306    -1.75295
    -8.28721    -0.00208    -0.00351    -2.00489
    -8.28421    -0.00200    -0.00337    -1.92499
    -8.28121    -0.00203    -0.00343    -1.95736
    -8.27821    -0.00211    -0.00357    -2.03152
    -8.27521    -0.00208    -0.00352    -2.00497
    -8.27221    -0.00206    -0.00348    -1.97844
    -8.26921    -0.00204    -0.00345    -1.96093
    -8.26621    -0.00216    -0.00367    -2.08570
    -8.26321    -0.00228    -0.00389    -2.21027
    -8.26021    -0.00241    -0.00411    -2.33476
    -8.25721    -0.00252    -0.00433    -2.45889
    -8.25421    -0.02064    -0.03670   -21.04707
    -8.25121    -0.00582    -0.01022    -5.79437
    -8.24821    -0.00875    -0.01530    -8.67790
    -8.24521    -0.00881    -0.01544    -8.75458
    -8.24221    -0.00620    -0.01080    -6.10265
    -8.23921    -0.00649    -0.01122    -6.32316
    -8.23621    -0.00687    -0.01179    -6.62974
    -8.23321    -0.00711    -0.01213    -6.80363
    -8.23021    -0.00709    -0.01208    -6.77051
    -8.22721    -0.00711    -0.01210    -6.77635
    -8.22421    -0.00755    -0.01285    -7.19487
    -8.22121    -0.00884    -0.01505    -8.42750
    -8.21821    -0.00632    -0.01058    -5.88270
    -8.21521    -0.00585    -0.00981    -5.45639
    -8.21221    -0.00538    -0.00905    -5.02969
    -8.20921    -0.01156    -0.01955   -10.89466
    -8.20621    -0.00980    -0.01653    -9.19834
    -8.20321    -0.01160    -0.01943   -10.77619
    -8.20021    -0.03198    -0.05295   -29.28201
    -8.19721    -0.00515    -0.00870    -4.81814
    -8.19421    -0.00506    -0.00855    -4.73255
    -8.19121    -0.00497    -0.00840    -4.64664
    -8.18821    -0.00488    -0.00825    -4.56102
    -8.18521    -0.00479    -0.00810    -4.47549
    -8.18221    -0.00470    -0.00795    -4.38965
    -8.17921    -0.00461    -0.00780    -4.30399
    -8.17621    -0.00452    -0.00765    -4.21803
    -8.17321    -0.00443    -0.00749    -4.13274
    -8.17021    -0.00434    -0.00734    -4.04666
    -8.16721    -0.00431    -0.00730    -4.01934
    -8.16421    -0.00429    -0.00725    -3.99215
    -8.16121    -0.00426    -0.00721    -3.96476
    -8.15821    -0.00424    -0.00717    -3.93806
    -8.15521    -0.00421    -0.00712    -3.91036
    -8.15221    -0.00418    -0.00708    -3.88335
    -8.14921    -0.00415    -0.00703    -3.85262
    -8.14621    -0.00410    -0.00693    -3.79417
    -8.14321    -0.00404    -0.00683    -3.73636
    -8.14021    -0.00397    -0.00672    -3.67121
    -8.13721    -0.00399    -0.00677    -3.69136
    -8.13421    -0.00396    -0.00671    -3.65596
    -8.13121    -0.00391    -0.00663    -3.60572
    -8.12821    -0.00386    -0.00654    -3.55516
    -8.12521    -0.00380    -0.00645    -3.50486
    -8.12221    -0.00375    -0.00636    -3.45443
    -8.11921    -0.00370    -0.00627    -3.40407
    -8.11621    -0.00368    -0.00624    -3.38650
    -8.11321    -0.00368    -0.00624    -3.38343
    -8.11021    -0.00368    -0.00624    -3.38043
    -8.10721    -0.00368    -0.00624    -3.37741
    -8.10421    -0.00368    -0.00624    -3.37438
    -8.10121    -0.00368    -0.00624    -3.37133
    -8.09821    -0.00368    -0.00624    -3.36838
    -8.09521    -0.00349    -0.00592    -3.19603
    -8.09221    -0.00349    -0.00594    -3.19926
    -8.08921    -0.00350    -0.00595    -3.20243
    -8.08621    -0.00351    -0.00596    -3.20565
    -8.08321    -0.00352    -0.00597    -3.20884
    -8.08021    -0.00350    -0.00594    -3.19071
    -8.07721    -0.00345    -0.00586    -3.14440
    -8.07421    -0.00340    -0.00577    -3.09804
    -8.07121    -0.00335    -0.00569    -3.05172
    -8.06821    -0.00329    -0.00561    -3.00536
    -8.06521    -0.00329    -0.00560    -2.99776
    -8.06221    -0.00333    -0.00567    -3.03095
    -8.05921    -0.00337    -0.00574    -3.06417
    -8.05621    -0.00498    -0.00848    -4.52306
    -8.05321    -0.00450    -0.00767    -4.08458
    -8.05021    -0.00402    -0.00685    -3.64661
    -8.04721    -0.00367    -0.00625    -3.31830
    -8.04421    -0.00336    -0.00572    -3.03492
    -8.04121    -0.00382    -0.00654    -3.47058
    -8.03821    -0.00670    -0.01160    -6.15449
    -8.03521    -0.00298    -0.00508    -2.67735
    -8.03221    -0.00288    -0.00492    -2.59079
    -8.02921    -0.00279    -0.00476    -2.50423
    -8.02621    -0.00269    -0.00460    -2.41773
    -8.02321    -0.00259    -0.00444    -2.33120
    -8.02021    -0.00250    -0.00428    -2.24464
    -8.01721    -0.00240    -0.00412    -2.15809
    -8.01421    -0.00230    -0.00395    -2.07152
    -8.01121    -0.00221    -0.00379    -1.98496
    -8.00821    -0.00211    -0.00363    -1.89836
    -8.00521    -0.00201    -0.00347    -1.81179
    -8.00221    -0.00198    -0.00341    -1.77868
    -7.99921    -0.00196    -0.00337    -1.75793
    -7.99621    -0.00238    -0.00408    -2.12169
    -7.99321    -0.00230    -0.00394    -2.04832
    -7.99021    -0.00221    -0.00380    -1.97496
    -7.98721    -0.00213    -0.00367    -1.90160
    -7.98421    -0.00205    -0.00353    -1.82825
    -7.98121    -0.00196    -0.00339    -1.75490
    -7.97821    -0.00188    -0.00325    -1.68152
    -7.97521    -0.00180    -0.00311    -1.60814
    -7.97221    -0.00172    -0.00297    -1.53472
    -7.96921    -0.00163    -0.00283    -1.46135
    -7.96621    -0.00155    -0.00269    -1.38790
    -7.96321    -0.00157    -0.00272    -1.40090
    -7.96021    -0.00159    -0.00276    -1.42285
    -7.95721    -0.00175    -0.00303    -1.55303
    -7.95421    -0.00191    -0.00330    -1.68671
    -7.95121    -0.00207    -0.00357    -1.82036
    -7.94821    -0.00223    -0.00384    -1.95403
    -7.94521    -0.00239    -0.00411    -2.08770
    -7.94221    -0.00255    -0.00438    -2.22140
    -7.93921    -0.00272    -0.00465    -2.35511
    -7.93621    -0.00289    -0.00494    -2.49918
    -7.93321    -0.00307    -0.00524    -2.65170
    -7.93021    -0.00325    -0.00555    -2.80425
    -7.92721    -0.00344    -0.00586    -2.95700
    -7.92421    -0.00306    -0.00524    -2.63742
    -7.92121    -0.00306    -0.00523    -2.63082
    -7.91821    -0.00305    -0.00522    -2.62436
    -7.91521    -0.00305    -0.00521    -2.61784
    -7.91221    -0.00304    -0.00520    -2.61129
    -7.90921    -0.00304    -0.00519    -2.60471
    -7.90621    -0.00303    -0.00518    -2.59824
    -7.90321    -0.00303    -0.00517    -2.59167
    -7.90021    -0.00302    -0.00516    -2.58517
    -7.89721    -0.00302    -0.00515    -2.57864
    -7.89421    -0.00260    -0.00444    -2.22163
    -7.89121    -0.00255    -0.00436    -2.17874
    -7.88821    -0.00250    -0.00428    -2.13582
    -7.88521    -0.00246    -0.00420    -2.09293
    -7.88221    -0.00241    -0.00412    -2.04998
    -7.87921    -0.00236    -0.00404    -2.00705
    -7.87621    -0.00231    -0.00396    -1.96410
    -7.87321    -0.00226    -0.00388    -1.92120
    -7.87021    -0.00222    -0.00379    -1.87825
    -7.86721    -0.00218    -0.00373    -1.84193
    -7.86421    -0.00214    -0.00366    -1.80677
    -7.86121    -0.00210    -0.00360    -1.77157
    -7.85821    -0.00209    -0.00357    -1.75771
    -7.85521    -0.00208    -0.00357    -1.75180
    -7.85221    -0.00208    -0.00356    -1.74594
    -7.84921    -0.00208    -0.00355    -1.74009
    -7.84621    -0.00207    -0.00354    -1.73161
    -7.84321    -0.00206    -0.00353    -1.72313
    -7.84021    -0.00205    -0.00352    -1.71466
    -7.83721    -0.00205    -0.00350    -1.70615
    -7.83421    -0.00204    -0.00349    -1.69771
    -7.83121    -0.00203    -0.00347    -1.68736
    -7.82821    -0.00202    -0.00346    -1.67733
    -7.82521    -0.00202    -0.00345    -1.66736
    -7.82221    -0.00201    -0.00344    -1.65799
    -7.81921    -0.00201    -0.00344    -1.64927
    -7.81621    -0.00200    -0.00342    -1.63942
    -7.81321    -0.00199    -0.00341    -1.62945
    -7.81021    -0.00198    -0.00339    -1.61947
    -7.80721    -0.00198    -0.00337    -1.60947
    -7.80421    -0.00197    -0.00336    -1.59946
    -7.80121    -0.00196    -0.00334    -1.58941
    -7.79821    -0.00195    -0.00332    -1.57945
    -7.79521    -0.00194    -0.00331    -1.57350
    -7.79221    -0.00194    -0.00331    -1.56810
    -7.78921    -0.00193    -0.00330    -1.56268
    -7.78621    -0.00193    -0.00329    -1.55727
    -7.78321    -0.00192    -0.00328    -1.55187
    -7.78021    -0.00192    -0.00328    -1.54646
    -7.77721    -0.00193    -0.00330    -1.55400
    -7.77421    -0.00195    -0.00332    -1.56324
    -7.77121    -0.00196    -0.00334    -1.57245
    -7.76821    -0.00197    -0.00337    -1.58174
    -7.76521    -0.00199    -0.00339    -1.59098
    -7.76221    -0.00200    -0.00342    -1.60022
    -7.75921    -0.00202    -0.00344    -1.60948
    -7.75621    -0.00203    -0.00347    -1.61876
    -7.75321    -0.00205    -0.00349    -1.62797
    -7.75021    -0.00206    -0.00351    -1.63724
    -7.74721    -0.00208    -0.00354    -1.64652
    -7.74421    -0.00209    -0.00356    -1.65574
    -7.74121    -0.00211    -0.00359    -1.66501
    -7.73821    -0.00114    -0.00195    -0.90255
    -7.73521    -0.00114    -0.00195    -0.90357
