    # Energy          Mo           S          Si
    -7.21021     0.00000     0.00000     0.00000
    -7.20721     0.00000     0.00000     0.00000
    -7.20421     0.00000     0.00000     0.00000
    -7.20121     0.00000     0.00000     0.00000
    -7.19821     0.00000     0.00000     0.00000
    -7.19521     0.00000     0.00000     0.00000
    -7.19221     0.00000     0.00000     0.00000
    -7.18921     0.00000     0.00000     0.00000
    -7.18621     0.00000     0.00000     0.00000
    -7.18321     0.00000     0.00000     0.00000
    -7.18021     0.00003     0.00005     0.01371
    -7.17721     0.00006     0.00010     0.02840
    -7.17421     0.00010     0.00015     0.04308
    -7.17121     0.00013     0.00021     0.05777
    -7.16821     0.00016     0.00026     0.07245
    -7.16521     0.00020     0.00031     0.08714
    -7.16221     0.00023     0.00037     0.10182
    -7.15921     0.00026     0.00042     0.11651
    -7.15621     0.00030     0.00047     0.13119
    -7.15321     0.00033     0.00053     0.14588
    -7.15021     0.00036     0.00058     0.16055
    -7.14721     0.00040     0.00063     0.17524
    -7.14421     0.00043     0.00069     0.18992
    -7.14121     0.00046     0.00074     0.20461
    -7.13821     0.00050     0.00080     0.21929
    -7.13521     0.00053     0.00085     0.23397
    -7.13221     0.00057     0.00091     0.24865
    -7.12921     0.00060     0.00096     0.26333
    -7.12621     0.00063     0.00102     0.27801
    -7.12321     0.00067     0.00107     0.29270
    -7.12021     0.00070     0.00113     0.30738
    -7.11721     0.00074     0.00118     0.32206
    -7.11421     0.00077     0.00124     0.33674
    -7.11121     0.00081     0.00129     0.35142
    -7.10821     0.00084     0.00135     0.36609
    -7.10521     0.00088     0.00140     0.38077
    -7.10221     0.00091     0.00146     0.39547
    -7.09921     0.00095     0.00151     0.41013
    -7.09621     0.00098     0.00157     0.42485
    -7.09321     0.00102     0.00163     0.43950
    -7.09021     0.00105     0.00168     0.45414
    -7.08721     0.00109     0.00174     0.46887
    -7.08421     0.00112     0.00180     0.48355
    -7.08121     0.00117     0.00187     0.48777
    -7.07721     0.00119     0.00189     0.49016
    -7.07421     0.00120     0.00191     0.49256
    -7.07121     0.00122     0.00193     0.49489
    -7.06821     0.00123     0.00195     0.49722
    -7.06521     0.00125     0.00198     0.49956
    -7.06221     0.00126     0.00200     0.50188
    -7.05921     0.00128     0.00202     0.50423
    -7.05621     0.00129     0.00204     0.50660
    -7.05321     0.00131     0.00206     0.50895
    -7.05021     0.00132     0.00208     0.51132
    -7.04721     0.00134     0.00211     0.51365
    -7.04421     0.00135     0.00213     0.51597
    -7.04121     0.00137     0.00215     0.51833
    -7.03821     0.00139     0.00218     0.52149
    -7.03521     0.00143     0.00224     0.53197
    -7.03221     0.00146     0.00229     0.54250
    -7.02921     0.00150     0.00235     0.55299
    -7.02621     0.00154     0.00241     0.56347
    -7.02321     0.00158     0.00247     0.57399
    -7.02021     0.00162     0.00253     0.58447
    -7.01721     0.00166     0.00259     0.59496
    -7.01421     0.00170     0.00265     0.60544
    -7.01121     0.00174     0.00271     0.61596
    -7.00821     0.00178     0.00277     0.62643
    -7.00521     0.00182     0.00283     0.63693
    -7.00221     0.00186     0.00289     0.64744
    -6.99921     0.00190     0.00295     0.65791
    -6.99621     0.00195     0.00301     0.66844
    -6.99321     0.00199     0.00307     0.67889
    -6.99021     0.00203     0.00313     0.68941
    -6.98721     0.00207     0.00319     0.69987
    -6.98421     0.00211     0.00325     0.71035
    -6.98121     0.00215     0.00332     0.72083
    -6.97821     0.00219     0.00338     0.73130
    -6.97521     0.00228     0.00351     0.74132
    -6.97221     0.00232     0.00356     0.74776
    -6.96921     0.00236     0.00361     0.75543
    -6.96621     0.00240     0.00367     0.76306
    -6.96321     0.00244     0.00373     0.77071
    -6.96021     0.00248     0.00379     0.77839
    -6.95721     0.00252     0.00385     0.78601
    -6.95421     0.00256     0.00390     0.79370
    -6.95121     0.00260     0.00396     0.80140
    -6.94821     0.00264     0.00402     0.80901
    -6.94521     0.00268     0.00408     0.81670
    -6.94221     0.00273     0.00414     0.82440
    -6.93921     0.00277     0.00420     0.83202
    -6.93621     0.00281     0.00426     0.83969
    -6.93321     0.00285     0.00432     0.84734
    -6.93021     0.00289     0.00438     0.85500
    -6.92721     0.00294     0.00443     0.86270
    -6.92421     0.00298     0.00449     0.87034
    -6.92121     0.00302     0.00455     0.87801
    -6.91821     0.00306     0.00461     0.88567
    -6.91521     0.00310     0.00468     0.89332
    -6.91221     0.00315     0.00474     0.90100
    -6.90921     0.00319     0.00480     0.90863
    -6.90621     0.00323     0.00486     0.91631
    -6.90321     0.00328     0.00492     0.92397
    -6.90021     0.00557     0.00831     1.53560
    -6.89721     0.00548     0.00817     1.50527
    -6.89421     0.00539     0.00803     1.47491
    -6.89121     0.00530     0.00789     1.44461
    -6.88821     0.00521     0.00775     1.41426
    -6.88521     0.00511     0.00761     1.38396
    -6.88221     0.00909     0.01257     1.35046
    -6.87921     0.01920     0.02521     1.31214
    -6.87621     0.02948     0.03805     1.27354
    -6.87321     0.03994     0.05112     1.23455
    -6.87021     0.04694     0.05995     1.19637
    -6.86721     0.05363     0.06838     1.15816
    -6.86421     0.06042     0.07696     1.11967
    -6.86121     0.06733     0.08569     1.08095
    -6.85821     0.07436     0.09456     1.04209
    -6.85521     0.08149     0.10357     1.00302
    -6.85221     0.08835     0.11223     0.97012
    -6.84921     0.09380     0.11914     0.96137
    -6.84621     0.09932     0.12613     0.95252
    -6.84321     0.10490     0.13321     0.94351
    -6.84021     0.11056     0.14037     0.93441
    -6.83721     0.11628     0.14761     0.92516
    -6.83421     0.12207     0.15495     0.91579
    -6.83121     0.12791     0.16238     0.90632
    -6.82821     0.13384     0.16989     0.89671
    -6.82521     0.13983     0.17748     0.88697
    -6.82221     0.18202     0.23312     0.96015
    -6.81921     0.19150     0.24539     0.94751
    -6.81621     0.20104     0.25776     0.93474
    -6.81321     0.21067     0.27022     0.92187
    -6.81021     0.22038     0.28279     0.90883
    -6.80721     0.23015     0.29545     0.89563
    -6.80421     0.24001     0.30822     0.88232
    -6.80121     0.24995     0.32109     0.86888
    -6.79821     0.25995     0.33405     0.85527
    -6.79521     0.27003     0.34712     0.84149
    -6.79221     0.28020     0.36028     0.82765
    -6.78921     0.46640     0.60460     1.61810
    -6.78621     0.54836     0.71195     1.61156
    -6.78321     0.63274     0.82246     1.60058
    -6.78021     0.71953     0.93616     1.58511
    -6.77721     0.81417     1.05974     1.57823
    -6.77421     0.92930     1.20865     1.60753
    -6.77121     1.04763     1.36173     1.63091
    -6.76821     1.92738     2.52105     2.16370
    -6.76521     1.94885     2.54742     2.17492
    -6.76221     2.05126     2.68069     2.14468
    -6.75921     2.17478     2.84163     2.06135
    -6.75621     2.30318     3.00898     1.96899
    -6.75321     2.43647     3.18262     1.86772
    -6.75021     2.66161     3.47902     1.75291
    -6.74721     2.99721     3.91916     1.66730
    -6.74421     3.96357     5.18139     1.52506
    -6.74121     4.14478     5.41582     1.57387
    -6.73821     4.33575     5.66258     1.61937
    -6.73521     4.53944     5.92506     1.66145
    -6.73221     4.19429     5.46814     1.69803
    -6.72921     3.00599     3.90255     1.72689
    -6.72621     2.80397     3.63039     1.75415
    -6.72321     2.62477     3.38613     1.76956
    -6.72021     2.45757     3.15647     1.77821
    -6.71721     2.29171     2.92841     1.78458
    -6.71421     2.97719     3.83097     2.07717
    -6.71121     4.23499     5.49149     2.71027
    -6.70821     4.47805     5.78565     3.66547
    -6.70521     4.12921     5.29156     2.33396
    -6.70221     3.53169     4.50279     1.56880
    -6.69921     3.64368     4.63718     1.48763
    -6.69621     3.79555     4.80498     1.39377
    -6.69321     2.80778     3.50965     1.39365
    -6.69021     2.88427     3.60658     1.47777
    -6.68721     3.05334     3.82679     1.60499
    -6.68421     3.21821     4.04092     1.74059
    -6.68121     3.37702     4.24591     1.88434
    -6.67821     3.54345     4.44618     2.04105
    -6.67521     3.42509     4.25337     2.11745
    -6.67221     3.62891     4.47077     3.10290
    -6.66921     3.64683     4.45267     4.86562
    -6.66621     3.10625     3.72130     2.38309
    -6.66321     3.38308     4.04557     2.68691
    -6.66021     3.64199     4.34248     2.77135
    -6.65721     4.28160     5.14021     5.81189
    -6.65421     4.56136     5.46494     5.45436
    -6.65121     4.45115     5.27043     3.70072
    -6.64821     4.52594     5.32262     3.47376
    -6.64521     5.01265     5.86897     3.33073
    -6.64221     5.37912     6.28533     3.13751
    -6.63921     5.86851     6.86528     3.02658
    -6.63621     6.04132     7.05303     2.96668
    -6.63321     6.62766     7.50531     2.95556
    -6.63021     5.35674     6.38470     3.02516
    -6.62721     5.36434     6.37876     3.16388
    -6.62421     5.49563     6.43944     3.22166
    -6.62121     5.48500     6.09785     3.55016
    -6.61821     6.07643     6.66541     3.84257
    -6.61521     6.24173     6.86713     4.10817
    -6.61221     6.41306     7.13377     4.17100
    -6.60921     5.61146     6.33438     4.33146
    -6.60621     5.56622     6.35474     4.13464
    -6.60321     4.98336     5.87892     4.36154
    -6.60021     5.73292     6.85391     4.64322
    -6.59721     6.11799     7.16846     6.22544
    -6.59421     6.10458     7.08352     7.09440
    -6.59121    23.49756    26.33583    33.37971
    -6.58821     8.22072     9.11110     7.87879
    -6.58521     3.83159     4.29405     4.18139
    -6.58221     6.83887     7.49690     4.71649
    -6.57921     4.42510     4.93273     4.56087
    -6.57621     2.93487     3.26289     4.49780
    -6.57321     3.13583     3.48569     4.51725
    -6.57021     4.28020     4.59574     4.70076
    -6.56721     5.29288     5.70306     4.77284
    -6.56421     5.51765     5.97727     4.53817
    -6.56121     5.69911     6.19651     4.39297
    -6.55821     4.40596     4.59880     4.24927
    -6.55521     3.22780     3.51808     3.62313
    -6.55221     3.39690     3.68606     3.58051
    -6.54921     3.52859     3.81409     3.56500
    -6.54621     3.63793     3.91638     3.55993
    -6.54321     3.75986     4.02975     3.53708
    -6.54021     6.53642     7.59874     5.76132
    -6.53721     7.77941     8.42661     3.84145
    -6.53421     7.56398     8.10668     3.70795
    -6.53121     6.96477     7.42751     3.90078
    -6.52821     4.73963     5.02331     3.35545
    -6.52521     3.78273     4.00559     3.18769
    -6.52221     3.57932     3.80574     3.63746
    -6.51921     3.26830     3.51113     3.58948
    -6.51621     3.24587     3.55961     3.84429
    -6.51321     3.30023     3.69898     3.97065
    -6.51021     3.41799     3.87956     4.06385
    -6.50721     5.01674     5.40386     4.71995
    -6.50421     5.70071     6.10138     4.95873
    -6.50121     6.28923     6.67384     5.18013
    -6.49821     6.82493     7.18277     5.42116
    -6.49521     7.27640     7.61493     5.82126
    -6.49221     7.64951     7.97547     6.13063
    -6.48921     6.22654     6.51178     5.51881
    -6.48621     4.90916     5.21671     4.56982
    -6.48321     4.52700     4.80165     4.23858
    -6.48021     4.21922     4.46968     4.07747
    -6.47721     7.24115     7.72586     4.09472
    -6.47421     7.36860     7.96485     4.25195
    -6.47121     7.39426     8.10181     4.49897
    -6.46821     7.51292     8.31819     4.86377
    -6.46521     7.34267     8.11846     5.12188
    -6.46221     7.94169     8.78534     5.47556
    -6.45921     8.62129     9.52507     5.94565
    -6.45621     9.73419    10.54409     6.23125
    -6.45321     8.67083     9.16426     5.81114
    -6.45021     7.94049     8.25008     5.50099
    -6.44721     6.62960     7.11994     4.97287
    -6.44421     7.08501     7.59913     5.21716
    -6.44121     6.87167     7.35428     5.94669
    -6.43821     4.39940     4.54118     2.58791
    -6.43521     4.73847     4.90654     2.41957
    -6.43221     5.19576     5.37069     2.33770
    -6.42921     5.67019     5.87128     2.45542
    -6.42621     6.56137     6.77167     2.79788
    -6.42321     8.16734     8.33958     4.15887
    -6.42021     8.31384     8.42070     3.88506
    -6.41721     8.80500     8.90189     3.87222
    -6.41421     8.61866     8.68785     3.87659
    -6.41121     8.73839     8.78890     3.93775
    -6.40821     9.54143     9.35752     2.98563
    -6.40521     4.01441     3.80787     1.44595
    -6.40221     6.09389     6.41163     2.96181
    -6.39921     6.91442     6.92659     2.58461
    -6.39621     5.88233     6.11578     2.54162
    -6.39321     6.32591     6.55755     2.62972
    -6.39021    10.58427    10.69573     2.77406
    -6.38721    11.78043    11.93789     3.60476
    -6.38421    10.88927    11.00547     3.45591
    -6.38121    10.12138    10.16652     3.32662
    -6.37821     8.81489     8.79450     3.30605
    -6.37521     9.86738     9.87215     3.41380
    -6.37221    11.90816    11.84071     3.75256
    -6.36921    11.20000    11.08857     3.82032
    -6.36621    11.06526    10.92091     3.66396
    -6.36321    15.69836    15.28380     3.69455
    -6.36021    11.27759    11.15074     3.61471
    -6.35721    11.50577    11.38805     3.51383
    -6.35421    11.04826    10.87184     3.35572
    -6.35121    11.52902    11.22102     3.46340
    -6.34821    11.76443    11.51529     3.36908
    -6.34521    12.65221    12.42641     3.82080
    -6.34221    11.11390    10.91951     3.28432
    -6.33921    11.44987    11.24701     3.06792
    -6.33621    11.05590    10.91660     2.51893
    -6.33321    10.57128    10.49756     2.10446
    -6.33021    10.91890    10.84501     2.17036
    -6.32721     9.58624     9.59445     1.98204
    -6.32421     8.49208     8.56727     1.79200
    -6.32121     8.48924     8.58166     1.81905
    -6.31821     9.16841     9.23206     1.81395
    -6.31521     9.05404     9.11363     1.75860
    -6.31221     9.38628     9.39136     1.93242
    -6.30921    15.14621    14.79744     3.14112
    -6.30621    15.85073    15.43462     3.96059
    -6.30321    15.30518    14.94937     4.40194
    -6.30021    13.39496    13.14458     3.73892
    -6.29721    14.18555    13.81276     3.72142
    -6.29421    11.63049    11.42286     3.14484
    -6.29121    10.69323    10.41796     2.78144
    -6.28821    10.51279    10.29327     2.67950
    -6.28521     8.47614     8.35550     2.23156
    -6.28221     8.35429     8.19250     2.21909
    -6.27921     8.37597     8.17099     2.22434
    -6.27621    12.82515    12.37137     3.19682
    -6.27321    15.00882    14.46146     3.81884
    -6.27021    12.21232    11.99531     2.33542
    -6.26721    11.90878    11.64106     2.28213
    -6.26421    18.66116    17.82727     5.44721
    -6.26121    14.98853    14.72350     3.83257
    -6.25821    15.37738    15.19603     3.59484
    -6.25521    13.18356    13.11100     2.62488
    -6.25221    12.37685    12.33131     2.27783
    -6.24921    12.44236    12.32097     1.99430
    -6.24621    12.25373    12.15749     1.89498
    -6.24321    12.95765    12.83231     1.89359
    -6.24021    13.91646    13.72239     1.85830
    -6.23721    10.11437    10.07875     1.38827
    -6.23421     7.00259     6.97335     1.39714
    -6.23121     8.55947     8.49951     2.48546
    -6.22821    18.19517    18.34265     3.05293
    -6.22521    13.38493    13.08072     3.43848
    -6.22221    13.55353    13.05878     3.88997
    -6.21921    11.91818    11.37251     4.08813
    -6.21621    12.14101    11.55435     4.12101
    -6.21321    10.71337    10.28331     3.40542
    -6.21021    12.93419    12.54945     3.10563
    -6.20721    13.66996    13.32154     3.32529
    -6.20421    12.33086    12.00535     3.34390
    -6.20121    12.60095    12.15710     4.92019
    -6.19821    14.13621    13.56417     5.22316
    -6.19521    12.16697    11.72512     4.10491
    -6.19221    12.18274    11.78281     4.09753
    -6.18921    11.54600    10.90206     3.07812
    -6.18621    13.51319    12.58961     2.74403
    -6.18321    15.30630    14.35539     2.35608
    -6.18021    14.45672    13.69251     1.92865
    -6.17721    13.98705    13.41222     1.77121
    -6.17421    15.34705    14.88306     1.69584
    -6.17121    15.14961    14.67421     1.34488
    -6.16821    14.32370    13.96439     1.12321
    -6.16521    20.12634    20.65680     1.08781
    -6.16221    28.60565    28.32134     3.92776
    -6.15921    16.89667    16.29286     1.82693
    -6.15621    23.77128    25.68808     1.82815
    -6.15321    16.62434    16.50100     1.66245
    -6.15021    16.05905    15.81395     1.59089
    -6.14721    16.55818    16.17786     1.61951
    -6.14421    22.19682    21.21669     2.41175
    -6.14121    19.98279    19.56916     3.90597
    -6.13821    19.16695    18.68510     2.89923
    -6.13521    21.74033    20.98937     2.37139
    -6.13221    20.57592    19.86039     2.42078
    -6.12921    20.09459    19.41735     2.59668
    -6.12621    19.73614    19.05252     2.79810
    -6.12321    20.70050    19.96706     3.00210
    -6.12021    21.25431    20.46648     3.21737
    -6.11721    21.74451    20.95844     3.26263
    -6.11421    19.98707    19.35986     2.97422
    -6.11121    20.32722    19.74318     2.73019
    -6.10821    23.40901    22.20292     3.84344
    -6.10521    19.58063    18.87643     2.40310
    -6.10221    18.67222    17.90049     2.03559
    -6.09921    16.21561    15.46806     1.81034
    -6.09621    19.70074    18.91038     1.86785
    -6.09321    15.25612    14.63921     1.93324
    -6.09021    14.40010    13.84792     1.90439
    -6.08721    15.52518    15.02532     1.93569
    -6.08421    16.95949    16.51033     2.00907
    -6.08121    17.61975    17.09171     2.03418
    -6.07821    16.20451    15.75678     2.96655
    -6.07521    13.88986    13.50208     2.70771
    -6.07221    17.12607    16.39295     3.01444
    -6.06921    16.58199    15.91021     2.95199
    -6.06621    21.15725    20.51724     6.33216
    -6.06321    23.44314    21.92681     4.73121
    -6.06021    23.55795    22.10196     4.05578
    -6.05721    18.06615    16.60282     2.66765
    -6.05421    17.51502    16.12374     2.32617
    -6.05121    17.50047    15.92117     2.17972
    -6.04821    17.90037    16.32171     2.12100
    -6.04521    17.39194    16.00604     2.12788
    -6.04221    17.42592    16.12876     2.15251
    -6.03921    17.50137    16.32047     2.16657
    -6.03621    18.20196    17.00104     2.16702
    -6.03321    19.04914    18.02190     2.18388
    -6.03021    16.79238    15.94258     2.12017
    -6.02721    17.52999    16.60462     2.16736
    -6.02421    16.73488    15.76081     2.07819
    -6.02121    19.96174    18.65965     2.06746
    -6.01821    24.40680    22.64368     2.18037
    -6.01521    21.42923    19.98833     1.76361
    -6.01221    20.99073    19.42890     1.98459
    -6.00921    22.01742    20.21101     2.06604
    -6.00621    22.37741    20.51167     2.02990
    -6.00321    20.64155    19.06448     1.91719
    -6.00021    21.12722    19.55095     1.89647
    -5.99721    23.14535    21.19325     1.92084
    -5.99421    23.47465    21.59939     1.97365
    -5.99121    23.85190    22.02653     2.02214
    -5.98821    47.96533    43.71744     2.52953
    -5.98521    29.02970    26.54816     2.17480
    -5.98221    22.71712    20.93248     1.83159
    -5.97921    22.56182    20.85720     1.76229
    -5.97621    19.83529    18.24879     1.82738
    -5.97321    19.32302    17.86536     1.96669
    -5.97021    18.67743    17.39042     2.06753
    -5.96721    18.49892    17.34620     2.17402
    -5.96421    19.09615    18.08984     2.61205
    -5.96121    22.11186    21.51124     3.89108
    -5.95821    21.64003    21.02831     3.43363
    -5.95521    17.37117    16.99887     3.08678
    -5.95221    15.88703    15.77778     2.97749
    -5.94921    14.81958    14.93641     2.88247
    -5.94621    16.69828    16.78985     4.07144
    -5.94321    17.66706    17.31755     2.48144
    -5.94021    15.68886    15.73245     2.68275
    -5.93721    13.06016    13.65518     2.91659
    -5.93421    14.17907    15.43049     3.41801
    -5.93121    12.92794    13.65015     3.03943
    -5.92821    13.11658    13.90763     2.79478
    -5.92521    12.47815    13.44839     2.34737
    -5.92221    11.39704    12.58794     1.91519
    -5.91921    10.98056    12.45862     1.58970
    -5.91621     9.70726    11.25573     1.54910
    -5.91321     9.57833    11.31590     1.61885
    -5.91021     8.30107    10.14067     1.67123
    -5.90721     8.15232    10.07194     1.72652
    -5.90421     8.18971    10.19472     3.32139
    -5.90121     8.97404    12.20664     3.02382
    -5.89821     7.72104    10.07626     2.26415
    -5.89521     7.34349     9.51760     2.02858
    -5.89221     6.97979     8.98474     1.78806
    -5.88921     7.17681     9.29992     1.63157
    -5.88621     6.75321     9.01975     1.74694
    -5.88321     5.57440     7.13321     1.13241
    -5.88021     4.68482     5.96102     1.11369
    -5.87721     3.91169     4.88167     1.05244
    -5.87421     3.61325     4.47084     1.01714
    -5.87121     4.23068     5.46756     1.14056
    -5.86821     4.47871     5.84858     1.24816
    -5.86521     5.31674     7.13555     1.38793
    -5.86221     5.81141     7.87725     1.53738
    -5.85921     6.31191     8.61378     1.71574
    -5.85621     6.80963     9.33977     2.08654
    -5.85321     7.07425     9.71591     2.02151
    -5.85021     7.08095     9.66389     1.92471
    -5.84721    12.27455    15.33672     1.85224
    -5.84421     8.79289    11.58378     1.74001
    -5.84121    14.23392    18.47988     1.76982
    -5.83821     9.83944    13.70925     1.81624
    -5.83521    10.14733    14.60993     1.89025
    -5.83221     7.41891    11.07718     2.02578
    -5.82921     6.92323    10.49155     2.18995
    -5.82621     6.66046    10.15360     2.19633
    -5.82321     6.42877     9.85837     2.20260
    -5.82021     6.20158     9.56517     2.21553
    -5.81721     5.99242     9.29667     2.32050
    -5.81421     5.78395     9.02001     2.43357
    -5.81121     5.60103     8.76967     2.55973
    -5.80821     5.47469     8.59217     2.71539
    -5.80521     5.31514     8.34942     2.79651
    -5.80221     5.06031     7.96372     2.68028
    -5.79921     5.08533     8.04569     2.76905
    -5.79621     5.33400     8.53997     3.25592
    -5.79321     5.51335     8.89549     3.91175
    -5.79021     4.81608     7.52204     2.84781
    -5.78721     5.13171     7.91871     2.69843
    -5.78421     5.45302     8.30931     2.48170
    -5.78121     5.77184     8.68904     2.25714
    -5.77821     4.83775     7.35293     1.97042
    -5.77521     4.69617     7.08044     1.67600
    -5.77221     4.57987     6.83802     1.41559
    -5.76921     4.41293     6.44435     1.38453
    -5.76621     4.62957     6.68740     1.51092
    -5.76321     5.04680     7.17986     1.79210
    -5.76021     5.41182     7.63434     2.08536
    -5.75721     5.52193     7.79962     2.07241
    -5.75421     5.70750     8.07987     2.12823
    -5.75121     5.94157     8.43665     2.25770
    -5.74821     5.93148     8.47722     2.41245
    -5.74521     5.86474     8.43670     2.39466
    -5.74221     5.13226     7.27296     2.16767
    -5.73921     4.87484     6.81705     1.92076
    -5.73621     4.48528     6.18327     1.87746
    -5.73321     4.12607     5.60503     1.85487
    -5.73021     4.47078     6.04770     1.90267
    -5.72721     4.26750     5.73722     2.18137
    -5.72421     4.10104     5.47567     2.42639
    -5.72121     4.10986     5.46052     2.22434
    -5.71821     4.54027     5.97255     2.37860
    -5.71521     6.38301     8.85882     3.16212
    -5.71221     6.91204     9.38109     2.85755
    -5.70921     5.25957     7.30360     2.40628
    -5.70621     5.30158     7.29006     1.96594
    -5.70321     4.41581     6.15385     1.51232
    -5.70021     4.40896     6.05532     1.25867
    -5.69721     4.15514     5.69493     1.12625
    -5.69421     4.13445     5.65868     0.97689
    -5.69121     4.41842     5.99442     0.86623
    -5.68821     5.22479     6.97313     0.91561
    -5.68521     6.11741     8.05876     1.13365
    -5.68221     5.20054     7.11850     1.47455
    -5.67921     4.28555     5.57607     1.71649
    -5.67621     4.32628     5.68116     2.04701
    -5.67321     4.35331     5.76697     2.40233
    -5.67021     4.31018     5.71588     1.99444
    -5.66721     4.26012     5.70038     2.32864
    -5.66421     3.85547     5.19456     2.28221
    -5.66121     3.24193     4.29191     2.19808
    -5.65821     2.92438     3.90310     2.07182
    -5.65521     2.63644     3.54823     1.90097
    -5.65221     2.46307     3.33754     1.83732
    -5.64921     2.33922     3.18831     1.78931
    -5.64621     3.54238     5.14043     2.99714
    -5.64321     3.12157     4.47378     2.91567
    -5.64021     2.73202     3.82237     2.78530
    -5.63721     2.60548     3.67606     2.25104
    -5.63421     2.73106     3.82486     1.64945
    -5.63121     2.88656     3.99727     1.32599
    -5.62821     2.99767     4.08886     1.27417
    -5.62521     3.07224     4.12973     1.22922
    -5.62221     3.14724     4.16874     1.18620
    -5.61921     3.15957     4.13027     1.13879
    -5.61621     3.20762     4.17109     1.09481
    -5.61321     2.93156     3.76257     1.00102
    -5.61021     2.98218     3.82157     0.96959
    -5.60721     3.14076     4.06386     0.94196
    -5.60421     4.05622     5.30703     3.03660
    -5.60121     3.54438     4.77219     1.42450
    -5.59821     3.56059     4.91577     1.39098
    -5.59521     2.97814     4.37183     1.36811
    -5.59221     3.18610     4.72348     1.43024
    -5.58921     3.39432     5.07529     1.49219
    -5.58621     3.33561     4.97725     1.54135
    -5.58321     3.21044     4.76658     1.58639
    -5.58021     2.97455     4.36217     1.63205
    -5.57721     2.95542     4.32168     1.68605
    -5.57421     2.94530     4.29272     1.73761
    -5.57121     2.93568     4.26428     1.78850
    -5.56821     2.92666     4.23652     1.83855
    -5.56521     2.91813     4.20931     1.88785
    -5.56221     2.86076     4.00305     1.82499
    -5.55921     2.78425     3.88033     1.77938
    -5.55621     2.77897     3.86006     2.01183
    -5.55321     2.70706     3.74675     1.93997
    -5.55021     2.64348     3.64892     1.87669
    -5.54721     2.84797     3.99644     1.85324
    -5.54421     2.83997     3.97793     1.84461
    -5.54121     2.83234     3.95975     1.83557
    -5.53821     3.17161     4.33344     2.55423
    -5.53521     3.08126     4.24267     1.88412
    -5.53221     3.22961     4.41354     1.78330
    -5.52921     3.48463     4.69931     1.81812
    -5.52621     3.74143     4.98281     1.85457
    -5.52321     4.80607     6.29960     1.89519
    -5.52021     5.14098     6.66656     1.93727
    -5.51721     5.74923     7.41357     2.01424
    -5.51421     7.39917     9.35271     2.15372
    -5.51121     5.25590     6.78370     2.26339
    -5.50821     4.44707     5.79765     2.37577
    -5.50521     3.61949     4.80172     2.50533
    -5.50221     3.01630     4.07945     2.65419
    -5.49921     2.99945     4.04712     2.82166
    -5.49621     2.78215     3.73224     2.11836
    -5.49321     2.66652     3.54392     2.03180
    -5.49021     2.54415     3.34521     1.95823
    -5.48721     2.42410     3.14933     1.90335
    -5.48421     2.42227     3.14797     1.83790
    -5.48121     2.42129     3.15026     1.83740
    -5.47821     2.40360     3.13306     1.81395
    -5.47521     2.37907     3.10643     1.80511
    -5.47221     2.35256     3.07685     1.80042
    -5.46921     2.28852     2.99206     1.66745
    -5.46621     2.19564     2.86082     1.59941
    -5.46321     2.19800     2.86651     1.59666
    -5.46021     2.53315     3.31871     1.59935
    -5.45721     2.52320     3.30749     1.60499
    -5.45421     2.86775     3.80573     1.61496
    -5.45121     3.15880     4.22363     1.62694
    -5.44821     3.22502     4.31731     1.63734
    -5.44521     3.18216     4.25453     1.64769
    -5.44221     3.13835     4.19109     1.65911
    -5.43921     3.00853     4.01817     1.65438
    -5.43621     2.86885     3.83212     1.64765
    -5.43321     2.98158     3.97633     1.78130
    -5.43021     2.82352     3.76486     1.76555
    -5.42721     2.63794     3.51564     1.70911
    -5.42421     2.45075     3.26398     1.65581
    -5.42121     2.32075     3.09376     1.61141
    -5.41821     2.20659     2.94703     1.57289
    -5.41521     2.32609     3.08618     1.60835
    -5.41221     2.41709     3.20116     1.65144
    -5.40921     2.36626     3.13316     1.66284
    -5.40621     2.21675     2.92478     1.70192
    -5.40321     2.22530     2.93602     1.72064
    -5.40021     2.23531     2.94950     1.73653
    -5.39721     2.24678     2.96532     1.74954
    -5.39421     2.25973     2.98337     1.75966
    -5.39121     2.27411     3.00375     1.76697
    -5.38821     2.31334     3.03552     1.91172
    -5.38521     2.37351     3.09028     1.88508
    -5.38221     2.35737     3.05734     1.73098
    -5.37921     2.46510     3.19557     1.75428
    -5.37621     2.78017     3.63987     1.76997
    -5.37321     2.79396     3.65305     1.77174
    -5.37021     2.80950     3.66985     1.76911
    -5.36721     2.82686     3.69033     1.76206
    -5.36421     2.84599     3.71465     1.75061
    -5.36121     2.64170     3.46826     1.72314
    -5.35821     2.43610     3.21624     1.69148
    -5.35521     2.34523     3.10529     1.65497
    -5.35221     2.30428     3.05718     1.61510
    -5.34921     2.26427     3.01006     1.57396
    -5.34621     2.40585     3.19260     1.65951
    -5.34321     2.88166     3.72445     1.71258
    -5.34021     3.05298     3.91744     1.74282
    -5.33721     3.40409     4.35314     1.78221
    -5.33421     3.75841     4.78871     1.82301
    -5.33121     4.12682     5.23787     1.91374
    -5.32821     4.47456     5.66045     2.07619
    -5.32521     4.23782     5.39167     2.23517
    -5.32221     3.50068     4.42737     2.39785
    -5.31921     3.26879     4.16274     2.57157
    -5.31621     3.33890     4.22673     2.74472
    -5.31321     4.06173     5.00054     2.86533
    -5.31021     2.74084     3.56872     2.91335
    -5.30721     2.70636     3.51878     2.95113
